route_id,ZDEr_ID_REF_A,stop_lat,stop_lon,stop_name,route_short_name,dest_name
100100020:20,22848,48.891988,2.300305,REIMS - HOTEL DES IMPOTS,20,LOUISON BOBET
100100020:20,22957,48.869947,2.351696,PORTE SAINT-DENIS,20,LOUISON BOBET
100100020:20,23680,48.889965,2.296654,CURNONSKY,20,LOUISON BOBET
100100020:20,23681,48.891555,2.29604,LOUISON BOBET,20,LOUISON BOBET
100100020:20,25390,48.870883,2.333031,OPERA,20,LOUISON BOBET
100100020:20,25781,48.880641,2.312972,MALESHERBES - COURCELLES,20,LOUISON BOBET
100100020:20,25783,48.877639,2.316653,LISBONNE - MAIRIE DU 8E,20,LOUISON BOBET
100100020:20,26668,48.874817,2.38843,JOURDAIN,20,LOUISON BOBET
100100020:20,26765,48.871539,2.343358,GRANDS BOULEVARDS,20,LOUISON BOBET
100100020:20,26769,48.870846,2.347486,POISSONNIERE - BONNE NOUVELLE,20,LOUISON BOBET
100100020:20,27317,48.871431,2.336219,CHOISEUL,20,LOUISON BOBET
100100020:20,27482,48.87546,2.397437,PELLEPORT - BELLEVILLE,20,LOUISON BOBET
100100020:20,28000,48.869003,2.35615,PORTE SAINT-MARTIN,20,LOUISON BOBET
100100020:20,28397,48.86831,2.3607,LANCRY - SAINT-MARTIN,20,LOUISON BOBET
100100020:20,28410,48.86804,2.363956,REPUBLIQUE,20,LOUISON BOBET
100100020:20,28518,48.876984,2.405641,PORTE DES LILAS - METRO,20,LOUISON BOBET
100100020:20,29276,48.87471,2.320755,SAINT-AUGUSTIN,20,LOUISON BOBET
100100020:20,34184,48.885555,2.306974,JOUFFROY D'ABBANS - MALESHERBES,20,LOUISON BOBET
100100020:20,34185,48.882033,2.311241,PLACE DU GENERAL CATROUX,20,LOUISON BOBET
100100020:20,34187,48.887415,2.305188,WAGRAM - PEREIRE,20,LOUISON BOBET
100100020:20,37115,48.872195,2.330034,AUBER,20,LOUISON BOBET
100100020:20,37262,48.869899,2.370387,GONCOURT,20,LOUISON BOBET
100100020:20,37524,48.873516,2.327677,HAVRE - HAUSSMANN,20,LOUISON BOBET
100100020:20,39766,48.874118,2.32521,PASQUIER - ANJOU,20,LOUISON BOBET
100100020:20,40847,48.868974,2.367785,JULES FERRY,20,LOUISON BOBET
100100020:20,42045,48.871952,2.339244,RICHELIEU - DROUOT,20,LOUISON BOBET
100100020:20,42079,48.872359,2.377514,BELLEVILLE,20,LOUISON BOBET
100100020:20,427466,48.876614,2.407957,PORTE DES LILAS,20,LOUISON BOBET
100100020:20,463628,48.873265,2.381439,JULIEN LACROIX,20,LOUISON BOBET
100100020:20,463757,48.876104,2.402806,HAXO,20,LOUISON BOBET
100100020:20,463765,48.871012,2.37378,FAUBOURG DU TEMPLE - PIVER,20,LOUISON BOBET
100100020:20,463770,48.875327,2.394534,PIXERECOURT,20,LOUISON BOBET
100100020:20,463771,48.875508,2.3917,RUE DES FETES,20,LOUISON BOBET
100100020:20,471771,48.89074,2.303127,PORTE D'ASNIERES - MARGUERITE LONG,20,LOUISON BOBET
100100020:20,8426,48.874225,2.385745,PYRENEES - BELLEVILLE,20,LOUISON BOBET
100100020:20,9126,48.888269,2.304546,JULIETTE LAMBER,20,LOUISON BOBET
100100020:20,22749,48.873381,2.327486,HAVRE - HAUSSMANN,20,PORTE DES LILAS
100100020:20,23681,48.891555,2.29604,LOUISON BOBET,20,PORTE DES LILAS
100100020:20,24791,48.865723,2.354433,REAUMUR - ARTS ET METIERS,20,PORTE DES LILAS
100100020:20,25778,48.877559,2.316312,LISBONNE - MAIRIE DU 8E,20,PORTE DES LILAS
100100020:20,25779,48.880551,2.312645,MALESHERBES - COURCELLES,20,PORTE DES LILAS
100100020:20,25780,48.888358,2.304233,JULIETTE LAMBER,20,PORTE DES LILAS
100100020:20,25782,48.884738,2.307588,JOUFFROY D'ABBANS - MALESHERBES,20,PORTE DES LILAS
100100020:20,26664,48.872125,2.377392,BELLEVILLE,20,PORTE DES LILAS
100100020:20,26666,48.874772,2.388648,JOURDAIN,20,PORTE DES LILAS
100100020:20,26667,48.865313,2.376283,PARMENTIER - REPUBLIQUE,20,PORTE DES LILAS
100100020:20,26750,48.867908,2.344243,REAUMUR - MONTMARTRE,20,PORTE DES LILAS
100100020:20,26767,48.867404,2.346586,SENTIER,20,PORTE DES LILAS
100100020:20,27316,48.870101,2.33314,OPERA - 4 SEPTEMBRE,20,PORTE DES LILAS
100100020:20,27320,48.869175,2.338181,RICHELIEU - 4 SEPTEMBRE,20,PORTE DES LILAS
100100020:20,27489,48.882051,2.31086,PLACE DU GENERAL CATROUX,20,PORTE DES LILAS
100100020:20,28357,48.89118,2.302187,PORTE D'ASNIERES - MARGUERITE LONG,20,PORTE DES LILAS
100100020:20,28399,48.86869,2.340633,BOURSE,20,PORTE DES LILAS
100100020:20,28406,48.875295,2.325319,GARE SAINT-LAZARE,20,PORTE DES LILAS
100100020:20,28558,48.871233,2.331342,OPERA,20,PORTE DES LILAS
100100020:20,28559,48.868202,2.362839,REPUBLIQUE - MAGENTA,20,PORTE DES LILAS
100100020:20,29279,48.893201,2.299623,ALSACE,20,PORTE DES LILAS
100100020:20,36546,48.874872,2.320891,SAINT-AUGUSTIN,20,PORTE DES LILAS
100100020:20,36684,48.875549,2.39978,PELLEPORT - BELLEVILLE,20,PORTE DES LILAS
100100020:20,37137,48.867141,2.364936,REPUBLIQUE,20,PORTE DES LILAS
100100020:20,37570,48.866112,2.379689,SAINT-MAUR - JEAN AICARD,20,PORTE DES LILAS
100100020:20,37579,48.867342,2.383082,BELLEVILLE - MENILMONTANT,20,PORTE DES LILAS
100100020:20,39461,48.875209,2.395665,PIXERECOURT,20,PORTE DES LILAS
100100020:20,39462,48.873722,2.385118,PYRENEES - BELLEVILLE,20,PORTE DES LILAS
100100020:20,39463,48.864922,2.360058,SQUARE DU TEMPLE,20,PORTE DES LILAS
100100020:20,39465,48.868862,2.381067,COURONNES,20,PORTE DES LILAS
100100020:20,39796,48.865192,2.356939,ARTS ET METIERS,20,PORTE DES LILAS
100100020:20,39797,48.866487,2.350877,REAUMUR - SEBASTOPOL,20,PORTE DES LILAS
100100020:20,40229,48.886606,2.305297,WAGRAM - PEREIRE,20,PORTE DES LILAS
100100020:20,40848,48.866252,2.361462,TURBIGO - REPUBLIQUE,20,PORTE DES LILAS
100100020:20,463674,48.871208,2.378086,RAMPONEAU,20,PORTE DES LILAS
100100020:20,463677,48.873094,2.38148,JULIEN LACROIX,20,PORTE DES LILAS
100100020:20,463760,48.875979,2.402805,HAXO,20,PORTE DES LILAS
100100020:20,463761,48.876894,2.405777,PORTE DES LILAS - METRO,20,PORTE DES LILAS
100100020:20,463762,48.875346,2.392763,RUE DES FETES,20,PORTE DES LILAS
100100020:20,463768,48.866151,2.369377,FERRY - LENOIR,20,PORTE DES LILAS
100100020:20,7773,48.877135,2.40853,PORTE DES LILAS,20,PORTE DES LILAS
100100020:20,9118,48.872033,2.329898,AUBER,20,PORTE DES LILAS
100100021:21,21698,48.897961,2.329267,PORTE DE SAINT-OUEN,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,22961,48.835499,2.345192,GLACIERE - ARAGO,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,22962,48.850068,2.342552,LES ECOLES,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,25291,48.840469,2.34586,BERTHOLLET - VAUQUELIN,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,25770,48.899228,2.329839,PORTE DE SAINT-OUEN - HOPITAL BICHAT,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,26652,48.862578,2.336029,PALAIS ROYAL - MUSEE DU LOUVRE,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,27069,48.846419,2.341122,LUXEMBOURG,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,28266,48.866218,2.334339,PYRAMIDES,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,28566,48.892757,2.327496,GUY MOQUET,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,29437,48.869777,2.332827,OPERA - 4 SEPTEMBRE,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,29455,48.885325,2.326721,GANNERON,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30010,48.871737,2.332731,OPERA,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30029,48.819717,2.343053,STADE CHARLETY - PORTE DE GENTILLY,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30097,48.826682,2.342019,GLACIERE - TOLBIAC,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30098,48.824642,2.34161,PARC MONTSOURIS,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30100,48.832982,2.344701,GLACIERE - NORDMANN,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30101,48.822368,2.341951,AMIRAL MOUCHEZ - CHARBONNEL,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30103,48.828776,2.343203,DAVIEL,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30105,48.831095,2.344347,GLACIERE - AUGUSTE BLANQUI,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30106,48.843875,2.342388,SAINT-JACQUES - GAY-LUSSAC,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30107,48.837881,2.345587,PORT ROYAL - BERTHOLLET,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,30135,48.880319,2.329011,LIEGE,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,36484,48.853483,2.344296,SAINT-MICHEL - SAINT-GERMAIN,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,36556,48.868178,2.333522,PETITS CHAMPS - DANIELLE CASANOVA,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,37369,48.882925,2.327852,PLACE DE CLICHY,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,37372,48.890187,2.326624,DAVY,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,37373,48.888102,2.325929,LA FOURCHE,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,37374,48.875844,2.331232,TRINITE,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,37729,48.859846,2.344365,RIVOLI - PONT NEUF,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,40818,48.874046,2.331355,HAUSSMANN - MOGADOR,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,422499,48.861131,2.340401,LOUVRE - RIVOLI,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,427505,48.855784,2.34638,CITE - PALAIS DE JUSTICE,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,480063,48.895597,2.328449,NAVIER,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,9119,48.859019,2.347021,RIVOLI - CHATELET,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,9120,48.841638,2.343505,FEUILLANTINES,21,PORTE DE SAINT-OUEN - HOPITAL BICHAT
100100021:21,20100,48.871089,2.331587,OPERA,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,22739,48.874945,2.326545,GARE SAINT-LAZARE - HAVRE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,22749,48.873381,2.327486,HAVRE - HAUSSMANN,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,22795,48.825927,2.341093,GLACIERE - TOLBIAC,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,22960,48.837314,2.345274,PORT ROYAL - BERTHOLLET,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,25722,48.824166,2.339923,PARC MONTSOURIS,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,25771,48.899201,2.329567,PORTE DE SAINT-OUEN - HOPITAL BICHAT,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,26619,48.852369,2.343465,SAINT-MICHEL - SAINT-GERMAIN,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,26956,48.862246,2.338549,SAINT-HONORE - VALOIS,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,27067,48.863774,2.334721,PALAIS ROYAL - COMEDIE FRANCAISE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,27068,48.846329,2.34085,LUXEMBOURG,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,27070,48.866722,2.333781,PYRAMIDES,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,28265,48.869607,2.332555,OPERA - 4 SEPTEMBRE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,28567,48.895283,2.328041,NAVIER,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,29793,48.880517,2.326926,LIEGE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,29857,48.821568,2.340889,CITE UNIVERSITAIRE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30029,48.819717,2.343053,STADE CHARLETY - PORTE DE GENTILLY,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30094,48.82883,2.342523,DAVIEL,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30095,48.830574,2.343898,GLACIERE - AUGUSTE BLANQUI,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30096,48.832767,2.344388,GLACIERE - NORDMANN,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30099,48.839894,2.345819,BERTHOLLET - VAUQUELIN,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30102,48.843741,2.34217,SAINT-JACQUES - GAY-LUSSAC,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30104,48.834609,2.34477,GLACIERE - ARAGO,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,30108,48.841691,2.343205,FEUILLANTINES,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,35851,48.876769,2.326749,GARE SAINT-LAZARE - BUDAPEST,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,36492,48.85582,2.34608,CITE - PALAIS DE JUSTICE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,37354,48.860556,2.340578,LOUVRE - RIVOLI,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,37375,48.892721,2.327182,GUY MOQUET,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,39791,48.858552,2.341572,PONT NEUF - QUAI DU LOUVRE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,39799,48.85733,2.346312,CHATELET,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,40800,48.898105,2.328913,PORTE DE SAINT-OUEN,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,427506,48.8859,2.326134,GANNERON,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,480171,48.897134,2.328708,PORTE DE SAINT-OUEN,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,8419,48.887904,2.325562,LA FOURCHE,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,8432,48.849789,2.342103,LES ECOLES,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,9106,48.882764,2.326994,PLACE DE CLICHY,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,9118,48.872033,2.329898,AUBER,21,STADE CHARLETY - PORTE DE GENTILLY
100100021:21,9124,48.89034,2.326365,DAVY,21,STADE CHARLETY - PORTE DE GENTILLY
100100022:22,18206,48.861192,2.284268,SCHEFFER,22,GARE SAINT-LAZARE
100100022:22,18207,48.860301,2.281517,LA TOUR,22,GARE SAINT-LAZARE
100100022:22,22807,48.86691,2.290242,KLEBER - BOISSIERE,22,GARE SAINT-LAZARE
100100022:22,23520,48.838837,2.262479,VERSAILLES - CHARDON LAGACHE,22,GARE SAINT-LAZARE
100100022:22,24792,48.848324,2.2705,EGLISE D'AUTEUIL,22,GARE SAINT-LAZARE
100100022:22,24793,48.851935,2.267935,JASMIN,22,GARE SAINT-LAZARE
100100022:22,25385,48.857762,2.273961,LA MUETTE - BOULAINVILLIERS,22,GARE SAINT-LAZARE
100100022:22,25414,48.855711,2.270558,RANELAGH,22,GARE SAINT-LAZARE
100100022:22,25512,48.849967,2.268305,GEORGE SAND - LA FONTAINE,22,GARE SAINT-LAZARE
100100022:22,25514,48.875086,2.313452,HAUSSMANN - MIROMESNIL,22,GARE SAINT-LAZARE
100100022:22,27323,48.874833,2.307225,FRIEDLAND - HAUSSMANN,22,GARE SAINT-LAZARE
100100022:22,27325,48.874978,2.310482,HAUSSMANN - COURCELLES,22,GARE SAINT-LAZARE
100100022:22,28003,48.872969,2.294597,CHARLES DE GAULLE - ETOILE - KLEBER,22,GARE SAINT-LAZARE
100100022:22,28413,48.847633,2.273006,PONT MIRABEAU,22,GARE SAINT-LAZARE
100100022:22,29783,48.840951,2.265689,VERSAILLES - EXELMANS,22,GARE SAINT-LAZARE
100100022:22,37112,48.837181,2.258982,PORTE DE SAINT-CLOUD - MURAT,22,GARE SAINT-LAZARE
100100022:22,37113,48.838033,2.255822,PORTE DE SAINT-CLOUD,22,GARE SAINT-LAZARE
100100022:22,39477,48.87551,2.323412,GARE SAINT-LAZARE,22,GARE SAINT-LAZARE
100100022:22,39488,48.869382,2.292093,KLEBER - PAUL VALERY,22,GARE SAINT-LAZARE
100100022:22,39489,48.863728,2.28793,TROCADERO,22,GARE SAINT-LAZARE
100100022:22,41802,48.874872,2.318275,SAINT-AUGUSTIN,22,GARE SAINT-LAZARE
100100022:22,423949,48.87627,2.302115,HOCHE - SAINT-HONORE,22,GARE SAINT-LAZARE
100100022:22,478510,48.874165,2.296231,CHARLES DE GAULLE - ETOILE,22,GARE SAINT-LAZARE
100100022:22,8435,48.85922,2.277636,PLACE POSSOZ,22,GARE SAINT-LAZARE
100100022:22,8436,48.844639,2.271131,WILHEM,22,GARE SAINT-LAZARE
100100022:22,8437,48.843056,2.269485,VICTORIEN SARDOU,22,GARE SAINT-LAZARE
100100022:22,22791,48.844726,2.266269,CHARDON-LAGACHE - MOLITOR,22,PORTE DE SAINT-CLOUD
100100022:22,22792,48.838277,2.258123,PORTE DE SAINT-CLOUD - MURAT,22,PORTE DE SAINT-CLOUD
100100022:22,22805,48.869517,2.291766,KLEBER - PAUL VALERY,22,PORTE DE SAINT-CLOUD
100100022:22,22806,48.866523,2.289562,KLEBER - BOISSIERE,22,PORTE DE SAINT-CLOUD
100100022:22,23494,48.852326,2.276337,PLACE DU DOCTEUR HAYEM - RADIO FRANCE,22,PORTE DE SAINT-CLOUD
100100022:22,25085,48.876243,2.300562,HOCHE - SAINT-HONORE,22,PORTE DE SAINT-CLOUD
100100022:22,25396,48.853153,2.275669,ASSOMPTION - RADIO FRANCE,22,PORTE DE SAINT-CLOUD
100100022:22,25405,48.85628,2.274657,LES VIGNES - BOULAINVILLIERS RER,22,PORTE DE SAINT-CLOUD
100100022:22,25513,48.849789,2.271696,PERRICHONT,22,PORTE DE SAINT-CLOUD
100100022:22,26571,48.860228,2.280618,LA TOUR,22,PORTE DE SAINT-CLOUD
100100022:22,26739,48.858545,2.275186,LA MUETTE - BOULAINVILLIERS,22,PORTE DE SAINT-CLOUD
100100022:22,27322,48.875121,2.308479,HAUSSMANN - COURCELLES,22,PORTE DE SAINT-CLOUD
100100022:22,27326,48.875293,2.313043,HAUSSMANN - MIROMESNIL,22,PORTE DE SAINT-CLOUD
100100022:22,27327,48.874386,2.317935,SAINT-AUGUSTIN - LA BOETIE,22,PORTE DE SAINT-CLOUD
100100022:22,28001,48.859445,2.277595,PLACE POSSOZ,22,PORTE DE SAINT-CLOUD
100100022:22,28002,48.839916,2.262749,VERSAILLES - CHARDON LAGACHE,22,PORTE DE SAINT-CLOUD
100100022:22,28983,48.863754,2.287548,TROCADERO,22,PORTE DE SAINT-CLOUD
100100022:22,29276,48.87471,2.320755,SAINT-AUGUSTIN,22,PORTE DE SAINT-CLOUD
100100022:22,29453,48.872717,2.294079,CHARLES DE GAULLE - ETOILE - KLEBER,22,PORTE DE SAINT-CLOUD
100100022:22,35137,48.875031,2.305549,FRIEDLAND - HAUSSMANN,22,PORTE DE SAINT-CLOUD
100100022:22,37113,48.838033,2.255822,PORTE DE SAINT-CLOUD,22,PORTE DE SAINT-CLOUD
100100022:22,37718,48.842946,2.264638,JOUVENET,22,PORTE DE SAINT-CLOUD
100100022:22,39477,48.87551,2.323412,GARE SAINT-LAZARE,22,PORTE DE SAINT-CLOUD
100100022:22,39920,48.861218,2.283668,SCHEFFER,22,PORTE DE SAINT-CLOUD
100100022:22,40579,48.851058,2.27484,THEOPHILE GAUTIER - RUE GROS,22,PORTE DE SAINT-CLOUD
100100022:22,478513,48.874309,2.296053,CHARLES DE GAULLE - ETOILE,22,PORTE DE SAINT-CLOUD
100100022:22,478615,48.874486,2.32378,PASQUIER - ANJOU,22,PORTE DE SAINT-CLOUD
100100022:22,9130,48.847964,2.269506,EGLISE D'AUTEUIL,22,PORTE DE SAINT-CLOUD
100100024:24,16904,48.831848,2.388006,TERROIRS DE FRANCE,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,25292,48.840029,2.346364,BERTHOLLET - VAUQUELIN,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,25294,48.821284,2.413094,CHARENTON-ECOLES,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,25296,48.83859,2.350108,MONGE - CLAUDE BERNARD,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,25730,48.824934,2.394683,CENTRE COMMERCIAL DE CHARENTON-LE-PONT,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,26675,48.839604,2.361028,SAINT-MARCEL - LA PITIE,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,26730,48.836918,2.352612,LES GOBELINS,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,26745,48.838158,2.356493,SAINT-MARCEL - JEANNE D'ARC,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,27046,48.837774,2.38213,BERCY - ARENA,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,30102,48.843741,2.34217,SAINT-JACQUES - GAY-LUSSAC,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,30108,48.841691,2.343205,FEUILLANTINES,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,37924,48.820688,2.402082,PONT NELSON MANDELA,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,39343,48.815005,2.421359,ECOLE VETERINAIRE DE MAISONS-ALFORT,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,39469,48.835471,2.385899,DIJON - LACHAMBEAUDIE,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,39471,48.834266,2.388349,BARON LE ROY,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,39472,48.840795,2.37832,MINISTERE DE L'ECONOMIE ET DES FINANCES,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,39474,48.818876,2.411104,VICTOR HUGO,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,421409,48.84334,2.373911,GARE DE LYON - MAISON DE LA RATP,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,427368,48.842605,2.363997,GARE D'AUSTERLITZ,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,427369,48.844059,2.372086,VAN GOGH,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,463708,48.846554,2.343846,PANTHEON,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,480101,48.843306,2.365713,GARE D'AUSTERLITZ - COUR SEINE,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,480567,48.843855,2.364039,GARE D'AUSTERLITZ,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,7787,48.821525,2.399838,PORT AUX LIONS,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,8335,48.817748,2.418656,PONT DE CHARENTON,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,8450,48.81895,2.408014,LES BERGES DE CHARENTON,24,ECOLE VETERINAIRE DE MAISONS-ALFORT
100100024:24,21699,48.828046,2.389309,PONT NATIONAL - QUAI DE BERCY,24,GARE D'AUSTERLITZ
100100024:24,22722,48.814545,2.423455,ECOLE VETERINAIRE DE MAISONS-ALFORT-METRO,24,GARE D'AUSTERLITZ
100100024:24,25517,48.821553,2.414061,CHARENTON-ECOLES,24,GARE D'AUSTERLITZ
100100024:24,25724,48.834652,2.388104,BARON LE ROY,24,GARE D'AUSTERLITZ
100100024:24,25726,48.837935,2.382335,BERCY - ARENA,24,GARE D'AUSTERLITZ
100100024:24,25727,48.840092,2.381969,GARE DE BERCY,24,GARE D'AUSTERLITZ
100100024:24,25731,48.824772,2.394288,CENTRE COMMERCIAL DE CHARENTON-LE-PONT,24,GARE D'AUSTERLITZ
100100024:24,25732,48.819409,2.407212,LES BERGES DE CHARENTON,24,GARE D'AUSTERLITZ
100100024:24,25733,48.818151,2.419867,PONT DE CHARENTON,24,GARE D'AUSTERLITZ
100100024:24,25734,48.822492,2.420024,EDMOND NOCARD,24,GARE D'AUSTERLITZ
100100024:24,36167,48.845399,2.368724,QUAI DE LA RAPEE,24,GARE D'AUSTERLITZ
100100024:24,37559,48.843504,2.364284,GARE D'AUSTERLITZ,24,GARE D'AUSTERLITZ
100100024:24,37925,48.822245,2.398477,PORT AUX LIONS,24,GARE D'AUSTERLITZ
100100024:24,39393,48.843421,2.374115,GARE DE LYON,24,GARE D'AUSTERLITZ
100100024:24,39473,48.818993,2.410981,VICTOR HUGO,24,GARE D'AUSTERLITZ
100100024:24,41430,48.841064,2.378321,MINISTERE DE L'ECONOMIE ET DES FINANCES,24,GARE D'AUSTERLITZ
100100024:24,41439,48.831938,2.388592,TERROIRS DE FRANCE,24,GARE D'AUSTERLITZ
100100024:24,480566,48.844124,2.363876,GARE D'AUSTERLITZ,24,GARE D'AUSTERLITZ
100100024:24,8448,48.835921,2.385832,LACHAMBEAUDIE,24,GARE D'AUSTERLITZ
100100024:24,8449,48.820877,2.401892,PONT NELSON MANDELA,24,GARE D'AUSTERLITZ
100100024:24,21699,48.828046,2.389309,PONT NATIONAL - QUAI DE BERCY,24,PANTHEON
100100024:24,22322,48.842112,2.359368,BUFFON - JARDIN DES PLANTES,24,PANTHEON
100100024:24,22722,48.814545,2.423455,ECOLE VETERINAIRE DE MAISONS-ALFORT-METRO,24,PANTHEON
100100024:24,24440,48.840657,2.35166,CENSIER - DAUBENTON,24,PANTHEON
100100024:24,24442,48.838914,2.35068,MONGE - CLAUDE BERNARD,24,PANTHEON
100100024:24,25291,48.840469,2.34586,BERTHOLLET - VAUQUELIN,24,PANTHEON
100100024:24,25517,48.821553,2.414061,CHARENTON-ECOLES,24,PANTHEON
100100024:24,25724,48.834652,2.388104,BARON LE ROY,24,PANTHEON
100100024:24,25726,48.837935,2.382335,BERCY - ARENA,24,PANTHEON
100100024:24,25727,48.840092,2.381969,GARE DE BERCY,24,PANTHEON
100100024:24,25731,48.824772,2.394288,CENTRE COMMERCIAL DE CHARENTON-LE-PONT,24,PANTHEON
100100024:24,25732,48.819409,2.407212,LES BERGES DE CHARENTON,24,PANTHEON
