line_id,route_id,stop_id,lat,lon
Line:Relation:1066571,Route:Relation:1253890,StopPoint:Node:1015301880,48.8780052,2.371209
Line:Relation:937390,Route:Relation:1253892,StopPoint:Node:1402566400,48.9006446,2.3154513999999997
Line:Relation:1251039,Route:Relation:1253893,StopPoint:Node:1326762375,48.8531899,2.3777258
Line:Relation:1086445,Route:Relation:1253894,StopPoint:Node:1013351515,48.8402767,2.2344835
Line:Relation:1251039,Route:Relation:1253898,StopPoint:Node:1389808246,48.872535799999994,2.4283349
Line:Relation:1066571,Route:Relation:1253899,StopPoint:Node:1014690200,48.8598612,2.3525853999999997
Line:Relation:937390,Route:Relation:1253900,StopPoint:Node:1402566402,48.8986236,2.3125635
Line:Relation:1254003,Route:Relation:1253993,StopPoint:Node:1206262763,48.9012767,2.3168580999999997
Line:Relation:1066570,Route:Relation:1253994,StopPoint:Node:1129276275,48.822643199999995,2.3472363
Line:Relation:1083430,Route:Relation:1253995,StopPoint:Node:1203766048,48.8602468,2.3273889
Line:Relation:1066570,Route:Relation:1253996,StopPoint:Node:2039176055,48.862494399999996,2.3378522
Line:Relation:1254003,Route:Relation:1253997,StopPoint:Node:1206262817,48.900097599999995,2.3192939
Line:Relation:1254002,Route:Relation:1253998,StopPoint:Node:1202444359,48.860850899999996,2.3335627999999997
Line:Relation:1083430,Route:Relation:1254000,StopPoint:Node:1315326998,48.8716557,2.3327002
Line:Relation:1254002,Route:Relation:1254001,StopPoint:Node:1307259192,48.8577899,2.3809996
Line:Relation:1083423,Route:Relation:1254449,StopPoint:Node:1015337922,48.8786876,2.3742462
Line:Relation:1083426,Route:Relation:1254450,StopPoint:Node:1309395351,48.830964699999996,2.3443093999999998
Line:Relation:1083425,Route:Relation:1254451,StopPoint:Node:1038123189,48.8358949,2.3858273999999997
Line:Relation:1083433,Route:Relation:1254452,StopPoint:Node:1999469416,48.8541362,2.3436692999999997
Line:Relation:1083426,Route:Relation:1254453,StopPoint:Node:1141486748,48.8437255,2.342232
Line:Relation:1066572,Route:Relation:1254454,StopPoint:Node:1225461873,48.8680364,2.3640065999999997
Line:Relation:1083425,Route:Relation:1254455,StopPoint:Node:1141486748,48.8437255,2.342232
Line:Relation:1083433,Route:Relation:1254456,StopPoint:Node:1141486748,48.8437255,2.342232
Line:Relation:1254461,Route:Relation:1254457,StopPoint:Node:1004223692,48.847662799999995,2.2729171999999997
Line:Relation:1083423,Route:Relation:1254458,StopPoint:Node:1015337908,48.8787848,2.3743924
Line:Relation:1066572,Route:Relation:1254459,StopPoint:Node:1244633375,48.867955099999996,2.3442419
Line:Relation:1254461,Route:Relation:1254460,StopPoint:Node:1025500429,48.8399328,2.2627889999999997
Line:Relation:1083424,Route:Relation:1255722,StopPoint:Node:1983648219,48.868696799999995,2.3015531
Line:Relation:1255733,Route:Relation:1255723,StopPoint:Node:1243135758,48.8433132,2.3836866
Line:Relation:1057577,Route:Relation:1255724,StopPoint:Node:1568009821,48.8322091,2.2781775
Line:Relation:1255734,Route:Relation:1255725,StopPoint:Node:1657998340,48.8910566,2.3495078
Line:Relation:1083424,Route:Relation:1255726,StopPoint:Node:1347029714,48.868787499999996,2.3019902
Line:Relation:1255732,Route:Relation:1255727,StopPoint:Node:1241390914,48.883514999999996,2.3330745999999998
Line:Relation:1255732,Route:Relation:1255728,StopPoint:Node:1241390897,48.883786,2.3330036
Line:Relation:1255733,Route:Relation:1255729,StopPoint:Node:1243135691,48.839841,2.3943255
Line:Relation:1057577,Route:Relation:1255730,StopPoint:Node:1244633375,48.867955099999996,2.3442419
Line:Relation:1255734,Route:Relation:1255731,StopPoint:Node:1658001713,48.891236799999994,2.3497072
Line:Relation:1257124,Route:Relation:1257111,StopPoint:Node:1355349499,48.8444332,2.4055630999999997
Line:Relation:255442,Route:Relation:1257112,StopPoint:Node:1307259247,48.8579211,2.3807971
Line:Relation:1257125,Route:Relation:1257114,StopPoint:Node:1004223692,48.847662799999995,2.2729171999999997
Line:Relation:1257123,Route:Relation:1257115,StopPoint:Node:1449497801,48.8642416,2.2770207
Line:Relation:1257122,Route:Relation:1257116,StopPoint:Node:1507750607,48.8897318,2.3833349
Line:Relation:1257125,Route:Relation:1257117,StopPoint:Node:1004245978,48.8455449,2.2719703
Line:Relation:1257124,Route:Relation:1257118,StopPoint:Node:1252378179,48.837146499999996,2.3908499
Line:Relation:255442,Route:Relation:1257119,StopPoint:Node:1307259192,48.8577899,2.3809996
Line:Relation:1257123,Route:Relation:1257120,StopPoint:Node:1129921065,48.849321499999995,2.3553775
Line:Relation:1257122,Route:Relation:1257121,StopPoint:Node:1507750610,48.890763899999996,2.3819888
Line:Relation:1057567,Route:Relation:1257166,StopPoint:Node:1270203002,48.87932,2.2534955
Line:Relation:1083435,Route:Relation:1257167,StopPoint:Node:1004141477,48.848014299999996,2.2697472
Line:Relation:1257187,Route:Relation:1257168,StopPoint:Node:1223052356,48.8472291,2.386374
Line:Relation:1057566,Route:Relation:1257169,StopPoint:Node:1113455239,48.8761282,2.3586508
Line:Relation:1083420,Route:Relation:1257171,StopPoint:Node:1089066472,48.8235034,2.2882762999999997
Line:Relation:1057567,Route:Relation:1257172,StopPoint:Node:1272991474,48.8796896,2.2532270999999997
Line:Relation:1083435,Route:Relation:1257173,StopPoint:Node:1038210023,48.8419701,2.2384416
Line:Relation:1257187,Route:Relation:1257174,StopPoint:Node:1223052357,48.847493199999995,2.3873542
Line:Relation:1083432,Route:Relation:1257175,StopPoint:Node:1489177494,48.8828609,2.3708424999999997
Line:Relation:1066573,Route:Relation:1257176,StopPoint:Node:1257996027,48.8455126,2.4274906
Line:Relation:1083420,Route:Relation:1257177,StopPoint:Node:1075556578,48.8255894,2.3019094
Line:Relation:1057573,Route:Relation:1257178,StopPoint:Node:1109569737,48.8524963,2.3463845
Line:Relation:1257186,Route:Relation:1257179,StopPoint:Node:1236570996,48.8827868,2.3443205
Line:Relation:1083432,Route:Relation:1257180,StopPoint:Node:2206863580,48.878839299999996,2.4090304
Line:Relation:1066573,Route:Relation:1257181,StopPoint:Node:1225461873,48.8680364,2.3640065999999997
Line:Relation:1057566,Route:Relation:1257182,StopPoint:Node:1226917574,48.84086,2.438822
Line:Relation:1057573,Route:Relation:1257184,StopPoint:Node:2042461937,48.8225264,2.3585390999999998
Line:Relation:1257186,Route:Relation:1257185,StopPoint:Node:1113455239,48.8761282,2.3586508
Line:Relation:1257210,Route:Relation:1257205,StopPoint:Node:1022483917,48.8421412,2.2558818
Line:Relation:1257210,Route:Relation:1257209,StopPoint:Node:1021083504,48.8448777,2.2574386
Line:Relation:1259087,Route:Relation:1259085,StopPoint:Node:1297714745,48.761834,2.3184613
Line:Relation:1259529,Route:Relation:1259514,StopPoint:Node:5054502089,48.8184177,2.3599912
Line:Relation:1259529,Route:Relation:1259521,StopPoint:Node:1969160350,48.7902773,2.331934
Line:Relation:5557347,Route:Relation:126953,StopPoint:Node:294082534,48.769166899999995,2.4217681
Line:Relation:4610190,Route:Relation:127724,StopPoint:Node:1199514239,48.7673347,2.3801248
Line:Relation:7194163,Route:Relation:1286111,StopPoint:Node:4317617702,48.9977519,2.1166812999999998
Line:Relation:7753791,Route:Relation:1286298,StopPoint:Node:1298780888,48.7771155,2.3225491
Line:Relation:7753791,Route:Relation:1286916,StopPoint:Node:1005053442,48.7767006,2.3131486
Line:Relation:1308545,Route:Relation:1299562,StopPoint:Node:1012595845,48.8273174,2.5422088
Line:Relation:1302117,Route:Relation:1302115,StopPoint:Node:1166855994,48.798756,2.533932
Line:Relation:1302117,Route:Relation:1302116,StopPoint:Node:1124877311,48.778795599999995,2.5352113999999997
Line:Relation:1306437,Route:Relation:1306435,StopPoint:Node:1012595845,48.8273174,2.5422088
Line:Relation:1306437,Route:Relation:1306436,StopPoint:Node:1023336815,48.830019,2.5381047999999997
Line:Relation:1307393,Route:Relation:1307394,StopPoint:Node:1159070149,48.827222299999995,2.5175007
Line:Relation:1307393,Route:Relation:1307395,StopPoint:Node:1159070144,48.8268594,2.5179343999999997
Line:Relation:1308546,Route:Relation:1308542,StopPoint:Node:1012595845,48.8273174,2.5422088
Line:Relation:1308546,Route:Relation:1308543,StopPoint:Node:1015988112,48.8268509,2.5489406999999997
Line:Relation:1308545,Route:Relation:1308544,StopPoint:Node:1018521033,48.830527499999995,2.5398948
Line:Relation:1299563,Route:Relation:1308585,StopPoint:Node:1000880191,48.833338999999995,2.536788
Line:Relation:1648058,Route:Relation:1312700,StopPoint:Node:1347352670,48.6141602,2.4337451999999997
Line:Relation:6762268,Route:Relation:1345684,StopPoint:Node:1069272560,48.6418411,2.3520205
Line:Relation:3389342,Route:Relation:1415394,StopPoint:Node:1598292336,48.8242653,2.2727037
Line:Relation:7483894,Route:Relation:1436732,StopPoint:Node:1077680687,48.7648753,2.1672043
Line:Relation:2171896,Route:Relation:1453980,StopPoint:Node:1030058477,48.8406859,2.552594
Line:Relation:2171896,Route:Relation:1454043,StopPoint:Node:1245867937,48.9071108,2.4498389
Line:Relation:1464810,Route:Relation:1464808,StopPoint:Node:1191783297,48.872776099999996,2.1632496999999997
Line:Relation:1464810,Route:Relation:1464809,StopPoint:Node:1191784386,48.8804667,2.1825505
Line:Relation:225801,Route:Relation:1484099,StopPoint:Node:1210761371,48.8571062,2.4398782
Line:Relation:225801,Route:Relation:1484100,StopPoint:Node:1209143170,48.844843499999996,2.436905
Line:Relation:7999697,Route:Relation:1493676,StopPoint:Node:2725986968,48.3362504,2.7388342
Line:Relation:6049045,Route:Relation:149679,StopPoint:Node:1196638180,48.7533263,2.4301016
Line:Relation:7136184,Route:Relation:150122,StopPoint:Node:1936001337,48.7618376,2.4197375
Line:Relation:1520530,Route:Relation:1520443,StopPoint:Node:1003611528,48.791078299999995,2.4456640999999997
Line:Relation:1520530,Route:Relation:1520505,StopPoint:Node:1003611533,48.7904522,2.4457407
Line:Relation:5752558,Route:Relation:1528610,StopPoint:Node:1233866953,48.704360099999995,2.4876722
Line:Relation:1534903,Route:Relation:1534901,StopPoint:Node:1130849922,48.8043762,2.4720353
Line:Relation:1534904,Route:Relation:1534902,StopPoint:Node:1153782258,48.7986526,2.4541097
Line:Relation:1535270,Route:Relation:1535264,StopPoint:Node:1015988112,48.8268509,2.5489406999999997
Line:Relation:1535263,Route:Relation:1535265,StopPoint:Node:1239297644,48.8447402,2.3718129
Line:Relation:1535268,Route:Relation:1535266,StopPoint:Node:1229930295,48.7742785,2.3991571
Line:Relation:1535269,Route:Relation:1535267,StopPoint:Node:1474928498,48.7900928,2.4350738
Line:Relation:1535461,Route:Relation:1535453,StopPoint:Node:1307259192,48.8577899,2.3809996
Line:Relation:1535460,Route:Relation:1535454,StopPoint:Node:1114193803,48.8622556,2.3254741
Line:Relation:6956807,Route:Relation:1535455,StopPoint:Node:1255468494,48.7127558,2.4025941
Line:Relation:1535268,Route:Relation:1535456,StopPoint:Node:1229930298,48.7737434,2.3989441
Line:Relation:6956787,Route:Relation:1535457,StopPoint:Node:1355407715,48.8301035,2.3757265
Line:Relation:7921050,Route:Relation:1535992,StopPoint:Node:5905118340,48.8257075,2.2886224
Line:Relation:1537048,Route:Relation:1537047,StopPoint:Node:1109569737,48.8524963,2.3463845
Line:Relation:1540147,Route:Relation:1539914,StopPoint:Node:1153533008,48.7997776,2.4662828
Line:Relation:1540147,Route:Relation:1540144,StopPoint:Node:1122243727,48.8048539,2.4851776
Line:Relation:1547969,Route:Relation:1547968,StopPoint:Node:1005362275,48.8349748,2.2475418
Line:Relation:1549912,Route:Relation:1549909,StopPoint:Node:1155631555,48.864321999999994,2.4787958
Line:Relation:1549913,Route:Relation:1549911,StopPoint:Node:1251606718,48.857712899999996,2.4365625
Line:Relation:7921049,Route:Relation:1551324,StopPoint:Node:1426853562,48.849171399999996,2.4125984
Line:Relation:1553162,Route:Relation:1553161,StopPoint:Node:1222301274,48.914763199999996,2.3484693
Line:Relation:1553375,Route:Relation:1553374,StopPoint:Node:1206262817,48.900097599999995,2.3192939
Line:Relation:1553501,Route:Relation:1553499,StopPoint:Node:1616110197,48.9232769,2.2863487
Line:Relation:1553501,Route:Relation:1553500,StopPoint:Node:1616110199,48.9232953,2.2860065
Line:Relation:1555879,Route:Relation:1555875,StopPoint:Node:1209143260,48.847834999999996,2.4407848999999997
Line:Relation:1555880,Route:Relation:1555876,StopPoint:Node:1209143260,48.847834999999996,2.4407848999999997
Line:Relation:1555878,Route:Relation:1555877,StopPoint:Node:1209143170,48.844843499999996,2.436905
Line:Relation:1555941,Route:Relation:1555937,StopPoint:Node:1166331856,48.8150057,2.5063371
Line:Relation:1555940,Route:Relation:1555938,StopPoint:Node:1257233419,48.8441372,2.4412257
Line:Relation:1555878,Route:Relation:1555960,StopPoint:Node:1244401742,48.8378069,2.4179816
Line:Relation:1555939,Route:Relation:1555961,StopPoint:Node:1711217453,48.864708,2.4170677
Line:Relation:1555941,Route:Relation:1555962,StopPoint:Node:1018995225,48.8061647,2.5331498
Line:Relation:1547965,Route:Relation:1559982,StopPoint:Node:1014690200,48.8598612,2.3525853999999997
Line:Relation:1574080,Route:Relation:1574079,StopPoint:Node:1000073261,48.834279699999996,2.2426166
Line:Relation:1576587,Route:Relation:1576586,StopPoint:Node:1213810472,48.875844099999995,2.3236838
Line:Relation:1580970,Route:Relation:1580968,StopPoint:Node:1131513901,48.8109399,2.5103402
Line:Relation:1580970,Route:Relation:1580969,StopPoint:Node:1131513917,48.813240799999996,2.5098617
Line:Relation:6795575,Route:Relation:1581557,StopPoint:Node:1018995225,48.8061647,2.5331498
Line:Relation:6795575,Route:Relation:1581558,StopPoint:Node:1131513901,48.8109399,2.5103402
Line:Relation:6795574,Route:Relation:1581559,StopPoint:Node:1018995225,48.8061647,2.5331498
Line:Relation:6795574,Route:Relation:1581623,StopPoint:Node:1131310945,48.8054996,2.5337435
Line:Relation:3047801,Route:Relation:1621794,StopPoint:Node:1403781519,48.8585973,2.4279237
Line:Relation:1549912,Route:Relation:1621795,StopPoint:Node:1155579598,48.8646148,2.4782615999999997
Line:Relation:3047801,Route:Relation:1621796,StopPoint:Node:1321886484,48.861698399999995,2.4407945
Line:Relation:1621799,Route:Relation:1621797,StopPoint:Node:1155579598,48.8646148,2.4782615999999997
Line:Relation:1576587,Route:Relation:1627956,StopPoint:Node:1285336039,48.9445392,2.2507967
Line:Relation:5426450,Route:Relation:163664,StopPoint:Node:1229930298,48.7737434,2.3989441
Line:Relation:1648058,Route:Relation:1648057,StopPoint:Node:1297462437,48.640328,2.4346484
Line:Relation:1648952,Route:Relation:1648951,StopPoint:Node:1025632571,48.6379725,2.4239338999999998
Line:Relation:1650713,Route:Relation:1650711,StopPoint:Node:1349414679,48.6193635,2.542165
Line:Relation:1650713,Route:Relation:1650712,StopPoint:Node:1349414678,48.619320599999995,2.5420167
Line:Relation:7921048,Route:Relation:1658284,StopPoint:Node:1356696681,48.9012105,2.8127698
Line:Relation:7921047,Route:Relation:1658297,StopPoint:Node:5805223916,48.889930299999996,2.8275308
Line:Relation:7921046,Route:Relation:1658372,StopPoint:Node:5804432749,48.859300399999995,2.9053269
Line:Relation:6957303,Route:Relation:1658373,StopPoint:Node:1356793176,48.859302899999996,2.9051971
Line:Relation:7921045,Route:Relation:1658374,StopPoint:Node:1356793176,48.859302899999996,2.9051971
Line:Relation:7998640,Route:Relation:1658375,StopPoint:Node:5804432857,48.862859099999994,2.885647
Line:Relation:1667801,Route:Relation:1667800,StopPoint:Node:1114193803,48.8622556,2.3254741
Line:Relation:1687242,Route:Relation:1687235,StopPoint:Node:1374908548,48.3156859,1.9971747999999998
Line:Relation:7921044,Route:Relation:1692201,StopPoint:Node:1379766767,48.605031399999994,2.3141428
Line:Relation:6940422,Route:Relation:1695773,StopPoint:Node:1383527985,48.6086756,2.3135535
Line:Relation:6940421,Route:Relation:1695774,StopPoint:Node:1383528004,48.6244817,2.3411991
Line:Relation:6434505,Route:Relation:1709734,StopPoint:Node:1191784559,48.8601536,2.2134652999999997
Line:Relation:1716268,Route:Relation:1716239,StopPoint:Node:1191784559,48.8601536,2.2134652999999997
Line:Relation:1716268,Route:Relation:1716255,StopPoint:Node:1191784386,48.8804667,2.1825505
Line:Relation:1553375,Route:Relation:1727588,StopPoint:Node:1412539432,48.9010022,2.3251535999999997
Line:Relation:1991746,Route:Relation:1746521,StopPoint:Node:1428296056,48.8009503,2.2832228
Line:Relation:901462,Route:Relation:1749962,StopPoint:Node:1156502851,48.8785357,2.2114412999999997
Line:Relation:901462,Route:Relation:1749963,StopPoint:Node:1156502833,48.880125799999995,2.2070099
Line:Relation:1758295,Route:Relation:1758293,StopPoint:Node:1110309681,48.839332,2.2470586
Line:Relation:1758295,Route:Relation:1758294,StopPoint:Node:1006137518,48.8299962,2.2395405999999998
Line:Relation:7105179,Route:Relation:1760441,StopPoint:Node:1383527984,48.723774,2.2584735
Line:Relation:7194184,Route:Relation:1760442,StopPoint:Node:1419614901,48.506127799999994,1.9135448
Line:Relation:7194182,Route:Relation:1760443,StopPoint:Node:5884633203,48.5334334,2.0079876
Line:Relation:6940387,Route:Relation:1760444,StopPoint:Node:1439685468,48.533622199999996,2.0080147999999998
Line:Relation:7921042,Route:Relation:1760446,StopPoint:Node:1439685460,48.5334921,2.007628
Line:Relation:7194182,Route:Relation:1760448,StopPoint:Node:1439685474,48.5337646,2.0071232
Line:Relation:8130193,Route:Relation:1760449,StopPoint:Node:1439685464,48.5335824,2.0081428
Line:Relation:7921041,Route:Relation:1760451,StopPoint:Node:1439685454,48.5239869,2.0053671
Line:Relation:8130220,Route:Relation:1760452,StopPoint:Node:1439685466,48.533623299999995,2.0078671
Line:Relation:1762129,Route:Relation:1762127,StopPoint:Node:1005362275,48.8349748,2.2475418
Line:Relation:1762129,Route:Relation:1762128,StopPoint:Node:1005362300,48.834756299999995,2.2474597
Line:Relation:1709309,Route:Relation:1771179,StopPoint:Node:1011083693,48.8311664,2.2303088
Line:Relation:1782907,Route:Relation:1782905,StopPoint:Node:1018176353,48.8424774,2.2385596999999997
Line:Relation:1782907,Route:Relation:1782906,StopPoint:Node:1018176324,48.843270399999994,2.2379403
Line:Relation:1802059,Route:Relation:1802057,StopPoint:Node:1003611537,48.7893786,2.443524
Line:Relation:1802059,Route:Relation:1802058,StopPoint:Node:1003611540,48.7892789,2.4431336
