line_id,route_id,stop_id,lat,lon
Line:Relation:3349465,Route:Relation:3349178,StopPoint:Node:1768964884,48.906162599999995,2.4809992999999997
Line:Relation:6099640,Route:Relation:3350686,StopPoint:Node:1757366878,48.844192,2.6221194999999997
Line:Relation:7331862,Route:Relation:3352494,StopPoint:Node:1936537140,48.8813192,2.6910163
Line:Relation:3399270,Route:Relation:3399261,StopPoint:Node:1784002208,48.8896161,2.5122922
Line:Relation:3399270,Route:Relation:3399289,StopPoint:Node:1932268356,48.899166799999996,2.538789
Line:Relation:8702054,Route:Relation:3425769,StopPoint:Node:1015988160,48.8267409,2.5496567
Line:Relation:7119161,Route:Relation:3437807,StopPoint:Node:4983873654,48.942507199999994,2.0336227
Line:Relation:7479245,Route:Relation:3440855,StopPoint:Node:1029845359,48.8348966,2.5484359999999997
Line:Relation:6156507,Route:Relation:3458922,StopPoint:Node:1608382747,48.841969299999995,2.5840199999999998
Line:Relation:5976798,Route:Relation:3474934,StopPoint:Node:2385605978,48.773510699999996,2.2676358999999997
Line:Relation:7466920,Route:Relation:3475445,StopPoint:Node:1983085101,48.8702225,2.5848147
Line:Relation:952693,Route:Relation:3479452,StopPoint:Node:1457964212,48.927121799999995,2.3142772
Line:Relation:5847217,Route:Relation:3487568,StopPoint:Node:1747636973,48.7171928,2.5093877
Line:Relation:3315943,Route:Relation:3488850,StopPoint:Node:1168392827,48.738324999999996,2.5651810999999998
Line:Relation:3490811,Route:Relation:3490786,StopPoint:Node:1589746333,48.9834415,2.6962131
Line:Relation:3490811,Route:Relation:3490807,StopPoint:Node:2653730752,48.9723469,2.7600130999999997
Line:Relation:6867541,Route:Relation:3518589,StopPoint:Node:2510080512,48.705828,2.3934952
Line:Relation:5728903,Route:Relation:3524797,StopPoint:Node:1158272694,48.7264832,2.4724247
Line:Relation:6867574,Route:Relation:3524798,StopPoint:Node:1805532983,48.626444799999994,2.4394196
Line:Relation:7728377,Route:Relation:3531645,StopPoint:Node:2102119514,48.888684,2.6070975
Line:Relation:7796849,Route:Relation:3539190,StopPoint:Node:1270592332,48.825914,2.199681
Line:Relation:7796849,Route:Relation:3539191,StopPoint:Node:1310982815,48.81436,2.2116059999999997
Line:Relation:7011260,Route:Relation:3542069,StopPoint:Node:1271283136,48.6898619,2.4953255999999997
Line:Relation:7921023,Route:Relation:3545424,StopPoint:Node:1518649451,48.539240799999995,2.6642528999999997
Line:Relation:3546204,Route:Relation:3546199,StopPoint:Node:1019136066,48.884510899999995,2.2387625
Line:Relation:3546204,Route:Relation:3546200,StopPoint:Node:1192734299,48.8862738,2.2127993999999997
Line:Relation:7921022,Route:Relation:3555553,StopPoint:Node:1378068859,48.554117999999995,2.6737116999999997
Line:Relation:6957317,Route:Relation:3555554,StopPoint:Node:1506930306,48.7085107,2.8700126
Line:Relation:7921021,Route:Relation:3558529,StopPoint:Node:1579683977,48.5348945,2.6572215
Line:Relation:7921020,Route:Relation:3559005,StopPoint:Node:1518649112,48.539198,2.6643453
Line:Relation:3567517,Route:Relation:3567420,StopPoint:Node:1191784684,48.8594155,2.2129341
Line:Relation:3567517,Route:Relation:3567421,StopPoint:Node:1191784126,48.8528443,2.2127279
Line:Relation:7921019,Route:Relation:3570692,StopPoint:Node:1579683977,48.5348945,2.6572215
Line:Relation:7921018,Route:Relation:3584760,StopPoint:Node:1579683852,48.528475799999995,2.6551616
Line:Relation:7920954,Route:Relation:3615346,StopPoint:Node:5592618324,48.8735005,2.1689659
Line:Relation:5930785,Route:Relation:3638685,StopPoint:Node:1231063407,48.776230399999996,2.5144010999999997
Line:Relation:3638709,Route:Relation:3638707,StopPoint:Node:2528568107,48.753220899999995,2.5034851
Line:Relation:3638709,Route:Relation:3638708,StopPoint:Node:2529855554,48.7533423,2.5060145
Line:Relation:7470484,Route:Relation:3681135,StopPoint:Node:1030058710,48.840800599999994,2.5530955
Line:Relation:5739372,Route:Relation:3694833,StopPoint:Node:1178244243,48.7935532,2.4465752
Line:Relation:3695203,Route:Relation:3695201,StopPoint:Node:1191783899,48.887889,2.2332304
Line:Relation:3695203,Route:Relation:3695202,StopPoint:Node:1192734888,48.8875885,2.233613
Line:Relation:7843394,Route:Relation:371128,StopPoint:Node:1204954410,48.744802299999996,2.3598713
Line:Relation:6860557,Route:Relation:371129,StopPoint:Node:1179843924,48.8242957,2.3399433999999997
Line:Relation:3334641,Route:Relation:371130,StopPoint:Node:1356301125,48.771391699999995,2.3478584
Line:Relation:6972327,Route:Relation:3713263,StopPoint:Node:1912115535,48.927025,2.5200936
Line:Relation:3713597,Route:Relation:3713595,StopPoint:Node:2044101789,48.8285493,2.3267243
Line:Relation:3713597,Route:Relation:3715291,StopPoint:Node:2042461965,48.8237896,2.3182975
Line:Relation:3336398,Route:Relation:3723842,StopPoint:Node:1203851504,48.8727319,2.5598065
Line:Relation:3079254,Route:Relation:3739950,StopPoint:Node:1352843199,48.867549,2.533166
Line:Relation:6744247,Route:Relation:3755098,StopPoint:Node:2560655666,48.6290585,2.5798584
Line:Relation:7248309,Route:Relation:3757427,StopPoint:Node:2869847209,48.627506,2.5688828
Line:Relation:6751698,Route:Relation:3758829,StopPoint:Node:1828459683,48.6222098,2.5931078999999997
Line:Relation:6751736,Route:Relation:3761052,StopPoint:Node:1125143346,48.6604284,2.5620993
Line:Relation:6751789,Route:Relation:3762818,StopPoint:Node:1465113110,48.657641,2.5629054
Line:Relation:6751813,Route:Relation:3763653,StopPoint:Node:1465113535,48.661808799999996,2.5795928999999997
Line:Relation:7921017,Route:Relation:3800131,StopPoint:Node:1686058306,48.9007815,2.0878677999999997
Line:Relation:5974113,Route:Relation:3804731,StopPoint:Node:1470845317,48.6663395,2.5521707
Line:Relation:3847273,Route:Relation:3843308,StopPoint:Node:1934188960,49.0813881,1.5045324999999998
Line:Relation:6158847,Route:Relation:387824,StopPoint:Node:1519360822,48.949446699999996,2.5202847
Line:Relation:6163294,Route:Relation:387825,StopPoint:Node:1519360822,48.949446699999996,2.5202847
Line:Relation:7194122,Route:Relation:387826,StopPoint:Node:1531332100,48.9541245,2.4924630999999997
Line:Relation:5594143,Route:Relation:387827,StopPoint:Node:1240393710,48.923495499999994,2.4857674999999997
Line:Relation:7912028,Route:Relation:3879033,StopPoint:Node:3609871783,48.785297799999995,2.2188789
Line:Relation:7912028,Route:Relation:3879034,StopPoint:Node:2955887574,48.785880399999996,2.2106433
Line:Relation:7147185,Route:Relation:388931,StopPoint:Node:5811799874,48.996261,2.2552213
Line:Relation:5974188,Route:Relation:3891339,StopPoint:Node:1175268566,48.7098085,2.5577723999999997
Line:Relation:7921014,Route:Relation:3896571,StopPoint:Node:1817618830,48.540512299999996,2.6235074
Line:Relation:7921013,Route:Relation:3897185,StopPoint:Node:1518649379,48.539101599999995,2.6641282
Line:Relation:7323910,Route:Relation:3902452,StopPoint:Node:1381688244,48.563243199999995,2.6132429
Line:Relation:7323911,Route:Relation:3902453,StopPoint:Node:1378069385,48.5669748,2.6016814999999998
Line:Relation:6744094,Route:Relation:3902919,StopPoint:Node:2697589372,48.56523,2.5937349999999997
Line:Relation:6744021,Route:Relation:3903605,StopPoint:Node:1378730173,48.583168099999995,2.5570382
Line:Relation:6744031,Route:Relation:3903650,StopPoint:Node:1514237367,48.5832311,2.5759347
Line:Relation:3906369,Route:Relation:3904082,StopPoint:Node:1016151159,48.8434087,2.5823978999999997
Line:Relation:5754922,Route:Relation:3904503,StopPoint:Node:1133129606,48.718794599999995,2.4446011999999997
Line:Relation:3906360,Route:Relation:3906085,StopPoint:Node:1608382747,48.841969299999995,2.5840199999999998
Line:Relation:7263065,Route:Relation:3906103,StopPoint:Node:1232698112,48.6422926,2.5080229
Line:Relation:3908505,Route:Relation:3907885,StopPoint:Node:1016150813,48.8425727,2.5823242
Line:Relation:7921012,Route:Relation:3912090,StopPoint:Node:2274756720,48.5040244,2.85528
Line:Relation:7921011,Route:Relation:3924940,StopPoint:Node:6373559098,48.9378222,2.1578355
Line:Relation:7921010,Route:Relation:3934297,StopPoint:Node:1518649379,48.539101599999995,2.6641282
Line:Relation:6991442,Route:Relation:3936088,StopPoint:Node:1633694656,48.883057,2.7078325
Line:Relation:7921009,Route:Relation:3936192,StopPoint:Node:1579683977,48.5348945,2.6572215
Line:Relation:7224864,Route:Relation:3936208,StopPoint:Node:2131046593,48.867159799999996,2.7195538999999997
Line:Relation:6138428,Route:Relation:3936704,StopPoint:Node:1569560214,48.8525485,2.6686213999999997
Line:Relation:6130402,Route:Relation:3936863,StopPoint:Node:1709739981,48.8719608,2.7950402
Line:Relation:6145087,Route:Relation:3937116,StopPoint:Node:2020107669,48.8393392,2.6574287
Line:Relation:6117019,Route:Relation:3937174,StopPoint:Node:2094930654,48.8433512,2.669018
Line:Relation:6144402,Route:Relation:3937529,StopPoint:Node:1494067866,48.8425373,2.7047507
Line:Relation:7003010,Route:Relation:3940843,StopPoint:Node:2131074444,48.875318799999995,2.7034141
Line:Relation:6991441,Route:Relation:3941999,StopPoint:Node:1633694656,48.883057,2.7078325
Line:Relation:6145135,Route:Relation:3948425,StopPoint:Node:1578564066,48.845566299999994,2.7825618
Line:Relation:6147762,Route:Relation:3950998,StopPoint:Node:2966604555,48.8782746,2.7650785
Line:Relation:6120285,Route:Relation:3955545,StopPoint:Node:1607447555,48.8234165,2.7083947999999998
Line:Relation:6147733,Route:Relation:3957778,StopPoint:Node:2094214105,48.835409899999995,2.6743775
Line:Relation:7921008,Route:Relation:3972234,StopPoint:Node:1617136429,48.705881,2.2120881
Line:Relation:7921007,Route:Relation:3974596,StopPoint:Node:3027067484,48.7047015,2.2540787
Line:Relation:1547966,Route:Relation:3979225,StopPoint:Node:1279221593,48.8764165,2.3609039
Line:Relation:3997212,Route:Relation:3997210,StopPoint:Node:1035459601,48.9261178,2.3572322
Line:Relation:3997212,Route:Relation:3997211,StopPoint:Node:1370467532,48.9249657,2.3565574
Line:Relation:4021770,Route:Relation:4021769,StopPoint:Node:3066613297,48.616040999999996,3.1947381999999998
Line:Relation:6957245,Route:Relation:4024679,StopPoint:Node:2239843830,48.628690999999996,2.567761
Line:Relation:3315942,Route:Relation:4024788,StopPoint:Node:1248129685,48.6894031,2.6085064
Line:Relation:3315942,Route:Relation:4024891,StopPoint:Node:1249732971,48.6911896,2.6184612
Line:Relation:3315942,Route:Relation:4027514,StopPoint:Node:3068287594,48.6932742,2.6090226
Line:Relation:3315942,Route:Relation:4027569,StopPoint:Node:1248129897,48.697762999999995,2.6054797
Line:Relation:4030054,Route:Relation:4030052,StopPoint:Node:5905123627,48.694204,2.0617129999999997
Line:Relation:4030054,Route:Relation:4030053,StopPoint:Node:5905123627,48.694204,2.0617129999999997
Line:Relation:5973902,Route:Relation:4032303,StopPoint:Node:1199075028,48.7295577,2.4470992
Line:Relation:6860181,Route:Relation:4043346,StopPoint:Node:1504589439,48.7213747,2.4539551
Line:Relation:6860109,Route:Relation:4043384,StopPoint:Node:1199075028,48.7295577,2.4470992
Line:Relation:7921006,Route:Relation:4043799,StopPoint:Node:1564071827,48.7196055,2.4415652999999997
Line:Relation:7921005,Route:Relation:4043891,StopPoint:Node:2510509162,48.700903399999994,2.4435488
Line:Relation:7921004,Route:Relation:4046879,StopPoint:Node:3080182598,48.7141661,2.4408931
Line:Relation:7921003,Route:Relation:4046926,StopPoint:Node:2961898793,48.703602599999996,2.4135187
Line:Relation:7921002,Route:Relation:4047765,StopPoint:Node:3081397011,48.708452199999996,2.415275
Line:Relation:7921001,Route:Relation:4053845,StopPoint:Node:2811173190,48.7032069,2.436943
Line:Relation:7921000,Route:Relation:4054053,StopPoint:Node:2811173184,48.703258,2.4302965
Line:Relation:7920999,Route:Relation:4058892,StopPoint:Node:3090618347,48.6975602,2.381306
Line:Relation:6706981,Route:Relation:4067180,StopPoint:Node:1255468489,48.712772699999995,2.4026495
Line:Relation:557587,Route:Relation:4067195,StopPoint:Node:2287816305,48.703554499999996,2.3715398999999997
Line:Relation:7792140,Route:Relation:4067215,StopPoint:Node:1989024587,48.6758101,2.350913
Line:Relation:4289192,Route:Relation:4073500,StopPoint:Node:1428936678,48.799402699999995,2.2862941
Line:Relation:5763997,Route:Relation:4074276,StopPoint:Node:1835630340,48.3700038,2.9573823999999997
Line:Relation:5763997,Route:Relation:4074277,StopPoint:Node:1835630341,48.370251499999995,2.957578
Line:Relation:7208740,Route:Relation:4074278,StopPoint:Node:3101545134,48.3291271,3.0004787
Line:Relation:7208739,Route:Relation:4074279,StopPoint:Node:1835630340,48.3700038,2.9573823999999997
Line:Relation:4289192,Route:Relation:4075274,StopPoint:Node:1620868465,48.799362599999995,2.2866003999999998
Line:Relation:5954723,Route:Relation:4078264,StopPoint:Node:1620868469,48.797875399999995,2.2936856999999997
Line:Relation:5973841,Route:Relation:4082158,StopPoint:Node:1158272976,48.7495894,2.4805113
Line:Relation:7920998,Route:Relation:4099206,StopPoint:Node:5899283644,48.521197799999996,2.5447891
Line:Relation:6744194,Route:Relation:4099272,StopPoint:Node:3071846421,48.5997148,2.4925469
Line:Relation:6161018,Route:Relation:411434,StopPoint:Node:1617425541,48.9537445,2.5058004
Line:Relation:5931043,Route:Relation:4122856,StopPoint:Node:1472904876,48.7592722,2.5496057
Line:Relation:5931478,Route:Relation:4122993,StopPoint:Node:1231063688,48.770361,2.5222861
Line:Relation:5931514,Route:Relation:4122994,StopPoint:Node:1250673800,48.7719057,2.5494992
Line:Relation:5931083,Route:Relation:4122995,StopPoint:Node:1131447331,48.7881201,2.575995
Line:Relation:5930785,Route:Relation:4128034,StopPoint:Node:1481491211,48.777506599999995,2.5114495
Line:Relation:6001282,Route:Relation:416220,StopPoint:Node:2648545238,48.671529199999995,2.3649838
Line:Relation:6520401,Route:Relation:4169016,StopPoint:Node:1168174057,48.702095799999995,2.5982129
Line:Relation:7752065,Route:Relation:417691,StopPoint:Node:1519360822,48.949446699999996,2.5202847
Line:Relation:4226214,Route:Relation:4208032,StopPoint:Node:1620380244,49.1130157,1.9085086
Line:Relation:7884440,Route:Relation:4225928,StopPoint:Node:6320749249,48.876211399999995,2.2632350999999997
Line:Relation:4226214,Route:Relation:4226211,StopPoint:Node:1679900817,49.101267299999996,1.9669166999999999
Line:Relation:7618269,Route:Relation:4230848,StopPoint:Node:1719567223,48.4057616,2.7018085999999997
Line:Relation:7917842,Route:Relation:4256382,StopPoint:Node:1637481881,48.945620999999996,2.4519957999999997
Line:Relation:7920997,Route:Relation:4277353,StopPoint:Node:5927477516,48.8314118,1.9442469999999998
Line:Relation:7532322,Route:Relation:4277354,StopPoint:Node:2283141046,48.7926432,1.9631219
Line:Relation:1981724,Route:Relation:4279503,StopPoint:Node:2042461995,48.827722099999995,2.268089
Line:Relation:6785512,Route:Relation:4286217,StopPoint:Node:1340420385,48.6005885,2.4709841999999997
Line:Relation:6954593,Route:Relation:4289376,StopPoint:Node:2042461932,48.8222927,2.3241245
Line:Relation:7802464,Route:Relation:4297051,StopPoint:Node:1808060722,48.9722131,2.3166914
Line:Relation:7475032,Route:Relation:4307744,StopPoint:Node:1792383890,48.926370999999996,2.3735589
Line:Relation:7920996,Route:Relation:4397859,StopPoint:Node:5881237224,48.2444717,2.6973395
Line:Relation:7920995,Route:Relation:4427697,StopPoint:Node:2961898793,48.703602599999996,2.4135187
Line:Relation:7176897,Route:Relation:4430298,StopPoint:Node:2516237993,48.555903699999995,3.3028432
Line:Relation:7177053,Route:Relation:4430299,StopPoint:Node:2516237990,48.555895199999995,3.3027124999999997
Line:Relation:7177088,Route:Relation:4430300,StopPoint:Node:2516237989,48.555875799999995,3.3025865
Line:Relation:7177156,Route:Relation:4430302,StopPoint:Node:4810247404,48.555862999999995,3.3023388
Line:Relation:7921055,Route:Relation:444098,StopPoint:Node:5547928805,48.947164799999996,2.5250304
Line:Relation:1973045,Route:Relation:4496999,StopPoint:Node:1504156038,48.814482999999996,2.4039137
Line:Relation:6883259,Route:Relation:4573093,StopPoint:Node:1278171521,48.6343852,2.4650892
Line:Relation:7119057,Route:Relation:4596540,StopPoint:Node:2469421169,48.9334978,2.0400869999999998
Line:Relation:4610190,Route:Relation:4610188,StopPoint:Node:1199514241,48.7671372,2.3808227
Line:Relation:6860541,Route:Relation:4635340,StopPoint:Node:2288892352,48.6852983,2.2184862
Line:Relation:6929704,Route:Relation:4645677,StopPoint:Node:1191784728,48.8695257,2.2173857999999997
Line:Relation:7798582,Route:Relation:4646781,StopPoint:Node:5299089396,48.940047199999995,2.167499
Line:Relation:7798582,Route:Relation:4646782,StopPoint:Node:3657240642,48.946813999999996,2.149438
Line:Relation:7920994,Route:Relation:4646862,StopPoint:Node:2837463935,48.9082174,2.2289961
Line:Relation:7920994,Route:Relation:4646925,StopPoint:Node:1240425879,48.9037935,2.2186945
Line:Relation:7413493,Route:Relation:4648084,StopPoint:Node:2440419601,48.787271499999996,2.2183639
Line:Relation:5900554,Route:Relation:4649796,StopPoint:Node:1515990775,48.900415599999995,2.244964
Line:Relation:5900554,Route:Relation:4649797,StopPoint:Node:1003114773,48.8919315,2.2539192999999997
Line:Relation:5899903,Route:Relation:4649909,StopPoint:Node:1001505586,48.9020109,2.2590775
Line:Relation:5899903,Route:Relation:4649910,StopPoint:Node:1001505536,48.900759799999996,2.2606151999999997
Line:Relation:6010966,Route:Relation:4650972,StopPoint:Node:5926312561,48.897596799999995,2.2799131
Line:Relation:6010966,Route:Relation:4650973,StopPoint:Node:5926312535,48.927426999999994,2.236319
Line:Relation:7800304,Route:Relation:4651169,StopPoint:Node:1457027923,48.925040499999994,2.2944127
Line:Relation:7800304,Route:Relation:4651170,StopPoint:Node:4322038811,48.9294477,2.2653352
Line:Relation:7799660,Route:Relation:4651516,StopPoint:Node:4319901952,48.917746799999996,2.2585702
Line:Relation:7920514,Route:Relation:4659041,StopPoint:Node:1457027917,48.921344,2.2951246999999997
Line:Relation:7920514,Route:Relation:4659042,StopPoint:Node:1457027923,48.925040499999994,2.2944127
Line:Relation:5953338,Route:Relation:4663476,StopPoint:Node:1285336039,48.9445392,2.2507967
Line:Relation:5953338,Route:Relation:4663477,StopPoint:Node:2702350214,48.9132688,2.2954575999999998
Line:Relation:7799660,Route:Relation:4663564,StopPoint:Node:5885539073,48.914888499999996,2.2464815
Line:Relation:7920992,Route:Relation:4674747,StopPoint:Node:1001505536,48.900759799999996,2.2606151999999997
Line:Relation:7920991,Route:Relation:4736655,StopPoint:Node:1351093770,48.9942365,2.3786471
Line:Relation:7920990,Route:Relation:4739966,StopPoint:Node:1351093749,48.988514699999996,2.3896965999999997
Line:Relation:7920989,Route:Relation:4739991,StopPoint:Node:1612228150,48.988988199999994,2.3904487999999997
Line:Relation:7920988,Route:Relation:4740036,StopPoint:Node:1351093745,48.9859053,2.3924987
Line:Relation:7920987,Route:Relation:4741184,StopPoint:Node:2329813323,48.8981454,2.3595614
Line:Relation:7781895,Route:Relation:4751888,StopPoint:Node:1310649560,48.9126464,2.3662783
Line:Relation:7920986,Route:Relation:4769822,StopPoint:Node:1549202132,48.9290957,2.3857844999999998
Line:Relation:7920985,Route:Relation:4780764,StopPoint:Node:1568038137,48.9328393,2.4239075
Line:Relation:7920984,Route:Relation:4788900,StopPoint:Node:1436236895,48.9500606,2.4568261
Line:Relation:7634948,Route:Relation:4789067,StopPoint:Node:2452312635,48.930755399999995,2.4558348999999997
Line:Relation:7920983,Route:Relation:4799453,StopPoint:Node:1260773834,48.9055464,2.4692626
Line:Relation:7618295,Route:Relation:4831101,StopPoint:Node:2681853440,48.4150554,2.7265785
Line:Relation:7618346,Route:Relation:4831102,StopPoint:Node:5899305418,48.4155738,2.7266056
Line:Relation:7920982,Route:Relation:4860736,StopPoint:Node:1166465048,48.817481,2.4825261
Line:Relation:7920982,Route:Relation:4860737,StopPoint:Node:1131476797,48.8132776,2.4880416
Line:Relation:5953399,Route:Relation:4860754,StopPoint:Node:1124035725,48.8088177,2.5208559
Line:Relation:5953399,Route:Relation:4860755,StopPoint:Node:1166331856,48.8150057,2.5063371
Line:Relation:7244792,Route:Relation:4873722,StopPoint:Node:1018995225,48.8061647,2.5331498
Line:Relation:7537834,Route:Relation:5120317,StopPoint:Node:1383713708,48.6964744,2.2897621999999997
Line:Relation:7537834,Route:Relation:5120470,StopPoint:Node:1383753262,48.6976363,2.2997156999999997
Line:Relation:7797759,Route:Relation:5120954,StopPoint:Node:2278118673,48.718670599999996,2.2979735999999997
Line:Relation:7095936,Route:Relation:5122471,StopPoint:Node:3097120046,48.7052431,2.3548204999999998
Line:Relation:7792140,Route:Relation:5126098,StopPoint:Node:1989024588,48.6758507,2.3509010999999997
Line:Relation:7423788,Route:Relation:5130609,StopPoint:Node:1646040083,48.705314,2.33913
Line:Relation:5865473,Route:Relation:5141231,StopPoint:Node:1477030324,48.739478,2.2888938
Line:Relation:5865473,Route:Relation:5141232,StopPoint:Node:1477029868,48.7313464,2.2874118
Line:Relation:7537818,Route:Relation:5145500,StopPoint:Node:1606140493,48.7743239,2.3131581999999997
Line:Relation:7537818,Route:Relation:5145501,StopPoint:Node:1606140490,48.7829256,2.3168818
Line:Relation:5865410,Route:Relation:5145560,StopPoint:Node:1924871712,48.7458982,2.2690368
Line:Relation:7843394,Route:Relation:5146027,StopPoint:Node:1204280369,48.7448705,2.3597294
Line:Relation:5964015,Route:Relation:5147660,StopPoint:Node:1226726083,48.8322621,2.3892211
Line:Relation:5964015,Route:Relation:5147661,StopPoint:Node:1495365842,48.8215283,2.3997113999999997
Line:Relation:5226660,Route:Relation:5226659,StopPoint:Node:1218277015,48.9266972,2.3564578
Line:Relation:5969925,Route:Relation:5227961,StopPoint:Node:1690312593,48.7725478,2.2443286
Line:Relation:5969925,Route:Relation:5227962,StopPoint:Node:1436783284,48.7615735,2.2998125
Line:Relation:5969926,Route:Relation:5234493,StopPoint:Node:1696662664,48.7890246,2.2341349999999998
Line:Relation:5969926,Route:Relation:5234494,StopPoint:Node:1639350770,48.7828555,2.3149085
Line:Relation:7804946,Route:Relation:5239631,StopPoint:Node:2430198747,48.7767285,2.2466102
Line:Relation:7804946,Route:Relation:5239650,StopPoint:Node:2430198743,48.77644,2.257141
Line:Relation:5256555,Route:Relation:5256554,StopPoint:Node:2200064452,48.8052347,2.323088
Line:Relation:5312582,Route:Relation:5263485,StopPoint:Node:3397996240,48.7996139,2.3009667
Line:Relation:5312582,Route:Relation:5263486,StopPoint:Node:2200060004,48.7949367,2.3015919
Line:Relation:5954724,Route:Relation:5263971,StopPoint:Node:1428936689,48.7979194,2.3124776
Line:Relation:5954724,Route:Relation:5263972,StopPoint:Node:1534296186,48.7978805,2.3170109
Line:Relation:6645022,Route:Relation:5265192,StopPoint:Node:1639320779,48.779422499999995,2.3134264
Line:Relation:6645022,Route:Relation:5265193,StopPoint:Node:1639320779,48.779422499999995,2.3134264
Line:Relation:2532567,Route:Relation:5266641,StopPoint:Node:1147347253,48.8253815,2.2732769
Line:Relation:5954679,Route:Relation:5267337,StopPoint:Node:1745846808,48.8281092,2.2668135
Line:Relation:7917760,Route:Relation:5272298,StopPoint:Node:5722098857,48.899004,2.0947169999999997
Line:Relation:7920980,Route:Relation:5280637,StopPoint:Node:1192735261,48.894641199999995,2.0977642
Line:Relation:5256555,Route:Relation:5291897,StopPoint:Node:1428936699,48.7980807,2.3176243
Line:Relation:5954722,Route:Relation:5298096,StopPoint:Node:1620868465,48.799362599999995,2.2866003999999998
Line:Relation:5954722,Route:Relation:5298097,StopPoint:Node:1428936675,48.7963088,2.2925409
Line:Relation:7483890,Route:Relation:534174,StopPoint:Node:1077680687,48.7648753,2.1672043
Line:Relation:6163356,Route:Relation:5355958,StopPoint:Node:1659175686,48.9381719,2.6052529
Line:Relation:6163356,Route:Relation:5355973,StopPoint:Node:1541422473,48.912774899999995,2.6262990999999998
Line:Relation:7920979,Route:Relation:5407502,StopPoint:Node:3097128803,48.676997899999996,2.3494926
Line:Relation:5415945,Route:Relation:5415924,StopPoint:Node:1153782258,48.7986526,2.4541097
Line:Relation:7795190,Route:Relation:5426282,StopPoint:Node:1351093770,48.9942365,2.3786471
Line:Relation:5426315,Route:Relation:5426314,StopPoint:Node:1568457220,48.9748926,2.3451263
Line:Relation:5426450,Route:Relation:5426449,StopPoint:Node:1229930295,48.7742785,2.3991571
Line:Relation:5852751,Route:Relation:5450944,StopPoint:Node:1199514255,48.7666328,2.3857863
Line:Relation:5852751,Route:Relation:5450945,StopPoint:Node:1199514254,48.7665432,2.3856204
Line:Relation:6972324,Route:Relation:5451823,StopPoint:Node:1241248846,48.9317814,2.5004929
Line:Relation:6101989,Route:Relation:5470995,StopPoint:Node:2131074446,48.8753868,2.7036757
Line:Relation:5471765,Route:Relation:5471764,StopPoint:Node:1706189332,49.162490899999995,1.8586945
Line:Relation:7448624,Route:Relation:5474036,StopPoint:Node:5387463089,49.1412392,1.6644998
Line:Relation:7734583,Route:Relation:5476415,StopPoint:Node:1606161334,48.7363029,2.2979762
Line:Relation:6886101,Route:Relation:5478136,StopPoint:Node:1537081605,48.766212499999995,1.9502088999999998
Line:Relation:6886101,Route:Relation:5480034,StopPoint:Node:1537080226,48.766547499999994,1.9508915
Line:Relation:7998698,Route:Relation:5483030,StopPoint:Node:1701425995,48.525163299999996,2.0361462
Line:Relation:7790644,Route:Relation:5499190,StopPoint:Node:2734578738,48.9504887,3.1243369
Line:Relation:6886090,Route:Relation:5501250,StopPoint:Node:2734578737,48.9504832,3.1240571999999998
Line:Relation:5540004,Route:Relation:5540003,StopPoint:Node:1295466788,48.790490999999996,2.2524547
Line:Relation:5540004,Route:Relation:5540006,StopPoint:Node:1295466282,48.7908523,2.2527797
Line:Relation:5557347,Route:Relation:5557346,StopPoint:Node:2321831515,48.7571296,2.3888384
Line:Relation:5569622,Route:Relation:5569621,StopPoint:Node:1057334739,48.8182013,2.1971545
Line:Relation:6785380,Route:Relation:5594048,StopPoint:Node:1383528004,48.6244817,2.3411991
Line:Relation:5594143,Route:Relation:5594142,StopPoint:Node:1240393714,48.9235766,2.4857138
Line:Relation:7920589,Route:Relation:5602183,StopPoint:Node:1616074833,48.6916265,2.1589788
Line:Relation:6785331,Route:Relation:5638401,StopPoint:Node:1383527997,48.623809699999995,2.3425813
Line:Relation:5662181,Route:Relation:5646393,StopPoint:Node:1215107758,48.8845053,2.3217344
Line:Relation:7797582,Route:Relation:5668596,StopPoint:Node:1201119685,48.9573651,2.8828122
Line:Relation:5673870,Route:Relation:5673868,StopPoint:Node:1363114625,48.709253499999996,2.1956671
Line:Relation:5673870,Route:Relation:5673869,StopPoint:Node:1345568298,48.7009371,2.1884235999999997
Line:Relation:5673870,Route:Relation:5679072,StopPoint:Node:1345578392,48.6851968,2.185877
Line:Relation:5673870,Route:Relation:5679073,StopPoint:Node:1616154091,48.6862974,2.1820562
Line:Relation:5694051,Route:Relation:5694049,StopPoint:Node:1049105939,48.679611799999996,2.1629377
Line:Relation:5694051,Route:Relation:5694050,StopPoint:Node:1049105944,48.679623899999996,2.1626463
Line:Relation:5694438,Route:Relation:5694436,StopPoint:Node:1049105939,48.679611799999996,2.1629377
Line:Relation:5694438,Route:Relation:5694437,StopPoint:Node:1049105944,48.679623899999996,2.1626463
Line:Relation:5989074,Route:Relation:5714533,StopPoint:Node:1383528004,48.6244817,2.3411991
Line:Relation:5728903,Route:Relation:5728902,StopPoint:Node:1158272694,48.7264832,2.4724247
Line:Relation:5739372,Route:Relation:5739371,StopPoint:Node:1178244269,48.793474499999995,2.4469666
Line:Relation:5752558,Route:Relation:5752557,StopPoint:Node:1233867012,48.7042301,2.487767
Line:Relation:5754922,Route:Relation:5754921,StopPoint:Node:1133128538,48.718779,2.4444041
Line:Relation:5757909,Route:Relation:5757902,StopPoint:Node:2124125044,48.824248999999995,2.3023548
