route_id,name,code,destination,network
r6888914,Bus 1317 : Auvers-sur-Oise - Gendarmerie → Cergy Préfecture,1317,Cergy Préfecture,Haut Val d'Oise
r6890608,Bus 1317 : Cergy Préfecture → Auvers-sur-Oise - Les Côteaux,1317,Auvers-sur-Oise - Les Côteaux,Haut Val d'Oise
r6894071,Bus 95-07 : Parmain - Jouy le Comte-Église → Cergy Préfecture,95-07,Cergy Préfecture,Vexin
r6907020,Bus 502 : Campus Sainte-Thérèse → Ferme - Caminha,502,,Sit'Bus
r6915921,Bus OrlyBus : Aéroport d'Orly 1-2-3 → Paris-Denfert-Rochereau,OrlyBus,Denfert Rochereau,RATP
r6929129,Bus 483 : Gare de Villeneuve-Saint-Georges → Gare de Choisy-Le-Roi,483,Gare de Choisy-Le-Roi,Seine Grand Orly
r6929581,Bus 274 : Saint-Denis RER → Porte des Ternes - Anny Flore,274,Porte des Ternes - Anny Flore,RATP
r6942025,Bus 95-02 : Mairie de Montmorency → Aéroport CDG1 RER B,95-02,Aéroport CDG1 RER B,Roissy Ouest
r6949275,Bus 95-02 : Albert Camus → Aéroport CDG1 RER B,95-02,Aéroport CDG1 RER B,Roissy Ouest
r6949601,Bus E2 : Plaine Haute (Crosne) → Collège Pompidou,E2,Collège Pompidou,Val d'Yerres Val de Seine
r6949643,Noctilien N135 : Corbeil Essonnes → Gare de Boissy-Saint-Léger,N135,Gare de Boissy-Saint-Léger,Noctilien
r6949644,"Noctilien N134 : Combs-La-Ville → Paris, Gare de Lyon",N134,"Paris, Gare de Lyon",Noctilien
r6949645,Noctilien N132: Melun RER → Gare de Lyon,N132,Gare de Lyon,Noctilien
r6949646,Noctilien N135 : Gare de Boissy-Saint-Léger → Corbeil Essonnes,N135,Corbeil Essonnes,Noctilien
r6950499,Noctilien N153: Gare Saint-Lazare → Gare de Saint-Germain-en-Laye,N153,Gare de Saint-Germain-en-Laye,Noctilien
r6950500,Noctilien N151 : Gare Saint-Lazare → Gare de Mantes la Jolie,N151,Gare de Mantes la Jolie,Noctilien
r6950501,Noctilien N153: Gare de Saint-Germain-en-Laye → Gare Saint-Lazare,N153,Gare Saint-Lazare,Noctilien
r6950502,Noctilien N151 : Gare de Mantes la Jolie → Gare Saint-Lazare,N151,Gare Saint-Lazare,Noctilien
r6950763,"Bus 9501 : Survilliers, Fosses RER D → Epiais → Roissypole",9501,Roissypole,Roissy Ouest
r6953262,Bus 95-05 : Frouville - Messelan → Cergy Préfecture,95-05,Cergy Préfecture,Vexin
r6953404,Bus 95-05 : Hérouville-en-Vexin - Zone d'Activités → Cergy Préfecture,95-05,Cergy Préfecture,Vexin
r6953433,Bus 95-05 : Menouville - Place du Village → Cergy Préfecture,95-05,Cergy Préfecture,Vexin
r6953618,Bus N141 : Gare de Meaux → Gare de l’Est,N141,Gare de l’Est,Noctilien
r6953619,Bus N141 : Gare de l’Est → Gare de Meaux,N141,Gare de Meaux,Noctilien
r6953659,Bus 95-06 : Arronville - Lavoir → Cergy Préfecture,95-06,Cergy Préfecture,Vexin
r6953716,Noctilien N35: Villiers-sur-Marne - Le Plessis Trévise → Gare de Lyon - Diderot,N35,Gare de Lyon - Diderot,Noctilien
r6953806,Noctilien N142 : Gare de l’Est → Gare de Tournan RER,N142,Gare de Tournan RER,Noctilien
r6955405,Noctilien N41 : Villeparisis - Mitry-le-Neuf RER → Gare de l’Est,N41,Gare de l’Est,Noctilien
r6955406,Noctilien N41 : Gare de l’Est → Villeparisis - Mitry-le-Neuf RER,N41,Villeparisis - Mitry-le-Neuf RER,Noctilien
r6955492,Noctilien N42: Aulnay–Garonor → Gare de l’Est,N42,Gare de l’Est,Noctilien
r6955493,Noctilien N42 : Gare de l’Est → Aulnay–Garonor,N42,Aulnay–Garonor,Noctilien
r6955548,Noctilien N43 : Gare de Sarcelles – Saint-Brice → Gare de l’Est,N43,Gare de l’Est,Noctilien
r6955628,Noctilien N44 : Gare de l’Est → Garges-Sarcelles RER,N44,Garges-Sarcelles RER,Noctilien
r6955629,Noctilien N44 : Garges - Sarcelles RER → Gare de l’Est,N44,Gare de l’Est,Noctilien
r6955760,Noctilien N45 : Gare de l'Est → Hôpital de Montfermeil,N45,Hôpital de Montfermeil,Noctilien
r6956210,Noctilien N71 : Val de Fontenay RER → Marché International de Rungis,N71,Marché International de Rungis,Noctilien
r6956360,Noctilien N63 : Gare Montparnasse → Palaiseau - Polytechnique Vauve,N63,Palaiseau - Polytechnique Vauve,Noctilien
r6956561,Noctilien N122 : Châtelet → Saint-Rémy-lès-Chevreuse RER,N122,Saint-Rémy-lès-Chevreuse RER,Noctilien
r6956786,Noctilien N131: Brétigny RER → Gare de Lyon,N131,Gare de Lyon,Noctilien
r6956806,Noctilien N133: Juvisy RER → Gare de Lyon,N133,Gare de Lyon,Noctilien
r6956996,Noctilien N140 : Roissypole → Gare de l’Est,N140,Gare de l’Est,Noctilien
r6956997,Noctilien N140 : Gare de l’Est → Roissypole,N140,Roissypole,Noctilien
r6957006,Noctilien N143 : Roissypole → Gare de l’Est,N143,Gare de l’Est,Noctilien
r6957007,Noctilien N143 : Gare de l’Est → Roissypole,N143,Roissypole,Noctilien
r6957036,Noctilien N139 : Corbeil-Essonnes RER → Gare de Lyon,N139,Gare de Lyon,Noctilien
r6957056,Noctilien N145 : Gare de Rambouillet → Gare Montparnasse,N145,Gare Montparnasse,Noctilien
r6957243,Bus 18 : Gare de Meaux → Gare de Melun,18,Gare de Melun,Meaux et Ourcq
r6957342,Bus 18 : Gare de Torcy → De Gaulle (Tournan-en-Brie),18,De Gaulle (Tournan-en-Brie),Pays Briard
r6958359,Noctilien N150 : Gare de Cergy-le-Haut → Gare de Pontoise → Gare Saint-Lazare,N150,Gare Saint-Lazare,Noctilien
r6958360,Noctilien N150 : Gare Saint-Lazare → Gare de Pontoise → Gare de Cergy-le-Haut,N150,Gare de Cergy-le-Haut,Noctilien
r6958364,Noctilien N152 : Gare de Cergy-le-Haut → Gare de Maison-Laffitte → Gare Saint-Lazare,N152,Gare Saint-Lazare,Noctilien
r6958365,Noctilien N152 : Gare Saint-Lazare → Gare de Maisons-Laffitte → Gare de Cergy-le-Haut,N152,Gare de Cergy-le-Haut,Noctilien
r6958412,Noctilien N154: Montigny – Beauchamp RER → Gare Saint-Lazare,N154,Gare Saint-Lazare,Noctilien
r6958413,Noctilien N154 : Gare Saint-Lazare → Montigny–Beauchamp RER,N154,Montigny–Beauchamp RER,Noctilien
r6960489,Bus 95-08 : Chars - Centre Ville → Pontoise - Place du Général de Gaulle → Cergy Préfecture,95-08,Cergy Préfecture,Vexin
r6972216,Bus 640 : Parc des Expositions (circulaire extérieure),640,Gare du Parc des Expositions,Terres d'Envol
r6980339,Bus 1537 : Les Flanades → Gare d'Épinay-sur-Seine,1537,Gare d'Épinay-sur-Seine,Vallée de Montmorency
r6980340,Bus 1537 : Gare d'Épinay-sur-Seine → Les Flanades,1537,Les Flanades,Vallée de Montmorency
r6985617,Bus 91-08 : Mairie des Ulis → Centre Commercial (Vélizy),91-08,Centre Commercial (Vélizy),Paris-Saclay
r6985618,Bus 91-08: Centre Commercial (Vélizy) → Mairie des Ulis,91-08,Mairie des Ulis,Paris-Saclay
r6985619,Bus 91-08: Fresnel - Vauve → Centre Commercial (Vélizy),91-08,Centre Commercial (Vélizy),Paris-Saclay
r6985620,Bus 91-08: Centre Commercial (Vélizy) → Fresnel - Vauve,91-08,Fresnel - Vauve,Paris-Saclay
r6991407,Bus 623 : Gare de Gagny → Gare de Sevran-Livry Sud,623,Gare de Sevran-Livry Sud,Seine-Saint-Denis
r7005558,Bus 02 (direct) : Melun → Meaux,02,Meaux,Meaux et Ourcq
r7061825,Bus M21B : circulaire de la Gare de Savigny-sur-Orge via François Mitterand,M21B,Gare de Savigny-sur-Orge,Cœur d'Essonne
r7062231,Bus 95-32 : Berville - Lavoir → Marines - Collège les Hautiers,95-32,Marines - Collège les Hautiers,Vexin
r7069192,Bus 95-06 : Cergy Préfecture → Arronville - Lavoir,95-06,Arronville - Lavoir,Vexin
r7074021,Bus RoissyBus : Aéroport Charles de Gaulle → Paris–Opéra,RoissyBus,Opéra,RATP
r7095878,Bus 486 : Marché de Juvisy → Porte de l'Essonne (Athis-Mons),486,Porte de l'Essonne (Athis-Mons),RATP
r7105178,Bus 91-03 : Gare de Massy → Gare de Dourdan,91-03,Gare de Dourdan,Essonne Sud Ouest
r7105211,Bus 91-10 : Saint-Quentin-en-Yvelines → Orly,91-10,Orly,Île-de-France Ouest
r7105258,Bus 91-05 : Gare de Massy-Palaiseau → Évry Gare Routière,91-05,Évry Gare Routière,Paris-Saclay
r7108639,Bus E : Gare du Vésinet Centre → Gare de Chatou - Croissy,E,Gare de Chatou - Croissy,Argenteuil - Boucles de Seine
r7111420,Bus B : Gare de Sartrouville → Gare de Rueil-Malmaison,B,Gare de Rueil-Malmaison,Argenteuil - Boucles de Seine
r7114042,Bus 627 : Garonor (Aulnay-sous-Bois) → Gare d'Aulnay-sous-Bois,627,Gare d'Aulnay-sous-Bois,Terres d'Envol
r7141388,Bus 95-34 : Sagy - Saillancourt → Marines - Collège les Hautiers,95-34,Marines - Collège les Hautiers,Vexin
r7142157,Bus 1 : Hôpital de Montfermeil → Gare de Chelles - Gournay,1,Gare de Chelles - Gournay,Apolo 7
r7153017,"Bus 05 : Prunay-en-Yvelines, Gourville → Rambouillet, Gare",05,"Rambouillet, Gare",Centre et Sud Yvelines
r7153759,Bus A : Rouget de Lisle → Groussay,A,Groussay,Centre et Sud Yvelines
r7160123,"Bus 107 : Sainte-Geneviève des Bois, ZI La Croix Blanche → Gare de Massy Palaiseau",107,Gare de Massy Palaiseau,Cœur d'Essonne
r7168821,"Bus B : Rambouillet, Clairbois → Rambouillet, Metairie",B,"Rambouillet, Metairie",Centre et Sud Yvelines
r7194121,Bus 617 : Segro Logistics Park → Gare d'Aulnay-sous-Bois,617,Gare d'Aulnay-sous-Bois,Terres d'Envol
r7202602,Bus 4307 : Évry-Courcouronnes Gare → Fontenay - Grande Rue,4307,Fontenay - Grande Rue,Essonne Sud Est
r7204063,Bus 21: Lieusaint - Moissy Gare RER → Green de Réau,21,Green de Réau,Sénart
r7222834,Bus M154 : Paris - Porte d'Orléans → Arpajon - Porte d'Étampes,M154,Arpajon - Porte d'Étampes,Cœur d'Essonne
r7226918,"Flixbus 800: Paris, Bercy Seine => Amsterdam Sloterdijk",800,Amsterdam Sloterdijk,Flixbus
r7226919,"Flixbus 800: Amsterdam Sloterdijk => Paris, Bercy Seine",800,"Paris, Bercy Seine",Flixbus
r7229015,"Flixbus N800: Paris, Bercy Seine => Amsterdam, Sloterdijk",N800,"Amsterdam, Sloterdijk",Flixbus
r7229016,"Flixbus N800: Amsterdam, Sloterdijk => Paris, Bercy Seine",N800,"Paris, Bercy Seine",Flixbus
r7229179,Flixbus N804: Paris Porte Maillot => Amsterdam Sloterdijk,N804,Amsterdam Sloterdijk,Flixbus
r7229180,Flixbus N804: Amsterdam Sloterdijk => Paris Porte Maillot,N804,Paris Porte Maillot,Flixbus
r7244694,Bus 25 : Circulaire Claude Bernard,25,Lieusaint - Moissy Gare RER,Sénart
r7244695,Bus 26 : Circulaire Chanteloup,26,Lieusaint - Moissy Gare RER,Sénart
r7244761,Bus DM3A : RER Gare Condorcet → Provence → François Mitterrand (Viry-Châtillon),DM3A,François Mitterrand (Viry-Châtillon,Cœur d'Essonne
r7244919,Bus DM3A : François Mitterrand (Viry-Châtillon) → Provence → RER Gare Condorcet,DM3A,RER Gare Condorcet,Cœur d'Essonne
r7245733,Bus DM3B : RER Gare Condorcet → Sycomores,DM3B,Sycomores,Cœur d'Essonne
r7261186,Bus 389 : Hôtel de Ville Boulogne-Billancourt → Clamart - Georges Pompidou,389,Clamart - Georges Pompidou,RATP
r7263064,Bus 02 : Les Prés Hauts (Saint-Pierre-du-Perray) → Petit Sénart (Tigery),02,Petit Sénart (Tigery),Sénart
r7280946,Bus Citalien : Gare Routière Mail (Melun) → Carré Citoyenneté (Lieusaint),Citalien,Carré Citoyenneté (Lieusaint),Sénart
r7280947,Bus Citalien : Carré Citoyenneté (Lieusaint) → Gare Routière Mail (Melun),Citalien,Gare Routière Mail (Melun),Sénart
r7282204,Open Tour : Ligne Rouge,Rouge,Auber,Open Tour
r7282205,Open Tour : Ligne Verte,Verte,Auber,Open Tour
r7282206,Open Tour : Ligne Bleue,Bleue,Notre Dame de Paris,Open Tour
r7287856,Big Bus - circuit bleu,bleu,Gare du Nord,Big Bus
r7287857,Big Bus - circuit rouge,rouge,Trocadéro,Big Bus
r7292361,Les Petits Trains du Parc de Versailles,,,local
r7296151,Navette de l'Hôpital de la Pitié Salpêtrière,,Entrée secteur Pitié,local
r7301945,Bus 35 : Cesson Gare RER → Savigny - Nandy Gare RER,35,Savigny - Nandy Gare RER,Sénart
r7301946,Bus 35 : Savigny - Nandy Gare RER → Cesson Gare RER,35,Cesson Gare RER,Sénart
r7304703,Bus 52 : Limay - Lycée Condorcet → Guitrancourt - Mairie → Fontenay Saint-Père - Église,52,Fontenay Saint-Père - Église,Mantois
r7318438,Bus 2 : Paul Algis (Chelles) → Gare de Chelles Gournay,2,Gare de Chelles Gournay,Apolo 7
r7318439,Bus 2 : Gare de Chelles Gournay → Paul Algis (Vaires),2,Paul Algis (Chelles),Apolo 7
r7322179,Bus 41 : Cesson Gare RER (circulaire),41,Cesson Gare RER,Sénart
r7323908,Bus 43 : Hautes Billes (Vert-Saint-Denis) → Cesson Gare RER,43,Cesson Gare RER,Sénart
r7323909,Bus 42 : Hautes Billes (Vert-Saint-Denis) → Cesson Gare RER,42,Cesson Gare RER,Sénart
r7331860,Bus 5 : Gare de Lagny Thorigny → Hôpital de Montfermeil,5,Hôpital de Montfermeil,Apolo 7
r7331861,Bus 19 : Aéroport CDG T3 - Roissypole → Torcy RER,19,Torcy RER,Seine-et-Marne Express
r7342159,"Bus 95-04 : Cergy Préfecture → Bray et Lû, Place du 19 Mai 1962",95-04,"Bray et Lû, Place du 19 Mai 1962",Vexin
r7346835,Bus 1201 : Gare de Pontoise - Canrobert → Cergy - Jules Verne,1201,Cergy - Jules Verne,Cergy-Pontoise Confluence
r7348732,Bus 1201 : Cergy - Jules Verne → Gare de Pontoise - Canrobert,1201,Gare de Pontoise - Canrobert,Cergy-Pontoise Confluence
r7353487,Bus 1242 : Osny - Clinique Sainte-Marie → Gare de Cergy Préfecture,1242,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7358494,Bus 1242 : Gare de Cergy Préfecture → Osny - Clinique Sainte-Marie,1242,Osny - Clinique Sainte-Marie,Cergy-Pontoise Confluence
r7358692,Bus 144 : La Défense → Suresnes - De Gaulle,144,Suresnes - De Gaulle,RATP
r7358708,Bus 144 : Suresnes - De Gaulle → La Défense,144,La Défense,RATP
r7359260,Bus 1241 : Saint-Ouen-l'Aumône - Fond de Vaux → Gare de Cergy Préfecture,1241,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7360185,Bus 1241 : Gare de Cergy Préfecture → Saint-Ouen-l'Aumône - Fond de Vaux,1241,Saint-Ouen-l'Aumône - Fond de Vaux,Cergy-Pontoise Confluence
r7369153,Bus 168 : Saint-Denis - Université → Chantepie,168,Chantepie,RATP
r7369313,Bus 353 : Saint-Denis–Université → Saint-Denis–ZAC Landy Nord,353,,RATP
r7373386,Bus 1226 : Saint-Ouen-l'Aumône - Vert Galant → Gare de Pontoise - Canrobert,1226,Gare de Pontoise - Canrobert,Cergy-Pontoise Confluence
r7375067,Bus 1208 : Gare de Cergy Préfecture → Gare de Neuville Université,1208,Gare de Neuville Université,Cergy-Pontoise Confluence
r7375316,Bus Montbus,Montbus,Châtillon - Montrouge Métro,Vallée Sud
r7380393,Bus 2262 : Gare de Marne-la-Valée - Chessy Nord → Gare d'Esbly,2262,Gare d'Esbly,Marne-la-Vallée
r7380394,Bus 2262 : Gare d'Esbly → Gare de Marne-la-Vallée - Chessy Nord,2262,Gare de Marne-la-Vallée - Chessy Nord,Marne-la-Vallée
r7394300,Bus 124: Val de Fontenay RER → Château de Vincennes,124,Val de Fontenay RER,RATP
r7398763,Bus 174 : La Défense → Trézel,174,,RATP
r7398765,Bus 174 : Trézel → La Défense,174,La Défense,RATP
r7398766,Bus 174 : La Défense → Saint-Ouen RER,174,,RATP
r7398767,Bus 174 : Saint-Ouen RER → La Défense,174,La Défense,RATP
r7405822,Bus 1237 : Vauréal - Georges Brassens → Gare de Conflans Fin d'Oise,1237,Gare de Conflans Fin d'Oise,Cergy-Pontoise Confluence
r7413596,Navette Parkings : Orly Ouest → Orly Sud,Parkings,Orly Sud,Navettes Aéroports De Paris
r7413597,Navette Parkings : Orly Sud → Orly Ouest,Parkings,Orly Ouest,Navettes Aéroports De Paris
r7419765,Bus 1237 : Gare de Conflans Fin d'Oise → Vauréal - Georges Brassens,1237,Vauréal - Georges Brassens,Cergy-Pontoise Confluence
r7422203,Bus 1237 : Gare de Conflans Fin d'Oise → Vauréal - La Bussie,1237,Vauréal - La Bussie,Cergy-Pontoise Confluence
r7422209,Bus 1237 : Vauréal - La Bussie → Gare de Conflans Fin d'Oise,1237,Gare de Conflans Fin d'Oise,Cergy-Pontoise Confluence
r7426018,Bus 1208 : Gare de Neuville Université → Gare de Cergy Préfecture,1208,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7426171,Bus 1207 : Gare de Cergy Préfecture → Jouy-le-Moutier - La Hayette → Vauréal - Les Toupets,1207,Vauréal - Les Toupets,Cergy-Pontoise Confluence
r7427860,Bus 275 : Pont de Levallois → La Défense,275,La Défense,RATP
r7429169,Bus 1207 : Gare de Cergy Préfecture → Jouy-le-Moutier - Écancourt,1207,Jouy-le-Moutier - Écancourt,Cergy-Pontoise Confluence
r7429179,Bus 1207 : Jouy-le-Moutier - Écancourt → Gare de Cergy Préfecture,1207,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7429236,Bus 1207 : Vauréal - Les Toupets → Jouy-le-Moutier - La Hayette → Gare de Cergy Préfecture,1207,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7430093,Bus 1224 : Gare de Cergy Préfecture → Gare de Cergy-Saint-Christophe,1224,Gare Cergy-Saint-Christophe,Cergy-Pontoise Confluence
r7431039,Bus 1224 : Gare de Cergy-Saint-Christophe → Gare de Cergy Préfecture,1224,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7432837,Bus 1223 : Gare de Pontoise - Place du Général de Gaulle → Osny - Les Pâtis,1223,Osny - Les Pâtis,Cergy-Pontoise Confluence
r7434033,Bus 1223 : Osny - Les Pâtis → Gare de Pontoise - Place du Général de Gaulle,1223,Gare de Pontoise - Place du Général de Gaulle,Cergy-Pontoise Confluence
r7434955,Bus Navette Autonome : Avenue du Tremblay → Château de Vincennes,Navette Autonome,Vincennes - Château de Vincennes,RATP
r7434956,Bus Navette Autonome : Château de Vincennes → Avenue du Tremblay,Navette Autonome,Avenue du Tremblay,RATP
r7435313,Bus 1202 : Gare de Cergy Préfecture → Pontoise - Les Beurriers,1202,Pontoise - Les Beurriers,Cergy-Pontoise Confluence
r7435392,Bus 437 : Centre Commercial Les 4 Chênes → Gare de Champigny,437,Gare de Champigny,Marne et Seine
r7435405,Bus 437 : Gare de Champigny → Centre Commercial Les 4 Chênes,437,Centre Commercial Les 4 Chênes,Marne et Seine
r7435609,Bus 1202 : Pontoise - Les Beurriers → Gare de Cergy Préfecture,1202,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7435799,Bus 1240 : Gare de Cergy Saint-Christophe → Gare de Cergy-le-Haut → Vauréal - La Siaule,1240,Vauréal - La Siaule,Cergy-Pontoise Confluence
r7437264,Bus 1240 : Vauréal - La Siaule → Gare de Cergy-le-Haut → Gare de Cergy Saint-Christophe,1240,Gare de Cergy Saint-Christophe,Cergy-Pontoise Confluence
r7439627,Bus 1239 : Gare de Cergy Saint-Christophe → Gare de Cergy-le-Haut → Menucourt - Croix du Jubilé,1239,Menucourt - Croix du Jubilé,Cergy-Pontoise Confluence
r7441246,Bus 1239 : Menucourt - Croix du Jubilé → Gare de Cergy-le-Haut → Gare de Cergy Saint-Christophe,1239,Gare de Cergy Saint-Christophe,Cergy-Pontoise Confluence
r7441309,Bus 1238 : Gare de Cergy Préfecture → Menucourt - La Taillette,1238,Menucourt - La Taillette,Cergy-Pontoise Confluence
r7442592,Bus 1238 : Menucourt - La Taillette → Gare de Cergy Préfecture,1238,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7444601,Bus 105 : Mairie des Pavillons-sous-Bois → Porte des Lilas,105,Porte des Lilas,RATP
r7446782,Bus 1206 : Gare de Pontoise - Place du Général de Gaulle → Osny - Demi Lieue,1206,Osny - Demi Lieue,Cergy-Pontoise Confluence
r7447450,Bus 1230 : Gare de Pontoise - Canrobert → Gare de Cergy Préfecture → Cergy - Les Bocages → Gare de Cergy Préfecture → Gare de Pontoise - Canrobert,1230,Gare de Pontoise - Canrobert,Cergy-Pontoise Confluence
r7447734,Bus 237 : Porte de Saint-Ouen - Hôpital Bichat→ Épinay-sur-Seine RER,237,Épinay-sur-Seine RER,RATP
r7448614,Bus 95-47 : Haute-Isle - Lapin Savant → Bray-et-Lû - Collège,95-47,Bray-et-Lû - Collège,Vexin
r7448762,Bus 95-47 : Saint-Cyr-en-Arthies - Place → Bray-et-Lû - Collège,95-47,Bray-et-Lû - Collège,Vexin
r7448869,Bus 95-47 : Vienne-en-Arthies - Chaudry → Bray-et-Lû - Collège,95-47,Bray-et-Lû - Collège,Vexin
r7449582,"Bus 95-46 : Magny-en-Vexin, Gare Routière → Chars, L.E.P",95-46,"Chars, L.E.P",Vexin
r7449900,Bus 2223 : Gare de Marne-la-Vallée - Chessy Nord → Gare de Lagny - Thorigny,2223,Gare de Lagny-Thorigny,Marne-la-Vallée
r7451163,Bus 1206 : Gare de Cergy-le-Haut → Osny - Stade Christian Léon,1206,Osny - Stade Christian Léon,Cergy-Pontoise Confluence
r7454133,Bus 1206 : Gare de Cergy-le-Haut → Osny - Maison d'Arrêt → Gare de Pontoise - Place du Général de Gaulle,1206,Gare de Pontoise - Place du Général de Gaulle,Cergy-Pontoise Confluence
r7454142,Bus 1206 : Gare de Pontoise - Place du Général de Gaulle → Osny - Maison d'Arrêt → Gare de Cergy-le-Haut,1206,Gare de Cergy-le-Haut,Cergy-Pontoise Confluence
r7454172,Bus 1203 : Gare de Neuville Université → Gare de Cergy-le-Haut,1203,Gare de Cergy-le-Haut,Cergy-Pontoise Confluence
r7457084,Bus 1203 : Gare de Neuville Université → Vauréal - Colucci-Gandhi → Gare de Cergy-le-Haut,1203,Gare de Cergy-le-Haut,Cergy-Pontoise Confluence
r7457102,Bus 1203 : Gare de Cergy-le-Haut → Gare de Neuville Université,1203,Gare de Neuville Université,Cergy-Pontoise Confluence
r7459457,Bus 1203 : Gare de Cergy-le-Haut → Vauréal - Colucci-Gandhi → Gare de Neuville Université,1203,Gare de Neuville Université,Cergy-Pontoise Confluence
r7459502,Bus 1238 : Gare de Cergy Préfecture → Cergy - Le Port,1238,Cergy - Le Port,Cergy-Pontoise Confluence
r7460802,Bus 1238 : Cergy - Lozier → Gare de Cergy Préfecture,1238,Gare de Cergy Préfecture,Cergy-Pontoise Confluence
r7460851,Bus 1236 : Courdimanche - Les Croizettes → Gare de Pontoise - Canerobert,1236,Gare de Pontoise - Canerobert,Cergy-Pontoise Confluence
r7462173,Bus 1236 : Gare de Pontoise - Canerobert → Courdimanche - Les Croizettes,1236,Courdimanche - Les Croizettes,Cergy-Pontoise Confluence
r7466936,Bus 350 : Porte de la Chapelle → Garonor → Roissypole,350,Roissypole,RATP
r7470548,Bus 46 : Gare de Melun → Gare de Montereau,46,Gare de Montereau,Pays de Montereau
r7471867,Bus DM13 : Brétigny-sur-Orge RER → Linas via Bois Badeau et Aristide Briand,DM13,Linas,Cœur d'Essonne
r7471868,Bus DM13 : Linas → Brétigny-sur-Orge RER via Bois Badeau et Aristide Briand,DM13,Brétigny-sur-Orge RER,Cœur d'Essonne
r7474291,Bus 215 : Vincennes RER – République → Gare d'Austerlitz,215,Gare d'Austerlitz,RATP
r7474292,Bus 215 : Gare d'Austerlitz → Vincennes RER - République,215,Vincennes RER – République,RATP
r7475031,Bus 253 : Stains–Moulin Neuf → La Courneuve - Aubervilliers RER,253,La Courneuve - Aubervilliers RER,RATP
r7479244,Bus 310 : Les Yvris – Noisy-le-Grand RER → Noisy-Champs RER,310,Noisy-Champs RER,RATP
r7508471,Bus 9518 : Roissypole → Cergy Préfecture,9518,Cergy Préfecture,Haut Val d'Oise
r7509074,Bus 356 : Cité Floréal (Saint-Denis) → Marché des Mortefontaines (Deuil-la-Barre),356,Marché des Mortefontaines (Deuil-la-Barre),RATP
r7517212,Bus J : Gare de Sartrouville → Gare de Houilles Carrières-sur-Seine,J,Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine
r7517213,Bus J : Gare de Houilles Carrières-sur-Seine → Gare de Sartrouville,J,Gare de Sartrouville,Argenteuil - Boucles de Seine
r7517214,Bus H : Plateau (Bezons) → Gare de Houilles Carrières-sur-Seine,H,Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine
r7517215,Bus H : Gare de Houilles Carrières-sur-Seine → Plateau (Bezons),H,Plateau (Bezons),Argenteuil - Boucles de Seine
r7517216,Bus C : Gare du Vésinet - Le Pecq → Gare de Houilles Carrières-sur-Seine,C,Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine
r7517217,Bus C : Gare de Houilles Carrières-sur-Seine → Gare du Vésinet Le Pecq,C,Gare du Vésinet Le Pecq,Argenteuil - Boucles de Seine
r7517218,Bus A : Gare du Vésinet Le Pecq → Gare de Houilles Carrières-sur-Seine,A,Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine
r7517219,Bus A : Gare de Houilles Carrières-sur-Seine → Gare du Vésinet Le Pecq,A,Gare du Vésinet Le Pecq,Argenteuil - Boucles de Seine
r7517250,Bus S6 : Lycée les Pierres Vives → Martyrs (Houilles),S6,Martyrs (Houilles),Argenteuil - Boucles de Seine
r7517251,Bus K : Gare de Houilles Carrières-sur-Seine (circulaire matin),K,Gare de Houilles Carrières-sur-Seine,Argenteuil - Boucles de Seine
r7524060,Bus 2244 (Circulaire du matin) : Gare de Bussy-Saint-Georges,2244,Gare de Bussy-Saint-Georges,Marne-la-Vallée
r7554812,Bus 04 : Rambouillet → Limours,04,Limours,Centre et Sud Yvelines
r7606123,Bus 289 : Georges Pompidou (Clamart) → Porte de Saint-Cloud,289,Porte de Saint-Cloud,RATP
r7616485,Bus v2 : L'Haÿ-les-Roses-Domaine Chérioux → Fresnes Pasteur,v2,Fresnes Pasteur,Valouette
r7618268,Bus 1 : Les Lilas (Fontainebleau) → Gare routière de Fontainebleau Avon,1,Gare routière de Fontainebleau Avon,Fontainebleau - Moret
r7618294,Bus 4 : Stade de la Faisanderie (Fontainebleau) → Gare routière de Fontainebleau Avon,4,Gare routière de Fontainebleau Avon,Fontainebleau - Moret
r7618344,Bus 7 : Gare Routière de Fontainebleau Avon → Samois-sur-Seine,7,Samois-sur-Seine,Fontainebleau - Moret
r7628292,Bus 131 : Mairie de Chevilly Larue-Théâtre → Porte d'Italie,131,Porte d'Italie,RATP
r7628293,Bus 131 : Porte d'Italie → Mairie de Chevilly-Larue,131,Mairie de Chevilly-Larue,RATP
r7634947,Bus 248 : Drancy RER → Fort d'Aubervilliers,248,Fort d'Aubervilliers,RATP
r7661968,Bus 11 (circulaire) : Gare de Gif → Feuillarde → Gare de Gif,11,Gare de Gif,Paris-Saclay
