route_id,name,code,destination,network
r9193823,Bus 5152 : Gare de Saint-Quentin-en-Yvelines - Gare Routière des Prés → 60 Arpents - Technocentre,5152,60 Arpents - Technocentre,Saint-Quentin-en-Yvelines
r9193834,Bus 2127 : Villeparisis - Mitry-le-Neuf RER → Villeparisis - Mitry-le-Neuf RER,2127,Villeparisis - Mitry-le-Neuf RER,Roissy Est
r9195307,Bus Express 4 : Gare de Saint-Quentin-en-Yvelines - Gare Routière Delouvrier → Gare de Poissy,4,Gare de Poissy,Lignes Île-de-France Ouest
r9195308,Bus Express 4 : Gare de Poissy → Gare de Saint-Quentin-en-Yvelines - Gare Routière Delouvrier,4,Gare de Saint-Quentin-en-Yvelines - Gare Routière Delouvrier,Lignes Île-de-France Ouest
r9195933,Bus 401 : Concorde → Antony RER,401,Antony RER,Bièvre
r9195934,Bus 401 : Antony RER → Concorde,401,Concorde,Bièvre
r9196599,Bus 7 : Antony La Fontaine → Bourg-la-Reine Port Galand,7,Bourg-la-Reine Port Galand,Vallée Sud
r9196804,Bus 30-09 : Gare de Montigny Beauchamp (circulaire),30-09,Gare de Montigny - Beauchamp,Val Parisis
r9196814,Bus 30-07 : Buttes Blanches → Gare d'Herblay,30-07,Gare d'Herblay,Val Parisis
r9196815,Bus 30-07 : Gare d'Herblay → Buttes Blanches,30-07,Buttes Blanches,Val Parisis
r9197252,Bus 5 : Gare Nemours Parvis → Carrefour de l'Europe,5,Carrefour de l'Europe,Vallée du Loing - Nemours
r9197253,Bus 5 : Carrefour de l'Europe → Gare de Nemours - Parvis,5,Gare de Nemours - Parvis,Vallée du Loing - Nemours
r9197470,Bus 4402 : Salle des Fêtes (circulaire),4402,Salle des Fêtes,Essonne Sud Ouest
r9197757,Bus 2273 : Brétigny-sur-Orge Gare Place via Le Plessis-Pâté (circulaire),2273,Gare de Brétigny-sur-Orge - Place,Cœur d'Essonne
r9198668,Bus 4303 : Gare de Ballancourt (circulaire matin),4303,Gare de Ballancourt,Essonne Sud Est
r9200491,Bus 11 : Gare de Tournan-en-Brie (Côté Gretz) → Gare d'Ozoir,11,Gare d'Ozoir,Pays Briard
r9200492,Bus 11 : Gare d'Ozoir → Gare de Tournan-en-Brie (Côté Gretz),11,Gare de Tournan-en-Brie (Côté Gretz),Pays Briard
r9202112,Bus 23 : Lycée Clément Ader → Grands Saules,23,Grands Saules,Pays Briard
r9202113,Bus 23 : Grands Saules → Lycée Clément Ader,23,Lycée Clément Ader,Pays Briard
r9202287,Bus K : Gare de Houilles Carrières-sur-Seine (circulaire soir),K,Gare de Houilles - Carrières-sur-Seine,Argenteuil - Boucles de Seine
r9203429,Bus 6122 : Burospace → Gare de Versailles-Chantiers,6122,Gare de Versailles-Chantiers,Vélizy Vallées
r9203430,Bus 6122 : Gare de Versailles-Chantiers → Burospace,6122,Burospace,Vélizy Vallées
r9203503,Bus DM17 : Fontaine Mansart → Gare de Sainte-Geneviève des Bois,DM17,Gare de Sainte-Geneviève des Bois,Cœur d'Essonne
r9203504,Bus DM17 : Gare de Sainte-Geneviève des Bois → Fontaine Mansart,DM17,Fontaine Mansart,Cœur d'Essonne
r9204347,Bus 60 : Rambouillet Gare Prairie → Gare Routière Mantes-la-Ville - Quai 25,60,Gare Routière Mantes-la-Ville - Quai 25,Centre et Sud Yvelines
r9204348,Bus 60 : Gare Routière Mantes-la-Ville - Quai 25 → Rambouillet Gare Prairie,60,Rambouillet Gare Prairie,Centre et Sud Yvelines
r9206598,Bus 12 : Gare de Saint-Quentin-en-Yvelines - Gare Routière des Prés → Gare de Rambouillet [Prairie],12,Gare de Rambouillet [Prairie],Centre et Sud Yvelines
r9206599,Bus 12 : Gare de Rambouillet [Prairie] → Gare de Saint-Quentin-en-Yvelines - Gare Routière des Prés,12,Gare de Saint-Quentin-en-Yvelines - Gare Routière des Prés,Centre et Sud Yvelines
r9206952,Bus 2121 : Marché → Mairie Annexe,2121,Mairie Annexe,Roissy Est
r9206953,Bus 2121 : Mairie Annexe → Marché,2121,Marché,Roissy Est
r9207014,Bus R5 : Louvres RER D (circulaire),R5,Louvres Gare,Roissy Ouest
r9207452,Bus 2103 : Dammartin - Juilly - Saint-Mard Gare → Les Frênes,2103,Les Frênes,Roissy Est
r9207453,Bus 2103 : Les Frênes → Dammartin - Juilly - Saint-Mard Gare,2103,Dammartin - Juilly - Saint-Mard Gare,Roissy Est
r9207485,Bus Vitavil : Espace Angela Davis → Les Flanades T5,Vitavil,Les Flanades T5,Roissy Ouest
r9207486,Bus Vitavil : Les Flanades T5 → Espace Angela Davis,Vitavil,Espace Angela Davis,Roissy Ouest
r9218051,Bus 201 : Gare d'Ozoir → Rue de l'Avenue,201,Rue de l'Avenue,Pays Briard
r9218052,Bus 201 : Rue de l'Avenue → Gare d'Ozoir,201,Gare d'Ozoir,Pays Briard
r9219660,Bus 6 : Gare de Maisons-Laffitte (circulaire soir),6,Gare de Maisons-Laffitte,Argenteuil - Boucles de Seine
r9219661,Bus 6 : Gare de Maisons-Laffitte (circulaire matin),6,Gare de Maisons-Laffitte,Argenteuil - Boucles de Seine
r9223262,Bus 30-10 : Gare de Montigny - Beauchamp → Gare de Taverny,30-10,Gare de Taverny,Val Parisis
r9223263,Bus 30-10 : Gare de Taverny → Gare de Montigny - Beauchamp,30-10,Gare de Montigny - Beauchamp,Val Parisis
r9223271,Bus 30-11 : Les Espérances → Gare d'Ermont - Eaubonne,30-11,Gare d'Ermont - Eaubonne,Val Parisis
r9223272,Bus 30-11 : Gare d'Ermont - Eaubonne → Les Espérances,30-11,Les Espérances,Val Parisis
r9223281,Bus 30-18 : Gare de Bessancourt → Gare de Montigny - Beauchamp,30-18,Gare de Montigny - Beauchamp,Val Parisis
r9223282,Bus 30-18 : Gare de Montigny - Beauchamp → Gare de Bessancourt,30-18,Gare de Bessancourt,Val Parisis
r9223320,Bus 1518 : Mairie de Piscop → Gare de Saint-Brice,1518,Gare de Saint-Brice,Vallée de Montmorency
r9223321,Bus 1518 : Gare de Saint-Brice → Mairie de Piscop,1518,Mairie de Piscop,Vallée de Montmorency
r9223361,Bus 3630 : Cesson Gare RER → Chamlys,3630,Chamlys,Grand Melun
r9223362,Bus 3630 : Chamlys → Cesson Gare RER,3630,Cesson Gare RER,Grand Melun
r9228055,Bus 3611 : Gare de Melun → Bertagnes → Villaroche Nord,3611,Villaroche Nord,Grand Melun
r9228056,Bus 3611 : Villaroche Nord → Bertagnes → Gare de Melun,3611,Gare de Melun,Grand Melun
r9228835,Bus 3606 : Gare de Melun → Gare du Mée,3606,Gare du Mée,Grand Melun
r9228836,Bus 3606 : Gare du Mée → Gare de Melun,3606,Gare de Melun,Grand Melun
r9228967,Bus D : Saint-Hubert → Bergerie Nationale,D,Bergerie Nationale,Centre et Sud Yvelines
r9228968,Bus D : Bergerie Nationale → Saint-Hubert,D,Saint-Hubert,Centre et Sud Yvelines
r9229323,Navette E : Gare RER Longjumeau (circulaire),E,Gare RER Longjumeau,La Navette Paris-Saclay
r9229425,Bus G : Jesse Owens (circulaire),G,Jesse Owens,Paris-Saclay
r9230878,Bus 7001 : Gare de Corbeil-Essonnes → Trou Grillon,7001,Trou Grillon,Évry Centre Essonne
r9230879,Bus 7001 : Trou Grillon → Gare de Corbeil-Essonnes,7001,Gare de Corbeil-Essonnes,Évry Centre Essonne
r9231460,Bus 2129 : Gare RER de Mitry-Claye → Gare SNCF de Meaux,2129,Gare SNCF de Meaux,Roissy Est
r9231461,Bus 2129 : Gare SNCF de Meaux → Gare RER de Mitry-Claye,2129,Gare RER de Mitry-Claye,Roissy Est
r9231698,Bus 3302 : Montereau SNCF → Bréau - Cinéma,3302,Bréau - Cinéma,Pays de Montereau
r9231699,Bus 3302 : Bréau - Cinéma → Montereau SNCF,3302,Montereau SNCF,Pays de Montereau
r9231912,Bus Z : Gare de Mantes-la-Jolie → Buchelay - Béarn,Z,Buchelay - Béarn,Mantois
r9231913,Bus Z : Buchelay - Béarn → Gare de Mantes-la-Jolie,Z,Gare de Mantes-la-Jolie,Mantois
r9231953,Bus J : René Renault → Gare Routière Mantes-la-Ville,J,Gare Routière Mantes-la-Ville - Quai 22,Mantois
r9231954,Bus J : Gare Routière Mantes-la-Ville → René Renault,J,René Renault,Mantois
r9232009,Bus E : Gare de Mantes-la-Jolie → Mantes-la-Ville - Camille Claudel,E,Mantes-la-Ville - Camille Claudel,Mantois
r9232010,Bus E : Mantes-la-Ville - Camille Claudel → Gare de Mantes-la-Jolie,E,Gare de Mantes-la-Jolie,Mantois
r9233833,Bus 70 : Saint-Germain-en-Laye RER → Gare des Mureaux,70,Gare des Mureaux,Poissy - Les Mureaux
r9233834,Bus 70 : Gare des Mureaux → Saint-Germain-en-Laye RER,70,Saint-Germain-en-Laye RER,Poissy - Les Mureaux
r9233948,Bus Express X409 : Versailles - Europe → Gare de Poissy,X409,Gare de Poissy,Poissy - Les Mureaux
r9233949,Bus Express X409 : Gare de Poissy → Versailles - Europe,X409,Versailles - Europe,Poissy - Les Mureaux
r9233982,Bus 30-48 : Comédie Française → Gare d'Herblay,30-48,Gare d'Herblay,Val Parisis
r9233983,Bus 30-48 : Gare d'Herblay → Comédie Française,30-48,Comédie Française,Val Parisis
r9233995,Bus 30-23 : Gare de Saint-Leu-la-Forêt → Gare de Montigny - Beauchamp,30-23,Gare de Montigny - Beauchamp,Val Parisis
r9233996,Bus 30-23 : Gare de Montigny - Beauchamp → Gare de Saint-Leu-la-Forêt,30-23,Gare de Saint-Leu-la-Forêt,Val Parisis
r9234022,Bus 30-37 : Gare de Franconville (circulaire via Albert Alline),30-37,Gare de Franconville,Val Parisis
r9234743,Bus 1519 : Rougemonts - Liberté → Gare de Saint-Brice,1519,Gare de Saint-Brice,Vallée de Montmorency
r9234744,Bus 1519 : Gare de Saint-Brice → Rougemonts - Liberté,1519,Rougemonts - Liberté,Vallée de Montmorency
r9234797,Bus 30-47 : Alouettes → Gare d'Herblay,30-47,Gare d'Herblay,Val Parisis
r9234798,Bus 30-47 : Gare d'Herblay → Alouettes,30-47,Alouettes,Val Parisis
r9234810,Bus 1520 : Mairie d'Attainville → Mairie - Lycée (Montmorency),1520,Mairie - Lycée (Montmorency),Vallée de Montmorency
r9234812,Bus 1520 : Mairie - Lycée (Montmorency) → Mairie d'Attainville,1520,Mairie d'Attainville,Vallée de Montmorency
r9235170,Bus 2108 : Dammartin - Juilly - Saint-Mard Gare → Beaupré,2108,Beaupré,Roissy Est
r9235171,Bus 2108 : Beaupré → Dammartin - Juilly - Saint-Mard Gare,2108,Dammartin - Juilly - Saint-Mard Gare,Roissy Est
r9235189,Bus 2109 : Dammartin - Juilly - Saint-Mard Gare → Condé,2109,Condé,Roissy Est
r9235190,Bus 2109 : Gazon → Dammartin - Juilly - Saint-Mard Gare,2109,Dammartin - Juilly - Saint-Mard Gare,Roissy Est
r9236156,Bus 4318 : Mairie (Champcueil) → Ormoy - Les Rochers,4318,Ormoy - Les Rochers,Essonne Sud Est
r9236157,Bus 4318 : Ormoy - Les Rochers → Mairie (Champcueil),4318,Mairie (Champcueil),Essonne Sud Est
r9236310,Bus 4308 : Auvernaux - Bouletterie → Écharcon - Château,4308,Écharcon - Château,Essonne Sud Est
r9236311,Bus 4308 : Écharcon - Château → Auvernaux - Bouletterie,4308,Auvernaux - Bouletterie,Essonne Sud Est
r9237358,Bus 300 : Corbeil Centre Ville (circulaire),300,Piscine,Évry Centre Essonne
r9237444,Bus 302 : Hameau de Seine → Gare de Corbeil-Essonnes - Henri Barbusse,302,Gare de Corbeil-Essonnes - Henri Barbusse (Quai 2),Évry Centre Essonne
r9237445,Bus 302 : Gare de Corbeil-Essonnes - Henri Barbusse → Hameau de Seine,302,Hameau de Seine,Évry Centre Essonne
r9237531,Bus 8B : Gare Routière de Crécy la Chapelle (circulaire),8B,Gare Routière de Crécy la Chapelle,Brie et Deux Morin
r9237557,Bus 4 : Jean Vilar/Philo → Gare d'Esbly,4,Gare d'Esbly,Meaux et Ourcq
r9237558,Bus 4 : Gare d'Esbly → 11 Novembre 1918/Philo,4,11 Novembre 1918,Meaux et Ourcq
r9237640,Bus 56 : Gare Routière de Meaux → Gare de la Ferté-sous-Jouarre,56,Gare de la Ferté-sous-Jouarre,Brie et Deux Morin
r9237641,Bus 56 : Gare de la Ferté-sous-Jouarre SNCF → Gare Routière de Meaux,56,Gare Routière de Meaux,Brie et Deux Morin
r9237673,Bus 10 : Gare Routière de Meaux (circulaire),10,Gare Routière de Meaux,Meaux et Ourcq
r9238035,Bus 14 : Poissy Gare Sud → Gare de Maule,14,Gare de Maule,Centre et Sud Yvelines
r9238036,Bus 14 : Les Moussets → Poissy Gare Sud,14,Poissy Gare Sud,Centre et Sud Yvelines
r9240297,Bus Express 80 : Gare de Cergy Préfecture → Gare de Cergy-Saint-Christophe → Gare Routière Mantes-la-Ville,80,Gare Routière Mantes-la-Ville,Lignes Île-de-France Ouest
r9240298,Bus Express 80 : Gare Routière Mantes-la-Ville → Gare de Cergy-Saint-Christophe → Gare de Cergy Préfecture,80,Gare de Cergy Préfecture,Lignes Île-de-France Ouest
r9240939,Bus 32ZA : Roissypole → Goussainville RER D,32ZA,Goussainville RER D,Roissy Ouest
r9240940,Bus 32ZA : Goussainville RER D → Roissypole,32ZA,Roissypole,Roissy Ouest
r9241075,Bus 777 : Gare de Meaux (circulaire),777,Gare de Meaux,Meaux et Ourcq
r9241165,Bus 3 : Gare Nemours Parvis → L'Étang Sec,3,L'Étang Sec,Vallée du Loing - Nemours
r9241166,Bus 3 : L'Étang Sec → Gare Nemours Parvis,3,Gare Nemours Parvis,Vallée du Loing - Nemours
r9242014,Bus 4 : Gare Nemours Parvis → Carrefour de l'Europe,4,Carrefour de l'Europe,Vallée du Loing - Nemours
r9242015,Bus 4 : Carrefour de l'Europe → Gare Nemours Parvis,4,Gare Nemours Parvis,Vallée du Loing - Nemours
r9242134,Bus 4432 : HLM Bas → Gare de Bouray,4432,Gare de Bouray,Essonne Sud Ouest
r9242135,Bus 4432 : Gare de Bouray → HLM Bas,4432,HLM Bas,Essonne Sud Ouest
r9242930,Bus 4437 : Gare de Bouray (circulaire matin),4437,Gare de Bouray,Essonne Sud Ouest
r9242931,Bus 4437 : Gare de Bouray (circulaire soir),4437,Gare de Bouray,Essonne Sud Ouest
r9243086,Bus 4433 : Gare d'Étrechy → Gare de Bouray,4433,Gare de Bouray,Essonne Sud Ouest
r9243087,Bus 4433 : Gare de Bouray → Gare d'Étrechy,4433,Gare d'Étrechy,Essonne Sud Ouest
r9243176,Bus 4305 : Gare de Bouray → Mairie de Vayres,4305,Mairie de Vayres,Essonne Sud Est
r9243177,Bus 4305 : Mairie de Vayres → Gare de Bouray,4305,Gare de Bouray,Essonne Sud Est
r9243457,Bus 4306 : Église D'Huison → Gare de Bouray,4306,Gare de Bouray,Essonne Sud Est
r9243458,Bus 4306 : Gare de Bouray → Église D'Huison,4306,Église D'Huison,Essonne Sud Est
r9243855,Bus 4316 : Les Vieilles Vignes → Gare de Bouray,4316,Gare de Bouray,Essonne Sud Est
r9243856,Bus 4316 : Gare de Bouray → Les Vieilles Vignes,4316,Les Vieilles Vignes,Essonne Sud Est
r9244976,Bus A : Georges Claude → Berry → Gare de Meaux,A,Gare de Meaux,Meaux et Ourcq
r9244977,Bus A : Gare de Meaux → Berry → Georges Claude,A,Georges Claude,Meaux et Ourcq
r9245615,Bus B : Gare de Meaux → Georges Claude (via Charcot),B,Georges Claude Quai de Dépose,Meaux et Ourcq
r9245616,Bus B : Georges Claude → Gare de Meaux (via Charcot),B,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9245655,Bus C : Gare de Meaux (circulaire via Crégy-lès-Meaux),C,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9245688,Bus D : Les Saisons de Meaux → Les Platanes,D,Les Platanes,Meaux et Ourcq
r9245689,Bus D : Les Platanes → Les Saisons de Meaux,D,Les Saisons de Meaux,Meaux et Ourcq
r9245893,Bus G : Hauts de Chantereine → Gare de Meaux,G,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9245894,Bus G : Gare de Meaux → Musée de la Grande Guerre,G,Musée de la Grande Guerre,Meaux et Ourcq
r9247945,Bus H : Gare de Meaux (circulaire via Meaux Hôpital),H,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9247984,Bus I : Roland Garros → Gare de Meaux,I,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9247985,Bus I : Gare de Meaux → Colisée de Meaux,I,Colisée de Meaux,Meaux et Ourcq
r9248105,Bus 95-08 : Chars - Centre Ville → Pontoise - Marcouville → Cergy Préfecture,95-08,Cergy Préfecture,Vexin
r9248106,Bus 95-08 : Cergy Préfecture → Pontoise - Marcouville → Chars - Centre Ville,95-08,Chars - Centre Ville,Vexin
r9248108,Bus J : Georges Claude → Jean Renoir,J,Jean Renoir,Meaux et Ourcq
r9248109,Bus J : Jean Renoir → Georges Claude,J,Georges Claude Quai 3,Meaux et Ourcq
r9249387,Bus M : Georges Claude → Montceaux-lès-Meaux - Église,M,Montceaux-lès-Meaux - Église,Meaux et Ourcq
r9249388,Bus M : Montceaux-lès-Meaux - Église → Georges Claude,M,Georges Claude Quai 3,Meaux et Ourcq
r9249478,Bus N : Gare de Meaux (circulaire via PAPM Sud),N,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9249536,Bus N : Gare de Meaux (circulaire via Centre Pénitentiaire),N,Gare de Meaux - Quai de Dépose,Meaux et Ourcq
r9249560,Bus O : Mairie (Poincy) → Georges Claude,O,Georges Claude Quai de Dépose,Pays de Meaux
r9249561,Bus O : Georges Claude → Mairie (Poincy),O,Mairie (Poincy),Pays de Meaux
r9249701,Bus 95-03B : Hôtel de Ville de Margency → Gare de Cergy-Préfecture,95-03B,Gare de Cergy-Préfecture,Val Parisis
r9249702,Bus 95-03B : Gare de Cergy-Préfecture → Hôtel de Ville de Margency,95-03B,Hôtel de Ville de Margency,Val Parisis
r9249776,Bus 15 : La Bataille → Rue Dailly,15,Rue Dailly,Île-de-France Ouest
r9249777,Bus 15 : Gare de Saint-Cloud - Hôpital → ZI les Gâtines,15,ZI les Gâtines,Île-de-France Ouest
r9249842,Bus 6241 : Gare de Fontenay-le-Fleury → René Clair,6241,René Clair (Bois d'Arcy),Grand Versailles
r9249843,Bus 6241 : René Clair → Gare de Fontenay-le-Fleury,6241,Gare de Fontenay-le-Fleury,Grand Versailles
r9254368,Bus 2A : Gare de Mantes-la-Jolie → Bonnières-sur-Seine - Centre Social,2A,Bonnières-sur-Seine - Centre Social,Mantois
r9254369,Bus 2A : Bonnières-sur-Seine - Centre Social → Gare de Mantes-la-Jolie,2A,Gare Routière Mantes-la-Jolie - Quai 3,Mantois
r9254887,Bus 2B : Gare de Mantes-la-Jolie → Freneuse - Leclerc → Gare de Bonnières,2B,Gare de Bonnières,Mantois
r9254888,Bus 2B : Gare de Bonnières → Freneuse - Leclerc → Gare de Mantes-la-Jolie,2B,Gare Routière Mantes-la-Jolie - Quai 3,Mantois
r9254989,Bus N : Gare de Mantes-la-Jolie → Guerville - Senneville Place,N,Guerville - Senneville Place,Mantois
r9254990,Bus N : Guerville - Senneville Place → Gare de Mantes-la-Jolie,N,Gare de Mantes-la-Jolie,Mantois
r9255047,Bus R : Gare de Rosny-sur-Seine → Rosny-sur-Seine - Lommoye → Rosny-sur-Seine - Pont Chapart → Gare de Rosny-sur-Seine,R,Gare de Rosny-sur-Seine,Mantois
r9255048,Bus R : Gare de Rosny-sur-Seine → Rosny-sur-Seine - Pont Chapart → Rosny-sur-Seine - Lommoye → Gare de Rosny-sur-Seine,R,Gare de Rosny-sur-Seine,Mantois
r9256758,Bus 4403 : Gare d'Étampes (circulaire via Gare Saint-Martin),4403,Gare d'Étampes,Essonne Sud Ouest
r9257303,Bus 4405 : Étampes - Hôpital (circulaire extérieure),4405,Hôpital,Essonne Sud Ouest
r9257414,Bus 4406 : Étampes - Hôpital (circulaire intérieure),4406,Hôpital,Essonne Sud Ouest
r9257536,Bus 4408 : Morigny-Champigny - Traversière → Étampes Hôpital,4408,Hôpital,Essonne Sud Ouest
r9257972,Bus 6802 : Gare de Breuillet Village (circulaire),6802,Gare de Breuillet Village,Cœur d'Essonne
r9258581,Bus 4440 : Gare d'Etrechy (circulaire),4440,Gare d'Etrechy,Essonne Sud Ouest
r9258809,Bus 913.17 : Gare d'Étampes → Mairie (Brières-les-Scellés),913.17,Mairie,Essonne Sud Ouest
r9258810,Bus 913.17 : Mairie (Brières-les-Scellés) → Gare d'Étampes,913.17,Gare d'Étampes,Essonne Sud Ouest
r9259497,Bus 4409 : Gare d'Étampes → Gare d'Etrechy,4409,Gare d'Etrechy,Essonne Sud Ouest
r9259498,Bus 4409 : Gare d'Etrechy → Gare d'Étampes,4409,Gare d'Étampes,Essonne Sud Ouest
r9259813,Bus 6161 : Haut Pré → Gare de Versailles Château - Rive Gauche (direct),6161,Gare de Versailles Château - Rive Gauche,Vélizy Vallées
r9259814,Bus 6161 : Gare de Versailles Château - Rive Gauche → Haut Pré (direct),6161,Haut Pré,Vélizy Vallées
r9259890,Bus 39-05 : Gare Autoroutière (circulaire soir),39-05,Gare Autoroutière,SAVAC
r9259891,Bus 39-05 : Gare Autoroutière (circulaire matin),39-05,Gare Autoroutière,SAVAC
r9261359,Bus 39-103 : Cernay-la-Ville Place → Gare de Saint-Rémy-lès-Chevreuse,39-103,Gare de Saint-Rémy-lès-Chevreuse,Centre et Sud Yvelines
r9261360,Bus 39-103 : Gare de Saint-Rémy-lès-Chevreuse → Cernay-la-Ville Place,39-103,Cernay-la-Ville Place,Centre et Sud Yvelines
r9261399,Bus 39-18 : Arpajon → Limours - Monument,39-18,Limours - Monument,Centre et Sud Yvelines
r9261400,Bus 39-18 : Limours - Monument → Arpajon,39-18,Bel Air - Parc d'Activités,Centre et Sud Yvelines
r9261408,"Bus 39-403 : Chevreuse, Petits Ponts → Gare de Saint-Rémy-lès-Chevreuse",39-403,Gare de Saint-Rémy-lès-Chevreuse,Centre et Sud Yvelines
r9261409,"Bus 39-403 : Gare de Saint-Rémy-lès-Chevreuse → Chevreuse, Petits Ponts École",39-403,"Chevreuse, Petits Ponts École",Centre et Sud Yvelines
r9261648,Bus 109 : Porte d'Orléans → Maison d'Arrêt des Femmes,109,Maison d'Arrêt des Femmes,Cœur d'Essonne
r9261649,Bus 109 : Maison d'Arrêt des Femmes → Porte d'Orléans,109,Porte d'Orléans,Cœur d'Essonne
r9267223,Bus 3801 via Collège: Ermont Eaubonne Gare RER → Montlignon Mairie,3801,Mairie Montlignon,Val Parisis
r9267224,Bus 3801 via Collège : Montlignon Mairie → Ermont Eaubonne Gare RER,3801,Gare d'Ermont Eaubonne,Val Parisis
r9268175,Bus 11 (circulaire) : Gare de Gif → Prés Mouchard → Gare de Gif,11,Gare de Gif,Paris-Saclay
r9268581,Bus 12 : Gare de Courcelle → Goussons → Centre Commercial Les Ulis 2,12,Centre Commercial Les Ulis 2,Paris-Saclay
r9268582,Bus 12 : Centre Commercial Les Ulis 2 Marché → Goussons → Gare de Courcelle,12,Gare de Courcelle,Paris-Saclay
r9275046,Bus 1 : Collège Vasco → Canal,1,Canal,Vallée du Loing - Nemours
r9275047,Bus 1 : Canal → Collège Vasco,1,Collège Vasco,Vallée du Loing - Nemours
r9275048,Bus 1 : Canal → Cité Scolaire,1,Cité Scolaire,Vallée du Loing - Nemours
r9275049,Bus 1 : Cité Scolaire → Canal,1,Canal,Vallée du Loing - Nemours
r9275128,Bus 95-33 : Marines - Collège les Hautiers → Génicourt - Rue des Fossettes,95-33,Génicourt - Rue des Fossettes,Vexin
r9275129,Bus 95-33 : Rue des Fossettes → Marines - Collège les Hautiers,95-33,Marines - Collège les Hautiers,Vexin
r9278413,Bus 210 : François 1er (Fontainebleau) → Basse Roche (Vernou),210,Basse Roche (Vernou),Fontainebleau - Moret
r9278414,Bus 210 : Basse Roche (Vernou) → Stade de la Faisanderie (Fontainebleau),210,Stade de la Faisanderie (Fontainebleau),Fontainebleau - Moret
r9278798,Bus 297 : Antony RER → Longjumeau–Place Charles Steber,297,Longjumeau–Place Charles Steber,RATP
r9280256,Bus 95-32 : Bréançon - Eglise → Marines - Collège les Hautiers,95-32,Marines - Collège les Hautiers,Vexin
r9285366,Bus 17 : Mairie de Bourg-la-Reine - Condorcet → Lycée Lakanal,17,Lycée Lakanal,Paladin
r9285367,Bus 17 : Lycée Lakanal → Mairie de Bourg-la-Reine - Condorcet,17,Mairie de Bourg-la-Reine - Condorcet,Paladin
r9297576,Bus 121 via : Mairie de Montreuil → Villemomble – Lycée Georges Clemenceau,121,Villemomble – Lycée Georges Clemenceau,RATP
r9297835,Bus 197 : Baconnets-Mirabeau → Descartes (desserte aux horaires spécifiques le matin),197,Descartes,RATP
r9298810,Bus 168 : Butte Pinson → Saint-Denis–Université,168,Saint-Denis - Université,RATP
r9298999,Bus 199 : Massy–Palaiseau RER → Pablo Picasso,199,Pablo Picasso,RATP
r9299000,Bus 199 : Pablo Picasso → Massy–Palaiseau RER,199,Massy–Palaiseau RER,RATP
r9300092,Bus 270 : Place du 19 Mars 1962 → Garges - Sarcelles RER,270,Garges - Sarcelles RER,RATP
r9300093,Bus 270 : Garges - Sarcelles RER → Place du 19 Mars 1962,270,Place du 19 Mars 1962,RATP
r9303404,Bus 141 : Rueil-Malmaison - Centre Madeleine Danielou → Nanterre - Boulevard de la Seine,141,Boulevard de la Seine,RATP
r9303405,Bus 141 : Nanterre - Boulevard de la Seine → Rueil-Malmaison - Centre Madeleine Danielou,141,Centre Madeleine Danielou,RATP
r9310091,Bus 95-31 : Collège les Hautiers → Myosotis,95-31,Arronville - Myosotis,Vexin
r9310092,Bus 95-31 : Arronville - Myosotis → Collège les Hautiers,95-31,Marines - Collège les Hautiers,Vexin
r9317035,Bus 95-35 : Chars - Bercagny → Marines - Collège les Hautiers,95-35,Marines - Collège les Hautiers,Vexin
r9317036,Bus 95-35 : Moussy - Mairie → Santeuil - Épagnes → Marines - Collège les Hautiers,95-35,Marines - Collège les Hautiers,Vexin
r9317037,Bus 95-35 : Ableiges - Transformateur → Santeuil - Épagnes → Marines - Collège les Hautiers,95-35,Marines - Collège les Hautiers,Vexin
r9317038,Bus 95-35 : Marines - Collège les Hautiers → Santeuil - Épagnes → Ableiges - Transformateur,95-35,Ableiges - Transformateur,Vexin
r9317039,Bus 95-35 : Marines - Collège les Hautiers → Chars - Bercagny,95-35,Bercagny,Vexin
r9317040,Bus 95-35 : Marines - Collège les Hautiers → Santeuil - Épagnes → Moussy - Mairie,95-35,Moussy - Mairie,Vexin
r9324674,Bus 111 : Place de l'Écluse → Terroirs de France,111,Terroirs de France,RATP
r9324677,Bus 111 : Terroirs de France → Place de l'Écluse,111,Place de l'Écluse,RATP
r9340320,Bus 25 : Bibliothèque François Mitterrand → Vitry - Marguerite Duras,25,Vitry - Marguerite Duras,RATP
r9340395,Bus 25 : Vitry - Marguerite Duras → Bibliothèque François Mitterrand,25,Bibliothèque François Mitterrand,RATP
r9342800,Bus 303 nuit : Bobigny - Pablo Picasso → Noisy-le-Grand - Mont d'Est RER,303,Noisy-le-Grand RER,RATP
r9342801,Bus 303 nuit : Noisy-le-Grand - Mont d'Est RER → Bobigny - Pablo Picasso,303,Bobigny - Pablo Picasso,RATP
r9348860,Bus 482 : Jeanne d'Arc (Villeneuve-le-Roi) → Belle Épine Sud (Thiais),482,Belle Épine Sud,Seine Grand Orly
r9348861,Bus 482 : Belle Épine Sud (Thiais) → Jeanne d'Arc (Villeneuve-le-Roi),482,Jeanne d'Arc (Villeneuve-le-Roi),Seine Grand Orly
