osm:ref:FR:STIF,lat,lon,code,stop_id,network,route_id,osm:ref:FR:STIF:stop_id,destination,osm:ref:FR:STIF:ExternalCode_Line,name,line_id
419693,49.0266442,2.4732585,G'bus,StopPoint:Node:252750239,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30191,Goussainville RER,014014099:Gbus,École Pasteur,Line:Relation:7741077
415750,49.0306092,2.4490165999999998,G'bus,StopPoint:Node:837540004,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30200,Goussainville RER,014014099:Gbus,Hélène Boucher,Line:Relation:7741077
38670,49.032275999999996,2.4479287,G'bus,StopPoint:Node:837539998,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30220,Goussainville RER,014014099:Gbus,Michel Simon,Line:Relation:7741077
38698,49.033831299999996,2.4490819,G'bus,StopPoint:Node:837540002,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30226,Goussainville RER,014014099:Gbus,Pablo Picasso,Line:Relation:7741077
38634,49.0307464,2.4492716,G'bus,StopPoint:Node:837539990,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30219,Goussainville RER,014014099:Gbus,Madeleine Renaud,Line:Relation:7741077
38442,49.030343599999995,2.4557621999999997,G'bus,StopPoint:Node:5320764711,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30204,Goussainville RER,014014099:Gbus,Lycée Romain Rolland,Line:Relation:7741077
38102,49.033006099999994,2.458301,G'bus,StopPoint:Node:837350647,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30246,Goussainville RER,014014099:Gbus,Avenue des Tilleuls,Line:Relation:7741077
38477,49.0326111,2.4525402,G'bus,StopPoint:Node:837539994,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30178,Goussainville RER,014014099:Gbus,Collège Robespierre,Line:Relation:7741077
38691,49.034550499999995,2.4547018,G'bus,StopPoint:Node:837540001,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30199,Goussainville RER,014014099:Gbus,Georges Pitard,Line:Relation:7741077
38648,49.0361051,2.4614898999999997,G'bus,StopPoint:Node:837539997,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30211,Goussainville RER,014014099:Gbus,Médiathèque,Line:Relation:7741077
37998,49.0368548,2.4640310999999997,G'bus,StopPoint:Node:837350700,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30202,Goussainville RER,014014099:Gbus,Henri Dunant,Line:Relation:7741077
37988,49.0387626,2.4612241,G'bus,StopPoint:Node:837350652,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30183,Goussainville RER,014014099:Gbus,Descartes,Line:Relation:7741077
38457,49.0416155,2.4636214,G'bus,StopPoint:Node:345242715,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30166,Goussainville RER,014014099:Gbus,Cachin Blatreux,Line:Relation:7741077
38461,49.0408395,2.4646936,G'bus,StopPoint:Node:837209781,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30164,Goussainville RER,014014099:Gbus,Camélinat,Line:Relation:7741077
419717,49.0383758,2.4681652,G'bus,StopPoint:Node:837540000,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30186,Goussainville RER,014014099:Gbus,École Gabriel Péri,Line:Relation:7741077
419511,49.0365709,2.4781942999999997,G'bus,StopPoint:Node:837209799,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30231,Goussainville RER,014014099:Gbus,Résidence Ambroise Croizat,Line:Relation:7741077
38013,49.0320695,2.474189,G'bus,StopPoint:Node:252857718,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30206,Goussainville RER,014014099:Gbus,Mairie,Line:Relation:7741077
38515,49.0327237,2.482159,G'bus,StopPoint:Node:252750230,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30187,Goussainville RER,014014099:Gbus,École Jean Jaurès,Line:Relation:7741077
38501,49.030433599999995,2.4796158,G'bus,StopPoint:Node:252750243,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30177,Goussainville RER,014014099:Gbus,Les Côteaux,Line:Relation:7741077
38837,49.025794399999995,2.4553849,G'bus,StopPoint:Node:372739907,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30251,Goussainville RER,014014099:Gbus,ZI du Dessous de l'Orme,Line:Relation:7741077
38841,49.0229741,2.4575199999999997,G'bus,StopPoint:Node:5326885599,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30255,Goussainville RER,014014099:Gbus,ZI du Pied de Fer,Line:Relation:7741077
37968,49.0229784,2.4596807,G'bus,StopPoint:Node:5320764709,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30210,Goussainville RER,014014099:Gbus,Marcel Cerdan,Line:Relation:7741077
38478,49.021687,2.4653799,G'bus,StopPoint:Node:372723106,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30167,Goussainville RER,014014099:Gbus,Carrefour de l'Europe,Line:Relation:7741077
38508,49.0279996,2.4538161,G'bus,StopPoint:Node:5320764715,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30174,Goussainville RER,014014099:Gbus,Collège Montaigne,Line:Relation:7741077
423960,49.029931999999995,2.451904,G'bus,StopPoint:Node:5326079506,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30719,Goussainville RER,014014099:Gbus,École Jacques Prévert,Line:Relation:7741077
38519,49.030094,2.4518079999999998,G'bus,StopPoint:Node:5326079505,Les Courriers de l'Île-de-France,Route:Relation:107353,StopPoint:8:30189,Goussainville RER,014014099:Gbus,École Jacques Prévert,Line:Relation:7741077
37968,49.0229784,2.4596807,30B,StopPoint:Node:5320764709,Les Courriers de l'Île-de-France,Route:Relation:107355,StopPoint:8:30210,Gare de Goussainville,014014030:30B,Marcel Cerdan,Line:Relation:7097513
38442,49.030343599999995,2.4557621999999997,30B,StopPoint:Node:5320764711,Les Courriers de l'Île-de-France,Route:Relation:107355,StopPoint:8:30204,Gare de Goussainville,014014030:30B,Lycée Romain Rolland,Line:Relation:7097513
38484,49.0380689,2.45539,30B,StopPoint:Node:5320764716,Les Courriers de l'Île-de-France,Route:Relation:107355,StopPoint:8:30170;StopPoint:88:835,Gare de Goussainville,014014030:30B,Chapellerie,Line:Relation:7097513
38508,49.0279996,2.4538161,30B,StopPoint:Node:5320764715,Les Courriers de l'Île-de-France,Route:Relation:107355,StopPoint:8:30174,Gare de Goussainville,014014030:30B,Collège Montaigne,Line:Relation:7097513
38102,49.033006099999994,2.458301,30B,StopPoint:Node:837350647,Les Courriers de l'Île-de-France,Route:Relation:107355,StopPoint:8:30246,Gare de Goussainville,014014030:30B,Avenue des Tilleuls,Line:Relation:7097513
38460,49.0153166,2.4699894,32A,StopPoint:Node:837350629,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30162,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Calvaire,Line:Relation:3253656
38042,49.0358346,2.4703276,32A,StopPoint:Node:252857710,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30215,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Les Montagnettes,Line:Relation:3253656
419734,49.0342406,2.4720256,32A,StopPoint:Node:252857713,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30172,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,La Charmeuse,Line:Relation:3253656
37989,49.038393899999996,2.467244,32A,StopPoint:Node:837350590,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:88:843;StopPoint:8:30184,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,École Gabriel Péri,Line:Relation:3253656
37997,49.0280553,2.4615961,32A,StopPoint:Node:837350703,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30208,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Marché,Line:Relation:3253656
38097,49.0106227,2.4883048999999997,32A,StopPoint:Node:837569743,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30561,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,La Talmouse,Line:Relation:3253656
38763,49.025653399999996,2.4628593,32A,StopPoint:Node:504477786,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30244,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Sécurité Sociale,Line:Relation:3253656
38478,49.021687,2.4653799,32A,StopPoint:Node:372723106,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30167,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Carrefour de l'Europe,Line:Relation:3253656
38484,49.0380689,2.45539,32A,StopPoint:Node:5320764716,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30170;StopPoint:88:835,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Chapellerie,Line:Relation:3253656
39016,48.9559181,2.4803071,32A,StopPoint:Node:5319891214,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30031;StopPoint:70:52435,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,O'Parinor – Louis Armand,Line:Relation:3253656
38732,49.003882,2.516425,32A,StopPoint:Node:5319886730,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30448,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Village,Line:Relation:3253656
38102,49.033006099999994,2.458301,32A,StopPoint:Node:837350647,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30246,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Avenue des Tilleuls,Line:Relation:3253656
38016,49.005371,2.506364,32A,StopPoint:Node:4605491857,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30444,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Roissy Parc,Line:Relation:3253656
38089,49.0298984,2.4601488,32A,StopPoint:Node:370631943,Les Courriers de l'Île-de-France,Route:Relation:107357,StopPoint:8:30179,Aulnay-Sous-Bois - Parinor Louis Armand,014014320:32A,Centre de Secours,Line:Relation:3253656
419475,49.0255521,2.4632461,R104,StopPoint:Node:504477783,Keolis CIF,Route:Relation:107358,StopPoint:8:30245,Institut Saint-Dominique (Mortefontaine),014014104:R104,Sécurité Sociale,Line:Relation:6885970
38763,49.0255521,2.4632461,R104,StopPoint:Node:504477783,Keolis CIF,Route:Relation:107358,StopPoint:8:30245,Institut Saint-Dominique (Mortefontaine),014014104:R104,Sécurité Sociale,Line:Relation:6885970
37989,49.038393899999996,2.467244,R104,StopPoint:Node:837350590,Keolis CIF,Route:Relation:107358,StopPoint:88:843;StopPoint:8:30184,Institut Saint-Dominique (Mortefontaine),014014104:R104,École Gabriel Péri,Line:Relation:6885970
38484,49.0380689,2.45539,R104,StopPoint:Node:5320764716,Keolis CIF,Route:Relation:107358,StopPoint:8:30170;StopPoint:88:835,Institut Saint-Dominique (Mortefontaine),014014104:R104,Chapellerie,Line:Relation:6885970
38214,49.0803945,2.503068,R104,StopPoint:Node:3799882992,Keolis CIF,Route:Relation:107358,StopPoint:8:30369;StopPoint:88:886,Institut Saint-Dominique (Mortefontaine),014014104:R104,Place Vert Clos,Line:Relation:6885970
38681,49.0992089,2.5329056,R104,StopPoint:Node:5545646068,Keolis CIF,Route:Relation:107358,StopPoint:8:30546;StopPoint:88:1997,Institut Saint-Dominique (Mortefontaine),014014104:R104,Petit Argenteuil,Line:Relation:6885970
427380,49.0992089,2.5329056,R104,StopPoint:Node:5545646068,Keolis CIF,Route:Relation:107358,StopPoint:8:30546;StopPoint:88:1997,Institut Saint-Dominique (Mortefontaine),014014104:R104,Petit Argenteuil,Line:Relation:6885970
38664,49.0982683,2.5387321,R104,StopPoint:Node:5545646084,Keolis CIF,Route:Relation:107358,StopPoint:8:30544;StopPoint:88:1995,Institut Saint-Dominique (Mortefontaine),014014104:R104,Monument,Line:Relation:6885970
427379,49.0982683,2.5387321,R104,StopPoint:Node:5545646084,Keolis CIF,Route:Relation:107358,StopPoint:8:30544;StopPoint:88:1995,Institut Saint-Dominique (Mortefontaine),014014104:R104,Monument,Line:Relation:6885970
38013,49.0320695,2.474189,R8,StopPoint:Node:252857718,CIF,Route:Relation:111252,StopPoint:8:30206,,014014302:R8,Mairie,Line:Relation:7921056
38508,49.0279996,2.4538161,30D,StopPoint:Node:5320764715,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30174,Gare de Goussainville,014014301:30D,Collège Montaigne,Line:Relation:7097520
423960,49.029931999999995,2.451904,30D,StopPoint:Node:5326079506,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30719,Gare de Goussainville,014014301:30D,École Jacques Prévert,Line:Relation:7097520
38519,49.030094,2.4518079999999998,30D,StopPoint:Node:5326079505,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30189,Gare de Goussainville,014014301:30D,École Jacques Prévert,Line:Relation:7097520
37968,49.0229784,2.4596807,30D,StopPoint:Node:5320764709,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30210,Gare de Goussainville,014014301:30D,Marcel Cerdan,Line:Relation:7097520
38698,49.033831299999996,2.4490819,30D,StopPoint:Node:837540002,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30226,Gare de Goussainville,014014301:30D,Pablo Picasso,Line:Relation:7097520
38670,49.032275999999996,2.4479287,30D,StopPoint:Node:837539998,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30220,Gare de Goussainville,014014301:30D,Michel Simon,Line:Relation:7097520
38634,49.0307464,2.4492716,30D,StopPoint:Node:837539990,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30219,Gare de Goussainville,014014301:30D,Madeleine Renaud,Line:Relation:7097520
415750,49.0306092,2.4490165999999998,30D,StopPoint:Node:837540004,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30200,Gare de Goussainville,014014301:30D,Hélène Boucher,Line:Relation:7097520
38442,49.030343599999995,2.4557621999999997,30D,StopPoint:Node:5320764711,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30204,Gare de Goussainville,014014301:30D,Lycée Romain Rolland,Line:Relation:7097520
38837,49.025794399999995,2.4553849,30D,StopPoint:Node:372739907,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30251,Gare de Goussainville,014014301:30D,ZI du Dessous de l'Orme,Line:Relation:7097520
38841,49.0229741,2.4575199999999997,30D,StopPoint:Node:5326885599,Les Courriers de l'Île-de-France,Route:Relation:111253,StopPoint:8:30255,Gare de Goussainville,014014301:30D,ZI du Pied de Fer,Line:Relation:7097520
21646,48.7338129,2.4214099,Licorne,StopPoint:Node:4332121625,Athis Cars,Route:Relation:115222,StopPoint:4:155,,002002002:LIC,Poincaré,Line:Relation:6883314
10291,48.7398545,2.4201029999999997,Licorne,StopPoint:Node:4324200432,Athis Cars,Route:Relation:115222,StopPoint:4:134,,002002002:LIC,Louis Jarrige,Line:Relation:6883314
35844,48.742937999999995,2.435089,Licorne,StopPoint:Node:4114476363,Athis Cars,Route:Relation:115222,StopPoint:4:150,,002002002:LIC,Parc en Seine,Line:Relation:6883314
21651,48.737162999999995,2.4056796,Licorne,StopPoint:Node:4325184864,Athis Cars,Route:Relation:115222,StopPoint:4:124,,002002002:LIC,G. du Vair,Line:Relation:6883314
21649,48.742383,2.4176471999999998,Licorne,StopPoint:Node:4322931739,Athis Cars,Route:Relation:115222,StopPoint:4:145,,002002002:LIC,Nikos Belloyanis,Line:Relation:6883314
9870,48.732591199999995,2.4245845999999998,Licorne,StopPoint:Node:5401678640,Athis Cars,Route:Relation:115222,StopPoint:4:130,,002002002:LIC,Place Jeanne d'Arc,Line:Relation:6883314
10297,48.7352002,2.404584,Licorne,StopPoint:Node:4405437257,Athis Cars,Route:Relation:115222,StopPoint:4:131,,002002002:LIC,Foyer Jean Rostand,Line:Relation:6883314
10291,48.7398545,2.4201029999999997,Centaure,StopPoint:Node:4324200432,Athis Cars,Route:Relation:122930,StopPoint:4:134,Gare de Villeneuve-le-Roi,002002002:CEN,Louis Jarrige,Line:Relation:6883352
9870,48.732591199999995,2.4245845999999998,Centaure,StopPoint:Node:5401678640,Athis Cars,Route:Relation:122930,StopPoint:4:130,Gare de Villeneuve-le-Roi,002002002:CEN,Place Jeanne d'Arc,Line:Relation:6883352
21791,48.767013999999996,2.4706824999999997,393,StopPoint:Node:928458342,RATP,Route:Relation:126953,StopPoint:59:5675606,Thiais - Carrefour de la Résistance,100100393:393,Europarc,Line:Relation:5557347
21802,48.768792399999995,2.4635484,393,StopPoint:Node:2531407409,RATP,Route:Relation:126953,StopPoint:32:46323,Thiais - Carrefour de la Résistance,100100393:393,393 Créteil Pointe du Lac RATP,Line:Relation:5557347
27509,48.804349699999996,2.4201927,103,StopPoint:Node:2917717260,RATP,Route:Relation:127724,StopPoint:59:3619792,Rungis - Marché International,100100103:103,Mairie d'Alfortville,Line:Relation:4610190
415252,48.7687848,2.4087611,182,StopPoint:Node:5443966650,RATP,Route:Relation:149679,StopPoint:4:45,Villeneuve-Saint-Georges - Villeneuve Triage RER,100100182:182,8 Mai 1945,Line:Relation:6049045
20465,48.7620387,2.4135652,582,StopPoint:Node:3889783176,RATP,Route:Relation:150122,StopPoint:59:5673009,Choisy-le-Roi RER,100100582:CHOISYB,Quartier du Port,Line:Relation:7136184
41589,48.755043199999996,2.4193959,582,StopPoint:Node:4331200570,RATP,Route:Relation:150122,StopPoint:59:5673010,Choisy-le-Roi RER,100100582:CHOISYB,C.T.M.,Line:Relation:7136184
25195,48.7586934,2.4138330999999997,582,StopPoint:Node:3889783172,RATP,Route:Relation:150122,StopPoint:59:5673012,Choisy-le-Roi RER,100100582:CHOISYB,Charles Jules Vaillant,Line:Relation:7136184
25196,48.755482199999996,2.4145575999999997,582,StopPoint:Node:3889783175,RATP,Route:Relation:150122,StopPoint:59:4378381,Choisy-le-Roi RER,100100582:CHOISYB,Crèche Jean Effel,Line:Relation:7136184
30203,48.7523196,2.4159298,582,StopPoint:Node:4323395903,RATP,Route:Relation:150122,StopPoint:59:5673014,Choisy-le-Roi RER,100100582:CHOISYB,Église Saint-Martin,Line:Relation:7136184
37796,48.753763299999996,2.4125731999999998,582,StopPoint:Node:4602412631,RATP,Route:Relation:150122,StopPoint:59:5673015,Choisy-le-Roi RER,100100582:CHOISYB,Robert Peary,Line:Relation:7136184
30202,48.754118899999995,2.407229,582,StopPoint:Node:4320363654,RATP,Route:Relation:150122,StopPoint:59:5673017,Choisy-le-Roi RER,100100582:CHOISYB,Rue du Four,Line:Relation:7136184
30220,48.7555668,2.4049045,582,StopPoint:Node:2271257412,RATP,Route:Relation:150122,StopPoint:59:5673018,Choisy-le-Roi RER,100100582:CHOISYB,Spinoza,Line:Relation:7136184
30223,48.7603855,2.4076342,582,StopPoint:Node:392653539,RATP,Route:Relation:150122,StopPoint:59:5673020,Choisy-le-Roi RER,100100582:CHOISYB,Rue Yves Léger,Line:Relation:7136184
30217,48.7630822,2.4065791,582,StopPoint:Node:437016462,RATP,Route:Relation:150122,StopPoint:59:5673021,Choisy-le-Roi RER,100100582:CHOISYB,Mairie de Choisy-le-Roi,Line:Relation:7136184
22741,48.764996599999996,2.4053584999999997,582,StopPoint:Node:387479834,RATP,Route:Relation:150122,StopPoint:59:5673022,Choisy-le-Roi RER,100100582:CHOISYB,Rouget de Lisle,Line:Relation:7136184
23543,48.7678389,2.4186796,582,StopPoint:Node:392683360,RATP,Route:Relation:150122,StopPoint:59:5673031,Choisy-le-Roi RER,100100582:CHOISYB,Hugo-Mirabeau,Line:Relation:7136184
30208,48.762900699999996,2.4247699,582,StopPoint:Node:4330471930,RATP,Route:Relation:150122,StopPoint:59:5673034,Choisy-le-Roi RER,100100582:CHOISYB,Parc Paysager des Gondoles,Line:Relation:7136184
30210,48.766713599999996,2.4241466,582,StopPoint:Node:392654785,RATP,Route:Relation:150122,StopPoint:59:5673035,Choisy-le-Roi RER,100100582:CHOISYB,Stade Jean Bouin,Line:Relation:7136184
30207,48.7720371,2.4211253999999998,582,StopPoint:Node:392654786,RATP,Route:Relation:150122,StopPoint:59:5673037,Choisy-le-Roi RER,100100582:CHOISYB,Collège Jules Valles,Line:Relation:7136184
30212,48.7670325,2.4042914,582,StopPoint:Node:413428632,RATP,Route:Relation:150122,StopPoint:59:5673023,Choisy-le-Roi RER,100100582:CHOISYB,Auguste Franchot,Line:Relation:7136184
30221,48.7678587,2.4061485,582,StopPoint:Node:413428636,RATP,Route:Relation:150122,StopPoint:59:5673024,Choisy-le-Roi RER,100100582:CHOISYB,Émile Zola,Line:Relation:7136184
30201,48.772685599999996,2.4022815,582,StopPoint:Node:422762754,RATP,Route:Relation:150122,StopPoint:59:5673025,Choisy-le-Roi RER,100100582:CHOISYB,Cimetière,Line:Relation:7136184
30214,48.771045699999995,2.4039615999999997,582,StopPoint:Node:422762756,RATP,Route:Relation:150122,StopPoint:59:5673026,Choisy-le-Roi RER,100100582:CHOISYB,Conservatoire,Line:Relation:7136184
415252,48.7687848,2.4087611,582,StopPoint:Node:5443966650,RATP,Route:Relation:150122,StopPoint:4:45,Choisy-le-Roi RER,100100582:CHOISYB,8 Mai 1945,Line:Relation:7136184
30206,48.767448699999996,2.4103716,582,StopPoint:Node:5443966646,RATP,Route:Relation:150122,StopPoint:4:189,Choisy-le-Roi RER,100100582:CHOISYB,Clémenceau,Line:Relation:7136184
28743,48.8348441,2.5044429999999998,120,StopPoint:Node:670930103,RATP,Route:Relation:156276,StopPoint:59:4614218,Hôpital Saint-Camille,100100120:120,Alma,Line:Relation:1321223
28744,48.834456499999995,2.5106861,120,StopPoint:Node:670930575,RATP,Route:Relation:156276,StopPoint:59:4614220,Hôpital Saint-Camille,100100120:120,Guy Moquet,Line:Relation:1321223
24372,48.808643,2.3735654999999998,183,StopPoint:Node:3648043103,RATP,Route:Relation:163664,StopPoint:59:7312104,Aéroport d'Orly - Terminal Sud,100100183:183,Carnot,Line:Relation:5426450
26684,48.812616999999996,2.3705859,183,StopPoint:Node:2274067839,RATP,Route:Relation:163664,StopPoint:59:4677679,Aéroport d'Orly - Terminal Sud,100100183:183,Cimetière Parisien - Place du Général De Gaulle,Line:Relation:5426450
26682,48.8169368,2.367112,183,StopPoint:Node:2274067870,RATP,Route:Relation:163664,StopPoint:59:4677677,Aéroport d'Orly - Terminal Sud,100100183:183,Verdun Chateaudun,Line:Relation:5426450
414775,48.8219159,2.3245258,128,StopPoint:Node:3551981709,RATP,Route:Relation:180765,StopPoint:59:5325170,Robinson RER,100100128:128,Porte d'Orléans,Line:Relation:6954593
7842,48.8189741,2.323012,128,StopPoint:Node:2076413211,RATP,Route:Relation:180765,StopPoint:59:5138205,Robinson RER,100100128:128,Gabrielle de Guerchy,Line:Relation:6954593
35155,48.8178075,2.3220639,128,StopPoint:Node:2344644900,RATP,Route:Relation:180765,StopPoint:59:5161412,Robinson RER,100100128:128,Mairie de Montrouge,Line:Relation:6954593
35153,48.814360099999995,2.3203701,128,StopPoint:Node:447882066,RATP,Route:Relation:180765,StopPoint:59:5161414,Robinson RER,100100128:128,Verdier,Line:Relation:6954593
35154,48.8114044,2.3184793,128,StopPoint:Node:447882071,RATP,Route:Relation:180765,StopPoint:59:5161415,Robinson RER,100100128:128,Boileau,Line:Relation:6954593
35148,48.8094934,2.3169315,128,StopPoint:Node:447882073,RATP,Route:Relation:180765,StopPoint:59:5161417,Robinson RER,100100128:128,Cimetière Parisien,Line:Relation:6954593
413071,48.806387,2.3138346,128,StopPoint:Node:447882076,RATP,Route:Relation:180765,StopPoint:59:5161418,Robinson RER,100100128:128,Jean-Marin Naudin,Line:Relation:6954593
28756,48.8017624,2.3104115,128,StopPoint:Node:447887510,RATP,Route:Relation:180765,StopPoint:59:5161420,Robinson RER,100100128:128,Pasteur,Line:Relation:6954593
40825,48.8000024,2.3078733,128,StopPoint:Node:447887513,RATP,Route:Relation:180765,StopPoint:59:5161422,Robinson RER,100100128:128,Rue de l'Égalité,Line:Relation:6954593
28758,48.7985238,2.304182,128,StopPoint:Node:447887528,RATP,Route:Relation:180765,StopPoint:59:5161424,Robinson RER,100100128:128,Hôtel de Ville de Bagneux,Line:Relation:6954593
40081,48.79738,2.3004567,128,StopPoint:Node:447887531,RATP,Route:Relation:180765,StopPoint:59:5121776,Robinson RER,100100128:128,Rue Froide,Line:Relation:6954593
40089,48.7952395,2.3001511999999997,128,StopPoint:Node:447887532,RATP,Route:Relation:180765,StopPoint:59:4889648,Robinson RER,100100128:128,Dampierre,Line:Relation:6954593
28761,48.7930468,2.2959006,128,StopPoint:Node:447891061,RATP,Route:Relation:180765,StopPoint:59:5161429,Robinson RER,100100128:128,Sentier des Lilas,Line:Relation:6954593
26829,48.7898711,2.2920279,128,StopPoint:Node:447891067,RATP,Route:Relation:180765,StopPoint:59:5161431,Robinson RER,100100128:128,Château Sainte-Barbe,Line:Relation:6954593
35152,48.7881778,2.293347,128,StopPoint:Node:447894693,RATP,Route:Relation:180765,StopPoint:59:5161433,Robinson RER,100100128:128,Fontenay-aux-Roses RER,Line:Relation:6954593
27896,48.785086,2.2933697,128,StopPoint:Node:447894695,RATP,Route:Relation:180765,StopPoint:59:5161435,Robinson RER,100100128:128,Gambetta,Line:Relation:6954593
12320,48.7815145,2.293307,128,StopPoint:Node:447900832,RATP,Route:Relation:180765,StopPoint:59:5161437;StopPoint:62:32170,Robinson RER,100100128:128,Rue du Lycée,Line:Relation:6954593
22333,48.778999999999996,2.2910315999999997,128,StopPoint:Node:447900838,RATP,Route:Relation:180765,StopPoint:59:5122182,Robinson RER,100100128:128,Fontenay-Houdan,Line:Relation:6954593
35811,48.7789119,2.2882496,128,StopPoint:Node:447900840,RATP,Route:Relation:180765,StopPoint:59:5122180,Robinson RER,100100128:128,Mairie de Sceaux,Line:Relation:6954593
26805,48.7790748,2.2834537,128,StopPoint:Node:447902857,RATP,Route:Relation:180765,StopPoint:59:5122178,Robinson RER,100100128:128,Cimetière de Sceaux,Line:Relation:6954593
40386,48.779586699999996,2.2813706,128,StopPoint:Node:3104458731,RATP,Route:Relation:180765,StopPoint:59:5161445,Robinson RER,100100128:128,Robinson RER,Line:Relation:6954593
36896,48.8785313,2.4115848,105,StopPoint:Node:2878817125,RATP,Route:Relation:223747,StopPoint:59:6575221,Mairie des Pavillons-sous-Bois,100100105:105,Les Bruyères,Line:Relation:7444602
36987,48.8785313,2.4115848,105,StopPoint:Node:2878817125,RATP,Route:Relation:223747,StopPoint:59:6575221,Mairie des Pavillons-sous-Bois,100100105:105,Les Bruyères,Line:Relation:7444602
425958,48.882048499999996,2.4237943,105,StopPoint:Node:4892478835,RATP,Route:Relation:223747,StopPoint:59:6575226,Mairie des Pavillons-sous-Bois,100100105:105,Joseph Dépinay,Line:Relation:7444602
26440,48.8850888,2.4350079,105,StopPoint:Node:621353037,RATP,Route:Relation:223747,StopPoint:59:5922202,Mairie des Pavillons-sous-Bois,100100105:105,Mairie de Romainville,Line:Relation:7444602
35871,48.879709999999996,2.4161161,105,StopPoint:Node:687536565,RATP,Route:Relation:223747,StopPoint:59:6575223,Mairie des Pavillons-sous-Bois,100100105:105,Mairie des Lilas - Métro,Line:Relation:7444602
36896,48.8785313,2.4115848,129,StopPoint:Node:2878817125,RATP,Route:Relation:225660,StopPoint:59:6575221,Mairie de Montreuil,100100129:129,Les Bruyères,Line:Relation:1857145
