stop_id,line_id,route_id,osm:ref:FR:STIF,osm:ref:FR:STIF:ExternalCode_Line,lat,lon,name,code,destination
StopPoint:node:1225461873,Line:relation:1066572,100100020:20,28410,100100020:20,48.8680364,2.3640065999999997,République,20,Louison Bobet
StopPoint:node:1481765826,Line:relation:1066572,100100020:20,27317,100100020:20,48.8714182,2.3361457,Choiseul,20,Louison Bobet
StopPoint:node:1590001879,Line:relation:1066572,100100020:20,22957,100100020:20,48.870035599999994,2.3514236,Porte Saint-Denis,20,Louison Bobet
StopPoint:node:1821967163,Line:relation:1066572,100100020:20,26765,100100020:20,48.8715165,2.3434426999999998,Grands Boulevards,20,Louison Bobet
StopPoint:node:2042462245,Line:relation:1066572,100100020:20,37262,100100020:20,48.86994,2.3707097,Goncourt,20,Louison Bobet
StopPoint:node:2042462308,Line:relation:1066572,100100020:20,25783,100100020:20,48.8775294,2.3168356,Lisbonne - Mairie du 8e,20,Louison Bobet
StopPoint:node:2042462316,Line:relation:1066572,100100020:20,25781,100100020:20,48.880648,2.3130193,Malesherbes - Courcelles,20,Louison Bobet
StopPoint:node:2042462363,Line:relation:1066572,100100020:20,34187,100100020:20,48.8874573,2.305112,Wagram - Pereire,20,Louison Bobet
StopPoint:node:2190217510,Line:relation:1066572,100100020:20,23680,100100020:20,48.889984299999995,2.2966576,Curnonsky,20,Louison Bobet
StopPoint:node:2688735491,Line:relation:1066572,100100020:20,28000,100100020:20,48.8689372,2.3563959,Porte Saint-Martin,20,Louison Bobet
StopPoint:node:2875110245,Line:relation:1066572,100100020:20,42079,100100020:20,48.8723823,2.3777052,Belleville,20,Louison Bobet
StopPoint:node:2875110250,Line:relation:1066572,100100020:20,26668,100100020:20,48.8749384,2.3887438,Jourdain,20,Louison Bobet
StopPoint:node:2875110252,Line:relation:1066572,100100020:20,40847,100100020:20,48.8690253,2.3680406,Jules Ferry,20,Louison Bobet
StopPoint:node:2875110256,Line:relation:1066572,100100020:20,28518,100100020:20,48.8769948,2.4057950999999997,Porte des Lilas-Métro,20,Louison Bobet
StopPoint:node:4705447666,Line:relation:1066572,100100020:20,42045,100100020:20,48.8718548,2.3387507,Richelieu - Drouot,20,Louison Bobet
StopPoint:node:4875906683,Line:relation:1066572,100100020:20,37524,100100020:20,48.8733824,2.3279335,Havre - Haussmann,20,Louison Bobet
StopPoint:node:4920237722,Line:relation:1066572,100100020:20,8426,100100020:20,48.8740338,2.3854333,Pyrénées - Belleville,20,Louison Bobet
StopPoint:node:4952064665,Line:relation:1066572,100100020:20,28397,100100020:20,48.8683221,2.3604659999999997,Lancry-Saint-Martin,20,Louison Bobet
StopPoint:node:4953872705,Line:relation:1066572,100100020:20,25390,100100020:20,48.8708913,2.3331389,Opéra,20,Louison Bobet
StopPoint:node:5154910029,Line:relation:1066572,100100020:20,27482,100100020:20,48.8754843,2.3973873,Pelleport - Belleville,20,Louison Bobet
StopPoint:node:5332968721,Line:relation:1066572,100100020:20,23681,100100020:20,48.8915459,2.2960967,Louison Bobet,20,Louison Bobet
StopPoint:node:5528847159,Line:relation:1066572,100100020:20,22848,100100020:20,48.8920282,2.30041,Reims - Hôtel des Impôts,20,Louison Bobet
StopPoint:node:5528847163,Line:relation:1066572,100100020:20,9126,100100020:20,48.8885589,2.3044842,Juliette Lamber,20,Louison Bobet
StopPoint:node:5528847165,Line:relation:1066572,100100020:20,34184,100100020:20,48.8856404,2.3068633999999997,Jouffroy d'Abbans - Malesherbes,20,Louison Bobet
StopPoint:node:5979568545,Line:relation:1066572,100100020:20,26769,100100020:20,48.8708958,2.3472865,Poissonnière - Bonne Nouvelle,20,Louison Bobet
StopPoint:node:5979568547,Line:relation:1066572,100100020:20,37115,100100020:20,48.872293199999994,2.3298414999999997,Auber,20,Louison Bobet
StopPoint:node:6069372691,Line:relation:1066572,100100020:20,427466,100100020:20,48.8765802,2.4081140999999997,Porte des Lilas,20,Louison Bobet
StopPoint:node:6303457354,Line:relation:1066572,100100020:20,463628,100100020:20,48.8732468,2.3816232,Julien Lacroix,20,Louison Bobet
StopPoint:node:6311417085,Line:relation:1066572,100100020:20,463757,100100020:20,48.876134799999996,2.4027979,Haxo,20,Louison Bobet
StopPoint:node:6311425745,Line:relation:1066572,100100020:20,463771,100100020:20,48.8755099,2.3917164,Rue des Fêtes,20,Louison Bobet
StopPoint:node:6339914611,Line:relation:1066572,100100020:20,34185,100100020:20,48.8822555,2.3110114,Place du Général Catroux,20,Louison Bobet
StopPoint:node:6431802202,Line:relation:1066572,100100020:20,471771,100100020:20,48.890743,2.303146,Porte d'Asnières - Marguerite Long,20,Louison Bobet
StopPoint:node:6431802204,Line:relation:1066572,100100020:20,463765,100100020:20,48.8709673,2.3738443,Faubourg du Temple - Piver,20,Louison Bobet
StopPoint:node:6431802205,Line:relation:1066572,100100020:20,463770,100100020:20,48.8753233,2.3945282,Pixérécourt,20,Louison Bobet
StopPoint:node:817304061,Line:relation:1066572,100100020:20,39766,100100020:20,48.8740995,2.3251548,Pasquier - Anjou,20,Louison Bobet
StopPoint:node:817304061,Line:relation:1066572,100100020:20,478404,100100020:20,48.8740995,2.3251548,Pasquier - Anjou,20,Louison Bobet
StopPoint:node:827576216,Line:relation:1066572,100100020:20,29276,100100020:20,48.8747038,2.3206937,Saint-Augustin,20,Louison Bobet
StopPoint:node:1244633375,Line:relation:1066572,100100020:20,26750,100100020:20,48.867955099999996,2.3442419,Réaumur - Montmartre,20,Porte des Lilas
StopPoint:node:1250216175,Line:relation:1066572,100100020:20,26767,100100020:20,48.8674567,2.3465358999999997,Sentier,20,Porte des Lilas
StopPoint:node:1261068386,Line:relation:1066572,100100020:20,39463,100100020:20,48.864928299999995,2.3600564,Square du Temple — Mairie du 3e - Carreau du Temple,20,Porte des Lilas
StopPoint:node:1261068387,Line:relation:1066572,100100020:20,40848,100100020:20,48.866136,2.3612740999999997,Turbigo - République,20,Porte des Lilas
StopPoint:node:2042462239,Line:relation:1066572,100100020:20,37579,100100020:20,48.867373099999995,2.3830497,Belleville - Menilmontant,20,Porte des Lilas
StopPoint:node:2042462309,Line:relation:1066572,100100020:20,25778,100100020:20,48.8775323,2.3163783,Lisbonne - Mairie du 8e,20,Porte des Lilas
StopPoint:node:2042462315,Line:relation:1066572,100100020:20,25779,100100020:20,48.8805012,2.3127494,Malesherbes - Courcelles,20,Porte des Lilas
StopPoint:node:2042462340,Line:relation:1066572,100100020:20,25782,100100020:20,48.884763299999996,2.3076151,Jouffroy d'Abbans - Malesherbes,20,Porte des Lilas
StopPoint:node:2206863791,Line:relation:1066572,100100020:20,36684,100100020:20,48.875517599999995,2.3994828,Pelleport - Belleville,20,Porte des Lilas
StopPoint:node:2689489606,Line:relation:1066572,100100020:20,28559,100100020:20,48.868297899999995,2.3629829,République,20,Porte des Lilas
StopPoint:node:2700046103,Line:relation:1066572,100100020:20,29279,100100020:20,48.8931567,2.2997096,Alsace,20,Porte des Lilas
StopPoint:node:2878817117,Line:relation:1066572,100100020:20,26664,100100020:20,48.8722053,2.3774796,Belleville,20,Porte des Lilas
StopPoint:node:2878817123,Line:relation:1066572,100100020:20,26666,100100020:20,48.8749787,2.3891239,Jourdain,20,Porte des Lilas
StopPoint:node:2878817135,Line:relation:1066572,100100020:20,39461,100100020:20,48.8752271,2.3956785,Pixérécourt,20,Porte des Lilas
StopPoint:node:2878817144,Line:relation:1066572,100100020:20,37570,100100020:20,48.8661411,2.3795549,Saint-Maur - Jean Aicard,20,Porte des Lilas
StopPoint:node:329130601,Line:relation:1066572,100100020:20,27320,100100020:20,48.869218599999996,2.3380768,Richelieu - 4 Septembre,20,Porte des Lilas
StopPoint:node:3829714353,Line:relation:1066572,100100020:20,22749,100100020:20,48.873267299999995,2.3277691,Havre - Haussmann,20,Porte des Lilas
StopPoint:node:4907297621,Line:relation:1066572,100100020:20,39465,100100020:20,48.868904,2.3809663999999997,Couronnes,20,Porte des Lilas
StopPoint:node:4920241421,Line:relation:1066572,100100020:20,39462,100100020:20,48.873754,2.3850894,Pyrénées - Belleville,20,Porte des Lilas
StopPoint:node:5332968721,Line:relation:1066572,100100020:20,23681,100100020:20,48.8915459,2.2960967,Louison Bobet,20,Porte des Lilas
StopPoint:node:5537311495,Line:relation:1066572,100100020:20,40229,100100020:20,48.886778,2.3051548,Wagram - Pereire,20,Porte des Lilas
StopPoint:node:5537311496,Line:relation:1066572,100100020:20,25780,100100020:20,48.8885933,2.3042146999999997,Juliette Lamber,20,Porte des Lilas
StopPoint:node:5537311498,Line:relation:1066572,100100020:20,28357,100100020:20,48.8912635,2.3020364,Porte d'Asnières - Marguerite Long,20,Porte des Lilas
StopPoint:node:5594445119,Line:relation:1066572,100100020:20,26667,100100020:20,48.865257199999995,2.3758415999999998,Parmentier - République,20,Porte des Lilas
StopPoint:node:5979563877,Line:relation:1066572,100100020:20,37137,100100020:20,48.867356,2.3648982999999997,République,20,Porte des Lilas
StopPoint:node:5979568544,Line:relation:1066572,100100020:20,24791,100100020:20,48.8657134,2.3546274,Réaumur - Arts et Métiers,20,Porte des Lilas
StopPoint:node:5979568546,Line:relation:1066572,100100020:20,27316,100100020:20,48.8701508,2.3331546,Opéra - 4 Septembre,20,Porte des Lilas
StopPoint:node:5979568548,Line:relation:1066572,100100020:20,9118,100100020:20,48.8722937,2.3294883,Auber,20,Porte des Lilas
StopPoint:node:6303431690,Line:relation:1066572,100100020:20,463674,100100020:20,48.871223799999996,2.3781238,Ramponeau,20,Porte des Lilas
StopPoint:node:6303457355,Line:relation:1066572,100100020:20,463677,100100020:20,48.8731805,2.3817274999999998,Julien Lacroix,20,Porte des Lilas
StopPoint:node:6311425744,Line:relation:1066572,100100020:20,463762,100100020:20,48.875343199999996,2.3927443999999998,Rue des Fêtes,20,Porte des Lilas
StopPoint:node:6311434307,Line:relation:1066572,100100020:20,463760,100100020:20,48.8759977,2.4028747,Haxo,20,Porte des Lilas
StopPoint:node:6339914612,Line:relation:1066572,100100020:20,27489,100100020:20,48.882237499999995,2.3106975999999997,Place du Général Catroux,20,Porte des Lilas
StopPoint:node:6431802206,Line:relation:1066572,100100020:20,463761,100100020:20,48.8769533,2.4060015,Porte des Lilas-Métro,20,Porte des Lilas
StopPoint:node:6431802207,Line:relation:1066572,100100020:20,463768,100100020:20,48.8661643,2.3694104,Ferry - Lenoir,20,Porte des Lilas
StopPoint:node:6431824842,Line:relation:1066572,100100020:20,7773,100100020:20,48.8770856,2.4085338,Porte des Lilas,20,Porte des Lilas
StopPoint:node:687956650,Line:relation:1066572,100100020:20,28399,100100020:20,48.8687386,2.3407931,Bourse,20,Porte des Lilas
StopPoint:node:691614200,Line:relation:1066572,100100020:20,39797,100100020:20,48.8665409,2.3508119,Réaumur - Sébastopol,20,Porte des Lilas
StopPoint:node:707999918,Line:relation:1066572,100100020:20,39796,100100020:20,48.865205599999996,2.3568721999999998,Arts et Métiers,20,Porte des Lilas
StopPoint:node:817244408,Line:relation:1066572,100100020:20,28984,100100020:20,48.8753445,2.325492,Gare Saint-Lazare,20,Porte des Lilas
StopPoint:node:817244408,Line:relation:1066572,100100020:20,28406,100100020:20,48.8753445,2.325492,Gare Saint-Lazare,20,Porte des Lilas
StopPoint:node:974091462,Line:relation:1066572,100100020:20,28558,100100020:20,48.8713361,2.3312078,Opéra,20,Porte des Lilas
StopPoint:node:977993896,Line:relation:1066572,100100020:20,36546,100100020:20,48.8749197,2.32102,Saint-Augustin,20,Porte des Lilas
StopPoint:node:1309395351,Line:relation:1083426,100100021:21,30105,100100021:21,48.830964699999996,2.3443093999999998,Glacière - Auguste Blanqui,21,Porte de Saint-Ouen
StopPoint:node:1315326998,Line:relation:1083426,100100021:21,30010,100100021:21,48.8716557,2.3327002,Opéra,21,Porte de Saint-Ouen
StopPoint:node:1573123801,Line:relation:1083426,100100021:21,37729,100100021:21,48.8597956,2.3444998999999997,Rivoli - Pont Neuf,21,Porte de Saint-Ouen
StopPoint:node:1573123801,Line:relation:1083426,100100021:21,37548,100100021:21,48.8597956,2.3444998999999997,Rivoli - Pont Neuf,21,Porte de Saint-Ouen
StopPoint:node:1909277660,Line:relation:1083426,100100021:21,28566,100100021:21,48.8927915,2.3274493,Guy Môquet,21,Porte de Saint-Ouen
StopPoint:node:1909837654,Line:relation:1083426,100100021:21,480063,100100021:21,48.8961136,2.3285836,Navier,21,Porte de Saint-Ouen
StopPoint:node:2039186979,Line:relation:1083426,100100021:21,26652,100100021:21,48.862660899999995,2.3357042999999997,Palais Royal - Musée du Louvre,21,Porte de Saint-Ouen
StopPoint:node:2042462002,Line:relation:1083426,100100021:21,30103,100100021:21,48.828789,2.3431611,Daviel,21,Porte de Saint-Ouen
StopPoint:node:2042462328,Line:relation:1083426,100100021:21,37369,100100021:21,48.882889999999996,2.3278162,Place de Clichy,21,Porte de Saint-Ouen
StopPoint:node:2042462373,Line:relation:1083426,100100021:21,37373,100100021:21,48.888149899999995,2.3259156,La Fourche,21,Porte de Saint-Ouen
StopPoint:node:2042462391,Line:relation:1083426,100100021:21,21698,100100021:21,48.8980992,2.3293508,Porte de Saint-Ouen,21,Porte de Saint-Ouen
StopPoint:node:2042622868,Line:relation:1083426,100100021:21,22961,100100021:21,48.835302,2.3451153,Glacière - Arago,21,Porte de Saint-Ouen
StopPoint:node:2042622871,Line:relation:1083426,100100021:21,30100,100100021:21,48.8329113,2.3446862,Glacière - Nordmann,21,Porte de Saint-Ouen
StopPoint:node:2042622873,Line:relation:1083426,100100021:21,30098,100100021:21,48.824459399999995,2.3416186999999997,Parc Montsouris,21,Porte de Saint-Ouen
StopPoint:node:2042622874,Line:relation:1083426,100100021:21,36556,100100021:21,48.868212199999995,2.3335151,Petits Champs - Danielle Casanova,21,Porte de Saint-Ouen
StopPoint:node:2042622875,Line:relation:1083426,100100021:21,30029,100100021:21,48.81972,2.3430797,Stade Charlety - Porte de Gentilly,21,Porte de Saint-Ouen
StopPoint:node:2334291901,Line:relation:1083426,100100021:21,40818,100100021:21,48.8741091,2.3313622,Haussmann - Mogador,21,Porte de Saint-Ouen
StopPoint:node:3247829814,Line:relation:1083426,100100021:21,30135,100100021:21,48.880058,2.3290973999999998,Liège,21,Porte de Saint-Ouen
StopPoint:node:3247829817,Line:relation:1083426,100100021:21,37374,100100021:21,48.875980399999996,2.3312019999999998,Trinité,21,Porte de Saint-Ouen
StopPoint:node:486585959,Line:relation:1083426,100100021:21,30097,100100021:21,48.8267306,2.3419868,Glacière - Tolbiac,21,Porte de Saint-Ouen
StopPoint:node:4878252722,Line:relation:1083426,100100021:21,28266,100100021:21,48.8660284,2.3344541,Pyramides,21,Porte de Saint-Ouen
StopPoint:node:5435849238,Line:relation:1083426,100100021:21,36484,100100021:21,48.853538799999995,2.3444208,Saint-Michel - Saint-Germain,21,Porte de Saint-Ouen
StopPoint:node:5715619356,Line:relation:1083426,100100021:21,37372,100100021:21,48.8902682,2.3266272,Davy,21,Porte de Saint-Ouen
StopPoint:node:583012083,Line:relation:1083426,100100021:21,30101,100100021:21,48.8223316,2.3419719999999997,Amiral Mouchez - Charbonnel,21,Porte de Saint-Ouen
StopPoint:node:5979563881,Line:relation:1083426,100100021:21,29455,100100021:21,48.885365799999995,2.3266738,Ganneron,21,Porte de Saint-Ouen
StopPoint:node:617751926,Line:relation:1083426,100100021:21,30107,100100021:21,48.8379605,2.3456162,Port Royal - Berthollet,21,Porte de Saint-Ouen
StopPoint:node:622295990,Line:relation:1083426,100100021:21,25291,100100021:21,48.840616499999996,2.3454041,Berthollet - Vauquelin,21,Porte de Saint-Ouen
StopPoint:node:622295991,Line:relation:1083426,100100021:21,9120,100100021:21,48.841612399999995,2.3435087,Feuillantines,21,Porte de Saint-Ouen
StopPoint:node:622295992,Line:relation:1083426,100100021:21,30106,100100021:21,48.8442264,2.3421912,Saint-Jacques - Gay-Lussac,21,Porte de Saint-Ouen
StopPoint:node:622295993,Line:relation:1083426,100100021:21,27069,100100021:21,48.8465718,2.3410086999999997,Luxembourg,21,Porte de Saint-Ouen
StopPoint:node:6280428356,Line:relation:1083426,100100021:21,422499,100100021:21,48.861134,2.34042,Louvre - Rivoli,21,Porte de Saint-Ouen
StopPoint:node:6317576307,Line:relation:1083426,100100021:21,25770,100100021:21,48.8993624,2.3296475,Porte de Saint-Ouen - Hôpital Bichat,21,Porte de Saint-Ouen
StopPoint:node:638572251,Line:relation:1083426,100100021:21,22962,100100021:21,48.849854099999995,2.342514,Les Écoles,21,Porte de Saint-Ouen
StopPoint:node:6475305069,Line:relation:1083426,100100021:21,9119,100100021:21,48.8590155,2.3469138,Rivoli - Châtelet,21,Porte de Saint-Ouen
StopPoint:node:831428176,Line:relation:1083426,100100021:21,427505,100100021:21,48.855733699999995,2.3463396999999997,Cité - Palais de Justice,21,Porte de Saint-Ouen
StopPoint:node:974091284,Line:relation:1083426,100100021:21,29437,100100021:21,48.8698639,2.3328021,Opéra - 4 Septembre,21,Porte de Saint-Ouen
StopPoint:node:1141486748,Line:relation:1083426,100100021:21,30102,100100021:21,48.8437255,2.342232,Saint-Jacques - Gay-Lussac,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1179843924,Line:relation:1083426,100100021:21,25722,100100021:21,48.8243211,2.339925,Parc Montsouris,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1309395328,Line:relation:1083426,100100021:21,30095,100100021:21,48.8304773,2.3438586999999997,Glacière - Auguste Blanqui,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1309395361,Line:relation:1083426,100100021:21,30094,100100021:21,48.8288392,2.342316,Daviel,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1319910485,Line:relation:1083426,100100021:21,22795,100100021:21,48.8258744,2.3410519,Glacière - Tolbiac,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1847295942,Line:relation:1083426,100100021:21,27068,100100021:21,48.846495499999996,2.340845,Luxembourg,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1847295956,Line:relation:1083426,100100021:21,30108,100100021:21,48.8416214,2.3432625,Feuillantines,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2039176056,Line:relation:1083426,100100021:21,26956,100100021:21,48.862316,2.3385135,Saint-Honoré - Valois,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042462379,Line:relation:1083426,100100021:21,37375,100100021:21,48.8925896,2.3271837,Guy Môquet,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042462389,Line:relation:1083426,100100021:21,40800,100100021:21,48.8981281,2.3289766,Porte de Saint-Ouen,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042622865,Line:relation:1083426,100100021:21,30099,100100021:21,48.8397976,2.3458596,Berthollet - Vauquelin,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042622866,Line:relation:1083426,100100021:21,39799,100100021:21,48.857369399999996,2.3463487,Châtelet,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042622867,Line:relation:1083426,100100021:21,30104,100100021:21,48.834409,2.3448148,Glacière - Arago,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042622870,Line:relation:1083426,100100021:21,30096,100100021:21,48.8326883,2.3444784,Glacière - Nordmann,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2042622875,Line:relation:1083426,100100021:21,30029,100100021:21,48.81972,2.3430797,Stade Charlety - Porte de Gentilly,21,Stade Charléty - Porte de Gentilly
StopPoint:node:2071154732,Line:relation:1083426,100100021:21,25771,100100021:21,48.8992535,2.3294726,Porte de Saint-Ouen - Hôpital Bichat,21,Stade Charléty - Porte de Gentilly
StopPoint:node:3702859004,Line:relation:1083426,100100021:21,28567,100100021:21,48.8953473,2.3281101,Navier,21,Stade Charléty - Porte de Gentilly
StopPoint:node:4539063161,Line:relation:1083426,100100021:21,29857,100100021:21,48.8214512,2.3409928,Cité Universitaire,21,Stade Charléty - Porte de Gentilly
StopPoint:node:4879118835,Line:relation:1083426,100100021:21,39791,100100021:21,48.8585895,2.3415054,Pont Neuf - Quai du Louvre,21,Stade Charléty - Porte de Gentilly
StopPoint:node:5143667127,Line:relation:1083426,100100021:21,27067,100100021:21,48.8637728,2.3347305,Palais Royal - Comédie Française,21,Stade Charléty - Porte de Gentilly
StopPoint:node:5664751537,Line:relation:1083426,100100021:21,29793,100100021:21,48.880555799999996,2.3269967,Liège,21,Stade Charléty - Porte de Gentilly
StopPoint:node:5715908087,Line:relation:1083426,100100021:21,9124,100100021:21,48.890380199999996,2.3264418,Davy,21,Stade Charléty - Porte de Gentilly
StopPoint:node:597271655,Line:relation:1083426,100100021:21,8419,100100021:21,48.8878006,2.3255735,La Fourche,21,Stade Charléty - Porte de Gentilly
StopPoint:node:5979563879,Line:relation:1083426,100100021:21,427506,100100021:21,48.886053499999996,2.3261509,Ganneron,21,Stade Charléty - Porte de Gentilly
StopPoint:node:5979568537,Line:relation:1083426,100100021:21,37354,100100021:21,48.860482999999995,2.340443,Louvre - Rivoli,21,Stade Charléty - Porte de Gentilly
StopPoint:node:5979568548,Line:relation:1083426,100100021:21,9118,100100021:21,48.8722937,2.3294883,Auber,21,Stade Charléty - Porte de Gentilly
StopPoint:node:617751854,Line:relation:1083426,100100021:21,22960,100100021:21,48.8372769,2.3453746,Port Royal - Berthollet,21,Stade Charléty - Porte de Gentilly
StopPoint:node:6280428360,Line:relation:1083426,100100021:21,27070,100100021:21,48.866755,2.3338552999999997,Pyramides,21,Stade Charléty - Porte de Gentilly
StopPoint:node:638572250,Line:relation:1083426,100100021:21,8432,100100021:21,48.8497208,2.3421402,Les Écoles,21,Stade Charléty - Porte de Gentilly
StopPoint:node:676888667,Line:relation:1083426,100100021:21,26619,100100021:21,48.852567099999995,2.3435995999999997,Saint-Michel - Saint-Germain,21,Stade Charléty - Porte de Gentilly
StopPoint:node:819102097,Line:relation:1083426,100100021:21,35851,100100021:21,48.876894899999996,2.3268456,Gare Saint-Lazare - Budapest,21,Stade Charléty - Porte de Gentilly
StopPoint:node:819187329,Line:relation:1083426,100100021:21,9106,100100021:21,48.8828171,2.3270887,Place de Clichy,21,Stade Charléty - Porte de Gentilly
StopPoint:node:827320004,Line:relation:1083426,100100021:21,36492,100100021:21,48.8558512,2.3461244999999997,Cité - Palais de Justice,21,Stade Charléty - Porte de Gentilly
StopPoint:node:974091353,Line:relation:1083426,100100021:21,20100,100100021:21,48.8712127,2.3314090999999997,Opéra,21,Stade Charléty - Porte de Gentilly
StopPoint:node:974091368,Line:relation:1083426,100100021:21,28265,100100021:21,48.8696658,2.3325697,Opéra - 4 Septembre,21,Stade Charléty - Porte de Gentilly
StopPoint:node:974091394,Line:relation:1083426,100100021:21,22749,100100021:21,48.873202199999994,2.3278879,Havre - Haussmann,21,Stade Charléty - Porte de Gentilly
StopPoint:node:977993864,Line:relation:1083426,100100021:21,22739,100100021:21,48.875007499999995,2.3266161999999997,Gare Saint-Lazare - Havre,21,Stade Charléty - Porte de Gentilly
StopPoint:node:1004223692,Line:relation:1254461,100100022:22,28413,100100022:22,48.847662799999995,2.2729171999999997,Pont Mirabeau,22,Gare Saint-Lazare
StopPoint:node:1025488892,Line:relation:1254461,100100022:22,23520,100100022:22,48.8387775,2.2623653,Versailles - Chardon Lagache,22,Gare Saint-Lazare
StopPoint:node:1060104562,Line:relation:1254461,100100022:22,37112,100100022:22,48.837250399999995,2.25883,Porte de Saint-Cloud - Murat,22,Gare Saint-Lazare
StopPoint:node:1880838140,Line:relation:1254461,100100022:22,25414,100100022:22,48.855790999999996,2.2707104,Ranelagh,22,Gare Saint-Lazare
StopPoint:node:1986819880,Line:relation:1254461,100100022:22,25385,100100022:22,48.8578135,2.2739778999999998,La Muette - Boulainvilliers,22,Gare Saint-Lazare
StopPoint:node:1986819892,Line:relation:1254461,100100022:22,8435,100100022:22,48.859339899999995,2.2778125,Place Possoz,22,Gare Saint-Lazare
StopPoint:node:1987166807,Line:relation:1254461,100100022:22,39488,100100022:22,48.869171599999994,2.2918282999999997,Kléber - Paul Valéry,22,Gare Saint-Lazare
StopPoint:node:2042462021,Line:relation:1254461,100100022:22,8437,100100022:22,48.8429,2.2693007,Victorien Sardou,22,Gare Saint-Lazare
StopPoint:node:2042462072,Line:relation:1254461,100100022:22,24792,100100022:22,48.8483233,2.2704882,Église d'Auteuil,22,Gare Saint-Lazare
StopPoint:node:2043512969,Line:relation:1254461,100100022:22,25512,100100022:22,48.8498592,2.2683852,George Sand - La Fontaine,22,Gare Saint-Lazare
StopPoint:node:2043512976,Line:relation:1254461,100100022:22,37113,100100022:22,48.838017799999996,2.2558729,Porte de Saint-Cloud,22,Gare Saint-Lazare
StopPoint:node:2043512985,Line:relation:1254461,100100022:22,29783,100100022:22,48.840988599999996,2.2656982,Versailles - Exelmans,22,Gare Saint-Lazare
StopPoint:node:2043512999,Line:relation:1254461,100100022:22,8436,100100022:22,48.844926099999995,2.2713607,Wilhem,22,Gare Saint-Lazare
StopPoint:node:4943067532,Line:relation:1254461,100100022:22,423949,100100022:22,48.876245499999996,2.3023059999999997,Hoche - Saint-Honoré,22,Gare Saint-Lazare
StopPoint:node:6257516684,Line:relation:1254461,100100022:22,25514,100100022:22,48.8750998,2.313761,Haussmann - Miromesnil,22,Gare Saint-Lazare
StopPoint:node:6257517586,Line:relation:1254461,100100022:22,27323,100100022:22,48.8748535,2.3072577,Friedland - Haussmann,22,Gare Saint-Lazare
StopPoint:node:6257517591,Line:relation:1254461,100100022:22,18207,100100022:22,48.860304,2.281535,La Tour,22,Gare Saint-Lazare
StopPoint:node:6275831907,Line:relation:1254461,100100022:22,22807,100100022:22,48.8670188,2.2902689,Kléber - Boissière,22,Gare Saint-Lazare
StopPoint:node:6469999430,Line:relation:1254461,100100022:22,39477,100100022:22,48.875584599999996,2.3233870999999997,Gare Saint-Lazare,22,Gare Saint-Lazare
StopPoint:node:6470009889,Line:relation:1254461,100100022:22,41802,100100022:22,48.874852499999996,2.3183257,Saint-Augustin,22,Gare Saint-Lazare
StopPoint:node:671900051,Line:relation:1254461,100100022:22,18206,100100022:22,48.861224799999995,2.2843543,Scheffer,22,Gare Saint-Lazare
StopPoint:node:8059012557,Line:relation:1254461,100100022:22,478510,100100022:22,48.874227399999995,2.2963229,Charles de Gaulle - Étoile,22,Gare Saint-Lazare
StopPoint:node:826681940,Line:relation:1254461,100100022:22,27325,100100022:22,48.874980799999996,2.3105016,Haussmann - Courcelles,22,Gare Saint-Lazare
StopPoint:node:838076184,Line:relation:1254461,100100022:22,25399,100100022:22,48.873858399999996,2.2969573,Charles de Gaulle - Étoile - Friedland,22,Gare Saint-Lazare
StopPoint:node:838076184,Line:relation:1254461,100100022:22,478510,100100022:22,48.873858399999996,2.2969573,Charles de Gaulle - Étoile - Friedland,22,Gare Saint-Lazare
StopPoint:node:929535763,Line:relation:1254461,100100022:22,39489,100100022:22,48.863859999999995,2.2879677,Trocadéro,22,Gare Saint-Lazare
StopPoint:node:936925461,Line:relation:1254461,100100022:22,28003,100100022:22,48.8726164,2.2943222999999997,Charles de Gaulle - Étoile - Kléber,22,Gare Saint-Lazare
StopPoint:node:986025827,Line:relation:1254461,100100022:22,24793,100100022:22,48.8521144,2.2680241,Jasmin,22,Gare Saint-Lazare
StopPoint:node:1025500429,Line:relation:1254461,100100022:22,28002,100100022:22,48.8399328,2.2627889999999997,Versailles – Chardon Lagache,22,Porte de Saint-Cloud
StopPoint:node:1060104543,Line:relation:1254461,100100022:22,22792,100100022:22,48.838265199999995,2.2581065,Porte de Saint-Cloud - Murat,22,Porte de Saint-Cloud
StopPoint:node:1986819789,Line:relation:1254461,100100022:22,26571,100100022:22,48.860176499999994,2.2805711,La Tour,22,Porte de Saint-Cloud
StopPoint:node:1986819908,Line:relation:1254461,100100022:22,28001,100100022:22,48.8594856,2.2778171,Place Possoz,22,Porte de Saint-Cloud
