stop_id,name,code,destination,network,osm:ref:FR:STIF,osm:ref:FR:STIF:ExternalCode_Line,line_id,route_id,lat,lon
StopPoint:Node:269422476,Parc de Tréville,414D,Parc de Tréville,Tice,,,Line:Relation:7101486,Route:Relation:69321,48.5953751,2.3690876999999997
StopPoint:Node:334552201,Imprimerie Nationale,414D,Parc de Tréville,Tice,,,Line:Relation:7101486,Route:Relation:69321,48.602939899999996,2.37148
StopPoint:Node:252750239,École Pasteur,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,419693,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0266442,2.4732585
StopPoint:Node:837540004,Hélène Boucher,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,415750,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0306092,2.4490165999999998
StopPoint:Node:837539998,Michel Simon,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38670,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.032275999999996,2.4479287
StopPoint:Node:837540002,Pablo Picasso,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38698,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.033831299999996,2.4490819
StopPoint:Node:837539990,Madeleine Renaud,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38634,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0307464,2.4492716
StopPoint:Node:5320764711,Lycée Romain Rolland,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38442,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.030343599999995,2.4557621999999997
StopPoint:Node:837350647,Avenue des Tilleuls,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38102,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.033006099999994,2.458301
StopPoint:Node:837539994,Collège Robespierre,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38477,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0326111,2.4525402
StopPoint:Node:837540001,Georges Pitard,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38691,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.034550499999995,2.4547018
StopPoint:Node:837539997,Médiathèque,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38648,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0361051,2.4614898999999997
StopPoint:Node:837350700,Henri Dunant,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,37998,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0368548,2.4640310999999997
StopPoint:Node:837350652,Descartes,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,37988,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0387626,2.4612241
StopPoint:Node:345242715,Cachin Blatreux,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38457,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0416155,2.4636214
StopPoint:Node:837209781,Camélinat,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38461,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0408395,2.4646936
StopPoint:Node:837540000,École Gabriel Péri,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,419717,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0383758,2.4681652
StopPoint:Node:837209799,Résidence Ambroise Croizat,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,419511,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0365709,2.4781942999999997
StopPoint:Node:252857718,Mairie,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38013,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0320695,2.474189
StopPoint:Node:252750230,École Jean Jaurès,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38515,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0327237,2.482159
StopPoint:Node:252750243,Les Côteaux,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38501,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.030433599999995,2.4796158
StopPoint:Node:372739907,ZI du Dessous de l'Orme,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38837,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.025794399999995,2.4553849
StopPoint:Node:5326885599,ZI du Pied de Fer,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38841,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0229741,2.4575199999999997
StopPoint:Node:5320764709,Marcel Cerdan,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,37968,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0229784,2.4596807
StopPoint:Node:372723106,Carrefour de l'Europe,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38478,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.021687,2.4653799
StopPoint:Node:5320764715,Collège Montaigne,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38508,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.0279996,2.4538161
StopPoint:Node:5326079506,École Jacques Prévert,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,423960,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.029931999999995,2.451904
StopPoint:Node:5326079505,École Jacques Prévert,G'bus,Goussainville RER,Les Courriers de l'Île-de-France,38519,014014099:Gbus,Line:Relation:7741077,Route:Relation:107353,49.030094,2.4518079999999998
StopPoint:Node:5320764709,Marcel Cerdan,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,37968,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0229784,2.4596807
StopPoint:Node:5320764708,Rue Millet,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.036049999999996,2.462824
StopPoint:Node:5320764711,Lycée Romain Rolland,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,38442,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.030343599999995,2.4557621999999997
StopPoint:Node:5320764710,Lycée Romain Rolland,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0301556,2.4558044999999997
StopPoint:Node:5320764704,La Ruche,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.033597199999996,2.4636709999999997
StopPoint:Node:5320764707,Montgolfier,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0392163,2.4586533999999998
StopPoint:Node:5320764706,Les Olympiades,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.021940699999995,2.4563467
StopPoint:Node:5320764717,Ampère - Chartrel,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0357711,2.4564287
StopPoint:Node:5320764716,Chapellerie,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,38484,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0380689,2.45539
StopPoint:Node:5320764713,Descartes,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0387226,2.4613685
StopPoint:Node:5320764712,Henri Dunant,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0369233,2.4641461
StopPoint:Node:5320764715,Collège Montaigne,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,38508,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0279996,2.4538161
StopPoint:Node:5320764714,Collège Montaigne,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.0280499,2.4539850999999997
StopPoint:Node:837350647,Avenue des Tilleuls,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,38102,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.033006099999994,2.458301
StopPoint:Node:252857708,Avenue des Tilleuls,30B,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014030:30B,Line:Relation:7097513,Route:Relation:107355,49.032387,2.459508
StopPoint:Node:837350629,Calvaire,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38460,,Line:Relation:3253656,Route:Relation:107357,49.0153166,2.4699894
StopPoint:Node:252857710,Les Montagnettes,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38042,,Line:Relation:3253656,Route:Relation:107357,49.0358346,2.4703276
StopPoint:Node:252857713,La Charmeuse,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,419734,,Line:Relation:3253656,Route:Relation:107357,49.0342406,2.4720256
StopPoint:Node:5320764717,Ampère - Chartrel,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,49.0357711,2.4564287
StopPoint:Node:837350590,École Gabriel Péri,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,37989,,Line:Relation:3253656,Route:Relation:107357,49.038393899999996,2.467244
StopPoint:Node:5320764707,Montgolfier,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,49.0392163,2.4586533999999998
StopPoint:Node:5319886748,Epis,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.977512,2.5002109999999997
StopPoint:Node:837350703,Marché,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,37997,,Line:Relation:3253656,Route:Relation:107357,49.0280553,2.4615961
StopPoint:Node:837569743,La Talmouse,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38097,,Line:Relation:3253656,Route:Relation:107357,49.0106227,2.4883048999999997
StopPoint:Node:1827981912,Citroën Visiteurs,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.961127,2.488832
StopPoint:Node:504477786,Sécurité Sociale,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38763,,Line:Relation:3253656,Route:Relation:107357,49.025653399999996,2.4628593
StopPoint:Node:372723106,Carrefour de l'Europe,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38478,,Line:Relation:3253656,Route:Relation:107357,49.021687,2.4653799
StopPoint:Node:5320764716,Chapellerie,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38484,,Line:Relation:3253656,Route:Relation:107357,49.0380689,2.45539
StopPoint:Node:5319891214,O'Parinor – Louis Armand,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,39016,,Line:Relation:3253656,Route:Relation:107357,48.95597,2.480383
StopPoint:Node:5319886730,Village,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38732,,Line:Relation:3253656,Route:Relation:107357,49.003882,2.516425
StopPoint:Node:837350647,Avenue des Tilleuls,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38102,,Line:Relation:3253656,Route:Relation:107357,49.033006099999994,2.458301
StopPoint:Node:5320764712,Henri Dunant,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,49.0369233,2.4641461
StopPoint:Node:5319886742,Belle Etoile 277,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.987038999999996,2.512434
StopPoint:Node:5319886731,Le Verger,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.998338,2.516447
StopPoint:Node:5319886740,Belle Etoile 57,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.979062899999995,2.5007938
StopPoint:Node:5320764713,Descartes,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,49.0387226,2.4613685
StopPoint:Node:5319886736,Bois de la Pie 351,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.9906648,2.5157688
StopPoint:Node:5319886737,Orangerie,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,49.002835,2.519795
StopPoint:Node:5319886743,Belle Etoile 170,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.9824669,2.5064774
StopPoint:Node:4605491857,Roissy Parc,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38016,,Line:Relation:3253656,Route:Relation:107357,49.005371,2.506364
StopPoint:Node:370631943,Centre de Secours,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,38089,,Line:Relation:3253656,Route:Relation:107357,49.0298984,2.4601488
StopPoint:Node:1992993816,Citroën Production,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.965118,2.494671
StopPoint:Node:5319886746,Passerelle,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,49.003587499999995,2.5116978
StopPoint:Node:5319886728,Plaine de France,32A,Aulnay-Sous-Bois - Parinor Louis Armand,Les Courriers de l'Île-de-France,,,Line:Relation:3253656,Route:Relation:107357,48.9757398,2.5059668999999998
StopPoint:Node:504477783,Sécurité Sociale,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,419475;38763,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0255521,2.4632461
StopPoint:Node:837350590,École Gabriel Péri,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,37989,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.038393899999996,2.467244
StopPoint:Node:5320764716,Chapellerie,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,38484,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0380689,2.45539
StopPoint:Node:3799882992,Place Vert Clos,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0803945,2.503068
StopPoint:Node:4324286249,Bois Maillard,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.088544899999995,2.5087408
StopPoint:Node:3764850459,,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0915015,2.5042643
StopPoint:Node:4325147728,Coteau de la Gare,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0970401,2.5175804
StopPoint:Node:1938481314,Petit Argenteuil,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,38681,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0992348,2.5328695
StopPoint:Node:1637896007,Monument,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,38664,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.098257499999995,2.5387347
StopPoint:Node:1637896006,,R104,Institut Saint-Dominique (Mortefontaine),Keolis CIF,,014014915:R104,Line:Relation:6885970,Route:Relation:107358,49.0970758,2.5449596
StopPoint:Node:1168526964,Rue de la Ferme,12,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12,Line:Relation:7097563,Route:Relation:111250,49.132036299999996,2.4183615
StopPoint:Node:1168526962,Rue du Pont,12,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12,Line:Relation:7097563,Route:Relation:111250,49.1285081,2.4219724
StopPoint:Node:372731540,Z.A.E Jean-Pierre Timbaud,12 ZI,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12ZI,Line:Relation:7387039,Route:Relation:111251,49.0211085,2.4488061
StopPoint:Node:372731527,Z.A.E REP,12 ZI,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12ZI,Line:Relation:7387039,Route:Relation:111251,49.0189394,2.4486241
StopPoint:Node:372731534,Z.A.E Gaston Monmousseau,12 ZI,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12ZI,Line:Relation:7387039,Route:Relation:111251,49.0190346,2.4439273999999997
StopPoint:Node:372731547,Z.I. Fransbonhomme,12 ZI,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12ZI,Line:Relation:7387039,Route:Relation:111251,49.0216147,2.4522135
StopPoint:Node:372731522,Z.A.E Moinon,12 ZI,Gare de Goussainville,Les Courriers de l'Île-de-France,,014014012:12ZI,Line:Relation:7387039,Route:Relation:111251,49.0196745,2.4536974
StopPoint:Node:252857718,Mairie,R8,,CIF,38013,014014302:R8,Line:Relation:7921056,Route:Relation:111252,49.0320695,2.474189
StopPoint:Node:5320764715,Collège Montaigne,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38508,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.0279996,2.4538161
StopPoint:Node:5326079506,École Jacques Prévert,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,423960,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.029931999999995,2.451904
StopPoint:Node:5326079505,École Jacques Prévert,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38519,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.030094,2.4518079999999998
StopPoint:Node:5320764709,Marcel Cerdan,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,37968,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.0229784,2.4596807
StopPoint:Node:837540002,Pablo Picasso,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38698,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.033831299999996,2.4490819
StopPoint:Node:837539998,Michel Simon,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38670,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.032275999999996,2.4479287
StopPoint:Node:837539990,Madeleine Renaud,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38634,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.0307464,2.4492716
StopPoint:Node:837540004,Hélène Boucher,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,415750,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.0306092,2.4490165999999998
StopPoint:Node:5320764711,Lycée Romain Rolland,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38442,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.030343599999995,2.4557621999999997
StopPoint:Node:372739907,ZI du Dessous de l'Orme,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38837,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.025794399999995,2.4553849
StopPoint:Node:5326885599,ZI du Pied de Fer,30D,Gare de Goussainville,Les Courriers de l'Île-de-France,38841,014014030:30D,Line:Relation:7097520,Route:Relation:111253,49.0229741,2.4575199999999997
StopPoint:Node:5401640186,Villeneuve-le-Roi Gare RER,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7397199,2.4235360999999997
StopPoint:Node:5238272549,École Paul Painlevé,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.738286099999996,2.4137554
StopPoint:Node:4320012383,EDF,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7295395,2.4390142999999997
StopPoint:Node:4332121625,Poincaré,Licorne,,Athis Cars,21646,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7338129,2.4214099
StopPoint:Node:5238245129,Marché,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7362945,2.4207677999999997
StopPoint:Node:5237137946,Place Gambetta,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.727072,2.4292015
StopPoint:Node:5237629720,Écoles,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7322456,2.4421573999999997
StopPoint:Node:5238275709,Saint-Martin,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7387081,2.4073738
StopPoint:Node:4324200432,Louis Jarrige,Licorne,,Athis Cars,10291,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7398545,2.4201029999999997
StopPoint:Node:5237629822,La Fresnaie,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7377402,2.4418481
StopPoint:Node:5237629821,Pleine Basse,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.735482999999995,2.4416477999999997
StopPoint:Node:4114476363,Parc en Seine,Licorne,,Athis Cars,35844,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.742937999999995,2.435089
StopPoint:Node:5238186053,Victor Hugo,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7325014,2.421159
StopPoint:Node:4323200721,Place Amédée Soupault,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.735093199999994,2.4184481
StopPoint:Node:5238264504,Gallieni,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.742598699999995,2.4220924999999998
StopPoint:Node:5401624957,Villeneuve-le-Roi Gare RER,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7397195,2.4236504
StopPoint:Node:4326059340,Mariniers,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7283311,2.436982
StopPoint:Node:5237139342,Val d'Ablon,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7278042,2.4335421999999998
StopPoint:Node:4325184864,G. du Vair,Licorne,,Athis Cars,21651,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.737162999999995,2.4056796
StopPoint:Node:4322931739,Nikos Belloyanis,Licorne,,Athis Cars,21649,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.742383,2.4176471999999998
StopPoint:Node:5238147211,Rue Foch,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7317118,2.4088338
StopPoint:Node:4320006589,Hôtels,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7286783,2.434755
StopPoint:Node:5401678640,Place Jeanne d'Arc,Licorne,,Athis Cars,9870,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7328185,2.4245859
StopPoint:Node:5401678641,Place Jeanne d'Arc,Licorne,,Athis Cars,9870,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.732663699999996,2.4244719
StopPoint:Node:5238148323,Pierrières,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.726613699999994,2.4106628999999997
StopPoint:Node:4324013408,Abbé Grégoire,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.739680899999996,2.4174526999999997
StopPoint:Node:4405437257,Foyer Jean Rostand,Licorne,,Athis Cars,10297,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7352002,2.404584
StopPoint:Node:5238150632,Mairie,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7334501,2.408283
StopPoint:Node:5238131159,Pierre Curie,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.732251999999995,2.3989287
StopPoint:Node:5238181065,Place Amédée Soupault,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.734617799999995,2.4178424
StopPoint:Node:4324277312,Ernest Renan,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.730317299999996,2.4137493
StopPoint:Node:5236847581,Lycée G. Brassens,Licorne,,Athis Cars,,002002002:LIC,Line:Relation:6883314,Route:Relation:115222,48.7298982,2.4276329999999997
StopPoint:Node:5471283595,Saint-Maur - Créteil RER,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.8061662,2.4724244
StopPoint:Node:4596850007,Le Clos la Garenne,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.757394999999995,2.3281385
StopPoint:Node:4596850010,Docteur Ténine,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7602091,2.3196182
StopPoint:Node:401909720,Parc Médicis,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7536853,2.3396623
StopPoint:Node:383554395,Georges Halgoult,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.760725,2.3996189
StopPoint:Node:294082536,Pasteur,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.767668199999996,2.4170439999999997
StopPoint:Node:383594918,Pompadour,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7729839,2.4348866
StopPoint:Node:387899941,La Haye aux Moines,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.786586299999996,2.4498534999999997
StopPoint:Node:4004454122,Créteil Université,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7899983,2.4527351
StopPoint:Node:1298816060,Le Petit Fresnes,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7585432,2.3246556
StopPoint:Node:294082543,René Panhard,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.763197399999996,2.4019965
StopPoint:Node:383550910,Marcelin Berthelot,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7689071,2.4212336
StopPoint:Node:2072387041,Le Cor de Chasse,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.759383899999996,2.3699662999999997
StopPoint:Node:5406873958,La Belle Épine,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.756267199999996,2.3742826999999997
StopPoint:Node:930347116,Berny - Raymond Aron,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.7629978,2.3099344
StopPoint:Node:5406873957,Alouettes,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.752876099999995,2.3779963
StopPoint:Node:2072387048,Pont de Créteil,TVM,Saint-Maur - Créteil RER,RATP,,100100014:TVM,Line:Relation:6860704,Route:Relation:118448,48.8006088,2.4718525
