stop_reference,route_reference,route_wheelchair,stop_name,stop_lat,stop_lon,stop_wheelchair,dest_name,route_short_name,agency_name
11228,C00001,2,Belle Epine Nord,48.75851829600539,2.370543841282943,1,Belle Épine Sud,482,Seine Grand Orly
21660,C00001,2,Place Amédée Soupault,48.73521248788033,2.418130688843645,1,Belle Épine Sud,482,Seine Grand Orly
21661,C00001,2,Raoul Delattre,48.727539009626696,2.436624520412494,1,Belle Épine Sud,482,Seine Grand Orly
2669,C00001,2,J.-J. Rousseau,48.743272121518984,2.401884495538492,1,Belle Épine Sud,482,Seine Grand Orly
2676,C00001,2,Weddingen,48.72854739708052,2.431148136429814,1,Belle Épine Sud,482,Seine Grand Orly
2679,C00001,2,Lycée Marianne,48.729996125836706,2.4275157771033764,1,Belle Épine Sud,482,Seine Grand Orly
26930,C00001,2,Parc Méliès,48.74485373663263,2.3926999232007313,1,Belle Épine Sud,482,Seine Grand Orly
26933,C00001,2,Cimetière Paysager,48.74535825374746,2.3875803710434305,1,Belle Épine Sud,482,Seine Grand Orly
2707,C00001,2,Place Paul Bert,48.734172267849296,2.441379997791455,1,Belle Épine Sud,482,Seine Grand Orly
2709,C00001,2,EDF,48.729718535352006,2.4391434833341576,1,Belle Épine Sud,482,Seine Grand Orly
29359,C00001,2,Hauts Flouviers,48.74918021180975,2.3701667663390458,1,Belle Épine Sud,482,Seine Grand Orly
29360,C00001,2,Pont de Rungis,48.74652338415668,2.3695051832295175,1,Belle Épine Sud,482,Seine Grand Orly
29361,C00001,2,Pont d'Espagne,48.752479895243,2.3733506616085878,1,Belle Épine Sud,482,Seine Grand Orly
30006,C00001,2,Belle Epine Sud,48.75551527763752,2.369042919393681,1,Belle Épine Sud,482,Seine Grand Orly
35844,C00001,2,Parc en Seine,48.74293856202091,2.4349624426676244,1,Belle Épine Sud,482,Seine Grand Orly
36156,C00001,2,Cité Jardins,48.746286725318136,2.375818668450805,1,Belle Épine Sud,482,Seine Grand Orly
36996,C00001,2,Mairie,48.74352550809267,2.400399222438283,1,Belle Épine Sud,482,Seine Grand Orly
41414,C00001,2,Paul Painlevé / Place Gounot,48.737211579170186,2.411268587018616,1,Belle Épine Sud,482,Seine Grand Orly
423887,C00001,2,Gare de Villeneuve-le-Roi,48.73976274768902,2.423505885411325,2,Belle Épine Sud,482,Seine Grand Orly
423889,C00001,2,La Fresnaie,48.73777289653455,2.4419941991436587,1,Belle Épine Sud,482,Seine Grand Orly
461967,C00001,2,Écoles,48.73291790476698,2.440496016072866,1,Belle Épine Sud,482,Seine Grand Orly
463501,C00001,2,Marché,48.736439826111166,2.420822990662051,2,Belle Épine Sud,482,Seine Grand Orly
463503,C00001,2,Henri Dunant,48.73502463150408,2.412829755922405,2,Belle Épine Sud,482,Seine Grand Orly
463505,C00001,2,Place Molière,48.732572095152875,2.413428394003083,2,Belle Épine Sud,482,Seine Grand Orly
463512,C00001,2,Cimetières,48.742055642588866,2.408657302643461,2,Belle Épine Sud,482,Seine Grand Orly
463716,C00001,2,Rue de la Paix,48.74183355864421,2.42956189541105,1,Belle Épine Sud,482,Seine Grand Orly
493444,C00001,2,Gare de Thiais-Orly,48.74623478584267,2.3727727828572576,2,Belle Épine Sud,482,Seine Grand Orly
495675,C00001,2,Gare de Villeneuve-le-Roi - Côté Seine,48.74014629806573,2.426574985607604,2,Belle Épine Sud,482,Seine Grand Orly
495677,C00001,2,Espace Naturel Pierre-Fitte,48.740833643721125,2.4387249380612723,2,Belle Épine Sud,482,Seine Grand Orly
495703,C00001,2,ZA de la Carelle,48.732359416373356,2.430807492256535,2,Belle Épine Sud,482,Seine Grand Orly
8157,C00001,2,Gaston Viens / Fer à Cheval,48.74475611692273,2.407280318203761,1,Belle Épine Sud,482,Seine Grand Orly
10293,C00001,2,Paul Painlevé,48.73735165680024,2.4104919155574276,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
21624,C00001,2,Gaston Viens / Fer à Cheval,48.744564882323296,2.40680648888064,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
21633,C00001,2,Weddingen,48.72879689513937,2.4306559684503815,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
21637,C00001,2,EDF,48.72949227984646,2.4388467998907157,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
21643,C00001,2,Place Paul Bert,48.73457833158978,2.4416611993135673,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
21647,C00001,2,Marché,48.736059507425566,2.4202968952002353,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
25171,C00001,2,Cité Jardins,48.74623030291687,2.377070586213629,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
2629,C00001,2,Raoul Delattre,48.72761179572879,2.4368004775341694,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
2675,C00001,2,Lycée Marianne,48.73040730430661,2.426981015619294,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
2681,C00001,2,Place Amédée Soupault,48.73458165329441,2.417879366215484,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
26931,C00001,2,Cimetière Paysager,48.74520717189225,2.3879357478040313,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
26932,C00001,2,Parc Méliès,48.744745464780955,2.3926331820372684,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
26934,C00001,2,Mairie,48.744444314054526,2.400674272158391,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
2706,C00001,2,La Fresnaie,48.737597240674894,2.4409762154130963,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
29357,C00001,2,Pont de Rungis,48.747034090869896,2.369131798192517,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
30006,C00001,2,Belle Epine Sud,48.75551527763752,2.369042919393681,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
30036,C00001,2,Hauts Flouviers,48.74900846906511,2.37000562347094,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
35845,C00001,2,Parc en Seine,48.7427730011688,2.434189062763214,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
36598,C00001,2,Pont d'Espagne,48.752612088115605,2.372832193794309,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
461965,C00001,2,Écoles,48.73261147260895,2.4403633300303285,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
463509,C00001,2,Cimetières,48.74187509162765,2.4085233541297746,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
463513,C00001,2,Rue de la Paix,48.741798492593375,2.429752667902827,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
472084,C00001,2,Gare de Villeneuve-le-Roi,48.739700381329975,2.4236289622202367,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
493445,C00001,2,Gare de Thiais-Orly,48.74615248328864,2.374229020095456,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
494081,C00001,2,J.-J. Rousseau,48.74376275852554,2.402871661029671,1,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
495673,C00001,2,ZA de la Carelle,48.73231470589424,2.430862366576537,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
495675,C00001,2,Gare de Villeneuve-le-Roi - Côté Seine,48.74014629806573,2.426574985607604,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
495679,C00001,2,Espace Naturel Pierre-Fitte,48.74096740120949,2.4384787181642262,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
9868,C00001,2,Henri Dunant,48.73455132397175,2.411692896572651,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
9869,C00001,2,Place Molière,48.73252765988548,2.4135376678377845,2,Gare de Villeneuve-le-Roi - Côté Seine,482,Seine Grand Orly
10291,C00003,2,Louis Jarrige,48.739712556201965,2.4187196917031573,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
10292,C00003,2,École Paul Painlevé,48.738303160112494,2.413758380298469,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
10295,C00003,2,Victor Hugo,48.73255642454091,2.421273956421877,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
10297,C00003,2,Foyer Jean Rostand,48.735208461901784,2.4045467762687016,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
21646,C00003,2,Poincaré,48.73394043711659,2.4210410662825033,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
21647,C00003,2,Marché,48.736059507425566,2.4202968952002353,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
21648,C00003,2,Abbé Grégoire,48.739948563449076,2.4173163905071235,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
21649,C00003,2,Nikos Belloyanis,48.743036050822894,2.417812325041659,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
21650,C00003,2,Gallieni,48.74263415053209,2.4221006408646204,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
21651,C00003,2,Guillaume du Vair,48.73731176449335,2.406072981220773,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
21652,C00003,2,Pierre Curie,48.73228489163569,2.3990869947282993,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
21654,C00003,2,Les Pierrières,48.72656818433147,2.410667985500793,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
21655,C00003,2,Ernest Renan,48.73030708862086,2.413752946580068,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
21660,C00003,2,Place Amédée Soupault,48.73521248788033,2.418130688843645,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
21661,C00003,2,Raoul Delattre,48.727539009626696,2.436624520412494,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
2676,C00003,2,Weddingen,48.72854739708052,2.431148136429814,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
2679,C00003,2,Lycée Marianne,48.729996125836706,2.4275157771033764,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
2681,C00003,2,Place Amédée Soupault,48.73458165329441,2.417879366215484,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
2707,C00003,2,Place Paul Bert,48.734172267849296,2.441379997791455,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
2709,C00003,2,EDF,48.729718535352006,2.4391434833341576,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
35844,C00003,2,Parc en Seine,48.74293856202091,2.4349624426676244,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
35846,C00003,2,Rue Foch,48.73168614015699,2.408869872484208,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
423887,C00003,2,Gare de Villeneuve-le-Roi,48.73976274768902,2.423505885411325,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
423888,C00003,2,Général de Gaulle,48.73547573553573,2.424192291119835,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
423889,C00003,2,La Fresnaie,48.73777289653455,2.4419941991436587,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
461967,C00003,2,Écoles,48.73291790476698,2.440496016072866,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
463716,C00003,2,Rue de la Paix,48.74183355864421,2.42956189541105,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
472084,C00003,2,Gare de Villeneuve-le-Roi,48.739700381329975,2.4236289622202367,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
494080,C00003,2,Place Colonel A. Beltrame,48.73922819572547,2.4080093866866634,2,Foyer Jean Rostand,Licorne,Seine Grand Orly
9870,C00003,2,Jeanne d'Arc,48.73261677695009,2.4244549543017437,1,Foyer Jean Rostand,Licorne,Seine Grand Orly
10295,C00003,2,Victor Hugo,48.73255642454091,2.421273956421877,2,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
10297,C00003,2,Foyer Jean Rostand,48.735208461901784,2.4045467762687016,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21646,C00003,2,Poincaré,48.73394043711659,2.4210410662825033,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21647,C00003,2,Marché,48.736059507425566,2.4202968952002353,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21652,C00003,2,Pierre Curie,48.73228489163569,2.3990869947282993,2,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21654,C00003,2,Les Pierrières,48.72656818433147,2.410667985500793,2,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21655,C00003,2,Ernest Renan,48.73030708862086,2.413752946580068,2,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21660,C00003,2,Place Amédée Soupault,48.73521248788033,2.418130688843645,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21661,C00003,2,Raoul Delattre,48.727539009626696,2.436624520412494,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
2676,C00003,2,Weddingen,48.72854739708052,2.431148136429814,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
2679,C00003,2,Lycée Marianne,48.729996125836706,2.4275157771033764,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
2681,C00003,2,Place Amédée Soupault,48.73458165329441,2.417879366215484,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
2707,C00003,2,Place Paul Bert,48.734172267849296,2.441379997791455,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
2709,C00003,2,EDF,48.729718535352006,2.4391434833341576,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
35844,C00003,2,Parc en Seine,48.74293856202091,2.4349624426676244,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
35846,C00003,2,Rue Foch,48.73168614015699,2.408869872484208,2,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
423887,C00003,2,Gare de Villeneuve-le-Roi,48.73976274768902,2.423505885411325,2,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
423888,C00003,2,Général de Gaulle,48.73547573553573,2.424192291119835,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
423889,C00003,2,La Fresnaie,48.73777289653455,2.4419941991436587,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
461967,C00003,2,Écoles,48.73291790476698,2.440496016072866,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
463716,C00003,2,Rue de la Paix,48.74183355864421,2.42956189541105,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
472084,C00003,2,Gare de Villeneuve-le-Roi,48.739700381329975,2.4236289622202367,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
9870,C00003,2,Jeanne d'Arc,48.73261677695009,2.4244549543017437,1,Gare de Villeneuve-le-Roi,Licorne,Seine Grand Orly
21622,C00004,1,Place de la République,48.731445417721886,2.4184581802611804,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21623,C00004,1,Spinoza,48.75550174432514,2.4049546652358305,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21624,C00004,1,Gaston Viens / Fer à Cheval,48.744564882323296,2.40680648888064,2,Gare de Choisy-le-Roi,483,Seine Grand Orly
21625,C00004,1,J.-J. Rousseau,48.74318272797402,2.40199431653436,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21626,C00004,1,Jean Jaurès,48.750112246156796,2.4063762287515527,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21627,C00004,1,La Source,48.746492585869,2.4001883464880542,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21628,C00004,1,La Victoire,48.74637548020988,2.407357140635831,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21629,C00004,1,Noyer Grenot,48.74888425700241,2.4036155598529576,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21630,C00004,1,Gare d'Orly Ville,48.74191677305021,2.402443990866147,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21631,C00004,1,Paul Lafargue,48.74528551571256,2.4016166311943308,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21633,C00004,1,Weddingen,48.72879689513937,2.4306559684503815,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21634,C00004,1,Reine Astrid,48.72778599745008,2.4187300441134054,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21635,C00004,1,Les Tilleuls,48.75342682637461,2.4055088027010294,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21657,C00004,1,Lycée / De Lattre de Tassigny,48.75760356934809,2.404386573289575,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21659,C00004,1,Place Colonel A. Beltrame,48.73953819031381,2.407040366063262,2,Gare de Choisy-le-Roi,483,Seine Grand Orly
21660,C00004,1,Place Amédée Soupault,48.73521248788033,2.418130688843645,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2628,C00004,1,Gare de Villeneuve-Saint-Georges,48.729339398302656,2.4465573674434435,2,Gare de Choisy-le-Roi,483,Seine Grand Orly
2629,C00004,1,Raoul Delattre,48.72761179572879,2.4368004775341694,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2634,C00004,1,Brossolette,48.72861965060455,2.4237104363215414,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2636,C00004,1,Gare d'Ablon,48.72450365168718,2.418861728587139,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2643,C00004,1,Europe,48.722162061609836,2.410908006337303,2,Gare de Choisy-le-Roi,483,Seine Grand Orly
2644,C00004,1,Rue d'Ablon,48.71790330589099,2.4064023495560085,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2646,C00004,1,Dagobert,48.719135505871805,2.402786104299952,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2647,C00004,1,Delalande Pasteur,48.7132396510753,2.3965468691878495,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2649,C00004,1,Clos Nollet,48.71245667743571,2.392913347413536,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2660,C00004,1,Général Leclerc,48.762100176654464,2.4060902577351886,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2675,C00004,1,Lycée Marianne,48.73040730430661,2.426981015619294,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2677,C00004,1,Rouget de Lisle,48.763271048724526,2.406417058149004,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2678,C00004,1,Saint-Charles,48.71010921175693,2.391173782444772,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2683,C00004,1,Château d'Ablon,48.723404980085256,2.411247447744144,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
2705,C00004,1,Guy Môquet,48.76039702145846,2.403633683396989,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
41414,C00004,1,Paul Painlevé / Place Gounot,48.737211579170186,2.411268587018616,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
423882,C00004,1,Gare de Choisy-le-Roi,48.76441794723077,2.409165865535778,1,Gare de Choisy-le-Roi,483,Seine Grand Orly
21658,C00004,1,Lycée,48.75727039381148,2.4043087544886337,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
21661,C00004,1,Raoul Delattre,48.727539009626696,2.436624520412494,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2628,C00004,1,Gare de Villeneuve-Saint-Georges,48.729339398302656,2.4465573674434435,2,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2661,C00004,1,Guy Môquet,48.759767053407856,2.4035592561127443,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2662,C00004,1,Spinoza,48.755276290307236,2.4048348096823657,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2663,C00004,1,Jean Jaurès,48.74983303257147,2.4062977948483817,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2664,C00004,1,Noyer Grenot,48.74887206880393,2.4029764462602112,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2665,C00004,1,La Source,48.74603157699998,2.399731228635601,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2666,C00004,1,Paul Lafargue,48.745158852198394,2.4014684808690343,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2667,C00004,1,La Victoire,48.746365946302554,2.4072484451144076,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2669,C00004,1,J.-J. Rousseau,48.743272121518984,2.401884495538492,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2670,C00004,1,Gare d'Orly Ville,48.74151368226604,2.4027749840920847,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2671,C00004,1,Place Colonel A. Beltrame,48.7393307230439,2.406920333872583,2,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2673,C00004,1,Reine Astrid,48.72774949178815,2.418621685488375,2,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2674,C00004,1,Brossolette,48.729063242432616,2.4243037638586085,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2676,C00004,1,Weddingen,48.72854739708052,2.431148136429814,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2679,C00004,1,Lycée Marianne,48.729996125836706,2.4275157771033764,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2680,C00004,1,Place de la République,48.73138173129459,2.4183093272508027,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2681,C00004,1,Place Amédée Soupault,48.73458165329441,2.417879366215484,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2682,C00004,1,Général Leclerc,48.762334215953906,2.406128408929868,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
2704,C00004,1,Les Tilleuls,48.752213343207146,2.4056586392447024,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
423882,C00004,1,Gare de Choisy-le-Roi,48.76441794723077,2.409165865535778,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
423884,C00004,1,Gare d'Ablon,48.72541058971868,2.418552549726059,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
461968,C00004,1,Pont de Villeneuve-le-Roi,48.72802619786169,2.4407659398171027,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
471729,C00004,1,Paul Painlevé / Place Gounot,48.73688168667152,2.411857019198422,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
8157,C00004,1,Gaston Viens / Fer à Cheval,48.74475611692273,2.407280318203761,1,Gare de Villeneuve-Saint-Georges,483,Seine Grand Orly
21658,C00004,1,Lycée,48.75727039381148,2.4043087544886337,1,Saint-Charles,483,Seine Grand Orly
2641,C00004,1,Château d'Ablon,48.72354828065854,2.411123482128725,1,Saint-Charles,483,Seine Grand Orly
2642,C00004,1,Europe,48.7215473125758,2.410276019978696,2,Saint-Charles,483,Seine Grand Orly
2645,C00004,1,Rue d'Ablon,48.717584996081875,2.4056991311330966,1,Saint-Charles,483,Seine Grand Orly
2656,C00004,1,Place de Mons,48.71576267018466,2.401016851581798,1,Saint-Charles,483,Seine Grand Orly
2661,C00004,1,Guy Môquet,48.759767053407856,2.4035592561127443,1,Saint-Charles,483,Seine Grand Orly
2662,C00004,1,Spinoza,48.755276290307236,2.4048348096823657,1,Saint-Charles,483,Seine Grand Orly
2663,C00004,1,Jean Jaurès,48.74983303257147,2.4062977948483817,1,Saint-Charles,483,Seine Grand Orly
2667,C00004,1,La Victoire,48.746365946302554,2.4072484451144076,1,Saint-Charles,483,Seine Grand Orly
2669,C00004,1,J.-J. Rousseau,48.743272121518984,2.401884495538492,1,Saint-Charles,483,Seine Grand Orly
2670,C00004,1,Gare d'Orly Ville,48.74151368226604,2.4027749840920847,1,Saint-Charles,483,Seine Grand Orly
2671,C00004,1,Place Colonel A. Beltrame,48.7393307230439,2.406920333872583,2,Saint-Charles,483,Seine Grand Orly
2682,C00004,1,Général Leclerc,48.762334215953906,2.406128408929868,1,Saint-Charles,483,Seine Grand Orly
2704,C00004,1,Les Tilleuls,48.752213343207146,2.4056586392447024,1,Saint-Charles,483,Seine Grand Orly
35846,C00004,1,Rue Foch,48.73168614015699,2.408869872484208,2,Saint-Charles,483,Seine Grand Orly
423882,C00004,1,Gare de Choisy-le-Roi,48.76441794723077,2.409165865535778,1,Saint-Charles,483,Seine Grand Orly
480375,C00004,1,Saint-Charles,48.71039875608913,2.3915101871764572,2,Saint-Charles,483,Seine Grand Orly
8157,C00004,1,Gaston Viens / Fer à Cheval,48.74475611692273,2.407280318203761,1,Saint-Charles,483,Seine Grand Orly
8457,C00004,1,Clos de Brétigny,48.7142401829606,2.3987508292044355,1,Saint-Charles,483,Seine Grand Orly
17165,C00006,2,École des Sapeurs-Pompiers,48.74077865466377,2.4740556003805,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
17206,C00006,2,Beauregard,48.7276290751041,2.4501511134748855,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
17230,C00006,2,Garibaldi,48.72848442403161,2.4542616236557153,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
17244,C00006,2,Justice,48.731083602551024,2.4581638352018946,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
17260,C00006,2,Rû de Gironde,48.73721440366569,2.4694273772972317,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
21633,C00006,2,Weddingen,48.72879689513937,2.4306559684503815,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
2628,C00006,2,Gare de Villeneuve-Saint-Georges,48.729339398302656,2.4465573674434435,2,Aéroport Orly 1-2-3,480,Seine Grand Orly
2629,C00006,2,Raoul Delattre,48.72761179572879,2.4368004775341694,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
2634,C00006,2,Brossolette,48.72861965060455,2.4237104363215414,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
2636,C00006,2,Gare d'Ablon,48.72450365168718,2.418861728587139,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
2640,C00006,2,Tamaris le Parc,48.72295819768375,2.4136722797177885,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
2675,C00006,2,Lycée Marianne,48.73040730430661,2.426981015619294,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
2683,C00006,2,Château d'Ablon,48.723404980085256,2.411247447744144,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
29998,C00006,2,ZA Les Guyards,48.72164806589624,2.4052043093909274,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
419891,C00006,2,Maison de l'Environnement,48.71395023491634,2.3790185053278576,2,Aéroport Orly 1-2-3,480,Seine Grand Orly
419898,C00006,2,Parc Central,48.71661573325557,2.388325047548222,2,Aéroport Orly 1-2-3,480,Seine Grand Orly
419899,C00006,2,DGAC,48.716868813109926,2.393854357949253,2,Aéroport Orly 1-2-3,480,Seine Grand Orly
419906,C00006,2,Rue du Musée,48.71691794686798,2.398230674364174,2,Aéroport Orly 1-2-3,480,Seine Grand Orly
423885,C00006,2,Sacré Coeur,48.72445227692798,2.4157083185946546,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
423905,C00006,2,Aéroport Orly 4,48.728596669665095,2.3693544678035483,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
472099,C00006,2,Aéroport Orly 1-2-3 - C1,48.728184685569786,2.361229160222188,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
494547,C00006,2,Porte de l'Essonne,48.714726855408195,2.37272964602455,1,Aéroport Orly 1-2-3,480,Seine Grand Orly
