agency_id,agency_name,route_id,route_short_name,route_long_name,route_type,route_color,route_text_color,line_id
372,Pays de Meaux,067067120:Ms,Ms,Ms,3,62C18C,000000,
955,Express 100 Torcy-Créteil,254177100:100,100,100,3,1AC7FF,000000,Line:relation:6156507
822,Keolis Orly Rungis,287191100:191-100,191-100,Express 191-100,3,1AC7FF,000000,Line:relation:6867541
822,Keolis Orly Rungis,287094001:GOCparis,GO Cparis,GO C PARIS,3,FFC20A,000000,Line:relation:7921024
947,Aéroport Paris Beauvais,503503001:Beauvais,Beauvais,Navette Paris-Beauvais,3,0000CC,ffffff,Line:relation:9183484
95,Express A14,057314100:100,100,Express 100 Les Mureaux St Quentin,3,1AC7FF,000000,Line:relation:9188817
95,Express A14,057314143:ExpA14,Exp A14,Express A14 Verneuil,3,1AC7FF,000000,Line:relation:9188979
95,Express A14,057314142:ExpA14,Exp A14,Express A14 Les Mureaux,3,1AC7FF,000000,Line:relation:6886051
319,Filéo,116295008:FILEOFO,FILEO FO,Fileo Fosses (sur réservation),3,003BD1,FFFFFF,Line:relation:7678094
319,Filéo,116295003:FILEOG,FILEO G,Fileo Goussainville (sur réservation),3,76B82A,000000,Line:relation:8398489
319,Filéo,116277005:FILEOO,FILEO O,Fileo Othis (sur réservation),3,FBBA07,000000,Line:relation:2531208
319,Filéo,116295032:32,32,32,3,BDCD00,000000,
914,KMR,116193100:100C,100C,100,3,1AC7FF,000000,Line:relation:6972327
758,Busval d'Oise,116195100:100P,100P,Express 100,3,1AC7FF,000000,Line:relation:8493726
319,Filéo,116295027:27,27,27,3,F7BED2,000000,Line:relation:8312707
319,Filéo,116277010:FILEOV,FILEO V,Fileo Villeparisis (sur réservation),3,003BD1,FFFFFF,Line:relation:2531226
319,Filéo,116295004:FILEOVB,FILEO VB,Fileo Villiers le Bel (sur réservation),3,E582AE,000000,Line:relation:2531207
319,Filéo,116931007:FILEOVE,FILEO VE,Fileo Villepinte (sur réservation),3,003BD1,FFFFFF,Line:relation:8449216
319,Filéo,116931002:FILEOT,FILEO T,Fileo Tremblay (sur réservation),3,003BD1,FFFFFF,Line:relation:2531225
319,Filéo,116295001:FILEOS,FILEO S,Fileo Sarcelles (sur réservation),3,0058A2,FFFFFF,Line:relation:8405392
319,Filéo,116931006:FILEOSL,FILEO SL,Fileo Sevran (sur réservation),3,003BD1,FFFFFF,Line:relation:8388058
319,Filéo,116277009:FILEOSP,FILEO SP,Fileo Saint-Pathus (sur réservation),3,D90912,FFFFFF,Line:relation:8404844
758,Busval d'Oise,251195042:95-42,95-42,95-42,3,8BBFC2,000000,Line:relation:9715387
758,Busval d'Oise,251195043:95-43,95-43,95-43,3,B0B7C7,000000,
758,Busval d'Oise,251195041:95-41,95-41,95-41,3,546868,ffffff,Line:relation:4226214
758,Busval d'Oise,251195004:95-04,95-04,95-04,3,1AC7FF,000000,Line:relation:6880011
758,Busval d'Oise,251195011:95-11,95-11,95-11,3,BA0055,ffffff,Line:relation:6880695
758,Busval d'Oise,251195047:95-47,95-47,95-47,3,577C60,ffffff,Line:relation:7448624
758,Busval d'Oise,251195048:95-48,95-48,95-48,3,883A14,ffffff,Line:relation:9906060
758,Busval d'Oise,251195046:95-46,95-46,95-46,3,928D14,ffffff,Line:relation:5471765
758,Busval d'Oise,251195044:95-44,95-44,95-44,3,D7BDA4,000000,
758,Busval d'Oise,251195045:95-45,95-45,95-45,3,928D14,ffffff,Line:relation:9450752
584,TAM,350350005:E,E,E,3,ED6B6A,000000,Line:relation:9232011
584,TAM,350350027:F,F,F,3,00903E,ffffff,
584,TAM,350350028:G,G,G,3,E6007E,ffffff,
584,TAM,350350030:A,A,A,3,E30613,ffffff,Line:relation:9173954
584,TAM,350350003:C,C,C,3,20124E,ffffff,Line:relation:8298486
584,TAM,350350004:D,D,D,3,4599AE,000000,Line:relation:8312254
584,TAM,350350012:M,M,M,3,ECC500,000000,Line:relation:8400479
584,TAM,350350024:X,X,X,3,9D4800,ffffff,Line:relation:8405850
584,TAM,350350010:Z,Z,Z,3,AFCA0B,000000,Line:relation:9231914
584,TAM,350350009:I,I,I,3,074BA3,ffffff,Line:relation:8408069
584,TAM,350350021:J,J,J,3,9185BE,000000,Line:relation:9231955
584,TAM,350350031:K,K,K,3,D6707C,000000,Line:relation:8407357
758,Busval d'Oise,025195008:95-08,95-08,95-08,3,00A6FF,000000,Line:relation:6970689
758,Busval d'Oise,025195012:95-12,95-12,95-12,3,FF80FF,000000,Line:relation:8507557
758,Busval d'Oise,025195016:95-16,95-16,95-16,3,CFA16B,000000,Line:relation:8507551
758,Busval d'Oise,025195005:95-05,95-05,95-05,3,0000FF,ffffff,Line:relation:6953405
758,Busval d'Oise,025195006:95-06,95-06,95-06,3,B36B24,ffffff,Line:relation:6954049
758,Busval d'Oise,025195007:95-07,95-07,95-07,3,BFFF00,000000,Line:relation:6993738
758,Busval d'Oise,025195033:95-33,95-33,95-33,3,00FFB3,000000,Line:relation:9275130
758,Busval d'Oise,025195034:95-34,95-34,95-34,3,00E84F,000000,Line:relation:7141723
758,Busval d'Oise,025195035:95-35,95-35,95-35,3,FFA61A,000000,Line:relation:9317042
758,Busval d'Oise,025195017:95-17,95-17,95-17,3,00FF00,000000,Line:relation:7449948
758,Busval d'Oise,025195031:95-31,95-31,95-31,3,D978FF,000000,Line:relation:9310093
758,Busval d'Oise,025195032:95-32,95-32,95-32,3,FF3399,000000,Line:relation:7998730
95,Express A14,244244004:EXPA14C,EXP A14 C,EXPRESS A14 CHAMBOURCY,3,FF7D4A,FFFFFF,
95,Express A14,244244001:EXPA14B,EXP A14 B,EXPRESS A14 BONNIERES,3,67C14C,FFFFFF,Line:relation:9873145
95,Express A14,244244001:EXPA14M,EXP A14 M,EXPRESS A14 MANTES,3,1AC7FF,FFFFFF,Line:relation:8116384
95,Express A14,244244001:EXPA14C,EXP A14 C,EXPRESS A14 CHAMBOURCY,3,FF7D4A,FFFFFF,Line:relation:9871081
750,MAGICAL SHUTTLE,231231001:CDG,CDG,Magical Shuttle CDG,3,1AC7FF,000000,Line:relation:9190528
750,MAGICAL SHUTTLE,231231001:Orly,Orly,Magical Shuttle Orly,3,1AC7FF,000000,Line:relation:9190550
750,MAGICAL SHUTTLE,231231001:Selected,Selected,Magical Shuttle Selected,3,1AC7FF,000000,Line:relation:9190573
302,Com'Bus,057057015:15,15,15,3,C51F57,ffffff,Line:relation:9752169
302,Com'Bus,057057016:16,16,16,3,E60E57,ffffff,
302,Com'Bus,057057109:109,109,109,3,F7A400,000000,
302,Com'Bus,057057110:110,110,110,3,FFDF00,000000,
302,Com'Bus,057057019:19,19,19,3,DC9DC6,000000,
302,Com'Bus,057057020:20,20,20,3,B899C8,000000,
302,Com'Bus,057057017:17,17,17,3,00669C,ffffff,
302,Com'Bus,057057018:18,18,18,3,66B658,000000,
302,Com'Bus,057057010:10,10,10,3,E73747,ffffff,Line:relation:9978335
302,Com'Bus,057057023:02B,02B,02B - Freneuse - Mantes-la-Jolie,3,0E8B6F,ffffff,Line:relation:9254889
302,Com'Bus,057057024:02C,02C,02C - Freneuse - Rosny-sur-Seine Collège Sully,3,BB71A9,000000,
302,Com'Bus,057057001:01,01,01,3,4AA631,ffffff,Line:relation:9978088
302,Com'Bus,057057002:02A,02A,02A - Bonnières-sur-Seine - Mantes-la-Jolie,3,008ECF,ffffff,Line:relation:9254370
302,Com'Bus,057057007:07,07,07,3,FFD100,000000,Line:relation:7917619
302,Com'Bus,057057009:09,09,09,3,A11881,ffffff,Line:relation:9978274
302,Com'Bus,057057004:04,04,04,3,8A1E82,ffffff,Line:relation:9978136
302,Com'Bus,057057003:05,05,05,3,00A8E8,000000,Line:relation:9978192
302,Com'Bus,057318120:91,91,91,3,E63323,ffffff,
302,Com'Bus,057318119:91,91,91,3,E63323,ffffff,
302,Com'Bus,057318118:89,89,89,3,164194,ffffff,
302,Com'Bus,057318009:90,90,90,3,65B331,ffffff,
302,Com'Bus,057057006:P,P,P,3,EB5C2B,ffffff,Line:relation:10000434
302,Com'Bus,057057011:R,R,R,3,F298C0,000000,Line:relation:9255049
302,Com'Bus,057057057:L,L,L,3,FFFF00,000000,Line:relation:9184388
302,Com'Bus,057057014:N,N,N,3,08B0A0,000000,Line:relation:9254991
303,Actipôles,057318008:88,88,88,3,FFCC00,000000,
302,Com'Bus,057057026:26,26,26,3,564A80,ffffff,
302,Com'Bus,057057052:52,52,52,3,999999,ffffff,Line:relation:7304704
302,Com'Bus,057057021:21,21,21,3,706F6F,ffffff,
302,Com'Bus,057057022:22,22,22,3,9ED2C2,000000,Line:relation:10003678
303,Actipôles,057318208:88,88,88,3,FFCC00,000000,
303,Actipôles,057318108:88,88,88,3,FFCC00,000000,
302,Com'Bus,057057081:81,81,81,3,E48705,ffffff,Line:relation:10003789
302,Com'Bus,057057082:82,82,82,3,D0AA1D,000000,Line:relation:10003838
285,Phébus,004004036:36,36,36,3,FF3380,ffffff,Line:relation:9808060
420,Paladin,111592009:469,469,469,3,000000,FFFFFF,
783,Aubergenville,111111140:40,40,40,3,FF0000,ffffff,Line:relation:8413449
1034,Europ'Essonne,111591201:A,A,A,3,EE7D00,ffffff,Line:relation:8444974
1034,Europ'Essonne,111591201:A,A,A,3,EE7D00,ffffff,Line:relation:9231586
420,Paladin,111592006:526,526,Navette Ville d'Avray,3,000000,FFFFFF,
782,Titus,111593302:2,2,2,3,FFBF00,000000,Line:relation:8379422
782,Titus,111593301:1,1,1,3,FF0000,ffffff,Line:relation:8379297
782,Titus,111593304:4,4,4,3,0033FF,ffffff,Line:relation:8378312
782,Titus,111593303:3,3,3,3,33FF33,000000,Line:relation:8379317
1034,Europ'Essonne,111591205:E,E,E,3,95C11F,000000,Line:relation:9229324
1034,Europ'Essonne,111591204:D,D,D,3,0077BA,ffffff,
1034,Europ'Essonne,111591207:J,J,J,3,F4C000,000000,Line:relation:7734583
1034,Europ'Essonne,111591206:G,G,G,3,B51F1F,ffffff,Line:relation:9229426
1034,Europ'Essonne,111591203:C,C,C,3,951B81,ffffff,Line:relation:8444972
1034,Europ'Essonne,111591202:B,B,B,3,E50051,ffffff,Line:relation:8444973
420,Paladin,111592004:ChavilBus,ChavilBus,ChavilBus Sud,3,000000,FFFFFF,
420,Paladin,111592005:ChavilBus,ChavilBus,ChavilBus Nord,3,000000,FFFFFF,
658,ADP,043043001:N1,N1,N1,3,DF3A82,ffffff,Line:relation:8268452
658,ADP,043043002:N2,N2,N2,3,6CA513,ffffff,Line:relation:8268538
441,Navette,043043100:CDGVAL,CDG VAL,CDG VAL,7,5EC5ED,FFFFFF,Line:relation:6928933
916,Seine-Saint-Denis,293193611:611,611,611,3,FFCE00,000000,Line:relation:8449353
916,Seine-Saint-Denis,293193610:610,610,610,3,CEADD2,000000,Line:relation:8256486
916,Seine-Saint-Denis,293193609:609,609,609,3,C04191,ffffff,Line:relation:8207026
916,Seine-Saint-Denis,293193616:616,616,616,3,0064B0,ffffff,Line:relation:2214088
916,Seine-Saint-Denis,293193615:615,615,615,3,83C491,000000,Line:relation:5594143
916,Seine-Saint-Denis,293193613:613,613,613,3,00814F,ffffff,Line:relation:6972324
916,Seine-Saint-Denis,293193603:603,603,603,3,8D5E24,ffffff,Line:relation:3399270
916,Seine-Saint-Denis,293193602:602,602,602,3,E2001A,ffffff,Line:relation:2965780
916,Seine-Saint-Denis,293193601:601,601,601,3,E3B32A,000000,Line:relation:2227713
916,Seine-Saint-Denis,293193607:607,607,607,3,F28E43,000000,Line:relation:8189692
916,Seine-Saint-Denis,293193605:605,605,605,3,D5C900,000000,Line:relation:7921025
916,Seine-Saint-Denis,293193604:604,604,604,3,CEADD2,000000,Line:relation:3030615
916,Seine-Saint-Denis,293193642:642,642,642,3,0064B0,ffffff,Line:relation:8208930
916,Seine-Saint-Denis,293193640:640,640,640,3,FFCE00,000000,Line:relation:6972217
916,Seine-Saint-Denis,293193637:637,637,637,3,F3A4BA,000000,Line:relation:6972224
916,Seine-Saint-Denis,293193645:645,645,645,3,D5C900,000000,Line:relation:2962341
916,Seine-Saint-Denis,293193644:644,644,644,3,83C491,000000,Line:relation:6972206
916,Seine-Saint-Denis,293193643:643,643,643,3,F28E43,000000,Line:relation:8126041
916,Seine-Saint-Denis,293193619:619,619,619,3,83C491,000000,Line:relation:8449420
916,Seine-Saint-Denis,293193618:618,618,618,3,E3B32A,000000,Line:relation:8292255
916,Seine-Saint-Denis,293193617:617,617,617,3,F3A4BA,000000,Line:relation:7194122
916,Seine-Saint-Denis,293193627:627,627,627,3,9F9825,ffffff,Line:relation:7114025
916,Seine-Saint-Denis,293193623:623,623,623,3,98D4E2,000000,Line:relation:6991408
916,Seine-Saint-Denis,293193620:620,620,620,3,00814F,ffffff,Line:relation:7917842
1017,Transport du Val de Seine,092092014:14,14,14,3,7F007F,ffffff,
1017,Transport du Val de Seine,092092001:1,1,1,3,64DCFF,000000,
1017,Transport du Val de Seine,092092004:4,4,4,3,D9660D,ffffff,
1017,Transport du Val de Seine,092092003:3,3,3,3,E5B200,000000,
410,CARS PERRON,085085001:85-01,85-01,85-01,3,0B1670,FFFFFF,Line:relation:7921041
35,CARS SOEUR,070070002:7002,7002,7002,3,FFBF00,000000,Line:relation:9674065
35,CARS SOEUR,070070011:7001SCO,7001 SCO,7001 Scolaire,3,73FF00,000000,
35,CARS SOEUR,070070001:7001,7001,7001,3,8066FF,000000,Line:relation:9230881
35,CARS SOEUR,070070006:7006,7006,7006 scolaire,3,2680FF,000000,
35,CARS SOEUR,070070005:7005,7005,7005 scolaire,3,FF0000,ffffff,
35,CARS SOEUR,070070004:7004,7004,7004 NAVETTE,3,FF7300,ffffff,
951,VALBUS,038038003:3803,3803,3803,3,FF4CFF,000000,Line:relation:8024828
951,VALBUS,038038002:3802,3802,3802,3,59EDDB,000000,Line:relation:9234813
951,VALBUS,038038001:3801,3801,3801,3,F7C419,000000,Line:relation:8132489
950,Commune de Bouffemont,038595040:NAVETTE,NAVETTE,NAVETTE,3,0066FF,FFFFFF,
951,VALBUS,038038002:3805,3805,3805,3,FF1940,ffffff,Line:relation:8132503
951,VALBUS,038038004:3804,3804,3804,3,59FF26,000000,Line:relation:8132510
30,CARS MOREAU,210210116:116,116,116,3,878787,000000,
30,CARS MOREAU,210210304:003,003,F-FOURCHES - NOYEN - GOUAIX - LONGUEVILLE,3,E30F13,ffffff,Line:relation:8474977
30,CARS MOREAU,210210201:201,201,201,3,98B3DE,000000,
30,CARS MOREAU,210210203:203,203,203,3,98B4DF,000000,
30,CARS MOREAU,210210202:202,202,202,3,99A9D7,000000,
30,CARS MOREAU,210210106:001,001,LIGNE 1,3,1D1D1B,ffffff,
30,CARS MOREAU,210210109:001,001,FFOURCHES LONGUEVILLE PROVINS,3,1D1D1B,ffffff,Line:relation:9972555
870,VIAMO-MELUN,250177002:002,002,Meaux - Melun,3,1AC7FF,000000,Line:relation:7721711
30,CARS MOREAU,210210301:003,003,NOYEN-GOUAIX-LONGUEVILLE,3,E30F13,ffffff,
30,CARS MOREAU,210210204:002,002,LIGNE 2,3,2569B2,ffffff,Line:relation:9972477
30,CARS MOREAU,210210211:204,204,204,3,99AEDA,000000,
30,CARS MOREAU,210210108:4E,4 E,4 E,3,F4AACC,000000,
30,CARS MOREAU,210210104:4D,4 D,4 D,3,F4AACC,000000,
30,CARS MOREAU,210210217:BRAY11,BRAY 11,BRAY 11,3,9DC78E,000000,
30,CARS MOREAU,210210209:BRAY9,BRAY 9,BRAY 9,3,9DC78E,000000,
30,CARS MOREAU,210210210:BRAY3,BRAY 3,BRAY 3,3,9DC78E,000000,
30,CARS MOREAU,210210101:4A,4 A,4 A,3,F4AACC,000000,
30,CARS MOREAU,210210111:211,211,211,3,96ACD9,000000,
30,CARS MOREAU,210210102:4B,4 B,4 B,3,F4AACC,000000,
30,CARS MOREAU,210210103:4C,4 C,4 C,3,F4AACC,000000,
30,CARS MOREAU,210210107:4B+D,4 B+D,4 B+D,3,F4AACC,000000,
420,Paladin,020149012:15,15,15,3,BFED00,000000,
420,Paladin,020149006:16,16,16,3,FFBF00,000000,Line:relation:9718947
420,Paladin,020149007:17,17,17,3,FF7838,000000,Line:relation:9285368
420,Paladin,020149014:14,14,14,3,0055FA,ffffff,Line:relation:7142127
420,Paladin,020149001:1,1,1,3,00FFFF,000000,Line:relation:9195935
420,Paladin,020149011:11,11,11,3,FF8AFF,000000,Line:relation:5976798
420,Paladin,020149012:12,12,12,3,FF0D00,ffffff,Line:relation:9171581
420,Paladin,020149008:18,18,18,3,056BFF,ffffff,Line:relation:7842828
420,Paladin,020149007:7,7,7,3,61EDD5,000000,Line:relation:9196600
420,Paladin,020149008:8,8,8,3,FFF500,000000,Line:relation:7829995
420,Paladin,020149009:9,9,9,3,12FF00,000000,Line:relation:9181182
420,Paladin,020149006:6,6,6,3,6166FF,000000,Line:relation:7140481
420,Paladin,020149002:2,2,2,3,FF7800,ffffff,Line:relation:8371170
420,Paladin,020149003:3,3,3,3,B100BD,ffffff,Line:relation:9172126
420,Paladin,020149004:4,4,4,3,C2AB42,000000,Line:relation:8404004
308,PROCARS,228228012:12,12,12,3,BE91C1,000000,
308,PROCARS,228228011:11,11,11,3,48B274,000000,
308,PROCARS,228228010:10,10,10,3,DC3235,ffffff,
308,PROCARS,228228013:13,13,13,3,283C82,ffffff,
308,PROCARS,228228016:16,16,16,3,75B843,000000,
388,Siyonne,228228015:15,15,15,3,F9DA61,000000,
308,PROCARS,228228014:14,14,14,3,F8C335,000000,
308,PROCARS,228228003:03,03,03,3,EF83B3,000000,
308,PROCARS,228228002:02,02,02,3,285697,ffffff,
308,PROCARS,228228001:01,01,01,3,006EB6,ffffff,
308,PROCARS,228228005:05,05,05,3,109539,ffffff,
308,PROCARS,228228008:08,08,08,3,DE3D6B,ffffff,
105,Seine et Marne Express,228228007:07,07,07,3,1AC7FF,000000,
308,PROCARS,228228006:06,06,06,3,70746F,ffffff,
308,PROCARS,228771009:PROBUSD,PROBUS D,PROBUS D,3,3A6C2C,FFFFFF,Line:relation:7177088
308,PROCARS,228771009:PROBUSC,PROBUS C,PROBUS C,3,7F9B79,000000,Line:relation:8444694
308,PROCARS,228771009:PROBUSB,PROBUS B,PROBUS B,3,B5CCB1,000000,Line:relation:7177053
308,PROCARS,228771009:PROBUSE,PROBUS E,PROBUS E,3,349436,FFFFFF,Line:relation:7177156
308,PROCARS,228677016:VILLEFERM,VILLEFERM,VILLEFERMOY,3,66B4E4,ffffff,
308,PROCARS,228771009:PROBUSSco,PROBUSSco,PROBUS Scolaire,3,337137,ffffff,
308,PROCARS,228771009:PROBUSsco,PROBUSsco,PROBUS scolaire,3,337137,ffffff,
105,Seine et Marne Express,228177047:47,47,47,3,1AC7FF,000000,Line:relation:8444603
308,PROCARS,228228046:46,46,46,3,984B1E,ffffff,
308,PROCARS,228228017:17,17,17,3,769FC6,000000,
105,Seine et Marne Express,228177050:50,50,50,3,1AC7FF,000000,Line:relation:4021770
308,PROCARS,228771009:PROBUSA,PROBUS A,PROBUS A,3,75A56E,000000,Line:relation:7176897
308,PROCARS,228228051:NANGIBUS,NANGIBUS,NANGIBUS,3,000000,FFFFFF,
308,PROCARS,228677017:52,52,52,3,000000,FFFFFF,
134,Valmy,016016012:12,12,12,3,FFCC00,000000,Line:relation:8132425
134,Valmy,016016013:13,13,13,3,FF8000,000000,Line:relation:8388060
134,Valmy,016016010:10,10,10,3,4DFF00,000000,Line:relation:8409316
134,Valmy,016016020:11,11,11,3,00A6FF,000000,Line:relation:8255784
134,Valmy,016096001:14,14,14,3,C42EFF,000000,Line:relation:8132454
134,Valmy,016016037:37,37,37,3,0A008F,ffffff,Line:relation:6980341
134,Valmy,016016033:SOISYBUS,SOISY BUS,SOISY BUS,3,FF5EE3,000000,Line:relation:8409188
134,Valmy,016016615:15,15,15,3,00FFB0,000000,Line:relation:8256243
134,Valmy,016016616:16,16,16,3,FF1940,ffffff,Line:relation:7399969
442,RATP,100100251:251,251,251,3,FF1400,ffffff,Line:relation:2206548
442,RATP,100100250:250,250,250,3,A0006E,ffffff,Line:relation:7920986
442,RATP,100100252:252,252,252,3,FF1400,ffffff,Line:relation:7920987
442,RATP,100100254:254,254,254,3,82DC73,000000,Line:relation:7781376
442,RATP,100100253:253,253,253,3,FFBE00,000000,Line:relation:7475032
442,RATP,100100025:25,25,25,3,FF1400,ffffff,Line:relation:9340396
442,RATP,100100244:244,244,244,3,A0006E,ffffff,Line:relation:1716268
442,RATP,100100241:241,241,241,3,6E5B1E,ffffff,Line:relation:3307569
442,RATP,100100247:247,247,247,3,FF5A00,ffffff,Line:relation:7920984
442,RATP,100100249:249,249,249,3,D2D200,000000,Line:relation:6608978
442,RATP,100100248:248,248,248,3,D282BE,000000,Line:relation:7634948
442,RATP,100100262:262,262,262,3,A0006E,ffffff,Line:relation:7798582
442,RATP,100100261:261,261,261,3,FF1400,ffffff,Line:relation:949584
442,RATP,100100268:268,268,268,3,DC9600,000000,Line:relation:7795190
442,RATP,100100027:27,27,27,3,FF5A00,ffffff,Line:relation:1083433
442,RATP,100100269:269,269,269,3,FF5A00,ffffff,Line:relation:7920990
442,RATP,100100260:260,260,260,3,FFBE00,000000,Line:relation:7791161
442,RATP,100100256:256,256,256,3,6E5B1E,ffffff,Line:relation:5426315
442,RATP,100100255:255,255,255,3,6E6E00,ffffff,Line:relation:5226660
442,RATP,100100258:258,258,258,3,FF1400,ffffff,Line:relation:1464810
442,RATP,100100026:26,26,26,3,FF5A00,ffffff,Line:relation:1083423
442,RATP,100100259:259,259,259,3,3C91DC,ffffff,Line:relation:6552159
442,RATP,100100024:24,24,24,3,A0006E,ffffff,Line:relation:1083425
442,RATP,100100211:211,211,211,3,FF82B4,000000,Line:relation:6099640
442,RATP,100100210:210,210,210,3,FFBE00,000000,Line:relation:1306437
442,RATP,100100212:212,212,212,3,82C8E6,000000,Line:relation:3906360
442,RATP,100100214:214,214,214,3,D282BE,000000,Line:relation:3336398
442,RATP,100100213:213,213,213,3,6E6E00,ffffff,Line:relation:3906369
442,RATP,100100021:21,21,21,3,82DC73,000000,Line:relation:1083426
442,RATP,100100207:207,207,207,3,DC9600,000000,Line:relation:1308546
442,RATP,100100206:206,206,206,3,6E5B1E,ffffff,Line:relation:1308545
442,RATP,100100208:208A,208A,208A,3,A0006E,ffffff,Line:relation:6795575
442,RATP,100100208:208S,208S,208S,3,A0006E,ffffff,Line:relation:7244792
442,RATP,100100208:208B,208B,208B,3,A0006E,ffffff,Line:relation:6795574
442,RATP,100100235:235,235,235,3,FFBE00,000000,Line:relation:7920514
442,RATP,100100234:234,234,234,3,FF5A00,ffffff,Line:relation:7920983
442,RATP,100100237:237,237,237,3,D282BE,000000,Line:relation:7447705
442,RATP,100100239:239,239,239,3,A0006E,ffffff,Line:relation:7921053
442,RATP,100100238:238,238,238,3,FF82B4,000000,Line:relation:6827371
442,RATP,100100221:221,221,221,3,FF82B4,000000,Line:relation:3134153
442,RATP,100100216:216,216,216,3,FF1400,ffffff,Line:relation:6860557
442,RATP,100100215:215,215,215,3,82DC73,000000,Line:relation:7474293
442,RATP,100100217:217,217,217,3,640082,ffffff,Line:relation:5415945
442,RATP,100100220:220,220,220,3,A0006E,ffffff,Line:relation:2675337
442,RATP,100100022:22,22,22,3,00643C,ffffff,Line:relation:1254461
442,RATP,100100270:270,270,270,3,FF82B4,000000,Line:relation:7920989
442,RATP,100100032:32,32,32,3,6E6E00,ffffff,Line:relation:1083424
442,RATP,100100319:319,319,319,3,00643C,ffffff,Line:relation:7423789
442,RATP,100100320:320,320,320,3,FFBE00,000000,Line:relation:7470484
442,RATP,100100322:322,322,322,3,82C8E6,000000,Line:relation:2207036
442,RATP,100100321:321,321,321,3,FFBE00,000000,Line:relation:6355936
442,RATP,100100318:318,318,318,3,0055C8,ffffff,Line:relation:1555939
442,RATP,100100031:31,31,31,3,FFBE00,000000,Line:relation:1255734
442,RATP,100100308:308,308,308,3,82DC73,000000,Line:relation:1302117
442,RATP,100100310:310,310,310,3,D2D200,000000,Line:relation:7479245
442,RATP,100100317:317,317,317,3,D2D200,000000,Line:relation:2853923
442,RATP,100100312:312,312,312,3,FF5A00,ffffff,Line:relation:3908505
442,RATP,100100346:346,346,346,3,D2D200,000000,Line:relation:2198226
442,RATP,100100341:341,341,341,3,FFBE00,000000,Line:relation:1553375
442,RATP,100100347:347,347,347,3,A0006E,ffffff,Line:relation:2203904
442,RATP,100100035:35,35,35,3,82DC73,000000,Line:relation:2644951
442,RATP,100100349:349,349,349,3,82DC73,000000,Line:relation:7783262
442,RATP,100100340:340,340,340,3,DC9600,000000,Line:relation:7783242
442,RATP,100100325:325,325,325,3,82C8E6,000000,Line:relation:1555878
442,RATP,100100323:323,323,323,3,D2D200,000000,Line:relation:1981724
442,RATP,100100330:330,330,330,3,FFBE00,000000,Line:relation:7779421
442,RATP,100100337:337,337,337,3,640082,ffffff,Line:relation:7802464
442,RATP,100100334:334,334,334,3,FFBE00,000000,Line:relation:3349465
442,RATP,100100306:306,306,306,3,0055C8,ffffff,Line:relation:1299563
442,RATP,100100285:285,285,285,3,A0006E,ffffff,Line:relation:557587
442,RATP,100100281:281,281,281,3,DC9600,000000,Line:relation:1520530
442,RATP,100100286:286,286,286,3,D282BE,000000,Line:relation:2972887
442,RATP,100100029:29,29,29,3,82C8E6,000000,Line:relation:1255733
442,RATP,100100289:289,289,289,3,A0006E,ffffff,Line:relation:1987589
442,RATP,100100028:28,28,28,3,FF82B4,000000,Line:relation:1066842
442,RATP,100100274:274,274,274,3,FF1400,ffffff,Line:relation:6929582
442,RATP,100100272:272,272,272,3,FF5A00,ffffff,Line:relation:1810272
442,RATP,100100275:275,275,275,3,FFBE00,000000,Line:relation:7427861
442,RATP,100100278:278,278,278,3,D282BE,000000,Line:relation:7920992
442,RATP,100100276:276,276,276,3,FF1400,ffffff,Line:relation:7920994
442,RATP,100100301:301,301,301,3,D2D200,000000,Line:relation:2206991
442,RATP,100100030:30,30,30,3,640082,ffffff,Line:relation:1255732
442,RATP,100100302:302,302,302,3,FFBE00,000000,Line:relation:2989343
442,RATP,100100304:304,304,304,3,D2D200,000000,Line:relation:7921054
442,RATP,100100303:303,303,303,3,6E6E00,ffffff,Line:relation:2171896
442,RATP,100100299:299,299,299,3,FF5A00,ffffff,Line:relation:7797759
442,RATP,100100291:291,291,291,3,6E6E00,ffffff,Line:relation:7921038
442,RATP,100100290:290,290,290,3,D282BE,000000,Line:relation:2532600
442,RATP,100100292:292,292,292,3,FF82B4,000000,Line:relation:7095936
442,RATP,100100297:297,297,297,3,A0006E,ffffff,Line:relation:7537834
442,RATP,100100294:294,294,294,3,D282BE,000000,Line:relation:5954723
442,RATP,100100203:203,203,203,3,FF82B4,000000,Line:relation:3079254
442,RATP,100100132:132,132,132,3,640082,ffffff,Line:relation:5852775
442,RATP,100100131:131,131,131,3,6E5B1E,ffffff,Line:relation:3334641
442,RATP,100100133:133,133,133,3,82DC73,000000,Line:relation:4772628
442,RATP,100100137:137,137,137,3,FF5A00,ffffff,Line:relation:949583
442,RATP,100100134:134,134,134,3,FF82B4,000000,Line:relation:4799452
442,RATP,100100129:129,129,129,3,6E6E00,ffffff,Line:relation:1857145
442,RATP,100100125:125,125,125,3,0055C8,ffffff,Line:relation:1973045
442,RATP,100100124:124,124,124,3,FF82B4,000000,Line:relation:1555880
442,RATP,100100126:126,126,126,3,82C8E6,000000,Line:relation:2981756
442,RATP,100100128:128,128,128,3,6E5B1E,ffffff,Line:relation:6954593
442,RATP,100100127:127,127,127,3,FF5A00,ffffff,Line:relation:1549913
442,RATP,100100146:146,146,146,3,D282BE,000000,Line:relation:2171714
442,RATP,100100145:145,145,145,3,A0006E,ffffff,Line:relation:2213976
