line_id,code,name,network,operator,colour,osm:type,mode,osm:ref:FR:STIF:ExternalCode_Line
Line:relation:7917842,620,Bus 620 : Le Blanc-Mesnil - Pont-Yblon ↔ Bobigny - Pablo Picasso,Seine-Saint-Denis,Transdev TRA,,route_master,bus,293193620:620
Line:relation:7917900,P,Bus P : Gare de Montgeron (circulaire),VyBus,STRAV,#96BC17,route_master,bus,045045008:P
Line:relation:7918097,5,Bus 5 : Gare d'Orsay Ville ↔ Centre Commercial Ulis 2 (↔ P.A. Courtaboeuf sud),Mobicaps,Les Cars d'Orsay,#0077BB,route_master,bus,006006005:5
Line:relation:7920514,235,Bus 235 : Colombes - Europe ↔ Asnières - Gennevilliers - Gabriel Péri,RATP,RATP,#ffbe00,route_master,bus,100100235:235
Line:relation:7920589,39-07,Bus 39-07 : Gare d'Orsay Ville ↔ Saint-Arnoult-en-Yvelines,SAVAC,SAVAC,#88A8A6,route_master,bus,039039007:39-07
Line:relation:7920954,564,Bus 564 : Collège La Malmaison (circulaire via Les Pince-Vins),RATP,RATP,,route_master,bus,100100564:564
Line:relation:7920955,Navette Monastère,Bus Navette Monastère,RATP,RATP,,route_master,bus,100100572:MONAST
Line:relation:7920956,515,Bus TillBus : Place du Vél' d'Hiv' (circulaire),RATP,RATP,,route_master,bus,100100515:TILLBUS
Line:relation:7920957,12,Bus 12 : Cergy-Préfecture RER ↔ Verneuil Gare SNCF,Poissy Aval - 2 Rives de Seine,Autocars Tourneux,,route_master,bus,052052112:12
Line:relation:7920958,04,Bus 04 : Rambouillet ↔ Limours - Bonnelles,Réseau Interurbain de Rambouillet,Transdev Île-de-France Rambouillet,,route_master,bus,013013004:04
Line:relation:7920959,353,Bus 353 : Saint-Denis–Université ↔ Saint-Denis–ZAC Landy Nord,RATP,RATP,,route_master,bus,100100353:353
Line:relation:7920960,168,Bus 168 : Saint-Denis – Université ↔ Sarcelles – Chantepie ou Butte Pinson,RATP,RATP,#82c8e6,route_master,bus,100100168:168
Line:relation:7920961,B,Bus B : Rambouillet - Clairbois ↔ Rambouillet - Metairie,Réseau Interurbain de Rambouillet,Transdev Île-de-France Rambouillet,,route_master,bus,013013101:B
Line:relation:7920962,A,Bus A : Rambouillet - Rouget de Lisle ↔ Rambouillet - Groussay,Réseau Interurbain de Rambouillet,Transdev,,route_master,bus,013013100:A
Line:relation:7920963,05,Bus 05 : Prunay-en-Yvelines - Gourville ↔ Rambouillet - Gare,Réseau Interurbain de Rambouillet,Transdev,,route_master,bus,013013005:05
Line:relation:7920964,B,Bus B : Gare de Sartrouville ↔ Gare du Vésinet-Le Pecq,Bus en Seine,Transdev Île-de-France Montesson La Boucle,,route_master,bus,019248007:B
Line:relation:7920965,E,Bus E : Gare du Vésinet Centre ↔ Gare de Chatou - Croissy,Bus en Seine,Transdev Île-de-France Montesson La Boucle,,route_master,bus,019248006:E
Line:relation:7920966,02,Bus 02 : Maisons-Laffitte Gare SNCF ↔ Saint-Germain RER,Maisons-Laffitte et Le Mesnil Le Roi,Transdev Île-de-France Conflans,#97bf0d,route_master,bus,212212002:02
Line:relation:7920967,9B,Bus 9B : Centre Launoy ↔ Cité Scolaire,STILL,Transdev Île-de-France Nemours,brown,route_master,bus,064608009:9B
Line:relation:7920968,9C,Bus 9C : Gare de Nemours ↔ Château,STILL,Transdev Île-de-France Nemours,brown,route_master,bus,064608009:9C
Line:relation:7920972,9A,Bus 9A : Saint-Pierre de Nemours ↔ Villebéon - Passy,STILL,Transdev Île-de-France Nemours,brown,route_master,bus,064608009:9A
Line:relation:7920973,19,Bus 19 : Montereau-Fault-Yonne - Lepesme ↔ Égreville - Place Berne Bellecourt,STILL,Transdev Interval,green,route_master,bus,208608019:19
Line:relation:7920974,1,Bus Express 1 : Saint-Germain RER A ↔ Versailles RG RER C,Express,Transdev Île-de-France Montesson Les Rabaux,,route_master,bus,012012001:1
Line:relation:7920975,K,Bus K : Gare de Meaux (circulaire via Mareuil-lès-Meaux),Pays de Meaux,Transdev Marne-et-Morin,,route_master,bus,067067064:K
Line:relation:7920976,F,Bus F : Gare de Meaux ↔ Nanteuil-lès-Meaux - Les Bruyères,Pays de Meaux,Transdev Marne-et-Morin,,route_master,bus,067067003:F
Line:relation:7920977,E,Bus E : Gare de Meaux (circulaire via Villenoy),Pays de Meaux,Transdev Marne-et-Morin,,route_master,bus,067167003:E
Line:relation:7920978,30-12,Bus 30-12 : Gare de Cormeilles-en-Parisis ↔ Gare de Franconville,Parisis,Cars Lacroix,,route_master,bus,030030012:30-12
Line:relation:7920979,492,Bus 492 : Chilly-Mazarin — Place de la Libération ↔ Savigny-sur-Orge — Prés Saint-Martin,RATP,Keolis Seine Val-de-Marne,#ffcd02,route_master,bus,100100492:492
Line:relation:7920980,R5,Bus R5 : Gare de Saint-Germain-en-Laye ↔ Clos Badère,Résalys,Transdev Île-de-France Montesson Les Rabaux,#E5C062,route_master,bus,012012031:R5
Line:relation:7920981,R1,Bus R1 : Gare de Saint-Germain-en-Laye ↔ Lycée de Vinci,Résalys,Transdev,#AD3541,route_master,bus,012012033:R1
Line:relation:7920982,201,Bus 201 : Champigny–Diderot–La Plage ↔ Porte Dorée,RATP,RATP,#6e491e,route_master,bus,100100201:201
Line:relation:7920983,234,Bus 234 : Fort d'Aubervilliers ↔ Mairie de Livry-Gargan,RATP,RATP,#ff5a00,route_master,bus,100100234:234
Line:relation:7920984,247,Bus 247 : Stade Charles Sage ↔ Garonor,RATP,RATP,#ff5a00,route_master,bus,100100247:247
Line:relation:7920985,152,Bus 152 : Porte de la Villette ↔ Gonesse – ZAC des Tulipes Nord,RATP,RATP,#ff1400,route_master,bus,100100152:152
Line:relation:7920986,250,Bus 250 : Gonesse–ZI de la Fontaine Cypierre ↔ Fort d'Aubervilliers,RATP,RATP,#a0006e,route_master,bus,100100250:250
Line:relation:7920987,252,Bus 252 : Porte de la Chapelle ↔ Gare de Garges–Sarcelles RER,RATP,RATP,#ff1400,route_master,bus,100100252:252
Line:relation:7920988,370,Bus 370 : Marché de Saint-Brice ↔ Gare de Villiers-le-Bel RER,RATP,RATP,,route_master,bus,100100370:370
Line:relation:7920989,270,Bus 270 : Stains–La Cerisaie ↔ Gare de Villiers-le-Bel RER,RATP,RATP,#ff82b4,route_master,bus,100100270:270
Line:relation:7920990,269,Bus 269 : Gare de Garges–Sarcelles RER ↔ Hôtel de Ville d'Attainville,RATP,RATP,#ff5a00,route_master,bus,100100269:269
Line:relation:7920991,368,Bus 368 : Gare de Garges–Sarcelles RER ↔ Place du Souvenir Français,RATP,RATP,,route_master,bus,100100368:368
Line:relation:7920992,278,Bus 278 : La Défense ↔ Bois-Colombes - Les Bruyères,RATP,RATP,#d282be,route_master,bus,100100278:278
Line:relation:7920994,276,Bus 276 : La Défense ↔ Les Courtilles,RATP,RATP,#ff1400,route_master,bus,100100276:276
Line:relation:7920995,F,"Bus F : Draveil, Sables de Rouvres ↔ Vigneux-sur-Seine, Gare",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021207:F
Line:relation:7920996,1,Bus 1 : Canal ↔ Gare Nemours Parvis,STILL,Transdev Île-de-France Nemours,,route_master,bus,064608020:1
Line:relation:7920997,9,Bus 9 : Plaisir-Grignon Gare (circulaire),Plaine de Versailles,Hourtoule,,route_master,bus,027027009:9
Line:relation:7920998,1,Bus 1 : Saint-Fargeau-Ponthierry — Gare ↔ Pringy — Montlouis,Canton de Perthes en Gâtinais,Veolia Transdev,,route_master,bus,063063001:01
Line:relation:7920999,488,Bus 488 : Athis-Mons — Place Henri Deudon ↔ Marché de Juvisy,RATP,Keolis Seine Val-de-Marne,#006db8,route_master,bus,100100488:488
Line:relation:7921000,E,"Bus E : Montgeron, Valdoly ↔ Vigneux-sur-Seine, Gare",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021206:E
Line:relation:7921001,B,"Bus B : Vigneux-sur-Seine, Prairie de l'Oly ↔ Vigneux-sur-Seine, Gare",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021202:B
Line:relation:7921002,A,"Bus A : Montgeron, CES Pompidou ↔ Vigneux-sur-Seine, Gare",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021201:A
Line:relation:7921003,D,"Bus D : Vigneux-sur-Seine, Le Petit et Vergeat ↔ Vigneux-sur-Seine, Gare",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021205:D
Line:relation:7921004,C,"Bus C : Vigneux-sur-Seine, Gare (circulaire via Montgeron, Valdoly)",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021204:C
Line:relation:7921005,H,Bus H : Vigneux-sur-Seine — Prairie de l'Oly (circulaire),Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021209:H
Line:relation:7921006,G,"Bus G : Montgeron, Valdoly ↔ Vigneux-sur-Seine, Maurice Garin",Seine Sénart Bus,Keolis Seine Sénart,,route_master,bus,021021208:G
Line:relation:7921007,18,Bus 18 : Gare de Palaiseau-Villebon RER ↔ C.C. Villebon 2,Mobicaps,Les Cars d'Orsay,green,route_master,bus,006006019:18
Line:relation:7921008,19,Bus 19 : Gare de Lozère RER ↔ Gare de Palaiseau-Villebon RER,Mobicaps,Les Cars d'Orsay,#FA850D,route_master,bus,006006019:19
Line:relation:7921009,N,Bus N : Vaux-le-Pénil -- Curie - Foch ↔ Dammarie-lès-Lys -- Peguy,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066026:N
Line:relation:7921010,C,Bus C : Melun — Gare de Melun ↔ Vaux-le-Pénil — Vaux Pleins-Vents,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066022:C
Line:relation:7921011,1,Bus 1 : Gare d'Argenteuil ↔ Gare de Sartrouville,R'bus,TVO,,route_master,bus,016616001:1
Line:relation:7921012,44,Bus 44 : Les Écrennes — Hôtel de Ville ↔ Bois-le-Roi — Gare de Bois-le-Roi,Le Châtelet-en-Brie - Pays de Seine,Transdev Île-de-France Vulaines,,route_master,bus,062062044:44
Line:relation:7921013,Jd,Bus Jd : Beaulieu ↔ Le Mée Gare ↔ Gare Routière Mail,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066030:Jd
Line:relation:7921014,J,Bus J : Beaulieu ↔ Le Mée Gare ↔ Gare Routière Mail,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066030:J
Line:relation:7921015,L,Bus L : Gare de Melun (circulaire intérieure via Porte de Paris),MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066023:L
Line:relation:7921016,42,Bus 42 : Aubergenville - Place du Marché (circulaire via Épône),Val de Seine,Transdev Île-de-France Ecquevilly,,route_master,bus,011011042:42
Line:relation:7921017,R4,Bus R4 : Gare de Saint-Germain-en-Laye ↔ Collège (Chambourcy),Résalys,Transdev,#402347,route_master,bus,012012030:R4
Line:relation:7921018,K,Bus K : Gare de Melun circulaire via Chaussy,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066027:K
Line:relation:7921019,E,Bus E : Centre Commercial Almont ↔ Centre Commercial Villiers en Bière,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066024:E
Line:relation:7921020,M,Bus M : Melun — Gare de Melun ↔ Vaux-le-Pénil — Rond-Point du Bûcher,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066027:M
Line:relation:7921021,F,Bus F : Le Mée-sur-Seine -- Le Mée Gare ↔ La Rochette -- Rocheton Stade,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066025:F
Line:relation:7921022,A,Bus A : Centre Commercial Rubelles ↔ Grands Cèdres,MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066020:A
Line:relation:7921023,D,Bus D : Gare de Melun (circulaire extérieure via Gare Routière Mail),MELIBUS,Transdev Île-de-France Vaux-le-Pénil,,route_master,bus,066066023:D
Line:relation:7921024,GoCParis,Go C Paris,Keolis Orly Rungis,Keolis Orly Rungis,yellow,route_master,bus,287094001:GOCparis
Line:relation:7921025,605,Bus 605,Seine-Saint-Denis,TRA,,route_master,bus,293193605:605
Line:relation:7921026,913.10,Bus 913.10 : Aubray ↔ Lycée Nelson Mandela,Ormont Transport,Ormont Transport,yellow,route_master,bus,068913010:91310
Line:relation:7921027,519,Bus 519 : La Traverse Ney - Flandre,RATP,RATP,#C9A2CD,route_master,bus,100100519:NEY-FLA
Line:relation:7921028,L'Audonienne,Bus L'Audonienne,RATP,RATP,#f788b5,route_master,bus,100100537:AUDONIE
Line:relation:7921029,33,Bus 33 (CBA) : Gare Chaville Rive Droite ↔ Bièvres RER C,Phébus,Phébus,#7FC241,route_master,bus,004004011:33
Line:relation:7921030,32,Bus 32 : Gare Chaville Rive Droite ↔ Jouy en Josas HEC,Phébus,Keolis Vélizy,#FABB13,route_master,bus,004004003:32
Line:relation:7921031,441,Bus 441 : Le Clos Breton ↔ Trou Berger,SQYBus,SQYBus,,route_master,bus,230410441:441
Line:relation:7921032,39-17,Bus 39-17 : Saint-Rémy-lès-Chevreuse ↔ La Verrière,SAVAC,SAVAC,,route_master,bus,039039017:39-17
Line:relation:7921033,430,Bus 430 : Trappes Gare (circulaire) via ZA Trappes–Élancourt,SQYBus,SQYBus,#B1BADB,route_master,bus,230410430:430
Line:relation:7921034,459,Bus 459 : Gare de Saint-Cloud ↔ Henri Regnault,RATP,Transdev Île-de-France Nanterre,,route_master,bus,100100459:459
Line:relation:7921035,565,Bus 565 : Église de Buzenval ↔ Mairie de Rueil,RATP,RATP,#1B673D,route_master,bus,100100565:565
Line:relation:7921036,D,Bus D : Gare de Chatou-Croissy ↔ Gare de La-Celle-Saint-Cloud,Bus en Seine,Transdev Île-de-France Montesson La Boucle,,route_master,bus,019248017:D
Line:relation:7921038,291,Bus 291 : Pont de Sèvres ↔ Vélizy - La Cheminée,RATP,RATP,#6E6E00,route_master,bus,100100291:291
Line:relation:7921039,12,Bus 12 : Saint-Germain-de-la-Grange - Beynes - Plaisir-Grignon - Grand Plaisir,Plaine de Versailles,Hourtoule,,route_master,bus,027027012:12
Line:relation:7921040,TIM,Bus TIM Bellevue Circulaire,Grand Paris Seine Ouest,RATP,,route_master,bus,100100569:TIM
Line:relation:7921041,85-01,Bus 85-01 : Dourdan intra-muros (circulaire),Cars Perron,Cars Perron,,route_master,bus,085085001:85-01
Line:relation:7921042,306-04,Bus 306-04 : Dourdan ↔ Mérobert,Ormont Transport,Ormont Transport,,route_master,bus,068306004:30604
Line:relation:7921043,563,Bus 563 : Suresnes de Gaulle ↔ Place de la Boule,RATP,RATP,#FF1300,route_master,bus,100100563:563
Line:relation:7921044,227-02A,Bus 227-02A : Brétigny-sur-Orge Gare Place (circulaire),Orgebus,Transdev Île-de-France Brétigny,#007ec6,route_master,bus,227227002:227-02A
Line:relation:7921045,59,Bus 59 : Gare de Marne-la-Vallée - Chessy ↔ Camping,Grand Morin,Transdev Marne et Morin,,route_master,bus,067067059:59
Line:relation:7921046,8A,Bus 8A : Gare de Crécy-la-Chapelle (circulaire),Transdev Marne et Morin,Transdev Marne et Morin,,route_master,bus,067067008:8A
Line:relation:7921047,60,Bus 60 : Rue Philo ↔ Gare de Val d'Europe,Transdev Marne et Morin,Transdev Marne et Morin,,route_master,bus,067067060:60
Line:relation:7921048,57,Bus 57 : Gare d'Esbly ↔ Gare de Marne la Vallée Chessy,Marne et Morin,Transdev Marne et Morin,,route_master,bus,067067057:57
Line:relation:7921049,La Traverse,Bus La Traverse de Charonne (501) : Gambetta ↔ Pyrenées - Docteur Netter,RATP,RATP,#006DB8,route_master,bus,100100501:CHARONN
Line:relation:7921050,Vanves,La Navette de Vanves,Grand Paris Seine Ouest,SAVAC,#ED145B,route_master,bus,039039001:Vanves
Line:relation:7921051,203,Bus 203 : Gare de Ballancourt (circulaire),Val d'Essonne,Transdev Île-de-France Brétigny,,route_master,bus,018018012:203
Line:relation:7921052,513,Bus 513 : La Traverse Bièvre Montsouris,RATP,RATP,#a0006e,route_master,bus,100100513:BIEVRES
Line:relation:7921053,239,Bus 239 : Saint-Denis–Mediathèque ↔ Rosa Parks–Curial,RATP,RATP,#9A006F,route_master,bus,100100239:239
Line:relation:7921054,304,Bus 304 : Nanterre–Place de la Boule ↔ Les Courtilles,RATP,RATP,#CACE2C,route_master,bus,100100304:304
Line:relation:7921055,44,Bus 44 : Matisse - Delacroix ↔ Sevran - Beaudottes Gare,Les Courriers de l'Île-de-France,Keolis CIF,,route_master,bus,014014044:44
Line:relation:7921056,R8,Bus R8 : Mairie de Goussainville ↔ Regnault,Grand'R,Keolis CIF,#F386A7,route_master,bus,014014302:R8
Line:relation:7921433,468,Bus 468 : Saint-Quentin-en-Yvelines Gare RER ↔ Lycée de Villaroy,SQYBus,SQYBus,#E08508,route_master,bus,230410468:468
Line:relation:7922043,14,Bus 14 : Gare de Cergy Saint-Christophe ↔ Gare Nord de Poissy,CSO,Transdev CSO,,route_master,bus,015015014:14
Line:relation:7922077,11,Bus 11 : Conflans-Sainte-Honorine (Gare Romagne) ↔ Herblay (Buttes Blanches),Conflans Achères,Transdev Île-de-France Conflans,,route_master,bus,212212011:11
Line:relation:7975655,LIGNE-B,Bus Ligne Bleue : Chemin de l'île ↔ Cimetière du Mont Valérien,RATP,RATP,,route_master,bus,100100559:LIGNE-B
Line:relation:7975668,v4,Bus v4 : Hôtel de Ville – Centre (circulaire),Valouette,RATP,,route_master,bus,100100562:V4
Line:relation:7980611,102,Bus 102 : Gare de Marolles (circulaire),CEA Transports,CEA Transports,,route_master,bus,010010002:102
Line:relation:7993120,B,Bus B : Les 4 Chênes ↔ Pontault RER,Sit'Bus,N4 Mobilités,,route_master,bus,003351506:B
Line:relation:7993121,C,Bus C : Pontault-Combault - Centre Commercial ↔ Noisiel - Le Luzard RER,Sit'Bus,N4 Mobilités,,route_master,bus,003351507:C
Line:relation:7993122,D,Bus D : Pontault RER ↔ Renardière - Delacroix,Sit'Bus,N4 Mobilités,,route_master,bus,003351505:D
Line:relation:7993123,E,Bus E : Gare RER de Roissy-en-Brie (circulaire),Sit'Bus,N4 Mobilités,,route_master,bus,003351503:E
Line:relation:7993124,A,Bus A : Gare d'Ozoir-la-Ferrière ↔ Pontault-Combault - Centre Commercial,Sit'Bus,N4 Mobilités,,route_master,bus,003351504:A
Line:relation:7996352,ClamiBus,Bus ClamiBus : Maison de Quartier André Charré ↔ Gare de Clamart,RATP,RATP,#ffcd01,route_master,bus,100100579:CLAMIBU
Line:relation:7998640,73,Bus 73 : Montpichet ↔ École Sainte-Thérèse,Pays Créçois,Transdev Marne et Morin,,route_master,bus,067067073:73
Line:relation:7998698,68.13,Bus 68.13 : Dourdan ↔ Sermaise ou Villeconin,Ormont Transport,Keolis Ormont,,route_master,bus,068068013:6813
Line:relation:7998730,95-32,Bus 95-32 : Collège Les Hautiers ↔ Lavoir,Busval d'Oise,Ceobus,#FF3399,route_master,bus,025195032:95-32
Line:relation:7999069,R106,Bus R106 : Institut Saint-Dominique ↔ Calvaire,Les Courriers de l'Île-de-France,Keolis CIF,#943281,route_master,bus,014014106:R106
Line:relation:7999311,7A,Bus 7A : Stade de la Faisanderie ↔ Gare Carnot,STILL,Transdev Île-de-France Nemours,red,route_master,bus,064608007:7A
Line:relation:7999314,7B,Bus 7B : Jacques Durand ↔ Cité Scolaire,STILL,Transdev Île-de-France Nemours,red,route_master,bus,064608007:7B
Line:relation:7999343,7C,Bus 7C : Gratereau ↔ Cité Scolaire,STILL,Transdev Île-de-France Nemours,red,route_master,bus,064608007:7C
Line:relation:7999359,7D,Bus 7D : Place Parodi ↔ Cité Scolaire,STILL,Transdev Île-de-France Nemours,red,route_master,bus,064608007:7D
Line:relation:7999362,8A,Bus 8A : Cité Scolaire ↔ Rue de la Source,STILL,Transdev Île-de-France Nemours,#58D3F7,route_master,bus,064608008:8A
Line:relation:7999375,8B,Bus 8B : Gare Nemours Parvis ↔ LEP Fontaineroux,STILL,Transdev Île-de-France Nemours,#58D3F7,route_master,bus,064608008:8B
Line:relation:7999440,9D,Bus 9D : Mairie Diant ↔ Cité Scolaire,STILL,Transdev Île-de-France Nemours,brown,route_master,bus,064608009:9D
Line:relation:7999546,17B,Bus 17B : Gare Souppes-sur-Loing ↔ LEP Fontaineroux,STILL,Transdev Île-de-France Nemours,green,route_master,bus,064608017:17B
Line:relation:7999547,17A,Bus 17A : Gare Carnot ↔ LEP Fontaineroux,STILL,Transdev Île-de-France Nemours,#FFCC66,route_master,bus,064608017:17A
Line:relation:7999696,18A,Bus 18A : Puiselet ↔ Flora Tristan,STILL,Transdev Île-de-France Nemours,brown,route_master,bus,064608018:18A
Line:relation:7999697,18B,Bus 18B : Gare Foljuif ↔ André Malraux,STILL,Transdev Île-de-France Nemours,brown,route_master,bus,064608018:18B
Line:relation:8024828,3803,Bus 3803 : Ermont Gros Noyer Gare ↔ Saint-Prix Léon Cordier,Valbus,Transdev Cars Rose,,route_master,bus,038038003:3803
Line:relation:8036799,465,Bus 465 : Saint-Quentin-en-Yvelines Gare RER → Guyancourt Villaroy,SQYBus,SQYBus,#FF561C,route_master,bus,230410465:465
Line:relation:8054731,17S,Bus 17S : Gare de Maule ↔ Gare de Versailles Rive Droite,Versaille Grand Parc,Transdev Île-de-France Ecquevilly,,route_master,bus,011011017:17S
Line:relation:8054732,17,Bus 17 : Guitel - Lecoq (Saint-Nom-la-Bretèche) ↔ Gare de Versailles Rive Droite,Versailles Grand Parc,Transdev Île-de-France Ecquevilly,,route_master,bus,011011017:17
Line:relation:8054733,27,Bus 27 : Saint-Germain-en-Laye ↔ Feucherolles ↔ Bailly ↔ Thivernal Grignon,Plaine de Versailles,Transdev CSO,,route_master,bus,015015027:27
Line:relation:8060915,170,Bus 170 : Abreuvoir (Marly-le-Roi) ↔ Croix Marie (Crespières),Plaine de Versailles,Transdev Île-de-France Ecquevilly;STAVO,,route_master,bus,011011170:170
Line:relation:8060916,41,Bus 41 : Les Mureaux - Gare ↔ Mairie de Bailly,Val de Seine,Transdev Île-de-France Ecquevilly,,route_master,bus,011011041:41
Line:relation:8063062,71,Bus 71 : Lycée Pierre Corneille (La Celle-Saint-Cloud) ↔ Tuilerie Bignon (Noisy-le-Roi),Plaine de Versailles,Transdev Île-de-France Ecquevilly,,route_master,bus,011011071:71
Line:relation:8076962,33,Bus 33 : Gare de Neuville Université ↔ Gare de Pontoise,STIVO,STIVO,#4FFFAA,route_master,bus,059440033:33
Line:relation:8077088,55,Bus 55 : Gare de Liesse Saint-Ouen-L’Aumône ↔ Gare de Conflans-Sainte-Honorine,STIVO,STIVO,,route_master,bus,059440055:55
Line:relation:8086899,30-21Oues,Bus 30-21 Ouest : Gare de Cormeilles en Parisis (circulaire),Val Parisis,Cars Lacroix,,route_master,bus,030030021:30-21Oues
Line:relation:8088174,4,Bus 4 : Pershing ↔ Gare des Versailles Chantiers,Phébus,Keolis Versailles,,route_master,bus,056356004:4
Line:relation:8092257,35,Bus 35 : Gare de Marne-La-Vallée Chessy ↔ Gare de Marne-La-Vallée Chessy,Pep's,Transdev AMV,#BEAFD4,route_master,bus,051051035:35
Line:relation:8092298,47,Bus 47 : Gare de Marne-la-Vallée Chessy ↔ Villages Nature,Pep's,Transdev AMV,,route_master,bus,051051047:47
Line:relation:8106274,20,Bus 20 : Villiers-le-Bel RER ↔ Parc des Expositions,TransVO,Trans Val d'Oise,,route_master,bus,050050020:20
Line:relation:8108526,14,Bus 14 : Île de Loisirs de Jablines ↔ Gare d’Esbly,Pep's,Transdev Marne et Morin,#004A99,route_master,bus,067067014:14
Line:relation:8109456,08,Bus 08 : Poissy - Gare SNCF RER A (circulaire via Chambourcy - Collège),Transdev Île-de-France Montesson Les Rabaux,Transdev Île-de-France Montesson Les Rabaux,,route_master,bus,012012008:08
Line:relation:8112663,317,Bus 317 : Estouches ↔ Étampes HLM Bas,Étampois,CEA Transports,,route_master,bus,010010018:317
Line:relation:8112875,318,Bus 318 : Estouches ↔ Etampes HLM Bas,Étampois,CEA Transports,,route_master,bus,010010018:318
Line:relation:8116384,M,Bus Express A14 (M) : La Défense ↔ Mantes-la-Jolie - Hôpital,Express A14,CTCOP,,route_master,bus,244244001:EXPA14M
Line:relation:8122752,501,Bus 501 : La Férandière (Pontcarré) ↔ Gare de Roissy-en-Brie,Sit'Bus,N4 Mobilités,,route_master,bus,003351501:501
Line:relation:8126041,643,Bus 643 : Le Chénay-Gagny RER ↔ Vert-Galant RER,Seine-Saint-Denis,Transdev TRA,,route_master,bus,293193643:643
Line:relation:8130193,03,Bus 03 : Gare de Dourdan ↔ Zone Industrielle,Réseau Interurbain de Rambouillet,Transdev Île-de-France Rambouillet,,route_master,bus,013013003:03
Line:relation:8130220,29,Bus 29 : Gare de Dourdan ↔ Moutiers,Réseau Interurbain de Rambouillet,Transdev Île-de-France Rambouillet,,route_master,bus,013013029:29
Line:relation:8130793,559b,Bus 559b : Gabriel Péri ↔ Suresnes,RATP,RATP,,route_master,bus,100100559:559B
Line:relation:8130794,559c,Bus 559c : Gabriel Péri ↔ Soufflot,RATP,RATP,,route_master,bus,100100559:559C
Line:relation:8130795,559a,Bus 559a : Gabriel Péri ↔ Garches,RATP,RATP,,route_master,bus,100100559:559A
Line:relation:8130796,559d,Bus 559d : Chemin de l'Île ↔ Place Foch,RATP,RATP,,route_master,bus,100100559:559D
Line:relation:8131176,3,Bus 3 : Satory ↔ Hôpital André Mignot,Phébus,Keolis Versailles,#00FF00,route_master,bus,056356003:3
Line:relation:8132411,16,Bus 16 : Conflans Fin d'Oise (circulaire via Andrésy - Les Charvaux),CSO,CSO,,route_master,bus,015015016:16
Line:relation:8132425,12,Bus 12 : Ermont Eaubonne Gare RER ↔ Montmorency La Chênée,Valmy,TVO,,route_master,bus,016016012:12
Line:relation:8132454,14,Bus 14 : Ermont Eaubonne Gare RER ↔ Enghien Albert 1er Gare,Valmy,TVO,#008000,route_master,bus,016096001:14
Line:relation:8132466,30-14,Bus 30-14 : Franconville Gare ↔ Saint-Leu la Forêt Gare,Parisis,Cars Lacroix,,route_master,bus,030030014:30-14
Line:relation:8132489,38-01,Bus 38-01 : Ermont Eaubonne Gare RER ↔ Montlignon Mairie,Valbus,Transdev Cars Rose,#008000,route_master,bus,038038001:3801
Line:relation:8132503,38-05,Bus 38-05 : Domont Gare ↔ Hopital Simone Veil,Valbus,Transdev Cars Rose,,route_master,bus,038038002:3805
Line:relation:8132510,38-04,Bus 38-04 : Ermont Eaubonne Gare RER ↔ Rue de Saint-Prix,Valbus,Transdev Cars Rose,,route_master,bus,038038004:3804
Line:relation:8132557,306.12,Bus 306.12 : Dourdan ↔ Monnerville,Ormont Transport,Ormont Transport,,route_master,bus,068306012:30612
Line:relation:8165262,J1,Bus J1 : Gare de Villeneuve-Saint-Georges (circulaire),STRAV,Transdev STRAV,,route_master,bus,045045004:J1
Line:relation:8165263,J2,Bus J2 : Gare de Villeneuve-Saint-Georges (circulaire),STRAV,Transdev STRAV,,route_master,bus,045045004:J2
Line:relation:8172061,114,Bus 114 : Gare d'Epinay-sur-Orge (circulaire) via Le Breuil,CEAT Nord Hurepoix,Transdev CEAT,#007B74,route_master,bus,010010028:114
Line:relation:8184117,16,Bus Express 16 : Gare de Cergy Préfecture ↔ Gare de Saint-Quentin-en-Yvelines,Mobilien,Transdev Île-de-France Montesson Les Rabaux,,route_master,bus,012012016:16
Line:relation:8186068,38,Bus 38 : Lycée Jean Monnet ↔ La Picotière,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,,route_master,bus,005005038:38
