line_id,code,name,network,operator,colour,osm:type,mode,osm:ref:FR:STIF:ExternalCode_Line
Line:relation:36997,34,Bus 34 : Les Noues RER (Circulaire),Les Courriers de l'Île-de-France,Keolis CIF,#00B353,route_master,bus,014014034:34
Line:relation:107352,33,Bus 33 : Les Noues RER (Circulaire),Les Courriers de l'Île-de-France,Keolis CIF,#007AC2,route_master,bus,014014033:33
Line:relation:107354,11,Bus 11 : Victor Basch (Goussainville) ↔ Saint-Denis Porte de Paris,Les Courriers de l'Île-de-France,Keolis CIF,#B456A1,route_master,bus,014014011:11
Line:relation:107356,32,Bus 32 : Victor Basch (Goussainville) ↔ Zone aéroportuaire de Roissy,Les Courriers de l'Île-de-France,Keolis CIF,#B2CE40,route_master,bus,014014032:32
Line:relation:122886,C,Transilien Ligne RER C,RER,SNCF,#FCD946,route_master,train,800:C
Line:relation:215565,U,Transilien U,Transilien,SNCF,#C90062,route_master,train,800:U
Line:relation:225665,170,Bus 170 : Saint-Denis RER ↔ Porte des Lilas,RATP,RATP,#87d3df,route_master,bus,100100170:170
Line:relation:225801,115,Bus 115: Château de Vincennes ↔ Porte des Lilas,RATP,RATP,#008B5A,route_master,bus,100100115:115
Line:relation:226276,96,Bus 96 : Gare Montparnasse ↔ Porte des Lilas-Métro,RATP,RATP,#DFB03A,route_master,bus,100100096:96
Line:relation:253357,K,Transilien Ligne K,Transilien,SNCF,#C7B300,route_master,train,800:K
Line:relation:255442,61,Bus 61 : Place d'Italie ↔ Pantin — Église de Pantin,RATP,RATP,#008C5A,route_master,bus,100100061:61
Line:relation:332709,147,Bus 147 : Église de Pantin ↔ Sevran – Avenue Ronsard,RATP,RATP,#F50024,route_master,bus,100100147:147
Line:relation:387064,86,Bus 86 : Champ de Mars ↔ Saint-Mandé — Demi-Lune - Parc Zoologique,RATP,RATP,#ED1B2A,route_master,bus,100100086:86
Line:relation:557587,285,Bus 285 : Athis-Mons–Porte de l'Essonne ↔ Juvisy RER,RATP,RATP,#bb4a9c,route_master,bus,100100285:285
Line:relation:611648,157,Bus 157 : Nanterre - Boulevard de la Seine ↔ Pont de Neuilly,RATP,RATP,#B34A9B,route_master,bus,100100157:157
Line:relation:611689,378,Bus 378 : Nanterre–Ville RER ↔ Les Courtilles,RATP,RATP,#00824E,route_master,bus,100100378:378
Line:relation:611690,367,Bus 367 : Rueil-Malmaison RER ↔ Pont de Bezons,RATP,RATP,#F59FB8,route_master,bus,100100367:367
Line:relation:901462,160,Bus 160 : Pont de Saint-Cloud – Albert Kahn ↔ Nanterre–Préfecture RER,RATP,RATP,#008C5A,route_master,bus,100100160:160
Line:relation:937383,174,Bus 174 : La Défense ↔ Trézel ou Saint-Ouen RER,RATP,RATP,#00643C,route_master,bus,100100174:174
Line:relation:937390,74,Bus 74 : Clichy-la-Garenne – Berges de Seine ↔ Châtelet,RATP,RATP,#CEC92A,route_master,bus,100100074:74
Line:relation:949582,177,Bus 177 : Asnières-Gennevilliers - Gabriel Péri ↔ Villeneuve-La-Garenne - ZI Nord,RATP,RATP,#85E271,route_master,bus,100100177:177
Line:relation:949583,137,Bus 137 : Porte de Clignancourt ↔ Villeneuve-la-Garenne ZI Nord,RATP,RATP,#F55323,route_master,bus,100100137:137
Line:relation:949584,261,Bus 261 : Gare de Franconville ↔ Bongarde,RATP,RATP,#FF1300,route_master,bus,100100261:261
Line:relation:949585,178,Bus 178 : La Défense ↔ Gennevilliers RER ↔ Vieux Chemin de Saint-Denis–Centre Commercial,RATP,RATP,#3445C6,route_master,bus,100100178:178
Line:relation:952693,166,Bus 166 : Gennevilliers ZAC des Louvresses ↔ Porte de Clignancourt,RATP,RATP,#652B91,route_master,bus,100100166:166
Line:relation:952830,85,Bus 85 : Saint-Ouen - Les Docks ↔ Châtelet,RATP,RATP,#7c562f,route_master,bus,100100085:85
Line:relation:954976,139,Bus 139 : Quai de Seine ↔ Porte de la Villette,RATP,RATP,#F55323,route_master,bus,100100139:139
Line:relation:968720,144,Bus 144 : Rueil Malmaison RER ↔ La Défense,RATP,RATP,#d282be,route_master,bus,100100144:144
Line:relation:1057488,38,Bus 38 : Porte de la Chapelle ↔ Porte d'Orléans,RATP,RATP,#006DB8,route_master,bus,100100038:38
Line:relation:1057566,46,Bus 46 : Gare du Nord ↔ Château de Vincennes,RATP,RATP,#CEC92A,route_master,bus,100100046:46
Line:relation:1057567,43,Bus 43 : Neuilly-sur-Seine — Bagatelle ↔ Gare du Nord,RATP,RATP,#EB1B26,route_master,bus,100100043:43
Line:relation:1057570,42,Bus 42 : Gare Saint-Lazare ↔ Cours de l'Île Seguin,RATP,RATP,#FFCD01,route_master,bus,100100042:42
Line:relation:1057573,47,Bus 47 : Châtelet ↔ Fort du Kremlin-Bicêtre,RATP,RATP,#F496AB,route_master,bus,100100047:47
Line:relation:1057577,39,Bus 39 : Frères Voisin (Issy-les-Moulineaux) ↔ Gare du Nord,RATP,RATP,#BA499B,route_master,bus,100100039:39
Line:relation:1066570,67,Bus 67 : Palais Royal - Musée du Louvre ↔ Stade Charléty-Porte de Gentilly,RATP,RATP,#F59EB3,route_master,bus,100100067:67
Line:relation:1066571,75,Bus 75 : Panthéon ↔ Porte de Pantin,RATP,RATP,#FCCA06,route_master,bus,100100075:75
Line:relation:1066572,20,Bus 20 : Louison Bobet ↔ Porte des Lilas,RATP,RATP,#F78F4B,route_master,bus,100100020:20
Line:relation:1066573,56,Bus 56 : Porte de Clignancourt ↔ Château de Vincennes,RATP,RATP,#B44293,route_master,bus,100100056:56
Line:relation:1066842,28,Bus 28 : Gare Saint-Lazare ↔ Gare Montparnasse,RATP,RATP,#F59EB3,route_master,bus,100100028:28
Line:relation:1083419,93,Bus 93 : Suresnes — De Gaulle ↔ Invalides,RATP,RATP,#77C695,route_master,bus,100100093:93
Line:relation:1083420,58,Bus 58 : Lycée Michelet - Vanves ↔ Châtelet,RATP,RATP,#008B5A,route_master,bus,100100058:58
Line:relation:1083421,83,Bus 83 : Invalides ↔ Porte d'Ivry,RATP,RATP,#FFCD02,route_master,bus,100100083:83
Line:relation:1083422,80,Bus 80 : Porte de Versailles ↔ Mairie du 18e - Jules Joffrin,RATP,RATP,#F59EB3,route_master,bus,100100080:80
Line:relation:1083423,26,Bus 26 : Gare Saint-Lazare ↔ Nation - Trône,RATP,RATP,#F78F4B,route_master,bus,100100026:26
Line:relation:1083424,32,Bus 32 : Porte d'Auteuil ↔ Gare de l'Est,RATP,RATP,#9B993A,route_master,bus,100100032:32
Line:relation:1083425,24,Bus 24 : Panthéon ↔ Maisons-Alfort — École Vétérinaire de Maisons-Alfort,RATP,RATP,#BB4A9B,route_master,bus,100100024:24
Line:relation:1083426,21,Bus 21 : Porte de Saint-Ouen ↔ Stade Charléty - Porte de Gentilly,RATP,RATP,#75C695,route_master,bus,100100021:21
Line:relation:1083427,84,Bus 84 : Levallois-Perret - Alsace ↔ Panthéon,RATP,RATP,#C5A3CC,route_master,bus,100100084:84
Line:relation:1083428,87,Bus 87 : Invalides ↔ Porte de Reuilly,RATP,RATP,#662C91,route_master,bus,100100087:87
Line:relation:1083429,92,Bus 92 : Porte de Champerret ↔ Porte d'Orléans,RATP,RATP,#FFCD02,route_master,bus,100100092:92
Line:relation:1083430,68,Bus 68 : Place de Clichy ↔ Châtillon-Montrouge,RATP,RATP,#FFCD02,route_master,bus,100100068:68
Line:relation:1083431,82,Bus 82 : Neuilly-sur-Seine - Hôpital Américain ↔ Luxembourg,RATP,RATP,#F58643,route_master,bus,100100082:82
Line:relation:1083432,48,Bus 48 : Gare du Nord ↔ Porte des Lilas,RATP,RATP,#006DB8,route_master,bus,100100048:48
Line:relation:1083433,27,Bus 27 : Gare Saint-Lazare ↔ Porte d'Ivry,RATP,RATP,#F78F4B,route_master,bus,100100027:27
Line:relation:1083434,89,Bus 89 : Gare de Vanves-Malakoff ↔ Porte de France,RATP,RATP,#88D3DF,route_master,bus,100100089:89
Line:relation:1083435,52,Bus 52 : Parc de Saint-Cloud ↔ Opéra,RATP,RATP,#88D3DF,route_master,bus,100100052:52
Line:relation:1083436,91,Bus 91 : Montparnasse 2 - Gare TGV ↔ Gare du Nord,RATP,RATP,#E0B03A,route_master,bus,100100091:91
Line:relation:1085979,94,Bus 94 : Gare Montparnasse ↔ Pont de Levallois - Bécon,RATP,RATP,#BB4A9B,route_master,bus,100100094:94
Line:relation:1086444,73,Bus 73 : La Garenne-Colombes - Place de Belgique ↔ Musée d'Orsay,RATP,RATP,#8D6539,route_master,bus,100100073:73
Line:relation:1086445,72,Bus 72 : Parc de Saint-Cloud ↔ Gare de Lyon,RATP,RATP,#EE1B29,route_master,bus,100100072:72
Line:relation:1086590,70,Bus 70 : Suresnes – De Gaulle ↔ Porte de Passy ↔ Hôtel de Ville,RATP,RATP,#F78F4B,route_master,bus,100100070:70
Line:relation:1102964,106,Bus 106 : Joinville le Pont ↔ Villiers sur Marne,RATP,RATP,#ED1B2A,route_master,bus,100100106:106
Line:relation:1104709,138,Bus 138: Gare d'Ermont-Eaubonne RER ↔ Porte de Clichy,RATP,RATP,#BB4A9B,route_master,bus,100100138:138
Line:relation:1240537,201,Bus 201 : Gare de Marolles-en-Hurepoix ↔ Collège Doisneau,Val d'Essonne,Transdev IDF,,route_master,bus,018018010:201
Line:relation:1245875,88,Bus 88 : Porte d'Auteuil ↔ Montsouris - Tombe Issoire,RATP,RATP,#CEC92A,route_master,bus,100100088:88
Line:relation:1246520,95,Bus 95 : Porte de Montmartre ↔ Porte de Vanves,RATP,RATP,#8D653A,route_master,bus,100100095:95
Line:relation:1251039,76,Bus 76 : Châtelet ↔ Bagnolet — Louise Michel,RATP,RATP,#652D91,route_master,bus,100100076:76
Line:relation:1254002,69,Bus 69 : Champ de Mars ↔ Gambetta - Japon,RATP,RATP,#87D3DF,route_master,bus,100100069:69
Line:relation:1254003,66,Bus 66: Mairie de Saint-Ouen ↔ Opéra,RATP,RATP,#008B5A,route_master,bus,100100066:66
Line:relation:1254461,22,Bus 22 : Gare Saint-Lazare ↔ Porte de Saint-Cloud,RATP,RATP,#008B5A,route_master,bus,100100022:22
Line:relation:1255732,30,Bus 30 : Hôpital Européen Georges Pompidou ↔ Pigalle,RATP,RATP,#652C90,route_master,bus,100100030:30
Line:relation:1255733,29,Bus 29 : Gare Saint-Lazare ↔ Porte de Montempoivre,RATP,RATP,#87D3DF,route_master,bus,100100029:29
Line:relation:1255734,31,Bus 31 : Charles de Gaulle-Étoile ↔ Gare de l'Est,RATP,RATP,#FFCD02,route_master,bus,100100031:31
Line:relation:1257122,60,Bus 60 : Porte de Montmartre ↔ Gambetta - Japon,RATP,RATP,#EE1B29,route_master,bus,100100060:60
Line:relation:1257123,63,Bus 63 : Gare de Lyon ↔ Porte de la Muette,RATP,RATP,#CEC92A,route_master,bus,100100063:63
Line:relation:1257124,64,Bus 64 : Denfert-Rochereau ↔ Porte des Lilas,RATP,RATP,#75c695,route_master,bus,100100064:64
Line:relation:1257125,62,Bus 62 : Porte de Saint-Cloud ↔ Porte de France,RATP,RATP,#8D653A,route_master,bus,100100062:62
Line:relation:1257186,54,Bus 54 : Asnières-sur-Seine — Gennevilliers — Gabriel Péri ↔ Porte d'Aubervilliers,RATP,RATP,#8EC3D1,route_master,bus,100100054:54
Line:relation:1257187,57,Bus 57 : Arcueil - Laplace RER ↔ Porte de Bagnolet - Louis Ganne,RATP,RATP,#9C983A,route_master,bus,100100057:57
Line:relation:1257210,PC,Bus PC : Pont du Garigliano ↔ Porte d'Asnières-Marguerite Long,RATP,RATP,#652C90,route_master,bus,100100098:PC
Line:relation:1259087,187,Bus 187 : Porte d'Orléans ↔ Charcot - Zola (Fresnes),RATP,RATP,#652B91,route_master,bus,100100187:187
Line:relation:1259529,184,Bus 184 : Porte d'Italie ↔ Pasteur (Fresnes),RATP,RATP,#DCAC27,route_master,bus,100100184:184
Line:relation:1299563,306,Bus 306 : Saint-Maur Créteil RER - Noisy le Grand RER,RATP,RATP,#286AB7,route_master,bus,100100306:306
Line:relation:1302117,308,Bus 308 : Villiers sur Marne - Le Plessis Trévise RER ↔ Préfecture du Val-de-Marne (Créteil),RATP,RATP,#82DC73,route_master,bus,100100308:308
Line:relation:1306437,210,Bus 210 : Château de Vincennes - Villiers sur Marne-Le Plessis Trévise RER,RATP,RATP,#ffcd02,route_master,bus,100100210:210
Line:relation:1307393,110,Bus 110 : Joinville le Pont ↔ Villiers sur Marne,RATP,RATP,#652C90,route_master,bus,100100110:110
Line:relation:1308545,206,Bus 206 : Noisy-le-Grand Mont-d'Est ↔ Emerainville—Pontault-Combault RER,RATP,RATP,#845D2E,route_master,bus,100100206:206
Line:relation:1308546,207,Bus 207 : Noisy le Grand Mont d'Est ⟷ Hôpital de la Queue en Brie,RATP,RATP,#DCAC27,route_master,bus,100100207:207
Line:relation:1321223,120,Bus 120 : Nogent-sur-Marne RER ↔ Noisy-le-Grand Mont d'Est RER,RATP,RATP,#C9A2CD,route_master,bus,100100120:120
Line:relation:1464810,258,Bus 258 : Rueil-Malmaison – La Jonchère ↔ La Défense,RATP,RATP,#ED1C2A,route_master,bus,100100258:258
Line:relation:1520530,281,Bus 281 : Joinville RER ↔ Créteil - Europarc,RATP,RATP,#DFAE39,route_master,bus,100100281:281
Line:relation:1520618,112,Bus 112 : Château de Vincennes ↔ La Varenne RER,RATP,RATP,#F78F4B,route_master,bus,100100112:112
Line:relation:1520619,111,Bus 111 : Terroirs de France ↔ Champigny–Saint-Maur RER,RATP,RATP,#B899CA,route_master,bus,100100111:111
Line:relation:1534903,N35,Noctilien N35: Gare de Lyon - Diderot ↔ Nogent–Le Perreux RER,Noctilien,RATP,#FFCD02,route_master,bus,100987773:N35
Line:relation:1534904,N32,Noctilien N32: Gare de Lyon ↔ Boissy-Saint-Léger RER,Noctilien,RATP,#E0B03A,route_master,bus,100987763:N32
Line:relation:1535263,N132,Noctilien N132: Gare de Lyon <=> Melun RER,Noctilien,Transilien,#00AB66,route_master,bus,800:N132
Line:relation:1535268,N31,Noctilien N31 : Gare de Lyon ↔ Aéroport d'Orly-Terminal 4,Noctilien,RATP,#F59EB3,route_master,bus,100987759:N31
Line:relation:1535269,N134,Noctilien N134: Gare de Lyon <=> Combs-la-Ville RER,Noctilien,Transilien,#00AB66,route_master,bus,800:N134
Line:relation:1535270,N130,Noctilien N130: Gare de Lyon ↔ Marne-la-Vallée–Chessy RER,Noctilien,Transilien,#ED1C29,route_master,bus,800:N130
Line:relation:1535460,N11,Noctilien N11: Pont de Neuilly ↔ Château de Vincennes,Noctilien,RATP,#F78F4B,route_master,bus,100987780:N11
Line:relation:1535461,N16,Noctilien N16: Mairie de Montreuil ↔ Pont de Levallois,Noctilien,RATP,#CEC92A,route_master,bus,100987781:N16
Line:relation:1537048,N15,Noctilien N15: Asnières – Gennevilliers ↔ Villejuif – Louis Aragon,Noctilien,RATP,#FFCD02,route_master,bus,100987782:N15
Line:relation:1540147,107,Bus 107 : Ecole Vétérinaire de Maisons-Alfort - Saint-Maur,RATP,RATP,#F59EB3,route_master,bus,100100107:107
Line:relation:1547965,N23,Noctilien N23: Châtelet ↔ Chelles–Gournay RER,Noctilien,RATP,#E0B03A,route_master,bus,100987756:N23
Line:relation:1547966,N13,Noctilien N13: Mairie d’Issy ↔ Bobigny – Pablo Picasso,Noctilien,RATP,#F59EB3,route_master,bus,100987784:N13
Line:relation:1547967,N14,Noctilien N14: Mairie de Saint-Ouen ↔ La Croix de Berny RER,Noctilien,RATP,#6DC08C,route_master,bus,100987783:N14
Line:relation:1547969,N12,Noctilien N12 : Pont de Sèvres ↔ Romainville–Carnot,Noctilien,RATP,#E0B03A,route_master,bus,100987785:N12
Line:relation:1549912,N34,Noctilien N34: Gare de Lyon ↔ Torcy RER,Noctilien,RATP,#D2D200,route_master,bus,100987757:N34
Line:relation:1549913,127,Bus 127: Montreuil - Croix de Chavaux ↔ Neuilly-sur-Marne - Place de la Résistance,RATP,RATP,#F68F4B,route_master,bus,100100127:127
Line:relation:1553162,173,Bus 173: Porte de Clichy ↔ La Courneuve–8 mai 1945,RATP,RATP,#006DB8,route_master,bus,100100173:173
Line:relation:1553375,341,Bus 341: Charles de Gaulle - Étoile ↔ Porte de Clignancourt – Croisset,RATP,RATP,#FFCD01,route_master,bus,100100341:341
Line:relation:1553501,N51,Noctilien N51: Gare d’Enghien ↔ Gare Saint-Lazare,Noctilien,RATP,#FFCD02,route_master,bus,100987753:N51
Line:relation:1555878,325,Bus 325 : Quai de la Gare ↔ Château de Vincennes,RATP,RATP,#87D3DF,route_master,bus,100100325:325
Line:relation:1555879,118,Bus 118: Château de Vincennes ↔ Van Derheyden (Rosny-sous-Bois),RATP,RATP,#E0B03B,route_master,bus,100100118:118
Line:relation:1555880,124,Bus 124: Château de Vincennes ↔ Val de Fontenay RER,RATP,RATP,#F59FB3,route_master,bus,100100124:124
Line:relation:1555939,318,Bus 318: Château de Vincennes ↔ Raymond Queneau (Pantin),RATP,RATP,#006CB8,route_master,bus,100100318:318
Line:relation:1555940,114,Bus 114 : Château de Vincennes ↔ Le Raincy – Villemomble – Montfermeil RER ↔ Villemomble - Les Coquetiers,RATP,RATP,#77C695,route_master,bus,100100114:114
Line:relation:1555941,N33,Noctilien N33: Gare de Lyon ↔ Villiers-sur-Marne—Le Plessis-Trévise RER,Noctilien,RATP,#F78F4B,route_master,bus,100987758:N33
Line:relation:1574080,175,Bus 175 : Porte de Saint-Cloud ↔ Asnières—Gennevilliers,RATP,RATP,#006EB8,route_master,bus,100100175:175
Line:relation:1576587,N52,Noctilien N52: Gare Saint-Lazare ↔ Gare d’Argenteuil,Noctilien,RATP,#CEC92A,route_master,bus,100987752:N52
Line:relation:1578451,117,Bus 117 : Champigny Saint-Maur RER ↔ Créteil - Préfecture du Val de Marne,RATP,RATP,#1f8e5a,route_master,bus,100100117:117
Line:relation:1580970,116,Bus 116 : Champigny - Saint-Maur RER ↔ Rosny-sous-Bois - Van Dereyden ↔ Rosny - Bois-Perrier RER - Rosny 2,RATP,RATP,#87D3DF,route_master,bus,100100116:116
Line:relation:1621799,122,Bus 122: Bagnolet Gallieni ↔ Val de Fontenay RER,RATP,RATP,#C9A2CD,route_master,bus,100100122:122
Line:relation:1635139,T2,Tramway T2 : Pont de Bezons ↔ Porte de Versailles [Parc de Expositions],RATP,RATP,#BB4A9B,route_master,tram,100112012:T2
Line:relation:1648058,407,Bus 407 : Évry ↔ Ris-Orangis,Tice,Tice,#8BD0EF,route_master,bus,400400407:407
Line:relation:1648952,405,Bus 405 : Ris-Orangis ↔ Corbeil-Essonnes,Tice,Tice,#0088C6,route_master,bus,400400405:405
Line:relation:1650713,TZen 1,TZen 1 : Lieusaint - Moissy Gare RER ↔ Corbeil-Essonnes Gare RER,TZen,Transdev Île-de-France Lieusaint,,route_master,bus,065487100:Tzen1
Line:relation:1658281,N141,Noctilien N141: Gare de l'Est ↔ Gare de Meaux,Noctilien,Transilien,#FCB131,route_master,bus,800:N141
Line:relation:1667801,N24,Noctilien N24: Gare de Sartrouville ↔ Châtelet,Noctilien,RATP,#F78F4B,route_master,bus,100987751:N24
Line:relation:1673421,D,Transilien Ligne RER D,RER,SNCF,#5E9620,route_master,train,800:D
Line:relation:1687242,330,Bus 330 : Brigeolet (Angerville) ↔ Porte d'Étampes,Étampois,Transdev CEAT,,route_master,bus,010303001:330
Line:relation:1709309,467,Bus 467 : Rueil-Malmaison RER ↔ Pont de Sèvres,RATP,RATP,#9B983A,route_master,bus,100100467:467
Line:relation:1716268,244,Bus 244 : Rueil-Malmaison RER ↔ Porte Maillot,RATP,RATP,#A0006E,route_master,bus,100100244:244
Line:relation:1758295,SUBB,Bus SUBB (571),RATP,RATP,#8D653A,route_master,bus,100100571:SUBB
Line:relation:1762129,N61,Noctilien N61 : Gare Montparnasse ↔ Clamart - Georges Pompidou,Noctilien,RATP,#E0B03A,route_master,bus,100987761:N61
Line:relation:1782907,123,Bus 123 : Porte d'Auteuil ↔ Mairie d'Issy,RATP,RATP,#008B5A,route_master,bus,100100123:123
Line:relation:1802059,181,Bus 181 : École Vétérinaire de Maisons-Alfort ↔ Créteil-La Gaîté,RATP,RATP,#845B32,route_master,bus,100100181:181
Line:relation:1810272,272,Bus 272 : Sartrouville RER ↔ Gare d'Argenteuil,RATP,RATP,#F68F4A,route_master,bus,100100272:272
Line:relation:1842753,4,Bus 4 : Gare d'Argenteuil ↔ Gare de Houilles Carrières-sur-Seine,R'bus,Transdev TVO,#97bf0c,route_master,bus,016616004:4
Line:relation:1857145,129,Bus 129 : Mairie de Montreuil ↔ Porte des Lilas,RATP,RATP,#9B993B,route_master,bus,100100129:129
Line:relation:1866830,351,Bus 351: Paris - Nation ↔ Roissypole,RATP,RATP,#E0B03B,route_master,bus,100100351:351
Line:relation:1942584,40,Bus 40 : Le Peletier ↔ Mairie du 18e - Jules Joffrin,RATP,RATP,#86d3de,route_master,bus,100100040:40
Line:relation:1973045,125,Bus 125 : Porte d'Orléans ↔ École Vétérinaire de Maisons-Alfort,RATP,RATP,#006CB8,route_master,bus,100100125:125
Line:relation:1981724,323,Bus 323 : Issy-Val de Seine RER ↔ Chatillon-Montrouge / Chatillon-Montrouge-Métro ↔ Ivry-Gambetta,RATP,RATP,#CEC92A,route_master,bus,100100323:323
Line:relation:1987589,289,Bus 289 : Porte de Saint-Cloud ↔ Clamart - Georges Pompidou,RATP,RATP,#BB4B9C,route_master,bus,100100289:289
Line:relation:1991746,162,Bus 162 : Meudon-Val Fleury RER ↔ Villejuif Louis Aragon Métro,RATP,RATP,#0064B1,route_master,bus,100100162:162
Line:relation:2171714,146,Bus 146 : Montfermeil - Les Bosquets ↔ Le Bourget,RATP,RATP,#C5A3CC,route_master,bus,100100146:146
Line:relation:2171896,303,Bus 303 : Noisy-le-Grand RER ↔ Bobigny — Pablo Picasso,RATP,RATP,#9B993B,route_master,bus,100100303:303
Line:relation:2196022,701,Bus 701 : Gare du Chenay Gagny ↔ Gare de Chelles Gournay,Autobus du Fort,Autobus du Fort,#005AA1,route_master,bus,233233701:701
Line:relation:2198226,346,Bus 346 : Bois-Perrier RER - Rosny 2 ↔ Le Blanc-Mesnil – Place de la Libération,RATP,RATP,#CEC92B,route_master,bus,100100346:346
Line:relation:2206548,251,Bus 251 : Bobigny — Benoît Frachon ↔ Bobigny — Pablo Picasso ↔ Gare d'Aulnay-sous-Bois RER,RATP,RATP,#ED1B2C,route_master,bus,100100251:251
Line:relation:2206807,08,Bus 08 : Bobigny — Pablo Picasso ↔ Gare de Meaux,TVF,TVF,#30BF00,route_master,bus,054054008:8
Line:relation:2206991,301,Bus 301 : Bobigny — Pablo Picasso ↔ Val de Fontenay RER,RATP,RATP,#CEC92A,route_master,bus,100100301:301
Line:relation:2207006,148,Bus 148 : Bobigny — Pablo Picasso ↔ Dugny — Musée de l'Air et de l'Espace,RATP,RATP,#8D6539,route_master,bus,100100148:148
Line:relation:2207036,322,Bus 322 : Mairie de Montreuil ↔ Bobigny — Pablo Picasso,RATP,RATP,#87D3DF,route_master,bus,100100322:322
Line:relation:2213976,145,Bus 145 : Église de Pantin ↔ Cimetière de Villemomble,RATP,RATP,#BB4A9D,route_master,bus,100100145:145
Line:relation:2214088,616,Bus 616 : Gare de Bondy ↔ Gare d'Aulnay-sous-Bois,Seine-Saint-Denis,Transdev TRA,#0065AE,route_master,bus,293193616:616
Line:relation:2214230,101,Bus 101 : Joinville-le-Pont RER ↔ Champigny — Camping International,RATP,RATP,#FFCD01,route_master,bus,100100101:101
Line:relation:2217686,121,Bus 121 : Mairie de Montreuil ↔ Château de Villemomble ↔ Villemomble – Lycée Georges Clemenceau,RATP,RATP,#ED1B2A,route_master,bus,100100121:121
Line:relation:2224968,113,Bus 113 : Nogent-sur-Marne RER ↔ Centre Commercial Terre Ciel,RATP,RATP,#ED1B2A,route_master,bus,100100113:113
Line:relation:2227713,601,Bus 601: Le Raincy-Villemomble-Montfermeil RER ↔ Hôpital de Montfermeil,Seine-Saint-Denis,Transdev TRA,#DDB031,route_master,bus,293193601:601
Line:relation:2261502,403,Bus 403 : Imprimerie Nationale ↔ Les Meillottes (Soisy-sur-Seine),Tice,Tice,#F39900,route_master,bus,400400403:403
Line:relation:2261638,401,Bus 401 : Corbeil-Essonnes Gare RER D ↔ Saint-Michel-sur-Orge-Rue Belioz,Tice,Tice,#BFB4D6,route_master,bus,400400401:401
Line:relation:2333448,A,RER A,RER,RATP;SNCF,#D1302F,route_master,train,810:A
Line:relation:2337724,7,Bus 7 : Gare d'Orsay - L'Yvette ↔ Plateau de Moulon - Corbeville,Mobicaps,Les Cars d'Orsay,#FBD813,route_master,bus,006006007:7
Line:relation:2343189,34,Bus 34 : Lycée de Carrières-sur-Seine ↔ Marché des Coteaux (Argenteuil),R'bus,Transdev TVO,#C9A2CD,route_master,bus,016616034:34
Line:relation:2390087,10,Bus 10 : Gare de Gif ↔ (Saclay ou Villiers ↔ Buc),Mobicaps,SAVAC,#F5A6F7,route_master,bus,039039004:10
Line:relation:2415100,1,Bus 1 : Gare d’Igny ↔ Gare d’Orsay-Ville,Mobicaps,Les Cars d'Orsay,#DF213B,route_master,bus,006006010:1
Line:relation:2440114,14,Bus 14 : Gare de Massy-Palaiseau RER ↔ Gare de Palaiseau-Villebon RER ↔ Fresnel - Vauve,Mobicaps,Les Cars d'Orsay,#65C1ED,route_master,bus,006006014:14
Line:relation:2454326,6,Bus 6 : Campus d’Orsay - Jean Monnet ↔ Gare d’Orsay Ville RER,Mobicaps,Les Cars d'Orsay,#986AAD,route_master,bus,006006007:6
Line:relation:2531075,93,Bus 93 : Bobigny – Pablo Picasso ↔ Parinor ↔ Aéroport CDG – Roissypole,Les Courriers de l'Île-de-France,Keolis CIF,#a3653d,route_master,bus,014014093:93
Line:relation:2531082,23,Bus 23 : Roissypole ↔ Villeparisis - Gymnase Aubertin,Les Courriers de l'Île-de-France,Keolis CIF,#00aeef,route_master,bus,014014223:23
Line:relation:2531207,Viliers-le-Bel,Bus Filéo Viliers-le-Bel : Roissypole ↔ Villiers-le-Bel,Filéo,Keolis Mobilité Roissy,,route_master,bus,116295004:FILEOVB
Line:relation:2531208,Othis,Bus Filéo Othis : Roissypole ↔ Othis,Filéo,Keolis Mobilité Roissy,,route_master,bus,116277005:FILEOO
Line:relation:2531225,Roissy Sud,Bus Filéo Roissy Sud : Roissypole ↔ Tremblay-en-France,Filéo,Keolis Mobilité Roissy,,route_master,bus,116931002:FILEOT
Line:relation:2531226,Roissy Sud,Bus Filéo Roissy Sud : Roissypole ↔ Villeparisis,Filéo,Keolis Mobilité Roissy,,route_master,bus,116277010:FILEOV
Line:relation:2532567,190,Bus 190 : Église de Meudon-la-Forêt ↔ Mairie d'Issy-Métro,RATP,RATP,#845B32,route_master,bus,100100190:190
Line:relation:2532600,290,Bus 290 : Le Plessis-Robinson – La Boursidière ↔ Issy - Val de Seine RER,RATP,RATP,#C9A3CD,route_master,bus,100100290:290
Line:relation:2554103,7bis,Métro 7 bis,RATP,RATP,#79BB92,route_master,subway,100110107:7B
Line:relation:2564126,415,Bus 415 : Le Mesnil Saint-Denis ↔ Bois d'Arcy,SQYBus,SQYBus,#E75112,route_master,bus,230410415:415
Line:relation:2572573,T1,Tramway T1 : Asnières-Quatre Routes ↔ Noisy-le-Sec-Gare,Tramway d'Île de France,RATP,#216EB4,route_master,tram,100112011:T1
Line:relation:2625885,6,Bus 6 : Gare d'Argenteuil ↔ Gare de Houilles Carrières-sur-Seine,R'bus,Transdev TVO,#952594,route_master,bus,016616006:6
Line:relation:2644951,35,Bus 35 : Gare de l'Est ↔ Aubervilliers — Mairie d'Aubervilliers,RATP,RATP,#77C696,route_master,bus,100100035:35
