line_id,ID_Line,code,ShortName_Line,network,NetworkName,operator,OperatorName,mode,TransportMode
r9248110,C00898,J,J,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
,C00899,,Js,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
r7920976,C00900,F,F,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9237559,C00901,4,4,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9245656,C00902,C,C,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9237674,C00908,10,10,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9237869,C00909,S,S,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r6851661,C00912,L,L,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r8403373,C00914,19,19,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9249389,C00915,M,M,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9941723,C00916,21,21,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r8322773,C00917,22,22,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9924095,C00919,23,23,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9926817,C00927,40,40,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9926923,C00928,41,41,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9927796,C00929,42,42,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
,C00930,,46,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C00935,,50,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C00937,,52,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C00938,,53,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C00939,,54,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
r9927828,C00940,54bis,54B,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9924118,C00946,61,61,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9928038,C00948,63,R,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r7920975,C00949,K,K,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9245617,C00953,B,B,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9244978,C00954,A,A,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9247946,C00955,H,H,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9245895,C00957,G,G,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9245690,C00958,D,D,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9247986,C00959,I,I,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r9136598,C00961,69,69E,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r7721711,C01820,02,02E,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
,C01994,,21S,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C01995,,4A,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C01996,,4B,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02229,,Qs,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02230,,Fs,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02231,,Ls,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02232,,Ms,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02233,,Os,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
r9249479,C02234,N,N,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
,C02235,,Ns,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
r7920977,C02236,E,E,Meaux et Ourcq,Meaux et Ourcq,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
,C02237,,Es,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02252,,Ks,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02489,,Soir,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02490,,Soir,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02618,,Gs,,Meaux et Ourcq,,Transdev Marne-et-Ourcq,,bus
,C02651,,TS 4,,Navettes Spectateurs Paris 2024,,Francilité Saint-Quentin-en-Yvelines,,bus
,C02652,,TS 5,,Navettes Spectateurs Paris 2024,,Francilité Saint-Quentin-en-Yvelines,,bus
,C02653,,TS 6,,Navettes Spectateurs Paris 2024,,Francilité Saint-Quentin-en-Yvelines,,bus
,C02657,,TS 10,,Navettes Spectateurs Paris 2024,,RATP,,bus
,C02658,,TS 11,,Navettes Spectateurs Paris 2024,,RATP,,bus
,C02648,,TS 1,,Navettes Spectateurs Paris 2024,,Transdev Marne-la-Vallée,,bus
,C02649,,TS 2,,Navettes Spectateurs Paris 2024,,Transdev Marne-la-Vallée,,bus
,C02650,,TS 3,,Navettes Spectateurs Paris 2024,,Transdev Marne-la-Vallée,,bus
,C02654,,TS 7,,Navettes Spectateurs Paris 2024,,Transdev Versailles,,bus
,C02655,,TS 8,,Navettes Spectateurs Paris 2024,,Transdev Versailles,,bus
,C02656,,TS 9,,Navettes Spectateurs Paris 2024,,Transdev Versailles,,bus
r6953807,C01640,N142,N142,Noctilien,Noctilien,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r6956998,C01638,N140,N140,Noctilien,Noctilien,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
r6957009,C01644,N143,N143,Noctilien,Noctilien,Keolis Roissy Pays de France Ouest,Keolis Roissy Pays de France Ouest,bus,bus
,C02600,,N146,,Noctilien,,Keolis Roissy Pays de France Ouest,,bus
r15067492,C02526,N150,N155,Noctilien,Noctilien,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
r1535269,C01642,N134,N134,Noctilien,Noctilien,Keolis Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,bus,bus
r6949654,C01643,N135,N135,Noctilien,Noctilien,Keolis Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,bus,bus
r6956807,C01648,N133,N133,Noctilien,Noctilien,Keolis Val d'Yerres Val de Seine,Keolis Val d'Yerres Val de Seine,bus,bus
,C02624,,N147,,Noctilien,,Keolis Vallée de l’Oise,,bus
r1667801,C01392,N24,N24,Noctilien,Noctilien,RATP,RATP,bus,bus
r1576587,C01393,N52,N52,Noctilien,Noctilien,RATP,RATP,bus,bus
r1553501,C01394,N51,N51,Noctilien,Noctilien,RATP,RATP,bus,bus
r6955630,C01395,N44,N44,Noctilien,Noctilien,RATP,RATP,bus,bus
r6955494,C01396,N42,N42,Noctilien,Noctilien,RATP,RATP,bus,bus
r1547965,C01397,N23,N23,Noctilien,Noctilien,RATP,RATP,bus,bus
r1549912,C01398,N34,N34,Noctilien,Noctilien,RATP,RATP,bus,bus
r1555941,C01399,N33,N33,Noctilien,Noctilien,RATP,RATP,bus,bus
r1535268,C01400,N31,N31,Noctilien,Noctilien,RATP,RATP,bus,bus
r6789691,C01401,N21,N21,Noctilien,Noctilien,RATP,RATP,bus,bus
r1762129,C01402,N61,N61,Noctilien,Noctilien,RATP,RATP,bus,bus
r5540004,C01403,N62,N62,Noctilien,Noctilien,RATP,RATP,bus,bus
r1534904,C01404,N32,N32,Noctilien,Noctilien,RATP,RATP,bus,bus
r6955761,C01405,N45,N45,Noctilien,Noctilien,RATP,RATP,bus,bus
r6955549,C01406,N43,N43,Noctilien,Noctilien,RATP,RATP,bus,bus
r5830159,C01407,N22,N22,Noctilien,Noctilien,RATP,RATP,bus,bus
r6956361,C01408,N63,N63,Noctilien,Noctilien,RATP,RATP,bus,bus
r6434505,C01409,N53,N53,Noctilien,Noctilien,RATP,RATP,bus,bus
r6956211,C01410,N71,N71,Noctilien,Noctilien,RATP,RATP,bus,bus
r6955407,C01411,N41,N41,Noctilien,Noctilien,RATP,RATP,bus,bus
r1534903,C01412,N35,N35,Noctilien,Noctilien,RATP,RATP,bus,bus
r7011212,C01413,N01,N01,Noctilien,Noctilien,RATP,RATP,bus,bus
r7011211,C01414,N02,N02,Noctilien,Noctilien,RATP,RATP,bus,bus
r1535460,C01415,N11,N11,Noctilien,Noctilien,RATP,RATP,bus,bus
r1535461,C01416,N16,N16,Noctilien,Noctilien,RATP,RATP,bus,bus
r1537048,C01417,N15,N15,Noctilien,Noctilien,RATP,RATP,bus,bus
r1547967,C01418,N14,N14,Noctilien,Noctilien,RATP,RATP,bus,bus
r1547966,C01419,N13,N13,Noctilien,Noctilien,RATP,RATP,bus,bus
r1547969,C01420,N12,N12,Noctilien,Noctilien,RATP,RATP,bus,bus
r6956562,C01421,N122,N122,Noctilien,Noctilien,RATP,RATP,bus,bus
r6950503,C01422,N153,N153,Noctilien,Noctilien,RATP,RATP,bus,bus
r3713597,C01807,N66,N66,Noctilien,Noctilien,RATP,RATP,bus,bus
r6950504,C01635,N151,N151,Noctilien,Noctilien,RATP Cap Mantois,RD Mantois,bus,bus
r6957037,C01645,N139,N139,Noctilien,Noctilien,Keolis TISSE,TISSE,bus,bus
r1535270,C01634,N130,N130,Noctilien,Noctilien,Transdev Brie et Deux Morin,Transdev Brie et 2 Morin,bus,bus
r14542381,C02487,N138,N138,Noctilien,Noctilien,Transdev Brie et Deux Morin,Transdev Brie et 2 Morin,bus,bus
r6956787,C01636,N131,N131,Noctilien,Noctilien,Transdev Cœur Essonne,Transdev Cœur Essonne,bus,bus
,C02659,,N123,,Noctilien,,Transdev Cœur Essonne,,bus
r1658281,C01639,N141,N141,Noctilien,Noctilien,Transdev Marne-et-Ourcq,Transdev Marne-et-Ourcq,bus,bus
r1535263,C01633,N132,N132,Noctilien,Noctilien,Transdev Pays de Fontainebleau,Transdev Pays de Fontainebleau,bus,bus
,C02594,,N137,,Noctilien,,Transdev Pays de Fontainebleau,,bus
r6957057,C01646,N145,N145,Noctilien,Noctilien,Transdev Sud Yvelines,Transdev Sud Yvelines,bus,bus
,C02634,,N162,,Noctilien,,Transdev Sud Yvelines,,bus
,C02635,,N160,,Noctilien,,Transdev Sud Yvelines,,bus
r6958361,C01637,N150,N150,Noctilien,Noctilien,Transdev Vexin,Transdev Vexin,bus,bus
r6958366,C01641,N152,N152,Noctilien,Noctilien,Transdev Vexin,Transdev Vexin,bus,bus
r6958414,C01647,N154,N154,Noctilien,Noctilien,Transdev Vexin,Transdev Vexin,bus,bus
r8448533,C02123,Baladobus,BALADOBUS,SAVAC,Parc Naturel Régional de la Haute Vallée de Chevreuse,SAVAC,SAVAC,bus,bus
r7912028,C00046,60,60,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7670510,C00066,20,20,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r5694051,C00067,2,2,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7413474,C00068,3,3,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7668788,C00069,4,4,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7918097,C00070,5,5,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r2337724,C00072,7,7,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r5673870,C00073,8,8,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r2415100,C00074,1,1,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r2440114,C00075,14,14,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
,C00076,,S15,,Paris Saclay,,RD Saclay,,bus
r7707602,C00078,16,16,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7921008,C00079,19,19,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8172061,C00093,114,114,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r2390087,C00490,10,10,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7704305,C00495,11,11,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7670803,C00503,12,12,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7673346,C00520,13,13,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7813672,C00672,DM10A,DM10A,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7838629,C00673,DM10S,DM10S,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8412527,C00674,DM11G,DM11G,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8412526,C00675,DM11A,DM11A,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r4635341,C00676,DM12,DM12,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7835489,C00680,17,17,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r6860541,C00687,DM11C,DM11C,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7292418,C01561,9,9,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r6940421,C01566,91-05,91-05,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8413209,C01567,91-06,91-06,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r6985621,C01569,91-08,91-08,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8393784,C01651,S1,S1,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8393786,C01653,S3,S3,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8393787,C01654,S4,S4,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7724675,C01697,21,21,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r5694438,C01698,22,22,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7724674,C01699,23,23,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7840989,C01711,DM11E,DM11E,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
,C01752,,S17,,Paris Saclay,,RD Saclay,,bus
r8553608,C01766,116,116,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r3186411,C02155,15,15,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
,C02224,,S9,,Paris Saclay,,RD Saclay,,bus
r2454326,C02316,6,6,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r7921007,C02355,18,18,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
r8393785,C02382,S2,S2,Paris-Saclay,Paris Saclay,RATP Cap Saclay,RD Saclay,bus,bus
,C02396,,DM151S,,Paris Saclay,,RD Saclay,,bus
,C02403,,DM152S,,Paris Saclay,,RD Saclay,,bus
,C02493,,TàD,,Paris Saclay,,RD Saclay,,bus
r8444974,C01830,A,A,Paris-Saclay,Paris-Saclay Mobilités,RATP Cap Saclay,Autocars Dominique,bus,bus
r8444973,C01831,B,B,Paris-Saclay,Paris-Saclay Mobilités,RATP Cap Saclay,Autocars Dominique,bus,bus
r8444972,C01832,C,C,Paris-Saclay,Paris-Saclay Mobilités,RATP Cap Saclay,Autocars Dominique,bus,bus
,C01833,,D,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
r9229426,C01836,G,G,Paris-Saclay,Paris-Saclay Mobilités,RATP Cap Saclay,Autocars Dominique,bus,bus
r7734583,C01837,J,J,Paris-Saclay,Paris-Saclay Mobilités,RATP Cap Saclay,Autocars Dominique,bus,bus
,C01902,,F,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C01903,,H,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C01904,,L,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02423,,M,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02424,,N,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02425,,O,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02439,,K,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02440,,P,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02497,,E,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02498,,Y,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02499,,Z,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02500,,T,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02501,,U,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02502,,V,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02511,,Q,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02598,,R,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
,C02622,,W,,Paris-Saclay Mobilités,,Autocars Dominique,,bus
r8187525,C00437,30-05,30-05,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9196805,C00442,30-09,30-09,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9223264,C00443,30-10,30-10,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r7920978,C00445,30-12,30-12,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9223283,C00448,30-18,30-18,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9736215,C00464,30-38,30-38,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9234799,C01709,30-47,30-47,Valbus,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9233984,C01875,30-48,30-48,Valbus,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r16105746,C01876,30-46,30-46,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r9196816,C01878,30-07,30-07,Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r8379777,C02006,30-49,30-49,Valbus,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r8086899,C02049,30-21Oues,30-21Oues,Val Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
r8727859,C02389,30-21Est,30-21Est,Val Parisis,Parisis,Cars Lacroix,Cars Lacroix,bus,bus
,C00009,,3,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00010,,4,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00011,,5,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00012,,7,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00014,,10,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r9200493,C00015,11,11,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C00016,,14,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r6957343,C00017,18,18,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C00018,,21,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r9202114,C00019,23,23,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C00020,,121,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r9218053,C00021,201,201,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C00024,,209,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00025,,309,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00026,,409,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r9136495,C00027,16,EX16,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r8370396,C00546,7,1,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r7841677,C00550,21,21,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r3315927,C00551,23,23,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C00624,,17,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C00803,,6,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r8453568,C01044,20,20,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r8452809,C01045,24,24,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r8455504,C01052,32,32,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C01053,,33,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C01058,,39,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r8455190,C02087,34A,34A,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r8455292,C02088,34B,34B,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C02089,,28A,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02090,,28B,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02091,,28C,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r8455445,C02107,37A,37A,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r8452726,C02108,37B,37B,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
r8452704,C02109,37C,37C,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C02110,,37R,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r14618100,C02120,30B,30B,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C02121,,30A,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02122,,30C,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r6520401,C02124,10,10,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C02125,,35B,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02126,,35A,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r8455382,C02127,35C,35C,Pays Briard,Pays Briard,Keolis Portes et Val de Brie,Keolis Portes et Val de Brie,bus,bus
,C02128,,35D,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02311,,200,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02518,,11B,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02519,,11C,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02520,,11s,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02521,,TàD,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02522,,Soir,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02523,,Soir,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02524,,TàD,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02617,,2,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02619,,3s,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02620,,4s,,Pays Briard,,Keolis Portes et Val de Brie,,bus
,C02621,,5S,,Pays Briard,,Keolis Portes et Val de Brie,,bus
r6957304,C00798,46,46,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
r8393308,C01435,A,A,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
r5763997,C01436,B,B,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
,C01437,,C,,Pays de Montereau,,Francilité Pays de Montereau,,bus
r7208740,C01438,Ea,Ea,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
,C01439,,G,,Pays de Montereau,,Francilité Pays de Montereau,,bus
r7208739,C01440,Eb,Eb,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
,C01441,,I,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C01442,,F,,Pays de Montereau,,Francilité Pays de Montereau,,bus
r9231700,C01443,Emplet,Emplet,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
r7920973,C01451,19,19,Pays de Montereau,Pays de Montereau,Francilité Pays de Montereau,Francilité Pays de Montereau,bus,bus
,C01511,,15,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C01686,,L,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02574,,TàD,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02575,,TàD,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02576,,TàD,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02577,,TàD,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02578,,TàD,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02579,,Soir,,Pays de Montereau,,Francilité Pays de Montereau,,bus
,C02580,,Soir,,Pays de Montereau,,Francilité Pays de Montereau,,bus
r15999767,C00106,21,21,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00107,,22,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
r7011271,C00110,12,73,Poissy - Les Mureaux,Poissy - Les Mureaux,Keolis Seine et Oise Est,Keolis Seine et Oise Est,bus,bus
,C00111,,11,,Poissy - Les Mureaux,,Keolis Seine et Oise Est,,bus
