,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
4,StopPoint:4:121,002002002:CEN,21642,Villeneuve-le-roi Gare RER,Villeneuve-le-roi Gare RER,StopPoint:Node:5401624957,Keolis Seine Val-De-Marne,002002002:CEN,21642,Gare de Villeneuve-le-Roi,Villeneuve-le-Roi Gare RER
5,StopPoint:4:130,002002002:CEN,9870,Villeneuve-le-roi Gare RER,Jeanne d'Arc,StopPoint:Node:5401678640,Keolis Seine Val-De-Marne,002002002:CEN,9870,Gare de Villeneuve-le-Roi,Place Jeanne d'Arc
6,StopPoint:4:134,002002002:CEN,10291,Villeneuve-le-roi Gare RER,Louis Jarrige,StopPoint:Node:4324200432,Keolis Seine Val-De-Marne,002002002:CEN,10291,Gare de Villeneuve-le-Roi,Louis Jarrige
29,StopPoint:4:1,002002003:3,2674,Villeneuve St Georges Gare RER,Brossolette,StopPoint:Node:4331155373,Keolis Seine Val-De-Marne,002002003:3,2674,Gare de Villeneuve-Saint-Georges,Brossolette
30,StopPoint:4:107,002002003:3,2681,Villeneuve St Georges Gare RER,Place Amédée Soupault,StopPoint:Node:5238181065,Keolis Seine Val-De-Marne,002002003:3,2681,Gare de Villeneuve-Saint-Georges,Place Amédée Soupault
31,StopPoint:4:108,002002003:3,21660,Choisy-le-roi Gare RER,Place Amédée Soupault,StopPoint:Node:6053140230,Keolis Seine Val-De-Marne,002002003:3,21660,Gare de Choisy-Le-Roi,Place Amédée Soupault
32,StopPoint:4:135,002002003:3,2679,Villeneuve St Georges Gare RER,Lycée Brassens,StopPoint:Node:5236847581,Keolis Seine Val-De-Marne,002002003:3,2679,Gare de Villeneuve-Saint-Georges,Lycée G. Brassens
33,StopPoint:4:136,002002003:3,2675,Choisy-le-roi Gare RER,Lycée Brassens,StopPoint:Node:4323752732,Keolis Seine Val-De-Marne,002002003:3,2675,Gare de Choisy-Le-Roi,Lycée G. Brassens
34,StopPoint:4:157,002002003:3,21632,Choisy-le-roi Gare RER,Paul Painlevé,StopPoint:Node:4330468369,Keolis Seine Val-De-Marne,002002003:3,21632,Gare de Choisy-Le-Roi,Paul Painlevé
35,StopPoint:4:161,002002003:3,21661,Villeneuve St Georges Gare RER,Raoul Delattre,StopPoint:Node:5237141103,Keolis Seine Val-De-Marne,002002003:3,21661,Gare de Villeneuve-Saint-Georges,Raoul Delattre
36,StopPoint:4:162,002002003:3,2629,Choisy-le-roi Gare RER,Raoul Delattre,StopPoint:Node:4330713491,Keolis Seine Val-De-Marne,002002003:3,2629,Gare de Choisy-Le-Roi,Raoul Delattre
38,StopPoint:4:166,002002003:3,2671,Villeneuve St Georges Gare RER,Saint-Martin,StopPoint:Node:5238275709,Keolis Seine Val-De-Marne,002002003:3,2671,Gare de Villeneuve-Saint-Georges,Saint-Martin
39,StopPoint:4:167,002002003:3,21659,Choisy-le-roi Gare RER,Saint-Martin,StopPoint:Node:4330895644,Keolis Seine Val-De-Marne,002002003:3,21659,Gare de Choisy-Le-Roi,Saint-Martin
40,StopPoint:4:172,002002003:3,2676,Villeneuve St Georges Gare RER,Weddingen,StopPoint:Node:4325350541,Keolis Seine Val-De-Marne,002002003:3,2676,Gare de Villeneuve-Saint-Georges,Weddingen
41,StopPoint:4:173,002002003:3,21633,Choisy-le-roi Gare RER,Weddingen,StopPoint:Node:6053140231,Keolis Seine Val-De-Marne,002002003:3,21633,Gare de Choisy-Le-Roi,Weddingen
42,StopPoint:4:174,002002003:3,2628,Villeneuve St Georges Gare RER,Villeneuve St Georges Gare RER,StopPoint:Node:4663060096,Keolis Seine Val-De-Marne,002002003:3,2628,Gare de Villeneuve-Saint-Georges,Gare de Villeneuve-Saint-Georges
45,StopPoint:4:174,002002003:3,2628,Choisy-le-roi Gare RER,Villeneuve St Georges Gare RER,StopPoint:Node:4663060096,Keolis Seine Val-De-Marne,002002003:3,2628,Gare de Choisy-Le-Roi,Gare de Villeneuve-Saint-Georges
46,StopPoint:4:2,002002003:3,2634,Choisy-le-roi Gare RER,Brossolette,StopPoint:Node:5169662224,Keolis Seine Val-De-Marne,002002003:3,2634,Gare de Choisy-Le-Roi,Brossolette
48,StopPoint:4:47,002002003:3,2682,Villeneuve St Georges Gare RER,Général Leclerc,StopPoint:Node:5443966641,Keolis Seine Val-De-Marne,002002003:3,2682,Gare de Villeneuve-Saint-Georges,Général Leclerc
49,StopPoint:4:48,002002003:3,2660,Choisy-le-roi Gare RER,Général Leclerc,StopPoint:Node:473831582,Keolis Seine Val-De-Marne,002002003:3,2660,Gare de Choisy-Le-Roi,Général Leclerc
51,StopPoint:4:50,002002003:3,423882,Villeneuve St Georges Gare RER,Choisy-le-roi Gare RER,StopPoint:Node:5443966635,Keolis Seine Val-De-Marne,002002003:3,423882,Gare de Villeneuve-Saint-Georges,Choisy-le-Roi Gare RER
54,StopPoint:4:56,002002003:3,8157,Villeneuve St Georges Gare RER,Fer à Cheval,StopPoint:Node:2958861183,Keolis Seine Val-De-Marne,002002003:3,8157,Gare de Villeneuve-Saint-Georges,Fer à Cheval
56,StopPoint:4:57,002002003:3,21624,Choisy-le-roi Gare RER,Fer à Cheval,StopPoint:Node:2958861184,Keolis Seine Val-De-Marne,002002003:3,21624,Gare de Choisy-Le-Roi,Fer à Cheval
58,StopPoint:4:58,002002003:3,2670,Villeneuve St Georges Gare RER,Orly Gare RER,StopPoint:Node:5169695421,Keolis Seine Val-De-Marne,002002003:3,2670,Gare de Villeneuve-Saint-Georges,Orly Ville
59,StopPoint:4:59,002002003:3,21630,Choisy-le-roi Gare RER,Orly Gare RER,StopPoint:Node:5169662223,Keolis Seine Val-De-Marne,002002003:3,21630,Gare de Choisy-Le-Roi,Orly Ville
61,StopPoint:4:60,002002003:3,2663,Villeneuve St Georges Gare RER,Jean Jaurès,StopPoint:Node:6053126946,Keolis Seine Val-De-Marne,002002003:3,2663,Gare de Villeneuve-Saint-Georges,Jean Jaurès
62,StopPoint:4:61,002002003:3,21626,Choisy-le-roi Gare RER,Jean Jaurès,StopPoint:Node:6053126945,Keolis Seine Val-De-Marne,002002003:3,21626,Gare de Choisy-Le-Roi,Jean Jaurès
63,StopPoint:4:62,002002003:3,2664,Villeneuve St Georges Gare RER,Noyer Grenot,StopPoint:Node:4332110470,Keolis Seine Val-De-Marne,002002003:3,2664,Gare de Villeneuve-Saint-Georges,Noyer Grenot
64,StopPoint:4:64,002002003:3,2666,Villeneuve St Georges Gare RER,Paul Lafargue,StopPoint:Node:6053126942,Keolis Seine Val-De-Marne,002002003:3,2666,Gare de Villeneuve-Saint-Georges,Paul Lafargue
65,StopPoint:4:65,002002003:3,21631,Choisy-le-roi Gare RER,Paul Lafargue,StopPoint:Node:6053126941,Keolis Seine Val-De-Marne,002002003:3,21631,Gare de Choisy-Le-Roi,Paul Lafargue
67,StopPoint:4:66,002002003:3,2669,Villeneuve St Georges Gare RER,J. J. Rousseau,StopPoint:Node:6053126939,Keolis Seine Val-De-Marne,002002003:3,2669,Gare de Villeneuve-Saint-Georges,Rousseau
68,StopPoint:4:67,002002003:3,21625,Choisy-le-roi Gare RER,J. J. Rousseau,StopPoint:Node:6053126940,Keolis Seine Val-De-Marne,002002003:3,21625,Gare de Choisy-Le-Roi,Rousseau
69,StopPoint:4:68,002002003:3,2665,Villeneuve St Georges Gare RER,La Source,StopPoint:Node:6053126943,Keolis Seine Val-De-Marne,002002003:3,2665,Gare de Villeneuve-Saint-Georges,La Source
70,StopPoint:4:69,002002003:3,21627,Choisy-le-roi Gare RER,La Source,StopPoint:Node:6053126944,Keolis Seine Val-De-Marne,002002003:3,21627,Gare de Choisy-Le-Roi,La Source
71,StopPoint:4:7,002002003:3,2636,Choisy-le-roi Gare RER,Ablon Gare RER,StopPoint:Node:5169662225,Keolis Seine Val-De-Marne,002002003:3,2636,Gare de Choisy-Le-Roi,Ablon RER C
73,StopPoint:4:70,002002003:3,2667,Villeneuve St Georges Gare RER,Victoire,StopPoint:Node:4320349347,Keolis Seine Val-De-Marne,002002003:3,2667,Gare de Villeneuve-Saint-Georges,La Victoire
74,StopPoint:4:71,002002003:3,21628,Choisy-le-roi Gare RER,Victoire,StopPoint:Node:6053140229,Keolis Seine Val-De-Marne,002002003:3,21628,Gare de Choisy-Le-Roi,La Victoire
76,StopPoint:4:77,002002003:3,2661,Villeneuve St Georges Gare RER,Guy Moquet,StopPoint:Node:383589196,Keolis Seine Val-De-Marne,002002003:3,2661,Gare de Villeneuve-Saint-Georges,Guy Môquet
77,StopPoint:4:78,002002003:3,2705,Choisy-le-roi Gare RER,Guy Moquet,StopPoint:Node:5443966655,Keolis Seine Val-De-Marne,002002003:3,2705,Gare de Choisy-Le-Roi,Guy Môquet
78,StopPoint:4:8,002002003:3,423884,Villeneuve St Georges Gare RER,Ablon Gare RER,StopPoint:Node:5169662226,Keolis Seine Val-De-Marne,002002003:3,423884,Gare de Villeneuve-Saint-Georges,Gare d'Ablon
79,StopPoint:4:8,002002003:3,423884,Villeneuve St Georges Gare RER,Ablon Gare RER,StopPoint:Node:5236853674,Keolis Seine Val-De-Marne,002002003:3,423884,Gare de Villeneuve-Saint-Georges,Ablon RER C
81,StopPoint:4:80,002002003:3,21658,Villeneuve St Georges Gare RER,Lycée,StopPoint:Node:2271257430,Keolis Seine Val-De-Marne,002002003:3,21658,Gare de Villeneuve-Saint-Georges,Thiais Lycée
82,StopPoint:4:81,002002003:3,21657,Choisy-le-roi Gare RER,Lycée,StopPoint:Node:2271257409,Keolis Seine Val-De-Marne,002002003:3,21657,Gare de Choisy-Le-Roi,Thiais Lycée
84,StopPoint:4:86,002002003:3,2662,Villeneuve St Georges Gare RER,Spinoza,StopPoint:Node:2271257400,Keolis Seine Val-De-Marne,002002003:3,2662,Gare de Villeneuve-Saint-Georges,Spinoza
85,StopPoint:4:87,002002003:3,21623,Choisy-le-roi Gare RER,Spinoza,StopPoint:Node:2271257412,Keolis Seine Val-De-Marne,002002003:3,21623,Gare de Choisy-Le-Roi,Spinoza
87,StopPoint:4:89,002002003:3,2704,Villeneuve St Georges Gare RER,Les Tilleuls,StopPoint:Node:4332502999,Keolis Seine Val-De-Marne,002002003:3,2704,Gare de Villeneuve-Saint-Georges,Les Tilleuls
89,StopPoint:4:90,002002003:3,21635,Choisy-le-roi Gare RER,Les Tilleuls,StopPoint:Node:6053140228,Keolis Seine Val-De-Marne,002002003:3,21635,Gare de Choisy-Le-Roi,Les Tilleuls
90,StopPoint:4:1,002002008:8,2674,Villeneuve St Georges Gare RER,Brossolette,StopPoint:Node:4331155373,Keolis Seine Val-De-Marne,002002008:8,2674,Gare de Villeneuve-Saint-Georges,Brossolette
91,StopPoint:4:135,002002008:8,2679,Villeneuve St Georges Gare RER,Lycée Brassens,StopPoint:Node:5236847581,Keolis Seine Val-De-Marne,002002008:8,2679,Gare de Villeneuve-Saint-Georges,Lycée G. Brassens
92,StopPoint:4:136,002002008:8,2675,Aéroport Orly Ouest,Lycée Brassens,StopPoint:Node:4323752732,Keolis Seine Val-De-Marne,002002008:8,2675,Aéroport Orly Ouest,Lycée G. Brassens
93,StopPoint:4:161,002002008:8,21661,Villeneuve St Georges Gare RER,Raoul Delattre,StopPoint:Node:5237141103,Keolis Seine Val-De-Marne,002002008:8,21661,Gare de Villeneuve-Saint-Georges,Raoul Delattre
94,StopPoint:4:162,002002008:8,2629,Aéroport Orly Ouest,Raoul Delattre,StopPoint:Node:4330713491,Keolis Seine Val-De-Marne,002002008:8,2629,Aéroport Orly Ouest,Raoul Delattre
96,StopPoint:4:174,002002008:8,2628,Villeneuve St Georges Gare RER,Villeneuve St Georges Gare RER,StopPoint:Node:4663060096,Keolis Seine Val-De-Marne,002002008:8,2628,Gare de Villeneuve-Saint-Georges,Gare de Villeneuve-Saint-Georges
97,StopPoint:4:174,002002008:8,2628,Aéroport Orly Ouest,Villeneuve St Georges Gare RER,StopPoint:Node:4663060096,Keolis Seine Val-De-Marne,002002008:8,2628,Aéroport Orly Ouest,Gare de Villeneuve-Saint-Georges
99,StopPoint:4:2,002002008:8,2634,Aéroport Orly Ouest,Brossolette,StopPoint:Node:5169662224,Keolis Seine Val-De-Marne,002002008:8,2634,Aéroport Orly Ouest,Brossolette
100,StopPoint:4:7,002002008:8,2636,Aéroport Orly Ouest,Ablon Gare RER,StopPoint:Node:5169662225,Keolis Seine Val-De-Marne,002002008:8,2636,Aéroport Orly Ouest,Ablon RER C
101,StopPoint:4:100,002002009:9,415234,E. Levasseur,Passerelle,StopPoint:Node:5443966634,Keolis Seine Val-De-Marne,002002009:9,415234,Levasseur (Thiais),Passerelle
102,StopPoint:4:101,002002009:9,415237,Centre Commercial Pont de Vitry,Passerelle,StopPoint:Node:5443966638,Keolis Seine Val-De-Marne,002002009:9,415237,Centre Commercial - Pont de Vitry,Passerelle
103,StopPoint:4:102,002002009:9,37275,E. Levasseur,Pont de Vitry,StopPoint:Node:5443966652,Keolis Seine Val-De-Marne,002002009:9,37275,Levasseur (Thiais),Pont de Vitry
104,StopPoint:4:103,002002009:9,26793,Centre Commercial Pont de Vitry,Pont de Vitry,StopPoint:Node:5443966631,Keolis Seine Val-De-Marne,002002009:9,26793,Centre Commercial - Pont de Vitry,Pont de Vitry
105,StopPoint:4:104,002002009:9,415223,E. Levasseur,Rue Tortue,StopPoint:Node:5443966643,Keolis Seine Val-De-Marne,002002009:9,415223,Levasseur (Thiais),Rue Tortue
106,StopPoint:4:105,002002009:9,415226,Centre Commercial Pont de Vitry,Rue Tortue,StopPoint:Node:5443966647,Keolis Seine Val-De-Marne,002002009:9,415226,Centre Commercial - Pont de Vitry,Rue Tortue
107,StopPoint:4:45,002002009:9,415252,E. Levasseur,8 Mai 1945,StopPoint:Node:5443966650,Keolis Seine Val-De-Marne,002002009:9,415252,Levasseur (Thiais),8 Mai 1945
108,StopPoint:4:46,002002009:9,36149,Centre Commercial Pont de Vitry,8 Mai 1945,StopPoint:Node:5443966639,Keolis Seine Val-De-Marne,002002009:9,36149,Centre Commercial - Pont de Vitry,8 Mai 1945
109,StopPoint:4:47,002002009:9,2682,E. Levasseur,Général Leclerc,StopPoint:Node:5443966641,Keolis Seine Val-De-Marne,002002009:9,2682,Levasseur (Thiais),Général Leclerc
110,StopPoint:4:48,002002009:9,2660,Centre Commercial Pont de Vitry,Général Leclerc,StopPoint:Node:473831582,Keolis Seine Val-De-Marne,002002009:9,2660,Centre Commercial - Pont de Vitry,Général Leclerc
111,StopPoint:4:49,002002009:9,2659,Centre Commercial Pont de Vitry,Choisy-le-roi Gare RER,StopPoint:Node:5443966635,Keolis Seine Val-De-Marne,002002009:9,2659,Centre Commercial - Pont de Vitry,Choisy-le-Roi Gare RER
112,StopPoint:4:51,002002009:9,30152,E. Levasseur,Choisy-le-roi Gare RER,StopPoint:Node:5443966648,Keolis Seine Val-De-Marne,002002009:9,30152,Levasseur (Thiais),Choisy-le-Roi RER
113,StopPoint:4:52,002002009:9,2677,Centre Commercial Pont de Vitry,Rouget de l'Isle,StopPoint:Node:5443966653,Keolis Seine Val-De-Marne,002002009:9,2677,Centre Commercial - Pont de Vitry,Rouget de l'Isle
114,StopPoint:4:53,002002009:9,23346,E. Levasseur,Docteur Roux,StopPoint:Node:5443966651,Keolis Seine Val-De-Marne,002002009:9,23346,Levasseur (Thiais),Docteur Roux
115,StopPoint:4:54,002002009:9,23348,Centre Commercial Pont de Vitry,Docteur Roux,StopPoint:Node:5443966656,Keolis Seine Val-De-Marne,002002009:9,23348,Centre Commercial - Pont de Vitry,Docteur Roux
116,StopPoint:4:74,002002009:9,2684,E. Levasseur,Cité des Vergers,StopPoint:Node:5443966642,Keolis Seine Val-De-Marne,002002009:9,2684,Levasseur (Thiais),Cité des Vergers
117,StopPoint:4:75,002002009:9,2685,Centre Commercial Pont de Vitry,Cité des Vergers,StopPoint:Node:383589191,Keolis Seine Val-De-Marne,002002009:9,2685,Centre Commercial - Pont de Vitry,Cité des Vergers
119,StopPoint:4:76,002002009:9,2686,E. Levasseur,E. Levasseur,StopPoint:Node:4321011888,Keolis Seine Val-De-Marne,002002009:9,2686,Levasseur (Thiais),Émile Levassor
120,StopPoint:4:76,002002009:9,2686,Centre Commercial Pont de Vitry,E. Levasseur,StopPoint:Node:4321011888,Keolis Seine Val-De-Marne,002002009:9,2686,Centre Commercial - Pont de Vitry,Émile Levassor
122,StopPoint:4:77,002002009:9,2661,E. Levasseur,Guy Moquet,StopPoint:Node:383589196,Keolis Seine Val-De-Marne,002002009:9,2661,Levasseur (Thiais),Guy Môquet
123,StopPoint:4:78,002002009:9,2705,Centre Commercial Pont de Vitry,Guy Moquet,StopPoint:Node:5443966655,Keolis Seine Val-De-Marne,002002009:9,2705,Centre Commercial - Pont de Vitry,Guy Môquet
124,StopPoint:4:79,002002009:9,2687,Centre Commercial Pont de Vitry,Institut Grignon,StopPoint:Node:5443966658,Keolis Seine Val-De-Marne,002002009:9,2687,Centre Commercial - Pont de Vitry,Institut Grignon
125,StopPoint:4:82,002002009:9,413701,E. Levasseur,Marmontel,StopPoint:Node:5443966657,Keolis Seine Val-De-Marne,002002009:9,413701,Levasseur (Thiais),Marmontel
126,StopPoint:4:83,002002009:9,413699,Centre Commercial Pont de Vitry,Marmontel,StopPoint:Node:5443966659,Keolis Seine Val-De-Marne,002002009:9,413699,Centre Commercial - Pont de Vitry,Marmontel
127,StopPoint:4:84,002002009:9,21656,E. Levasseur,Pavé Grignon,StopPoint:Node:392722837,Keolis Seine Val-De-Marne,002002009:9,21656,Levasseur (Thiais),Pavé Grignon
128,StopPoint:4:85,002002009:9,2688,Centre Commercial Pont de Vitry,Pavé Grignon,StopPoint:Node:392722838,Keolis Seine Val-De-Marne,002002009:9,2688,Centre Commercial - Pont de Vitry,Pavé Grignon
130,StopPoint:4:91,002002009:9,415248,E. Levasseur,Centre Commercial Pont de Vitry,StopPoint:Node:5443966644,Keolis Seine Val-De-Marne,002002009:9,415248,Levasseur (Thiais),Centre Commercial Pont de Vitry
131,StopPoint:4:91,002002009:9,415248,Centre Commercial Pont de Vitry,Centre Commercial Pont de Vitry,StopPoint:Node:5443966644,Keolis Seine Val-De-Marne,002002009:9,415248,Centre Commercial - Pont de Vitry,Centre Commercial Pont de Vitry
133,StopPoint:4:92,002002009:9,415227,E. Levasseur,Rue des Fusillés,StopPoint:Node:5443966633,Keolis Seine Val-De-Marne,002002009:9,415227,Levasseur (Thiais),Rue des Fusillés
134,StopPoint:4:93,002002009:9,415230,Centre Commercial Pont de Vitry,Rue des Fusillés,StopPoint:Node:5443966637,Keolis Seine Val-De-Marne,002002009:9,415230,Centre Commercial - Pont de Vitry,Rue des Fusillés
135,StopPoint:4:94,002002009:9,37277,E. Levasseur,Charles Heller,StopPoint:Node:5443966636,Keolis Seine Val-De-Marne,002002009:9,37277,Levasseur (Thiais),Charles Heller
136,StopPoint:4:95,002002009:9,37278,Centre Commercial Pont de Vitry,Charles Heller,StopPoint:Node:5443966640,Keolis Seine Val-De-Marne,002002009:9,37278,Centre Commercial - Pont de Vitry,Charles Heller
137,StopPoint:4:96,002002009:9,415242,E. Levasseur,Eugène Hénaff,StopPoint:Node:5443966654,Keolis Seine Val-De-Marne,002002009:9,415242,Levasseur (Thiais),Eugène Hénaff
138,StopPoint:4:97,002002009:9,415245,Centre Commercial Pont de Vitry,Eugène Hénaff,StopPoint:Node:5443966632,Keolis Seine Val-De-Marne,002002009:9,415245,Centre Commercial - Pont de Vitry,Eugène Hénaff
139,StopPoint:4:98,002002009:9,415241,E. Levasseur,Jules Guesde,StopPoint:Node:5443966645,Keolis Seine Val-De-Marne,002002009:9,415241,Levasseur (Thiais),Jules Guesde
140,StopPoint:4:99,002002009:9,415238,Centre Commercial Pont de Vitry,Jules Guesde,StopPoint:Node:5443966649,Keolis Seine Val-De-Marne,002002009:9,415238,Centre Commercial - Pont de Vitry,Jules Guesde
141,StopPoint:4:32,002002010:10,423910,Plaine Basse,N. DENTRESSANGLE,StopPoint:Node:2094943837,Keolis Seine Val-De-Marne,002002010:10,423910,Plaine Basse,Norbert Dentressangle
143,StopPoint:4:34,002002010:10,2627,Plaine Basse,Plaine Basse,StopPoint:Node:6195839938,Keolis Seine Val-De-Marne,002002010:10,2627,Plaine Basse,Plaine Basse
145,StopPoint:4:40,002002010:10,423906,Plaine Basse,Sanders,StopPoint:Node:6195839940,Keolis Seine Val-De-Marne,002002010:10,423906,Plaine Basse,Sanders
148,StopPoint:4:55,002002010:10,2622,Plaine Basse,RER Jean Danaux,StopPoint:Node:5943146515,Keolis Seine Val-De-Marne,002002010:10,2622,Plaine Basse,Juvisy RER Gare Routière Seine - Rue Jean Danaux
152,StopPoint:48:5010,003003011:11,16196,Gare de Tournan en Brie (côté Gretz),Gare de Tournan en Brie (côté Gretz),StopPoint:Node:5225302383,Stigo,003003011:11,16196,Gare de Tournan-en-Brie (Côté Gretz),Tournan RER (côté Gretz)
155,StopPoint:48:5010,003003011:11,16196,Gare d'Ozoir,Gare de Tournan en Brie (côté Gretz),StopPoint:Node:5225302383,Stigo,003003011:11,16196,Gare d'Ozoir,Tournan RER (côté Gretz)
160,StopPoint:48:5030,003003011:11,16209,Gare de Tournan en Brie (côté Gretz),Gare d'Ozoir,StopPoint:Node:5392632070,Stigo,003003011:11,16209,Gare de Tournan-en-Brie (Côté Gretz),Gare d'Ozoir-la-Ferrière
161,StopPoint:48:5030,003003011:11,16209,Gare d'Ozoir,Gare d'Ozoir,StopPoint:Node:5392632070,Stigo,003003011:11,16209,Gare d'Ozoir,Gare d'Ozoir-la-Ferrière
163,StopPoint:48:5070,003003011:11,16232,Gare de Tournan en Brie (côté Gretz),Campus Ste Thérèse,StopPoint:Node:5392631717,Stigo,003003011:11,16232,Gare de Tournan-en-Brie (Côté Gretz),Campus Sainte-Thérèse
165,StopPoint:48:5185,003003011:11,16297,Gare de Tournan en Brie (côté Gretz),Place Clément Ader,StopPoint:Node:2483767312,Stigo,003003011:11,16297,Gare de Tournan-en-Brie (Côté Gretz),Place Clément Ader
168,StopPoint:48:5186,003003011:11,16298,Gare d'Ozoir,Place Clément Ader,StopPoint:Node:6195913748,Stigo,003003011:11,16298,Gare d'Ozoir,Place Clément Ader
173,StopPoint:48:5187,003003011:11,6324,Gare de Tournan en Brie (côté Gretz),Eglise de Gretz,StopPoint:Node:6071385498,Stigo,003003011:11,6324,Gare de Tournan-en-Brie (Côté Gretz),Église de Gretz
176,StopPoint:48:5188,003003011:11,6325,Gare d'Ozoir,Eglise de Gretz,StopPoint:Node:6195913753,Stigo,003003011:11,6325,Gare d'Ozoir,Église de Gretz
189,StopPoint:48:5195,003003011:11,16306,Gare de Tournan en Brie (côté Gretz),Monument de Gretz,StopPoint:Node:1194239488,Stigo,003003011:11,16306,Gare de Tournan-en-Brie (Côté Gretz),Monument de Gretz
192,StopPoint:48:5196,003003011:11,16307,Gare d'Ozoir,Monument de Gretz,StopPoint:Node:6195913752,Stigo,003003011:11,16307,Gare d'Ozoir,Monument de Gretz
195,StopPoint:48:5197,003003011:11,16308,Gare de Tournan en Brie (côté Gretz),Ombrages Parc,StopPoint:Node:4332490102,Stigo,003003011:11,16308,Gare de Tournan-en-Brie (Côté Gretz),Ombrages - Parc
197,StopPoint:48:5198,003003011:11,16309,Gare d'Ozoir,Ombrages Parc,StopPoint:Node:6195913747,Stigo,003003011:11,16309,Gare d'Ozoir,Ombrages - Parc
202,StopPoint:48:5207,003003011:11,16315,Gare de Tournan en Brie (côté Gretz),Singe Vert,StopPoint:Node:6195913760,Stigo,003003011:11,16315,Gare de Tournan-en-Brie (Côté Gretz),Singe Vert
205,StopPoint:48:5208,003003011:11,16316,Gare d'Ozoir,Singe Vert,StopPoint:Node:6195913751,Stigo,003003011:11,16316,Gare d'Ozoir,Singe Vert
209,StopPoint:48:5210,003003011:11,16317,Gare de Tournan en Brie (côté Gretz),Gare de Gretz,StopPoint:Node:6195913759,Stigo,003003011:11,16317,Gare de Tournan-en-Brie (Côté Gretz),Gare de Gretz
210,StopPoint:48:5210,003003011:11,16317,Gare d'Ozoir,Gare de Gretz,StopPoint:Node:6195913759,Stigo,003003011:11,16317,Gare d'Ozoir,Gare de Gretz
215,StopPoint:48:5217,003003011:11,6326,Gare de Tournan en Brie (côté Gretz),Victor Hugo,StopPoint:Node:2483750144,Stigo,003003011:11,6326,Gare de Tournan-en-Brie (Côté Gretz),Victor Hugo
218,StopPoint:48:5218,003003011:11,16321,Gare d'Ozoir,Victor Hugo,StopPoint:Node:2483750147,Stigo,003003011:11,16321,Gare d'Ozoir,Victor Hugo
222,StopPoint:48:5381,003003011:11,16453,Gare d'Ozoir,Einstein,StopPoint:Node:6195913746,Stigo,003003011:11,16453,Gare d'Ozoir,Einstein
223,StopPoint:48:5381,003003011:11,16453,Gare d'Ozoir,Einstein,StopPoint:Node:1375042528,Stigo,003003011:11,16453,Gare d'Ozoir,Robert Schuman
224,StopPoint:48:5441,003003011:11,16453,Gare d'Ozoir,Robert Schuman,StopPoint:Node:6195913746,Stigo,003003011:11,16453,Gare d'Ozoir,Einstein
225,StopPoint:48:5441,003003011:11,16453,Gare d'Ozoir,Robert Schuman,StopPoint:Node:1375042528,Stigo,003003011:11,16453,Gare d'Ozoir,Robert Schuman
226,StopPoint:48:5442,003003011:11,16454,Gare de Tournan en Brie (côté Gretz),Robert Schuman,StopPoint:Node:1375042532,Stigo,003003011:11,16454,Gare de Tournan-en-Brie (Côté Gretz),Robert Schuman
227,StopPoint:48:5737,003003011:11,426349,Gare d'Ozoir,Belle Croix,StopPoint:Node:5392631648,Stigo,003003011:11,426349,Gare d'Ozoir,Belle Croix
228,StopPoint:48:5738,003003011:11,426350,Gare de Tournan en Brie (côté Gretz),Belle Croix,StopPoint:Node:5392632082,Stigo,003003011:11,426350,Gare de Tournan-en-Brie (Côté Gretz),Belle Croix
229,StopPoint:48:5741,003003011:11,426346,Gare d'Ozoir,Haras Campus St Thèrèse,StopPoint:Node:5392632079,Stigo,003003011:11,426346,Gare d'Ozoir,Campus Saint-Thèrèse
231,StopPoint:48:7357,003003011:11,426282,Gare de Tournan en Brie (côté Gretz),Alfred de Vigny,StopPoint:Node:6195913761,Stigo,003003011:11,426282,Gare de Tournan-en-Brie (Côté Gretz),Alfred de Vigny
233,StopPoint:48:7358,003003011:11,21886,Gare d'Ozoir,Alfred de Vigny,StopPoint:Node:6195913750,Stigo,003003011:11,21886,Gare d'Ozoir,Alfred de Vigny
236,StopPoint:48:5250,003003018:18,16341,Gare de Torcy,Gare de Torcy,StopPoint:Node:2401892010,Stigo,003003018:18,16341,Gare de Tournan,Torcy RER
240,StopPoint:48:5001,003003023:23,5998,Lycée Clément Ader,Grands Saules,StopPoint:Node:5766852618,Yerres,003003023:23,5998,Lycée Clément Ader,Grands Saules
241,StopPoint:48:5002,003003023:23,5997,Grands Saules,Grands Saules,StopPoint:Node:5764786705,Yerres,003003023:23,5997,Grands Saules,Grands Saules
242,StopPoint:48:5005,003003023:23,6030,Lycée Clément Ader,Grille du Château,StopPoint:Node:5764392940,Yerres,003003023:23,6030,Lycée Clément Ader,Grille du Château
243,StopPoint:48:5006,003003023:23,6031,Grands Saules,Grille du Château,StopPoint:Node:3668993774,Yerres,003003023:23,6031,Grands Saules,Grille du Château
244,StopPoint:48:5010,003003023:23,16196,Grands Saules,Gare de Tournan en Brie (côté Gretz),StopPoint:Node:5225302383,Yerres,003003023:23,16196,Grands Saules,Tournan RER (côté Gretz)
