,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_dest_name,gtfs_stop_name,osm_stop_id,gtfs_agency_name,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_osm:ref:FR:STIF,osm_destination,osm_name
23495,StopPoint:29:2025,065487100:Tzen1,3820,LIEUSAINT  MOISSY GARE RER,GUSTAVE COURBET,StopPoint:Node:4862442490,Sénart-Bus,065487100:Tzen1,3820,Lieusaint - Moissy Gare RER,Zola - Courbet
23497,StopPoint:29:2026,065487100:Tzen1,33541,CORBEIL ESSONNES GARE RER,CORBEIL ESSONNES GARE RER,StopPoint:Node:2976056787,Sénart-Bus,065487100:Tzen1,33541,Corbeil-Essonnes Gare RER,Corbeil-Essonnes - Gare RER
23538,StopPoint:29:10,065487110:53,32993,LIEUSAINT  MOISSY GARE RER,MONUMENT AUX MORTS,StopPoint:Node:2874398914,Sénart-Bus,065487110:53,32993,Lieusaint - Moissy Gare RER,Monument aux Morts
23539,StopPoint:29:34,065487110:53,33014,LIEUSAINT  MOISSY GARE RER,PABLO PICASSO,StopPoint:Node:1465113110,Sénart-Bus,065487110:53,33014,Lieusaint - Moissy Gare RER,Pablo Picasso
23540,StopPoint:29:35,065487110:53,33015,COMBS LA VILLE-QUINCY GARE RER,PABLO PICASSO,StopPoint:Node:1465113151,Sénart-Bus,065487110:53,33015,Combs-la-Ville - Quincy Gare RER,Pablo Picasso
23541,StopPoint:29:4,065487110:53,32987,LIEUSAINT  MOISSY GARE RER,COMBS LA VILLE-QUINCY GARE RER,StopPoint:Node:2874052947,Sénart-Bus,065487110:53,32987,Lieusaint - Moissy Gare RER,Combs-la-Ville - Quincy Gare RER
23542,StopPoint:29:46,065487110:53,33026,LIEUSAINT  MOISSY GARE RER,PALOISEL,StopPoint:Node:1466764283,Sénart-Bus,065487110:53,33026,Lieusaint - Moissy Gare RER,Paloisel
23543,StopPoint:29:48,065487110:53,33028,COMBS LA VILLE-QUINCY GARE RER,PALOISEL,StopPoint:Node:2874052983,Sénart-Bus,065487110:53,33028,Combs-la-Ville - Quincy Gare RER,Paloisel
23544,StopPoint:29:49,065487110:53,33029,COMBS LA VILLE-QUINCY GARE RER,JULES FERRY,StopPoint:Node:2874398917,Sénart-Bus,065487110:53,33029,Combs-la-Ville - Quincy Gare RER,Jules Ferry
23545,StopPoint:29:50,065487110:53,33030,COMBS LA VILLE-QUINCY GARE RER,BRANDONS,StopPoint:Node:2874398915,Sénart-Bus,065487110:53,33030,Combs-la-Ville - Quincy Gare RER,Brandons
23546,StopPoint:29:54,065487110:53,33034,LIEUSAINT  MOISSY GARE RER,ORMEAU  REAUMUR,StopPoint:Node:4331187085,Sénart-Bus,065487110:53,33034,Lieusaint - Moissy Gare RER,Ormeau Réaumur
23547,StopPoint:29:55,065487110:53,33035,COMBS LA VILLE-QUINCY GARE RER,ORMEAU  REAUMUR,StopPoint:Node:4331187086,Sénart-Bus,065487110:53,33035,Combs-la-Ville - Quincy Gare RER,Ormeau Réaumur
23548,StopPoint:29:56,065487110:53,33036,LIEUSAINT  MOISSY GARE RER,ORMEAU  MONGE,StopPoint:Node:2874052984,Sénart-Bus,065487110:53,33036,Lieusaint - Moissy Gare RER,Ormeau Monge
23549,StopPoint:29:57,065487110:53,33037,COMBS LA VILLE-QUINCY GARE RER,ORMEAU  MONGE,StopPoint:Node:2874052985,Sénart-Bus,065487110:53,33037,Combs-la-Ville - Quincy Gare RER,Ormeau Monge
23550,StopPoint:29:58,065487110:53,33038,LIEUSAINT  MOISSY GARE RER,ORMEAU SALLE DES FETES,StopPoint:Node:2874052986,Sénart-Bus,065487110:53,33038,Lieusaint - Moissy Gare RER,Ormeau Salle des Fêtes
23551,StopPoint:29:581,065487110:53,33459,COMBS LA VILLE-QUINCY GARE RER,LOUISE MICHEL,StopPoint:Node:2874398916,Sénart-Bus,065487110:53,33459,Combs-la-Ville - Quincy Gare RER,Louise Michel
23552,StopPoint:29:592,065487110:53,33469,COMBS LA VILLE-QUINCY GARE RER,ORMEAU SALLE DES FETES,StopPoint:Node:1470783247,Sénart-Bus,065487110:53,33469,Combs-la-Ville - Quincy Gare RER,Ormeau Salle des Fêtes
23553,StopPoint:29:6,065487110:53,32989,LIEUSAINT  MOISSY GARE RER,MARCHE,StopPoint:Node:2872683955,Sénart-Bus,065487110:53,32989,Lieusaint - Moissy Gare RER,Marché
23554,StopPoint:29:666,065487110:53,418871,LIEUSAINT  MOISSY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901231,Sénart-Bus,065487110:53,418871,Lieusaint - Moissy Gare RER,Écopôle Rio
23555,StopPoint:29:667,065487110:53,418868,COMBS LA VILLE-QUINCY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901232,Sénart-Bus,065487110:53,418868,Combs-la-Ville - Quincy Gare RER,Écopôle Rio
23556,StopPoint:29:7,065487110:53,32990,COMBS LA VILLE-QUINCY GARE RER,MARCHE,StopPoint:Node:2872683956,Sénart-Bus,065487110:53,32990,Combs-la-Ville - Quincy Gare RER,Marché
23558,StopPoint:29:73,065487110:53,33051,COMBS LA VILLE-QUINCY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2874053119,Sénart-Bus,065487110:53,33051,Combs-la-Ville - Quincy Gare RER,Lieusaint - Moissy Gare RER
23559,StopPoint:29:8006,065487110:53,33051,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2874053119,Sénart-Bus,065487110:53,33051,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23561,StopPoint:29:8,065487110:53,32991,LIEUSAINT  MOISSY GARE RER,PLACE DE L AN 2000,StopPoint:Node:2874398912,Sénart-Bus,065487110:53,32991,Lieusaint - Moissy Gare RER,Place de l'an 2000
23562,StopPoint:29:8005,065487110:53,33544,COMBS LA VILLE-QUINCY GARE RER,COMBS LA VILLE-QUINCY GARE RER,StopPoint:Node:5412762299,Sénart-Bus,065487110:53,33544,Combs-la-Ville - Quincy Gare RER,Combs-la-Ville - Quincy Gare RER
23563,StopPoint:29:9,065487110:53,32992,COMBS LA VILLE-QUINCY GARE RER,PLACE DE L AN 2000,StopPoint:Node:2874398911,Sénart-Bus,065487110:53,32992,Combs-la-Ville - Quincy Gare RER,Place de l'an 2000
23609,StopPoint:29:70,065487123:22,33049,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199158,Sénart-Bus,065487123:22,33049,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23611,StopPoint:29:8013,065487123:22,33049,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199158,Sénart-Bus,065487123:22,33049,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23613,StopPoint:29:162,065487126:25,33130,LIEUSAINT  MOISSY GARE RER,CHATEAU D EAU B. DELESSERT,StopPoint:Node:4853616756,Sénart-Bus,065487126:25,33130,Lieusaint - Moissy Gare RER,Château d'Eau B. Delessert
23614,StopPoint:29:164,065487126:25,33132,LIEUSAINT  MOISSY GARE RER,CHATEAU D'EAU B. PASCAL,StopPoint:Node:4323223252,Sénart-Bus,065487126:25,33132,Lieusaint - Moissy Gare RER,Château d'Eau B. Pascal
23615,StopPoint:29:580,065487126:25,33458,LIEUSAINT  MOISSY GARE RER,CHATEAU D'EAU C. BERNARD,StopPoint:Node:4853616754,Sénart-Bus,065487126:25,33458,Lieusaint - Moissy Gare RER,Château d'Eau C. Bernard
23616,StopPoint:29:668,065487126:25,420215,LIEUSAINT  MOISSY GARE RER,LEVANT M. BRES,StopPoint:Node:4853616752,Sénart-Bus,065487126:25,420215,Lieusaint - Moissy Gare RER,Levant M. Brès
23617,StopPoint:29:669,065487126:25,420212,LIEUSAINT  MOISSY GARE RER,LEVANT M. PEREY,StopPoint:Node:4853616750,Sénart-Bus,065487126:25,420212,Lieusaint - Moissy Gare RER,Levant M. Perey
23618,StopPoint:29:74,065487126:25,33052,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199154,Sénart-Bus,065487126:25,33052,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23619,StopPoint:29:74,065487126:25,33052,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199154,Sénart-Bus,065487126:25,33052,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23620,StopPoint:29:107,065487127:24,33083,LIEUSAINT  MOISSY GARE RER,LE PETIT PRINCE,StopPoint:Node:674909218,Sénart-Bus,065487127:24,33083,Lieusaint - Moissy Gare RER,Le Petit Prince
23621,StopPoint:29:108,065487127:24,33084,LIEUSAINT  MOISSY GARE RER,SAULE DE LA CHASSE,StopPoint:Node:674919998,Sénart-Bus,065487127:24,33084,Lieusaint - Moissy Gare RER,Saule de la Chasse
23622,StopPoint:29:109,065487127:24,33085,LIEUSAINT  MOISSY GARE RER,IQBAL MASIH,StopPoint:Node:674920107,Sénart-Bus,065487127:24,33085,Lieusaint - Moissy Gare RER,Iqbal Masih
23623,StopPoint:29:557,065487127:24,33439,LIEUSAINT  MOISSY GARE RER,JARDINS DE LA MERIDIENNE,StopPoint:Node:674919680,Sénart-Bus,065487127:24,33439,Lieusaint - Moissy Gare RER,Jardins de la Méridienne
23624,StopPoint:29:558,065487127:24,33440,LIEUSAINT  MOISSY GARE RER,JARDINS DE LA MERIDIENNE,StopPoint:Node:674900055,Sénart-Bus,065487127:24,33440,Lieusaint - Moissy Gare RER,Jardins de la Méridienne
23625,StopPoint:29:634,065487127:24,33504,LIEUSAINT  MOISSY GARE RER,OLYMPE DE GOUGES,StopPoint:Node:674919550,Sénart-Bus,065487127:24,33504,Lieusaint - Moissy Gare RER,Olympe de Gouges
23626,StopPoint:29:635,065487127:24,33505,LIEUSAINT  MOISSY GARE RER,OLYMPE DE GOUGES,StopPoint:Node:674919297,Sénart-Bus,065487127:24,33505,Lieusaint - Moissy Gare RER,Olympe de Gouges
23627,StopPoint:29:73,065487127:24,33051,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2869847209,Sénart-Bus,065487127:24,33051,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23628,StopPoint:29:73,065487127:24,33051,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2869847209,Sénart-Bus,065487127:24,33051,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23629,StopPoint:29:8006,065487127:24,33051,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2869847209,Sénart-Bus,065487127:24,33051,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23630,StopPoint:29:8006,065487127:24,33051,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2869847209,Sénart-Bus,065487127:24,33051,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23631,StopPoint:29:91,065487127:24,33067,LIEUSAINT  MOISSY GARE RER,COLLEGE DE LA PYRAMIDE,StopPoint:Node:674920058,Sénart-Bus,065487127:24,33067,Lieusaint - Moissy Gare RER,Collège de la Pyramide
23632,StopPoint:29:564,065487128:26,33445,LIEUSAINT  MOISSY GARE RER,MANNET,StopPoint:Node:4325372381,Sénart-Bus,065487128:26,33445,Lieusaint - Moissy Gare RER,Chanteloup Manet
23633,StopPoint:29:615,065487128:26,33485,LIEUSAINT  MOISSY GARE RER,MATISSE,StopPoint:Node:4853616761,Sénart-Bus,065487128:26,33485,Lieusaint - Moissy Gare RER,Chanteloup Matisse
23634,StopPoint:29:616,065487128:26,33486,LIEUSAINT  MOISSY GARE RER,CEZANNE,StopPoint:Node:4853616759,Sénart-Bus,065487128:26,33486,Lieusaint - Moissy Gare RER,Chanteloup Cézanne
23635,StopPoint:29:666,065487128:26,418871,LIEUSAINT  MOISSY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901231,Sénart-Bus,065487128:26,418871,Lieusaint - Moissy Gare RER,Écopôle Rio
23636,StopPoint:29:667,065487128:26,418868,LIEUSAINT  MOISSY GARE RER,ECOPOLE RIO,StopPoint:Node:3544901232,Sénart-Bus,065487128:26,418868,Lieusaint - Moissy Gare RER,Écopôle Rio
23637,StopPoint:29:68,065487128:26,33047,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199157,Sénart-Bus,065487128:26,33047,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23638,StopPoint:29:68,065487128:26,33047,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199157,Sénart-Bus,065487128:26,33047,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23639,StopPoint:29:8017,065487128:26,33047,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199157,Sénart-Bus,065487128:26,33047,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23640,StopPoint:29:8017,065487128:26,33047,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:4814199157,Sénart-Bus,065487128:26,33047,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23641,StopPoint:29:146,065487129:23,33114,LIEUSAINT  MOISSY GARE RER,COLLEGE LA BOETIE,StopPoint:Node:4320209478,Sénart-Bus,065487129:23,33114,Lieusaint - Moissy Gare RER,Collège La Boëtie
23642,StopPoint:29:147,065487129:23,33115,LIEUSAINT  MOISSY GARE RER,ROUGET DE LISLE,StopPoint:Node:2869854013,Sénart-Bus,065487129:23,33115,Lieusaint - Moissy Gare RER,Rouget de Lisle
23643,StopPoint:29:148,065487129:23,33116,LIEUSAINT  MOISSY GARE RER,CONDORCET,StopPoint:Node:2916514606,Sénart-Bus,065487129:23,33116,Lieusaint - Moissy Gare RER,Condorcet
23644,StopPoint:29:149,065487129:23,33117,LIEUSAINT  MOISSY GARE RER,JEU DE PAUME,StopPoint:Node:4326763075,Sénart-Bus,065487129:23,33117,Lieusaint - Moissy Gare RER,Jeu de Paume
23645,StopPoint:29:150,065487129:23,33118,LIEUSAINT  MOISSY GARE RER,LA CONSTITUTION,StopPoint:Node:2869851757,Sénart-Bus,065487129:23,33118,Lieusaint - Moissy Gare RER,La Constitution
23646,StopPoint:29:151,065487129:23,33119,LIEUSAINT  MOISSY GARE RER,PARC OMNISPORTS,StopPoint:Node:4331113535,Sénart-Bus,065487129:23,33119,Lieusaint - Moissy Gare RER,Parc Omnisports
23647,StopPoint:29:152,065487129:23,33120,LIEUSAINT  MOISSY GARE RER,NAPLES,StopPoint:Node:2239844014,Sénart-Bus,065487129:23,33120,Lieusaint - Moissy Gare RER,Naples
23648,StopPoint:29:154,065487129:23,33122,LIEUSAINT  MOISSY GARE RER,BUSTENI,StopPoint:Node:4331192372,Sénart-Bus,065487129:23,33122,Lieusaint - Moissy Gare RER,Busteni
23649,StopPoint:29:560,065487129:23,33442,LIEUSAINT  MOISSY GARE RER,ATHENES,StopPoint:Node:2560756328,Sénart-Bus,065487129:23,33442,Lieusaint - Moissy Gare RER,Athènes
23650,StopPoint:29:578,065487129:23,33456,LIEUSAINT  MOISSY GARE RER,ROSSO,StopPoint:Node:4811719308,Sénart-Bus,065487129:23,33456,Lieusaint - Moissy Gare RER,Rosso
23651,StopPoint:29:71,065487129:23,33050,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2869845749,Sénart-Bus,065487129:23,33050,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23652,StopPoint:29:71,065487129:23,33050,LIEUSAINT  MOISSY GARE RER,LIEUSAINT  MOISSY GARE RER,StopPoint:Node:2869845749,Sénart-Bus,065487129:23,33050,Lieusaint - Moissy Gare RER,Lieusaint - Moissy Gare RER
23653,StopPoint:29:8016,065487131:32,33547,SAVIGNY  NANDY GARE RER,SAVIGNY  NANDY GARE RER,StopPoint:Node:5432096067,Sénart-Bus,065487131:32,33547,Savigny - Nandy Gare RER,Savigny - Nandy Gare RER
23654,StopPoint:29:591,065487132:31,33468,POINT DE VUE,CESSON GARE RER,StopPoint:Node:2697589364,Sénart-Bus,065487132:31,33468,Point de Vue (Lieusaint),Cesson Gare RER
23657,StopPoint:29:591,065487132:31,33468,CESSON GARE RER,CESSON GARE RER,StopPoint:Node:2697589364,Sénart-Bus,065487132:31,33468,Cesson Gare RER,Cesson Gare RER
23658,StopPoint:29:8016,065487132:31,33547,POINT DE VUE,SAVIGNY  NANDY GARE RER,StopPoint:Node:5432096067,Sénart-Bus,065487132:31,33547,Point de Vue (Lieusaint),Savigny - Nandy Gare RER
23661,StopPoint:29:8016,065487132:31,33547,CESSON GARE RER,SAVIGNY  NANDY GARE RER,StopPoint:Node:5432096067,Sénart-Bus,065487132:31,33547,Cesson Gare RER,Savigny - Nandy Gare RER
23662,StopPoint:29:179,065487132:CPSF,33144,CENTRE PENITENTIAIRE,SAVIGNY  NANDY GARE RER,StopPoint:Node:2697744332,Sénart-Bus,065487132:CPSF,33144,Centre Pénitentiaire,Savigny - Nandy Gare RER
23663,StopPoint:29:648,065487132:CPSF,33518,SAVIGNY  NANDY GARE RER,CENTRE PENITENTIAIRE,StopPoint:Node:4328340614,Sénart-Bus,065487132:CPSF,33518,Savigny Nandy Gare RER,Centre Pénitentiaire
23665,StopPoint:29:653,065487132:CPSF,41610,CENTRE PENITENTIAIRE,Z.I. SAVIGNY INDUSTRIE,StopPoint:Node:5775491119,Sénart-Bus,065487132:CPSF,41610,Centre Pénitentiaire,ZI Savigny Industrie
23666,StopPoint:29:654,065487132:CPSF,41611,SAVIGNY  NANDY GARE RER,Z.I. SAVIGNY INDUSTRIE,StopPoint:Node:5775491115,Sénart-Bus,065487132:CPSF,41611,Savigny Nandy Gare RER,ZI Savigny Industrie
23667,StopPoint:29:8016,065487132:CPSF,33547,SAVIGNY  NANDY GARE RER,SAVIGNY  NANDY GARE RER,StopPoint:Node:5432096067,Sénart-Bus,065487132:CPSF,33547,Savigny Nandy Gare RER,Savigny - Nandy Gare RER
23669,StopPoint:29:9041,065487132:CPSF,427569,CENTRE PENITENTIAIRE,CENTRE PENITENTIAIRE,StopPoint:Node:4328340614,Sénart-Bus,065487132:CPSF,427569,Centre Pénitentiaire,Centre Pénitentiaire
23670,StopPoint:27:114,066066020:A,30889,C.Cial Rubelles,Fabien,StopPoint:Node:2705577593,MELIBUS,066066020:A,30889,Centre Commercial Rubelles,Fabien
23672,StopPoint:27:122,066066020:A,30896,GRANDS CEDRES,Foch,StopPoint:Node:2349957135,MELIBUS,066066020:A,30896,Grands Cèdres,Maréchal Foch
23673,StopPoint:27:123,066066020:A,30897,C.Cial Rubelles,Foch,StopPoint:Node:1580149357,MELIBUS,066066020:A,30897,Centre Commercial Rubelles,Maréchal Foch
23675,StopPoint:27:124,066066020:A,30898,GRANDS CEDRES,Jean de la Fontaine,StopPoint:Node:2702358343,MELIBUS,066066020:A,30898,Grands Cèdres,Jean de la Fontaine
23676,StopPoint:27:125,066066020:A,30899,C.Cial Rubelles,Jean de la Fontaine,StopPoint:Node:2702358344,MELIBUS,066066020:A,30899,Centre Commercial Rubelles,Jean de la Fontaine
23677,StopPoint:27:129,066066020:A,30903,C.Cial Rubelles,Gambetta,StopPoint:Node:5899305415,MELIBUS,066066020:A,30903,Centre Commercial Rubelles,Gambetta
23679,StopPoint:27:153,066066020:A,30918,GRANDS CEDRES,Mairie,StopPoint:Node:2702345638,MELIBUS,066066020:A,30918,Grands Cèdres,Mairie
23681,StopPoint:27:157,066066020:A,30922,GRANDS CEDRES,Jean Jaures,StopPoint:Node:2702341219,MELIBUS,066066020:A,30922,Grands Cèdres,Jean Jaurès
23683,StopPoint:27:167,066066020:A,30931,GRANDS CEDRES,Justice,StopPoint:Node:2163378489,MELIBUS,066066020:A,30931,Grands Cèdres,Justice
23684,StopPoint:27:168,066066020:A,30932,C.Cial Rubelles,Justice,StopPoint:Node:2163378491,MELIBUS,066066020:A,30932,Centre Commercial Rubelles,Justice
23686,StopPoint:27:172,066066020:A,30936,GRANDS CEDRES,Lavoisier,StopPoint:Node:6216077666,MELIBUS,066066020:A,30936,Grands Cèdres,Lavoisier
23687,StopPoint:27:173,066066020:A,30937,C.Cial Rubelles,Lavoisier,StopPoint:Node:6216077619,MELIBUS,066066020:A,30937,Centre Commercial Rubelles,Lavoisier
23689,StopPoint:27:175,066066020:A,30939,GRANDS CEDRES,Liberte,StopPoint:Node:2702358347,MELIBUS,066066020:A,30939,Grands Cèdres,Liberté
23690,StopPoint:27:176,066066020:A,30940,C.Cial Rubelles,Liberte,StopPoint:Node:6216077635,MELIBUS,066066020:A,30940,Centre Commercial Rubelles,Liberté
23692,StopPoint:27:193,066066020:A,30956,GRANDS CEDRES,Marche Couvert,StopPoint:Node:1840496009,MELIBUS,066066020:A,30956,Grands Cèdres,Marché Couvert
23694,StopPoint:27:198,066066020:A,30961,GRANDS CEDRES,Avenue de Meaux,StopPoint:Node:5899283657,MELIBUS,066066020:A,30961,Grands Cèdres,Avenue de Meaux
23695,StopPoint:27:22,066066020:A,30806,C.Cial Rubelles,Auvert,StopPoint:Node:2705577580,MELIBUS,066066020:A,30806,Centre Commercial Rubelles,Auvert
23696,StopPoint:27:223,066066020:A,30984,C.Cial Rubelles,Notre Dame,StopPoint:Node:1579684924,MELIBUS,066066020:A,30984,Centre Commercial Rubelles,Notre-Dame
23698,StopPoint:27:228,066066020:A,9837,GRANDS CEDRES,Porte de Paris,StopPoint:Node:5927322887,MELIBUS,066066020:A,9837,Grands Cèdres,Victor Hugo - Porte de Paris
23699,StopPoint:27:231,066066020:A,30990,C.Cial Rubelles,Lucien Boutet,StopPoint:Node:1835800305,MELIBUS,066066020:A,30990,Centre Commercial Rubelles,Lucien Boutet
23701,StopPoint:27:24,066066020:A,30808,GRANDS CEDRES,Barthou,StopPoint:Node:2702358345,MELIBUS,066066020:A,30808,Grands Cèdres,Barthou
23702,StopPoint:27:246,066066020:A,31002,C.Cial Rubelles,Politzer,StopPoint:Node:2705577586,MELIBUS,066066020:A,31002,Centre Commercial Rubelles,Politzer
23703,StopPoint:27:25,066066020:A,30809,C.Cial Rubelles,Barthou,StopPoint:Node:2702358346,MELIBUS,066066020:A,30809,Centre Commercial Rubelles,Barthou
23705,StopPoint:27:251,066066020:A,30355,GRANDS CEDRES,Praslin Université,StopPoint:Node:1579685131,MELIBUS,066066020:A,30355,Grands Cèdres,Praslin Université
23706,StopPoint:27:261,066066020:A,31012,C.Cial Rubelles,Place Chapu,StopPoint:Node:1819592203,MELIBUS,066066020:A,31012,Centre Commercial Rubelles,Place Chapu
23708,StopPoint:27:262,066066020:A,31013,GRANDS CEDRES,Quai Rossignol,StopPoint:Node:1579683977,MELIBUS,066066020:A,31013,Grands Cèdres,Quai Rossignol
23710,StopPoint:27:267,066066020:A,31018,GRANDS CEDRES,Rue des Mezereaux,StopPoint:Node:2702321537,MELIBUS,066066020:A,31018,Grands Cèdres,Rue des Mézereaux
23711,StopPoint:27:283,066066020:A,31031,C.Cial Rubelles,Gare Thiers,StopPoint:Node:2679292805,MELIBUS,066066020:A,31031,Centre Commercial Rubelles,Gare Thiers
23713,StopPoint:27:287,066066020:A,31034,GRANDS CEDRES,U.R.S.S.A.F,StopPoint:Node:2702321535,MELIBUS,066066020:A,31034,Grands Cèdres,U.R.S.S.A.F.
23714,StopPoint:27:295,066066020:A,31042,C.Cial Rubelles,Vernin,StopPoint:Node:2702358356,MELIBUS,066066020:A,31042,Centre Commercial Rubelles,Vernin
23715,StopPoint:27:299,066066020:A,31046,GRANDS CEDRES,Vosves Ecole,StopPoint:Node:2702366126,MELIBUS,066066020:A,31046,Grands Cèdres,Vosves École
23718,StopPoint:27:299,066066020:A,31046,C.Cial Rubelles,Vosves Ecole,StopPoint:Node:2702366126,MELIBUS,066066020:A,31046,Centre Commercial Rubelles,Vosves École
23719,StopPoint:27:30,066066020:A,30814,C.Cial Rubelles,Berthelot,StopPoint:Node:2997279595,MELIBUS,066066020:A,30814,Centre Commercial Rubelles,Berthelot
23720,StopPoint:27:305,066066020:A,31050,GRANDS CEDRES,Fernand Léger,StopPoint:Node:2702358358,MELIBUS,066066020:A,31050,Grands Cèdres,Fernand Léger
23723,StopPoint:27:305,066066020:A,31050,C.Cial Rubelles,Fernand Léger,StopPoint:Node:2702358358,MELIBUS,066066020:A,31050,Centre Commercial Rubelles,Fernand Léger
23725,StopPoint:27:306,066066020:A,31051,GRANDS CEDRES,Henri Wallon,StopPoint:Node:2702341224,MELIBUS,066066020:A,31051,Grands Cèdres,Henri Wallon
23727,StopPoint:27:36,066066020:A,30819,GRANDS CEDRES,Chateau Bouillants,StopPoint:Node:2702345639,MELIBUS,066066020:A,30819,Grands Cèdres,Bouillants
23728,StopPoint:27:398,066066020:A,31110,C.Cial Rubelles,Gare Routiere Mail,StopPoint:Node:1518649158,MELIBUS,066066020:A,31110,Centre Commercial Rubelles,Gare Routière Mail
23729,StopPoint:27:47,066066020:A,30830,C.Cial Rubelles,Carnot,StopPoint:Node:2997279594,MELIBUS,066066020:A,30830,Centre Commercial Rubelles,Carnot
23731,StopPoint:27:48,066066020:A,30831,GRANDS CEDRES,Rene Cassin,StopPoint:Node:2702321534,MELIBUS,066066020:A,30831,Grands Cèdres,René Cassin
23733,StopPoint:27:485,066066020:A,31157,GRANDS CEDRES,Gare Thiers,StopPoint:Node:2679292802,MELIBUS,066066020:A,31157,Grands Cèdres,Gare Thiers
23734,StopPoint:27:488,066066020:A,31159,GRANDS CEDRES,Vernin,StopPoint:Node:2702358355,MELIBUS,066066020:A,31159,Grands Cèdres,Vernin
23735,StopPoint:27:49,066066020:A,30832,C.Cial Rubelles,Rene Cassin,StopPoint:Node:2702321533,MELIBUS,066066020:A,30832,Centre Commercial Rubelles,René Cassin
23737,StopPoint:27:491,066066020:A,31162,GRANDS CEDRES,Politzer,StopPoint:Node:2702341230,MELIBUS,066066020:A,31162,Grands Cèdres,Politzer
23739,StopPoint:27:518,066066020:A,31182,GRANDS CEDRES,H.BERLIOZ,StopPoint:Node:2702341233,MELIBUS,066066020:A,31182,Grands Cèdres,Hector Berlioz
23742,StopPoint:27:520,066066020:A,9243,GRANDS CEDRES,C.Cial Rubelles,StopPoint:Node:2702321536,MELIBUS,066066020:A,9243,Grands Cèdres,Centre Commercial Rubelles
23745,StopPoint:27:520,066066020:A,9243,C.Cial Rubelles,C.Cial Rubelles,StopPoint:Node:2702321536,MELIBUS,066066020:A,9243,Centre Commercial Rubelles,Centre Commercial Rubelles
23747,StopPoint:27:53,066066020:A,30836,GRANDS CEDRES,C.Cial Mezereaux,StopPoint:Node:2702321538,MELIBUS,066066020:A,30836,Grands Cèdres,Centre Commercial des Mézereaux
23749,StopPoint:27:56,066066020:A,30839,GRANDS CEDRES,Meuniers,StopPoint:Node:1378068859,MELIBUS,066066020:A,30839,Grands Cèdres,Meuniers
23750,StopPoint:27:60,066066020:A,2252,C.Cial Rubelles,Chamlys,StopPoint:Node:6212717757,MELIBUS,066066020:A,2252,Centre Commercial Rubelles,Chamlys
23752,StopPoint:27:602,066066020:A,31186,GRANDS CEDRES,Thiers Pouillot,StopPoint:Node:2702321527,MELIBUS,066066020:A,31186,Grands Cèdres,Thiers - Pouillot
