ID_Line;ExternalCode_Line;Name_Line;ShortName_Line;TransportMode;TransportSubmode;OperatorRef;OperatorName;NetworkRef;NetworkName;ID_GroupOfLines;ShortName_GroupOfLines;Accessibility
C01480;212212017:17A;17A;17A;bus;localBus;212;TRANSDEV IDF CONFLANS;29;Conflans Achères;A01320;CONFLANS-STE-HONORINE (GARE DE FIN-D'OISE) - CONFLANS-STE-HONORINE (GARE DE FIN D'OISE);0
C02041;030595051:CitéValF;CitéVal Franconville;CitéVal F;bus;localBus;030;CARS LACROIX;43;LACROIX;A02258;CITEVAL Franconville;0
C00268;015015002:2;2;2;bus;regionalBus;015;CSO;31;CSO;A00250;CARRIERES-SOUS-POISSY (Poissy Gare Nord) - CARRIERES-SOUS-POISSY (Poissy Gare Nord);0
C00274;015015020:20;20;20;bus;localBus;015;CSO;31;CSO;A00257;MORAINVILLIERS - POISSY;0
C01673;055055021:DM21S;DM21 S;DM21 S;bus;;055;TRANSPORTS DANIEL MEYER;;;A00587;MORSANG-SUR-ORGE (LIBERATION) - SAVIGNY-SUR-ORGE;1
C01534;230410460:460;460;460;bus;localBus;230;SQYBUS;86;SQYBUS;A01373;MONTIGNY-LE-BRETONNEUX (St Qunentin SNCF) - GUYANCOURT - MAGNY-LES-HAMEAUX (ZA Bois des Roches);1
C01541;230410467:467;467;467;bus;regionalBus;230;SQYBUS;86;SQYBUS;A01379;MONTIGNY-LE-BRETONNEUX (SAINT QUENTIN GARE) - GUYANCOURT (JARDIN DES GOGOTTES);1
C01540;230410466:466;466;466;bus;localBus;230;SQYBUS;86;SQYBUS;A01378;MONTIGNY-LE-BRETONNEUX (St Quentin SNCF) - GUYANCOURT (Technocentre);1
C01532;230410419:419;419;419;bus;regionalBus;230;SQYBUS;86;SQYBUS;A01372;MAGNY-LES-HAMEAUX - MONTIGNY-LE-BRETONNEUX;1
C01330;100100513:BIEVRES;LA TRAVERSE BIEVRE MONTSOURIS;BIEVRES;bus;;100;RATP;68;RATP;A01201;513 (Traverse Bièvre - Montsouris);1
C01335;100100524:NAVETTE;LA NAVETTE;NAVETTE;bus;;100;RATP;68;RATP;A01214;524 (La Navette);1
C01356;100100577:RIVER;RIVER PLAZA;RIVER;bus;;100;RATP;68;RATP;A01223;577 (River Plaza);0
C00664;055055003:DM03;DM03;DM03;bus;;055;TRANSPORTS DANIEL MEYER;;;A00571;JUVISY-SUR-ORGE (GARE ROUTIERE) - VIRY-CHATILLON (VICTOR SCHOELCHER);1
C01354;100100574:TUC;TUC;TUC;bus;;100;RATP;68;RATP;A01222;574 (TUC);1
C01956;400400420:420;420;420;bus;;400;TICE;;;A02222;EPINAY-SUR-ORGE RER - GRIGNY CENTRE RER;1
C00066;006006001:20;20 Scolaire - Collège de la Guyonnerie;20;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00062;BURES-SUR-YVETTE (briand) - BURES-SUR-YVETTE (Guyonnerie);1
C00263;254177100:100;100;100;bus;expressBus;254;TRANSDEV IDF LYS;292;Express 100 Torcy-Créteil;A00241;CRETEIL (CRETEIL L ECHAT METRO) - TORCY (GARE TORCY RER A);0
C00061;005005015:501;501;501;bus;localBus;005;TRANSDEV IDF HOUDAN;176;Tam Limay;A00057;MANTES-LA-JOLIE (Gare SNCF) - MONTIGNY-LE-BRETONNEUX (Gare SNCF);0
C00068;006006003:3;3;3;bus;regionalBus;006;LES CARS D'ORSAY;48;Mobicaps;A00064;ORSAY (Gare) - BURES-SUR-YVETTE - LES ULIS (Centre Commercial);0
C00087;010010005:2;2;2;bus;regionalBus;010;CEAT;37;Génovébus;A00079;STE-GENEVIEVE-DES-BOIS (GARE RER) - STE-GENEVIEVE-DES-BOIS (L SAMPAIX);0
C00069;006006004:4;4;4;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00065;BURES-SUR-YVETTE (Gare) - LES ULIS (Centre Commercial);0
C00078;006006016:16;16;16;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A01714;IGNY (Gare RER) - SACLAY (Razel);0
C01889;210677015:DessertedelaCCBG;Desserte de la CCBG;Desserte de la CCBG;bus;demandAndResponseBus;210;CARS MOREAU;;;A02214;Desserte de la CCBG;0
C00364;021021400:501;501;501;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00332;EVRY (Notre-Dame de Sion) - DRAVEIL - MONTGERON - BRUNOY (Hautes Mardelles);0
C00367;021021503:LM3;LM3;LM3;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00333;MONTGERON (Lycée) - DRAVEIL - JUVISY-SUR-ORGE (Gare routière);0
C00372;021021150:18;18;18;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00336;DRAVEIL (BERGERIES ST HUBERT) - JUVISY-SUR-ORGE (SNCF);0
C00680;055055017:DM17B;DM17 B;DM17 B;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00584;EPINAY-SUR-ORGE (gare RER) - LA VILLE-DU-BOIS - NOZAY (CIT VILLARCEAUX);0
C00675;055055011:DM11A;DM11 A;DM11 A;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00579;MASSY (GARE RER) - STE-GENEVIEVE-DES-BOIS (Piscine);0
C00682;055055020:DM20;DM20;DM20;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00586;EGLY (Gare RER) - LA NORVILLE (Collège Camus);1
C00685;055055022:DM22;DM22;DM22;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00588;SAVIGNY-SUR-ORGE (gare RER) - GRIGNY (tuileries);0
C01142;100100113:113;113;113;bus;;100;RATP;68;RATP;A00997;113;0
C01147;100100118:118;118;118;bus;;100;RATP;68;RATP;A01002;118;1
C01086;100100043:43;43;43;bus;;100;RATP;68;RATP;A00940;43;1
C01092;100100054:54;54;54;bus;;100;RATP;68;RATP;A00946;54;1
C01267;100100292:292;292;292;bus;expressBus;100;RATP;68;RATP;A01127;292;0
C01227;100100213:213;213;213;bus;;100;RATP;68;RATP;A01085;213;0
C01231;100100217:217;217;217;bus;;100;RATP;68;RATP;A01088;217;1
C01237;100100238:238;238;238;bus;;100;RATP;68;RATP;A01094;238;1
C01238;100100239:239;239;239;bus;;100;RATP;68;RATP;A01095;239;1
C01241;100100249:249;249;249;bus;;100;RATP;68;RATP;A01099;249;1
C01249;100100261:261;261;261;bus;;100;RATP;68;RATP;A01108;261;1
C01252;100100269:269;269;269;bus;;100;RATP;68;RATP;A01112;269;0
C01260;100100281:281;281;281;bus;;100;RATP;68;RATP;A01120;281;1
C01234;100100234:234;234;234;bus;;100;RATP;68;RATP;A01091;234;1
C01165;100100139:139;139;139;bus;;100;RATP;68;RATP;A01020;139;1
C01169;100100144:144;144;144;bus;;100;RATP;68;RATP;A01024;144;1
C01185;100100163:163;163;163;bus;;100;RATP;68;RATP;A01042;163;1
C01186;100100164:164;164;164;bus;;100;RATP;68;RATP;A01043;164;1
C01195;100100174:174;174;174;bus;;100;RATP;68;RATP;A01053;174;1
C01197;100100176:176;176;176;bus;;100;RATP;68;RATP;A01055;176;1
C01159;100100131:131;131;131;bus;;100;RATP;68;RATP;A01014;131;0
C01170;100100145:145;145;145;bus;;100;RATP;68;RATP;A01025;145;1
C01181;100100158:158;158;158;bus;;100;RATP;68;RATP;A01037;158;1
C01070;100100008:40;Montmartrobus (40);40;bus;;100;RATP;;;A00923;Montmartrobus;0
C01306;100100366:366;366;366;bus;;100;RATP;68;RATP;A01165;366 (Colomb'bus);1
C01322;100100399:399;399;399;bus;;100;RATP;68;RATP;A01182;399;1
C01274;100100303:303;303;303;bus;;100;RATP;68;RATP;A01134;303;1
C01287;100100323:323;323;323;bus;;100;RATP;68;RATP;A01145;323;1
C01296;100100347:347;347;347;bus;;100;RATP;68;RATP;A01153;347;1
C01302;100100355:355;355;355;bus;;100;RATP;68;RATP;A01159;355;1
C01276;100100306:306;306;306;bus;;100;RATP;68;RATP;A01136;306;1
C01285;100100321:321;321;321;bus;;100;RATP;68;RATP;A01143;321;1
C01317;100100391:391;391;391;bus;;100;RATP;68;RATP;A01176;391;1
C01310;100100372:372;372;372;bus;;100;RATP;68;RATP;A01169;372;0
C01198;100100177:177;177;177;bus;;100;RATP;68;RATP;A01056;177;1
C01199;100100178:178;178;178;bus;;100;RATP;68;RATP;A01057;178;1
C01210;100100189:189;189;189;bus;;100;RATP;68;RATP;A01068;189;1
C01212;100100191:191;191;191;bus;;100;RATP;68;RATP;A01070;191;1
C01215;100100195:195;195;195;bus;;100;RATP;68;RATP;A01073;195;1
C01216;100100196:196;196;196;bus;;100;RATP;68;RATP;A01074;196;1
C01217;100100197:197;197;197;bus;;100;RATP;68;RATP;A01075;197;1
C01208;100100187:187;187;187;bus;;100;RATP;68;RATP;A01066;187;0
C01219;100100201:201;201;201;bus;;100;RATP;68;RATP;A01077;201;1
C01221;100100206:206;206;206;bus;;100;RATP;68;RATP;A01079;206;1
C00067;006006002:2;2 EXPRESS;2;bus;expressBus;006;LES CARS D'ORSAY;48;Mobicaps;A00063;MASSY (RER) - LES ULIS (Centre Commercial);0
C01876;030030046:30-46;30-46 Cormeilles-en-Parisis (Sud);30-46;bus;localBus;030;CARS LACROIX;59;Parisis;A01759;CORMEILLES-EN-PARISIS (gare) - CORMEILLES-EN-PARISIS (gare);0
C01651;006006019:S1;S1 Scolaire - Lycée Blaise Pascal;S1;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00069;PALAISEAU (RER LOZERE) - PALAISEAU (RER);0
C01875;030030048:30-48;30-48 Herblay;30-48;bus;localBus;030;CARS LACROIX;59;Parisis;A02164;HERBLAY (Gare) - HERBLAY (Jean-Baptiste Poquelin);1
C00701;056356012:I;I;I;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00606;BUC (Lycée Franco-Allemand) - VERSAILLES - VAUCRESSON - GARCHES (Gare S.N.C.F.);1
C00697;056356006:H;H;H;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00602;LA CELLE-ST-CLOUD (Gare S.N.C.F.) - LE CHESNAY - VERSAILLES (Gare Rive Gauche);1
C01393;100987752:N52;N52;N52;bus;nightBus;100;RATP;55;Noctilien;A01244;N52;1
C01402;100987761:N61;N61;N61;bus;nightBus;100;RATP;55;Noctilien;A01253;N61;1
C01408;100987769:N63;N63;N63;bus;nightBus;100;RATP;55;Noctilien;A01259;N63;1
C01413;100987775:N01;N01;N01;bus;nightBus;100;RATP;55;Noctilien;A01264;N01;1
C00667;055055006:DM06A;DM06 A;DM06 A;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00574;STE-GENEVIEVE-DES-BOIS (GARE RER) - VILLIERS-SUR-ORGE (La Seigneurie);0
C00663;055055002:DM02B;DM02 B;DM02 B;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00570;ST-MICHEL-SUR-ORGE (RER) - STE-GENEVIEVE-DES-BOIS (CROIX BLANCHE);0
C01626;400400413:413;413;413;bus;;400;TICE;94;TICE;A01476;RIS-ORANGIS (C,C, les Aunettes) - COURCOURONNES - BONDOUFLE (Coccinelles);1
C00203;014014022:22;22;22;bus;;014;CIF;25;CIF;A00183;VILLEPINTE (VERT GALANT RER) - LONGPERRIER (LYCEE CHARLES DE GAULLE);0
C00608;046195010:95-10;95-10;95-10;bus;;046;KVO;16;Busval d'Oise;A00518;GOUSSAINVILLE (gare RER) - LUZARCHES (La Halle);0
C00606;046146067:C;C;C;bus;;046;KVO;14;Bus Haut Val d'Oise;A00515;PERSAN (GARE) - CHAMPAGNE-SUR-OISE (BEAU SOLEIL);0
C00202;014014221:21;21;21;bus;;014;CIF;25;CIF;A00207;CLAYE-SOUILLY (MAIRIE ANNEXE) - VILLEPARISIS (Marché RER);0
C00715;056356030:W;W;W;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00623;VERSAILLES (Chantier) - VERSAILLES (Office Park);1
C01207;100100186:186;186;186;bus;;100;RATP;68;RATP;A01065;186;1
C01242;100100250:250;250;250;bus;;100;RATP;68;RATP;A01100;250;0
C02059;116295027:27;27;27;bus;demandAndResponseBus;116;KMR;35;Filéo;A02280;VILLIERS-LE-BEL - ROISSY (AEROVILLE);0
C02061;116295032:32;32;32;bus;demandAndResponseBus;116;KMR;35;Filéo;A02281;GOUSSAINVILLE - ROISSYPOLE (RER);0
C01666;056356316:GHP;GHP;GHP;bus;;056;KEOLIS VERSAILLES;65;Phébus;A00609;JOUY-EN-JOSAS (Gare de Jouy) - JOUY-EN-JOSAS (Campus H.E.C.);1
C01779;014014171:171;171;171;bus;;014;CIF;25;CIF;A00198;MITRY-MORY (GARE DE VILLEPARISIS) - MITRY-MORY (VILLEPARISIS MITRY LE NEUF RER);0
C01631;400400453:453;453;453;bus;;400;TICE;94;TICE;A01481;SOISY-SUR-SEINE (LES MEILLOTTES) - BONDOUFLE (IMPRIMERIE NATIONALE);1
C01630;400400419:419;419;419;bus;;400;TICE;94;TICE;A01480;RIS-ORANGIS (Gare du Val de Ris RER) - RIS-ORANGIS (Gare du Val de Ris RER);1
C01756;100100337:337;337;337;bus;;100;RATP;68;RATP;A01839;337;0
C02168;014014141:141;14.1;14.1;bus;;014;CIF;;;A02249;Baillon - Collège Blaise Pascal;0
C00009;003003003:03;03;03;bus;localBus;003;N4 MOBILITES;85;Sol'R;A00007;Presles en Brie (Villepatour PN) - Tournan en Brie (Collège Vermay/Lycée Clément Ader);0
C00960;067177067:67;EXPRESS 67;67;bus;expressBus;067;MARNE ET MORIN;63;Pays Fertois;A00825;LA FERTE-SOUS-JOUARRE (GARE ROUTIERE) - ROISSY-EN-FRANCE (ROISSY POLE RER);0
C00451;030030022:30-22;30-22;30-22;bus;localBus;030;CARS LACROIX;113;ValBus;A00393;SANNOIS (GARE DE CERNAY/COLLEGE JEAN MOULIN) - SANNOIS (RESIDENCE DU MOULIN);0
C01447;208258206:206;206;206;bus;localBus;208;INTERVAL;28;Comète;A01301;VILLECERF - MORET-SUR-LOING - VENEUX-LES-SABLONS - CHAMPAGNE-SUR-SEINE;0
C02249;244244001:EXPA14M;EXPRESS A14 MANTES;EXP A14 M;bus;;244;CTCOP;34;Express A14;A01396;MANTES-LA-JOLIE (Nouvel Hopital) - PUTEAUX (La défense);0
C01407;100987768:N22;N22;N22;bus;nightBus;100;RATP;55;Noctilien;A01258;N22;0
C02231;067067117:Ls;Ls;Ls;bus;;067;MARNE ET MORIN;62;Pays de Meaux;A00780;TRILBARDOU (PLACE DES TILLEULS) - ESBLY (GARE SNCF);0
C01848;800:R;R Bus;R Bus;bus;;800;SNCF;97;TRAIN;A01845;Gare de Lyon / Gare de Bercy - Montereau / Montargis / Laroche Migennes;0
C00604;046146063:E;E;E;bus;;046;KVO;14;Bus Haut Val d'Oise;A00511;MOURS (GRANDS CHAMPS) - BEAUMONT-SUR-OISE (LYCEE);0
C00571;044044004:42;42;42;bus;;044;STAVO;88;STAVO;A00481;LES CLAYES-SOUS-BOIS (AVRE) - VILLEPREUX (LYCEE);0
C00021;003003201:201;201 Clos La Vigne Ozoir;201;bus;regionalBus;003;N4 MOBILITES;752;Stigo;A00019;OZOIR-LA-FERRIERE - OZOIR-LA-FERRIERE;0
C00024;003003209:209;209;209;bus;localBus;003;N4 MOBILITES;85;Sol'R;A00022;TOURNAN-EN-BRIE - LES CHAPELLES-BOURBON;0
C00484;038038001:3801;3801;3801;bus;localBus;038;CARS ROSE;404;VALBUS;A00420;ERMONT (Gare) - DOMONT (Gare);0
C00610;050050023:23;23;23;bus;;050;TRANS VAL D'OISE;101;Trans Val d'Oise;A00520;ARNOUVILLE-LES-GONESSE (VILLIERS LE BEL RER) - VILLEPINTE (PARC DES EXPOSITIONS RER);0
C00616;050050036:36;36;36;bus;;050;TRANS VAL D'OISE;101;Trans Val d'Oise;A00524;ARNOUVILLE-LES-GONESSE (VILLIERS LE BEL RER) - GONESSE (ROND POINT DE BONNEUIL);0
C00612;050050024:24;24;24;bus;;050;TRANS VAL D'OISE;101;Trans Val d'Oise;A00521;ARNOUVILLE-LES-GONESSE (Villiers-le-Bel RER) - GONESSE - ARNOUVILLE-LES-GONESSE (Villiers-le-Bel RER);0
C00965;068068006:6806;68.06;68.06;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00830;MAUCHAMPS (EGLISE) - ST-CHERON (COLLEGE DU PONT DE BOIS);0
C01783;011011320:7;7;7;bus;;011;TRANSDEV IDF ECQUEVILLY;224;Express 19 Les Mureaux - Versailles;A00123;LES MUREAUX (GARE) - LES MUREAUX (MOLIERE);0
C00963;068068002:6802;68.02;68.02;bus;;068;ORMONT TRANSPORT;57;ORMONT TRANSPORT;A00828;BREUILLET (BREUILLET VILLAGE RER) - BREUILLET (BREUILLET VILLAGE RER);0
C01692;039039377:39-37F;39-37 F Le Chesnay - Buc (MLK/LFA);39-37 F;bus;;039;SAVAC;;;A00446;BUC - CHATENAY-MALABRY;0
C00859;065487100:Tzen1;Tzen1;Tzen1;bus;highFrequencyBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00740;LIEUSAINT (LIEUSAINT / MOISSY GARE RER) - CORBEIL-ESSONNES (CORBEIL ESSONNES GARE RER);1
C00840;065487001:01;01;01;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00724;CORBEIL-ESSONNES (LYCEES) - ST-PIERRE-DU-PERRAY - TIGERY (PETIT SENART);0
C00160;012012033:R1;R1;R1;bus;regionalBus;012;TRANSDEV IDF MONTESSON LES RABAUX;252;Résalys;A00146;ST-GERMAIN-EN-LAYE (RER) - ST-GERMAIN-EN-LAYE (LYCEE DE VINCI);1
C00843;065487003:03;03;03;bus;localBus;065;TRANSDEV IDF LIEUSAINT;78;Sénart-Bus;A00726;ST-PIERRE-DU-PERRAY (LE FRESNE) - ST-PIERRE-DU-PERRAY (LE FRESNE);0
C01282;100100319:319;319;319;bus;;100;RATP;68;RATP;A01141;319;1
C01206;100100185:185;185;185;bus;;100;RATP;68;RATP;A01064;185;1
C01243;100100251:251;251;251;bus;;100;RATP;68;RATP;A01101;251;0
C01245;100100253:253;253;253;bus;;100;RATP;;;A01103;253;1
C00028;003351501:501;501;501;bus;localBus;003;N4 MOBILITES;81;Sit'bus;A00028;OZOIR-LA-FERRIERE (Intermarché) - ROISSY-EN-BRIE (RER);0
C00688;055055026:DM26;DM26;DM26;bus;;055;TRANSPORTS DANIEL MEYER;108;TRANSPORTS DANIEL MEYER;A00592;ARPAJON (GARE RER) - ST-GERMAIN-LES-ARPAJON - OLLAINVILLE (ROND POINT);1
C01083;100100038:38;38;38;bus;;100;RATP;68;RATP;A00937;38;1
C01093;100100056:56;56;56;bus;;100;RATP;68;RATP;A00947;56;1
C01105;100100069:69;69;69;bus;;100;RATP;68;RATP;A00959;69;1
C01090;100100052:52;52;52;bus;;100;RATP;68;RATP;A00944;52;1
C01096;100100060:60;60;60;bus;;100;RATP;68;RATP;A00950;60;1
C01098;100100062:62;62;62;bus;;100;RATP;68;RATP;A00952;62;1
C01108;100100073:73;73;73;bus;;100;RATP;68;RATP;A00962;73;1
C01100;100100064:64;64;64;bus;;100;RATP;68;RATP;A00954;64;1
C01332;100100518:BATIGNO;LA TRAVERSE BATIGNOLLES BICHAT;BATIGNO;bus;;100;RATP;68;RATP;A01718;518 (Traverse Batignolles-Bichat);1
C01331;100100515:TILLBUS;TILLBUS;TILLBUS;bus;;100;RATP;68;RATP;A01210;515 (TILLBUS);0
C01319;100100394:394;394;394;bus;;100;RATP;68;RATP;A01179;394;1
C01324;100100467:467;467;467;bus;;100;RATP;68;RATP;A01184;467;1
C01313;100100385:385;385;385;bus;;100;RATP;68;RATP;A01172;385;0
C01316;100100390:390;390;390;bus;;100;RATP;68;RATP;A01175;390;1
C01320;100100395:395;395;395;bus;;100;RATP;68;RATP;A01180;395;1
C01321;100100396:396;396;396;bus;;100;RATP;68;RATP;A01181;396;0
C01323;100100421:421;421;421;bus;;100;RATP;68;RATP;A01183;421;1
C01328;100100492:492;492;492;bus;;100;RATP;68;RATP;A01189;492;0
C01637;800:N150;N150;N150;bus;nightBus;800;SNCF;55;Noctilien;A01486;N150 - NOCTILIEN - Paris Gare St-Lazare - Cergy le Haut;1
C00275;015015021:21;21;21;bus;localBus;015;CSO;31;CSO;A00258;LES MUREAUX (GARE) - ST-GERMAIN-EN-LAYE (RER);0
C00019;003003023:23;23;23;bus;localBus;003;N4 MOBILITES;122;Yerres;A00017;ARGENTIERES - TOURNAN-EN-BRIE;0
C00269;015015010:10;10;10;bus;localBus;015;CSO;31;CSO;A00251;POISSY (GARE NORD) - POISSY (GARE NORD);1
C01535;230410461:461;461;461;bus;regionalBus;230;SQYBUS;86;SQYBUS;A01374;MONTIGNY-LE-BRETONNEUX (SAINT QUENTIN GARE) - MAGNY-LES-HAMEAUX (MERANTAIS);1
C01537;230410463:463;463;463;bus;regionalBus;230;SQYBUS;86;SQYBUS;A01375;MONTIGNY-LE-BRETONNEUX (ST-QUENT SNCF) - ELANCOURT (DE LATTRE DE TASSIGNY);1
C01677;230410430:430;430;430;bus;localBus;230;SQYBUS;86;SQYBUS;A01368;LE MESNIL-ST-DENIS (PLACE DU MESNIL) - BOIS-D'ARCY (MELIES-CROIX BONNET);1
C01521;230410401:401;401;401;bus;regionalBus;230;SQYBUS;86;SQYBUS;A01362;VERSAILLES (Versailles Rive Gauche Gare) - MAUREPAS (village);0
C01523;230410402:402;402;402;bus;localBus;230;SQYBUS;86;SQYBUS;A01363;TRAPPES (GARE) - LA VERRIERE (GARE);1
C02030;014695008:BUSLOUVR;BUS LOUVRES;BUS LOUVR;bus;demandAndResponseBus;014;CIF;;;A02235;LOUVRES (RER) - LOUVRES;0
C01649;100100512:512;512;512;bus;;100;RATP;68;RATP;A01722;512 (Navette Aubervilliers-Mairie et Front Populaire);1
C01349;100100564:564;564;564;bus;;100;RATP;68;RATP;A01232;564 - Navette Jonchère Malmaison;1
C01347;100100562:V4;V4;V4;bus;;100;RATP;68;RATP;A01237;562 (Valouette v4);1
C01351;100100566:COLOMB;COLOMB;COLOMB;bus;;100;RATP;;;A01220;566;0
C01244;100100252:252;252;252;bus;expressBus;100;RATP;68;RATP;A01102;252;1
C01277;100100308:308;308;308;bus;;100;RATP;68;RATP;A01137;308;1
C01291;100100334:334;334;334;bus;;100;RATP;68;RATP;A01149;334;0
C01256;100100275:275;275;275;bus;;100;RATP;68;RATP;A01116;275;1
C01264;100100289:289;289;289;bus;;100;RATP;68;RATP;A01124;289;1
C01289;100100330:330;330;330;bus;;100;RATP;68;RATP;A01147;330;1
C01305;100100361:361;361;361;bus;;100;RATP;68;RATP;A01163;361;1
C01309;100100370:370;370;370;bus;;100;RATP;68;RATP;A01168;370;1
C01265;100100290:290;290;290;bus;;100;RATP;68;RATP;A01125;290;1
C01288;100100325:325;325;325;bus;;100;RATP;68;RATP;A01146;325;0
C01156;100100127:127;127;127;bus;;100;RATP;68;RATP;A01011;127;1
C01162;100100134:134;134;134;bus;;100;RATP;68;RATP;A01017;134;1
C01177;100100153:153;153;153;bus;;100;RATP;68;RATP;A01033;153;1
C01160;100100132:132;132;132;bus;;100;RATP;68;RATP;A01015;132;1
C01164;100100138:138;138;138;bus;;100;RATP;68;RATP;A01019;138;1
C01175;100100151:151;151;151;bus;;100;RATP;68;RATP;A01031;151;0
C01183;100100160:160;160;160;bus;;100;RATP;68;RATP;A01039;160;1
C01158;100100129:129;129;129;bus;;100;RATP;68;RATP;A01013;129;1
C01114;100100082:82;82;82;bus;;100;RATP;68;RATP;A00968;82;1
C01110;100100075:75;75;75;bus;;100;RATP;68;RATP;A00964;75;1
C01184;100100162:162;162;162;bus;;100;RATP;68;RATP;A01041;162;1
C01193;100100172:172;172;172;bus;;100;RATP;68;RATP;A01051;172;1
C01205;100100184:184;184;184;bus;;100;RATP;68;RATP;A01063;184;1
C01229;100100215:215;215;215;bus;;100;RATP;68;RATP;A01213;215;1
C01194;100100173:173;173;173;bus;;100;RATP;68;RATP;A01052;173;0
C01214;100100194:194;194;194;bus;;100;RATP;68;RATP;A01072;194;1
C01191;100100170:170;170;170;bus;;100;RATP;68;RATP;A01049;170;1
C01201;100100180:180;180;180;bus;;100;RATP;68;RATP;A01059;180;0
C01211;100100190:190;190;190;bus;;100;RATP;68;RATP;A01069;190;1
C01220;100100203:203;203;203;bus;;100;RATP;68;RATP;A01078;203;1
C00064;005005067:67;67;67;bus;expressBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A00060;MONTIGNY-LE-BRETONNEUX (gare de st quentin) - GARANCIERES - TACOIGNIERES - HOUDAN (zac la prévauté);0
C00076;006006015:S15;S15 Scolaire - Collège Emile Zola;S15;bus;localBus;006;LES CARS D'ORSAY;48;Mobicaps;A00072;Massy (Gare de Massy Palaiseau) - Vélizy (Gare Routière);0
C00062;005005060:60;60;60;bus;expressBus;005;TRANSDEV IDF HOUDAN;915;Houdanais;A00058;HOUDAN - SEPTEUIL - MANTES-LA-JOLIE;0
C00309;016616501:501Sco;501 Sco;501 Sco;bus;localBus;016;TVO;;;;;0
C00323;018018013:202;202;202;bus;localBus;018;TRANSDEV IDF BRETIGNY;104;Transdev Ile-de-France Brétigny;A00300;BRETIGNY-SUR-ORGE (GARE) - BRETIGNY-SUR-ORGE (GARE);1
C00357;021021204:C;C;C;bus;regionalBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00426;027328078:78EXPRES;78 EXPRESS;78 EXPRES;bus;expressBus;027;CARS HOURTOULE;39;HOURTOULE;A00379;MANTES-LA-VILLE - MONTIGNY-LE-BRETONNEUX;0
C00359;021021206:E;E;E;bus;localBus;021;KEOLIS SEINE SENART;77;Seine Sénart Bus;A00331;VIGNEUX-SUR-SEINE - MONTGERON - DRAVEIL - VIGNEUX-SUR-SEINE;0
C00482;036036015:36-15;36-15;36-15;bus;localBus;036;CARS PERRIER;19;CARS PERRIER;A00419;AUFFARGIS (Gare SNCF) - LES ESSARTS-LE-ROI (Gare SNCF);0
C00507;039039283:39-28C;39-28 C Forges - Vaugrigneuse - Fontenay - Collège J. Monnet;39-28 C;bus;;039;SAVAC;74;SAVAC;A00438;BRIIS-SOUS-FORGES (Collège Jean MONNET) - BRIIS-SOUS-FORGES (COLLEGE JEAN MONNET);0
C00411;027027015:15;15;15;bus;expressBus;027;CARS HOURTOULE;39;HOURTOULE;A00365;ST-CLOUD (Gare-Hôpital) - PLAISIR (Decaux);0
C00400;025195017:95-17;95-17;95-17;bus;localBus;025;CEOBUS;16;Busval d'Oise;A00358;AUVERS-SUR-OISE - ST-OUEN-L'AUMONE;0
C00276;015015023:23;23;23;bus;localBus;015;CSO;31;CSO;A00259;ST-GERMAIN-EN-LAYE - LES CLAYES-SOUS-BOIS;0
C00503;039039019:12;12 Gif-sur-Yvette - Les Ulis;12;bus;;039;SAVAC;48;Mobicaps;A00436;GIF-SUR-YVETTE (GARE COURCELLE-SUR-YVETTE) - LES ULIS;0
C00016;003003014:14;14;14;bus;localBus;003;N4 MOBILITES;7;Arlequin;A00014;OZOIR-LA-FERRIERE (GARE SNCF) - BRIE-COMTE-ROBERT (PARKING LYCEE BLAISE PASCAL);0
