network,osm:ref:FR:STIF:ExternalCode_Line,stop_id,line_id,osm:ref:FR:STIF,lat,destination,code,name,lon,route_id
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:252750239,Line:Relation:7741077,419693,49.0266442,Goussainville RER,G'bus,École Pasteur,2.4732585,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837540004,Line:Relation:7741077,415750,49.0306092,Goussainville RER,G'bus,Hélène Boucher,2.4490165999999998,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837539998,Line:Relation:7741077,38670,49.032275999999996,Goussainville RER,G'bus,Michel Simon,2.4479287,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837540002,Line:Relation:7741077,38698,49.033831299999996,Goussainville RER,G'bus,Pablo Picasso,2.4490819,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837539990,Line:Relation:7741077,38634,49.0307464,Goussainville RER,G'bus,Madeleine Renaud,2.4492716,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:5320764711,Line:Relation:7741077,38442,49.030343599999995,Goussainville RER,G'bus,Lycée Romain Rolland,2.4557621999999997,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837350647,Line:Relation:7741077,38102,49.033006099999994,Goussainville RER,G'bus,Avenue des Tilleuls,2.458301,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837539994,Line:Relation:7741077,38477,49.0326111,Goussainville RER,G'bus,Collège Robespierre,2.4525402,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837540001,Line:Relation:7741077,38691,49.034550499999995,Goussainville RER,G'bus,Georges Pitard,2.4547018,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837539997,Line:Relation:7741077,38648,49.0361051,Goussainville RER,G'bus,Médiathèque,2.4614898999999997,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837350700,Line:Relation:7741077,37998,49.0368548,Goussainville RER,G'bus,Henri Dunant,2.4640310999999997,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837350652,Line:Relation:7741077,37988,49.0387626,Goussainville RER,G'bus,Descartes,2.4612241,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:345242715,Line:Relation:7741077,38457,49.0416155,Goussainville RER,G'bus,Cachin Blatreux,2.4636214,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837209781,Line:Relation:7741077,38461,49.0408395,Goussainville RER,G'bus,Camélinat,2.4646936,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837540000,Line:Relation:7741077,419717,49.0383758,Goussainville RER,G'bus,École Gabriel Péri,2.4681652,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:837209799,Line:Relation:7741077,419511,49.0365709,Goussainville RER,G'bus,Résidence Ambroise Croizat,2.4781942999999997,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:252857718,Line:Relation:7741077,38013,49.0320695,Goussainville RER,G'bus,Mairie,2.474189,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:252750230,Line:Relation:7741077,38515,49.0327237,Goussainville RER,G'bus,École Jean Jaurès,2.482159,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:252750243,Line:Relation:7741077,38501,49.030433599999995,Goussainville RER,G'bus,Les Côteaux,2.4796158,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:372739907,Line:Relation:7741077,38837,49.025794399999995,Goussainville RER,G'bus,ZI du Dessous de l'Orme,2.4553849,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:5326885599,Line:Relation:7741077,38841,49.0229741,Goussainville RER,G'bus,ZI du Pied de Fer,2.4575199999999997,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:5320764709,Line:Relation:7741077,37968,49.0229784,Goussainville RER,G'bus,Marcel Cerdan,2.4596807,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:372723106,Line:Relation:7741077,38478,49.021687,Goussainville RER,G'bus,Carrefour de l'Europe,2.4653799,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:5320764715,Line:Relation:7741077,38508,49.0279996,Goussainville RER,G'bus,Collège Montaigne,2.4538161,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:5326079506,Line:Relation:7741077,423960,49.029931999999995,Goussainville RER,G'bus,École Jacques Prévert,2.451904,Route:Relation:107353
Les Courriers de l'Île-de-France,014014099:Gbus,StopPoint:Node:5326079505,Line:Relation:7741077,38519,49.030094,Goussainville RER,G'bus,École Jacques Prévert,2.4518079999999998,Route:Relation:107353
Les Courriers de l'Île-de-France,014014030:30B,StopPoint:Node:5320764709,Line:Relation:7097513,37968,49.0229784,Gare de Goussainville,30B,Marcel Cerdan,2.4596807,Route:Relation:107355
Les Courriers de l'Île-de-France,014014030:30B,StopPoint:Node:5320764711,Line:Relation:7097513,38442,49.030343599999995,Gare de Goussainville,30B,Lycée Romain Rolland,2.4557621999999997,Route:Relation:107355
Les Courriers de l'Île-de-France,014014030:30B,StopPoint:Node:5320764716,Line:Relation:7097513,38484,49.0380689,Gare de Goussainville,30B,Chapellerie,2.45539,Route:Relation:107355
Les Courriers de l'Île-de-France,014014030:30B,StopPoint:Node:5320764715,Line:Relation:7097513,38508,49.0279996,Gare de Goussainville,30B,Collège Montaigne,2.4538161,Route:Relation:107355
Les Courriers de l'Île-de-France,014014030:30B,StopPoint:Node:837350647,Line:Relation:7097513,38102,49.033006099999994,Gare de Goussainville,30B,Avenue des Tilleuls,2.458301,Route:Relation:107355
Les Courriers de l'Île-de-France,,StopPoint:Node:837350629,Line:Relation:3253656,38460,49.0153166,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Calvaire,2.4699894,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:252857710,Line:Relation:3253656,38042,49.0358346,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Les Montagnettes,2.4703276,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:252857713,Line:Relation:3253656,419734,49.0342406,Aulnay-Sous-Bois - Parinor Louis Armand,32A,La Charmeuse,2.4720256,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:837350590,Line:Relation:3253656,37989,49.038393899999996,Aulnay-Sous-Bois - Parinor Louis Armand,32A,École Gabriel Péri,2.467244,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:837350703,Line:Relation:3253656,37997,49.0280553,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Marché,2.4615961,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:837569743,Line:Relation:3253656,38097,49.0106227,Aulnay-Sous-Bois - Parinor Louis Armand,32A,La Talmouse,2.4883048999999997,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:504477786,Line:Relation:3253656,38763,49.025653399999996,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Sécurité Sociale,2.4628593,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:372723106,Line:Relation:3253656,38478,49.021687,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Carrefour de l'Europe,2.4653799,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:5320764716,Line:Relation:3253656,38484,49.0380689,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Chapellerie,2.45539,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:5319891214,Line:Relation:3253656,39016,48.95597,Aulnay-Sous-Bois - Parinor Louis Armand,32A,O'Parinor – Louis Armand,2.480383,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:5319886730,Line:Relation:3253656,38732,49.003882,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Village,2.516425,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:837350647,Line:Relation:3253656,38102,49.033006099999994,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Avenue des Tilleuls,2.458301,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:4605491857,Line:Relation:3253656,38016,49.005371,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Roissy Parc,2.506364,Route:Relation:107357
Les Courriers de l'Île-de-France,,StopPoint:Node:370631943,Line:Relation:3253656,38089,49.0298984,Aulnay-Sous-Bois - Parinor Louis Armand,32A,Centre de Secours,2.4601488,Route:Relation:107357
Keolis CIF,014014104:R104,StopPoint:Node:504477783,Line:Relation:6885970,419475,49.0255521,Institut Saint-Dominique (Mortefontaine),R104,Sécurité Sociale,2.4632461,Route:Relation:107358
Keolis CIF,014014104:R104,StopPoint:Node:504477783,Line:Relation:6885970,38763,49.0255521,Institut Saint-Dominique (Mortefontaine),R104,Sécurité Sociale,2.4632461,Route:Relation:107358
Keolis CIF,014014104:R104,StopPoint:Node:837350590,Line:Relation:6885970,37989,49.038393899999996,Institut Saint-Dominique (Mortefontaine),R104,École Gabriel Péri,2.467244,Route:Relation:107358
Keolis CIF,014014104:R104,StopPoint:Node:5320764716,Line:Relation:6885970,38484,49.0380689,Institut Saint-Dominique (Mortefontaine),R104,Chapellerie,2.45539,Route:Relation:107358
Keolis CIF,014014104:R104,StopPoint:Node:1938481314,Line:Relation:6885970,38681,49.0992348,Institut Saint-Dominique (Mortefontaine),R104,Petit Argenteuil,2.5328695,Route:Relation:107358
Keolis CIF,014014104:R104,StopPoint:Node:1637896007,Line:Relation:6885970,38664,49.098257499999995,Institut Saint-Dominique (Mortefontaine),R104,Monument,2.5387347,Route:Relation:107358
CIF,014014302:R8,StopPoint:Node:252857718,Line:Relation:7921056,38013,49.0320695,,R8,Mairie,2.474189,Route:Relation:111252
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:5320764715,Line:Relation:7097520,38508,49.0279996,Gare de Goussainville,30D,Collège Montaigne,2.4538161,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:5326079506,Line:Relation:7097520,423960,49.029931999999995,Gare de Goussainville,30D,École Jacques Prévert,2.451904,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:5326079505,Line:Relation:7097520,38519,49.030094,Gare de Goussainville,30D,École Jacques Prévert,2.4518079999999998,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:5320764709,Line:Relation:7097520,37968,49.0229784,Gare de Goussainville,30D,Marcel Cerdan,2.4596807,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:837540002,Line:Relation:7097520,38698,49.033831299999996,Gare de Goussainville,30D,Pablo Picasso,2.4490819,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:837539998,Line:Relation:7097520,38670,49.032275999999996,Gare de Goussainville,30D,Michel Simon,2.4479287,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:837539990,Line:Relation:7097520,38634,49.0307464,Gare de Goussainville,30D,Madeleine Renaud,2.4492716,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:837540004,Line:Relation:7097520,415750,49.0306092,Gare de Goussainville,30D,Hélène Boucher,2.4490165999999998,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:5320764711,Line:Relation:7097520,38442,49.030343599999995,Gare de Goussainville,30D,Lycée Romain Rolland,2.4557621999999997,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:372739907,Line:Relation:7097520,38837,49.025794399999995,Gare de Goussainville,30D,ZI du Dessous de l'Orme,2.4553849,Route:Relation:111253
Les Courriers de l'Île-de-France,014014030:30D,StopPoint:Node:5326885599,Line:Relation:7097520,38841,49.0229741,Gare de Goussainville,30D,ZI du Pied de Fer,2.4575199999999997,Route:Relation:111253
Athis Cars,002002002:LIC,StopPoint:Node:4332121625,Line:Relation:6883314,21646,48.7338129,,Licorne,Poincaré,2.4214099,Route:Relation:115222
Athis Cars,002002002:LIC,StopPoint:Node:4324200432,Line:Relation:6883314,10291,48.7398545,,Licorne,Louis Jarrige,2.4201029999999997,Route:Relation:115222
Athis Cars,002002002:LIC,StopPoint:Node:4114476363,Line:Relation:6883314,35844,48.742937999999995,,Licorne,Parc en Seine,2.435089,Route:Relation:115222
Athis Cars,002002002:LIC,StopPoint:Node:4325184864,Line:Relation:6883314,21651,48.737162999999995,,Licorne,G. du Vair,2.4056796,Route:Relation:115222
Athis Cars,002002002:LIC,StopPoint:Node:4322931739,Line:Relation:6883314,21649,48.742383,,Licorne,Nikos Belloyanis,2.4176471999999998,Route:Relation:115222
Athis Cars,002002002:LIC,StopPoint:Node:5401678640,Line:Relation:6883314,9870,48.732591199999995,,Licorne,Place Jeanne d'Arc,2.4245845999999998,Route:Relation:115222
Athis Cars,002002002:LIC,StopPoint:Node:4405437257,Line:Relation:6883314,10297,48.7352002,,Licorne,Foyer Jean Rostand,2.404584,Route:Relation:115222
Athis Cars,002002002:CEN,StopPoint:Node:4324200432,Line:Relation:6883352,10291,48.7398545,Gare de Villeneuve-le-Roi,Centaure,Louis Jarrige,2.4201029999999997,Route:Relation:122930
Athis Cars,002002002:CEN,StopPoint:Node:5401678640,Line:Relation:6883352,9870,48.732591199999995,Gare de Villeneuve-le-Roi,Centaure,Place Jeanne d'Arc,2.4245845999999998,Route:Relation:122930
RATP,100100393:393,StopPoint:Node:928458342,Line:Relation:5557347,21791,48.767013999999996,Thiais - Carrefour de la Résistance,393,Europarc,2.4706824999999997,Route:Relation:126953
RATP,100100393:393,StopPoint:Node:2531407409,Line:Relation:5557347,21802,48.768792399999995,Thiais - Carrefour de la Résistance,393,Créteil Pointe du Lac,2.4635484,Route:Relation:126953
RATP,100100103:103,StopPoint:Node:2917717260,Line:Relation:4610190,27509,48.804349699999996,Rungis - Marché International,103,Mairie d'Alfortville,2.4201927,Route:Relation:127724
RATP,100100182:182,StopPoint:Node:5443966650,Line:Relation:6049045,415252,48.7687848,Villeneuve-Saint-Georges - Villeneuve Triage RER,182,8 Mai 1945,2.4087611,Route:Relation:149679
RATP,100100582:CHOISYB,StopPoint:Node:3889783176,Line:Relation:7136184,20465,48.7620387,Choisy-le-Roi RER,582,Quartier du Port,2.4135652,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:4331200570,Line:Relation:7136184,41589,48.755043199999996,Choisy-le-Roi RER,582,C.T.M.,2.4193959,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:3889783172,Line:Relation:7136184,25195,48.7586934,Choisy-le-Roi RER,582,Charles Jules Vaillant,2.4138330999999997,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:3889783175,Line:Relation:7136184,25196,48.755482199999996,Choisy-le-Roi RER,582,Crèche Jean Effel,2.4145575999999997,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:4323395903,Line:Relation:7136184,30203,48.7523196,Choisy-le-Roi RER,582,Église Saint-Martin,2.4159298,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:4602412631,Line:Relation:7136184,37796,48.753763299999996,Choisy-le-Roi RER,582,Robert Peary,2.4125731999999998,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:4320363654,Line:Relation:7136184,30202,48.754118899999995,Choisy-le-Roi RER,582,Rue du Four,2.407229,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:2271257412,Line:Relation:7136184,30220,48.7555668,Choisy-le-Roi RER,582,Spinoza,2.4049045,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:392653539,Line:Relation:7136184,30223,48.7603855,Choisy-le-Roi RER,582,Rue Yves Léger,2.4076342,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:437016462,Line:Relation:7136184,30217,48.7630822,Choisy-le-Roi RER,582,Mairie de Choisy-le-Roi,2.4065791,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:387479834,Line:Relation:7136184,22741,48.764996599999996,Choisy-le-Roi RER,582,Rouget de Lisle,2.4053584999999997,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:392683360,Line:Relation:7136184,23543,48.7678389,Choisy-le-Roi RER,582,Hugo-Mirabeau,2.4186796,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:1936001337,Line:Relation:7136184,28584,48.7618376,Choisy-le-Roi RER,582,Théophile Ducloux,2.4197375,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:4330471930,Line:Relation:7136184,30208,48.762900699999996,Choisy-le-Roi RER,582,Parc Paysager des Gondoles,2.4247699,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:392654785,Line:Relation:7136184,30210,48.766713599999996,Choisy-le-Roi RER,582,Stade Jean Bouin,2.4241466,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:392654786,Line:Relation:7136184,30207,48.7720371,Choisy-le-Roi RER,582,Collège Jules Valles,2.4211253999999998,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:413428632,Line:Relation:7136184,30212,48.7670325,Choisy-le-Roi RER,582,Auguste Franchot,2.4042914,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:413428636,Line:Relation:7136184,30221,48.7678587,Choisy-le-Roi RER,582,Émile Zola,2.4061485,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:422762754,Line:Relation:7136184,30201,48.772685599999996,Choisy-le-Roi RER,582,Cimetière,2.4022815,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:422762756,Line:Relation:7136184,30214,48.771045699999995,Choisy-le-Roi RER,582,Conservatoire,2.4039615999999997,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:5443966650,Line:Relation:7136184,415252,48.7687848,Choisy-le-Roi RER,582,8 Mai 1945,2.4087611,Route:Relation:150122
RATP,100100582:CHOISYB,StopPoint:Node:5443966646,Line:Relation:7136184,30206,48.767448699999996,Choisy-le-Roi RER,582,Clémenceau,2.4103716,Route:Relation:150122
RATP,100100120:120,StopPoint:Node:670930103,Line:Relation:1321223,28743,48.8348441,Hôpital Saint-Camille,120,Alma,2.5044429999999998,Route:Relation:156276
RATP,100100120:120,StopPoint:Node:670930575,Line:Relation:1321223,28744,48.834456499999995,Hôpital Saint-Camille,120,Guy Moquet,2.5106861,Route:Relation:156276
RATP,100100183:183,StopPoint:Node:2274067839,Line:Relation:5426450,26684,48.812616999999996,Aéroport d'Orly - Terminal Sud,183,Cimetière Parisien–Pl du Gén de Gaulle,2.3705859,Route:Relation:163664
RATP,100100183:183,StopPoint:Node:2274067870,Line:Relation:5426450,26682,48.8169368,Aéroport d'Orly - Terminal Sud,183,Verdun Chateaudun,2.367112,Route:Relation:163664
RATP,100100128:128,StopPoint:Node:3551981709,Line:Relation:6954593,414775,48.8219159,Robinson RER,128,Porte d'Orléans,2.3245258,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:2076413211,Line:Relation:6954593,7842,48.8189802,Robinson RER,128,Gabrielle de Guerchy,2.3230058,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:2344644900,Line:Relation:6954593,35155,48.8178075,Robinson RER,128,Mairie de Montrouge,2.3220639,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447882066,Line:Relation:6954593,35153,48.814360099999995,Robinson RER,128,Verdier,2.3203701,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447882071,Line:Relation:6954593,35154,48.8114044,Robinson RER,128,Boileau,2.3184793,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447882073,Line:Relation:6954593,35148,48.8094934,Robinson RER,128,Cimetière Parisien,2.3169315,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447882076,Line:Relation:6954593,413071,48.806387,Robinson RER,128,Jean-Marin Naudin,2.3138346,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447887510,Line:Relation:6954593,28756,48.8017624,Robinson RER,128,Pasteur,2.3104115,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447887513,Line:Relation:6954593,40825,48.8000024,Robinson RER,128,Rue de l'Égalité,2.3078733,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447887528,Line:Relation:6954593,28758,48.7985238,Robinson RER,128,Hôtel de Ville de Bagneux,2.304182,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447887531,Line:Relation:6954593,40081,48.79738,Robinson RER,128,Rue Froide,2.3004567,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447887532,Line:Relation:6954593,40089,48.7952395,Robinson RER,128,Dampierre,2.3001511999999997,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447891061,Line:Relation:6954593,28761,48.7930468,Robinson RER,128,Sentier des Lilas,2.2959006,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447891067,Line:Relation:6954593,26829,48.7898711,Robinson RER,128,Château Sainte-Barbe,2.2920279,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447894693,Line:Relation:6954593,35152,48.7881802,Robinson RER,128,Fontenay-aux-Roses RER,2.2933285,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447894695,Line:Relation:6954593,27896,48.785086,Robinson RER,128,Gambetta,2.2933697,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447900832,Line:Relation:6954593,12320,48.7815145,Robinson RER,128,Rue du Lycée,2.293307,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447900838,Line:Relation:6954593,22333,48.778999999999996,Robinson RER,128,Fontenay-Houdan,2.2910315999999997,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447900840,Line:Relation:6954593,35811,48.7789119,Robinson RER,128,Mairie de Sceaux,2.2882496,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:447902857,Line:Relation:6954593,26805,48.7790748,Robinson RER,128,Cimetière de Sceaux,2.2834537,Route:Relation:180765
RATP,100100128:128,StopPoint:Node:3104458731,Line:Relation:6954593,40386,48.779586699999996,Robinson RER,128,Robinson RER,2.2813706,Route:Relation:180765
RATP,100100105:105,StopPoint:Node:2878817125,Line:Relation:7444602,36896,48.8785313,Mairie des Pavillons-sous-Bois,105,Les Bruyères,2.4115848,Route:Relation:223747
RATP,100100105:105,StopPoint:Node:2878817125,Line:Relation:7444602,36987,48.8785313,Mairie des Pavillons-sous-Bois,105,Les Bruyères,2.4115848,Route:Relation:223747
RATP,100100105:105,StopPoint:Node:621353037,Line:Relation:7444602,26440,48.8850888,Mairie des Pavillons-sous-Bois,105,Mairie de Romainville,2.4350079,Route:Relation:223747
RATP,100100129:129,StopPoint:Node:2878817125,Line:Relation:1857145,36896,48.8785313,Mairie de Montreuil,129,Les Bruyères,2.4115848,Route:Relation:225660
RATP,100100129:129,StopPoint:Node:2878817125,Line:Relation:1857145,36987,48.8785313,Mairie de Montreuil,129,Les Bruyères,2.4115848,Route:Relation:225660
RATP,100100129:129,StopPoint:Node:1849926696,Line:Relation:1857145,26439,48.8848348,Mairie de Montreuil,129,Vassou - Lénine,2.4323525,Route:Relation:225660
RATP,100100129:129,StopPoint:Node:621353037,Line:Relation:1857145,26440,48.8850888,Mairie de Montreuil,129,Mairie de Romainville,2.4350079,Route:Relation:225660
RATP,100100249:249,StopPoint:Node:1254715329,Line:Relation:6608978,23028,48.8981259,Centre Ville (Dugny),249,Delizy,2.4057637,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:933859832,Line:Relation:6608978,413017,48.8967282,Centre Ville (Dugny),249,Pantin RER - Mairie,2.4020137,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:2843235423,Line:Relation:6608978,36706,48.8990255,Centre Ville (Dugny),249,Jean Moulin,2.3973515,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:2843235426,Line:Relation:6608978,8102,48.9014605,Centre Ville (Dugny),249,La Pérouse,2.3942186,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:2783392597,Line:Relation:6608978,22521,48.9033325,Centre Ville (Dugny),249,Quatre Chemins - Édouard Vaillant,2.3924488,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:2783392603,Line:Relation:6608978,29299,48.904205,Centre Ville (Dugny),249,Quatre Chemins - République,2.3916158999999997,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:3760193618,Line:Relation:6608978,29295,48.9091052,Centre Ville (Dugny),249,Paul Bert,2.3907067,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:3760220079,Line:Relation:6608978,29305,48.9244943,Centre Ville (Dugny),249,Général Schramm,2.386002,Route:Relation:226265
RATP,100100249:249,StopPoint:Node:3760243991,Line:Relation:6608978,29308,48.9297243,Centre Ville (Dugny),249,Chabrol,2.3959257,Route:Relation:226265
Daniel Meyer,055055022:DM22,StopPoint:Node:2640208732,Line:Relation:5998406,15132,48.6510284,Gare de Savigny-sur-Orge,DM22,Le Haricot,2.3966343,Route:Relation:251803
Daniel Meyer,055055022:DM22,StopPoint:Node:2648545238,Line:Relation:5998406,3548,48.671529199999995,Gare de Savigny-sur-Orge,DM22,Bretagne,2.3649838,Route:Relation:251803
Daniel Meyer,055055022:DM22,StopPoint:Node:497028946,Line:Relation:5998406,3582,48.6677871,Gare de Savigny-sur-Orge,DM22,Molière,2.3602133999999997,Route:Relation:251803
Daniel Meyer,055055022:DM22,StopPoint:Node:1625824409,Line:Relation:5998406,3945,48.6535169,Gare de Savigny-sur-Orge,DM22,Pablo Neruda,2.3919951,Route:Relation:251803
Daniel Meyer,055055022:DM22,StopPoint:Node:661048884,Line:Relation:5998406,3571,48.6667369,Gare de Savigny-sur-Orge,DM22,Le Billoir,2.3637816,Route:Relation:251803
Daniel Meyer,055055022:DM22,StopPoint:Node:497040886,Line:Relation:5998406,3554,48.6707488,Gare de Savigny-sur-Orge,DM22,Lt Col. Bizeul,2.3600214,Route:Relation:251803
Daniel Meyer,055055022:DM22,StopPoint:Node:3241761263,Line:Relation:5998406,3823,48.6531099,Gare de Savigny-sur-Orge,DM22,Grigny Centre RER,2.3951317,Route:Relation:251803
RATP,100100318:318,StopPoint:Node:1257233400,Line:Relation:1555939,421221,48.8440831,Raymond Queneau (Pantin),318,Château de Vincennes,2.4418537,Route:Relation:254845
RATP,100100318:318,StopPoint:Node:1209143170,Line:Relation:1555939,36980,48.844823,Raymond Queneau (Pantin),318,Avenue du Château,2.436788,Route:Relation:254845
RATP,100100318:318,StopPoint:Node:1257995997,Line:Relation:1555939,27880,48.845221699999996,Raymond Queneau (Pantin),318,Vignerons,2.4326602999999998,Route:Relation:254845
RATP,100100318:318,StopPoint:Node:4000635735,Line:Relation:1555939,421216,48.847092599999996,Raymond Queneau (Pantin),318,Vincennes RER,2.4301559999999998,Route:Relation:254845
RATP,100100318:318,StopPoint:Node:5034010506,Line:Relation:1555939,24825,48.8486167,Raymond Queneau (Pantin),318,Fraternité,2.4322459,Route:Relation:254845
RATP,100100318:318,StopPoint:Node:5034010505,Line:Relation:1555939,8175,48.8492866,Raymond Queneau (Pantin),318,Les Laitières,2.4261719999999998,Route:Relation:254845
RATP,100100318:318,StopPoint:Node:5034010504,Line:Relation:1555939,24734,48.851663099999996,Raymond Queneau (Pantin),318,Cuvier,2.424159,Route:Relation:254845
