,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_stop_name,gtfs_stop_lat,gtfs_stop_lon,gtfs_wheelchair_boarding,gtfs_dest_name,gtfs_route_short_name,gtfs_agency_name,osm_network,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_name,osm_code,osm_lat,osm_route_id,osm_line_id,osm_osm:ref:FR:STIF:stop_id,osm_stop_id,osm_osm:ref:FR:STIF,osm_lon,osm_destination,destination_confidence,line_code_confidence,line_code_confidence_rounded,name_confidence,name_confidence_rounded,name_confidence_lower,name_confidence_lower_rounded,distance
18141,StopPoint:59:7153152,100100103:103,27280,CIMETIERE PARISIEN DE THIAIS,48.764619,2.368462,1,ECOLE VETERINAIRE DE MAISONS-ALFORT,103,RATP,RATP,100100103:103,Cimetière Parisien de Thiais,103,48.7653379,Route:Relation:4610188,Line:Relation:4610190,StopPoint:59:7153152,StopPoint:Node:4987975419,27280,2.3683745,École Vétérinaire de Maisons-Alfort,0.9142857142857143,1.0,100.0,0.21428571428571427,20.0,0.9642857142857143,100.0,80.203778198062
18217,StopPoint:59:4723802,100100109:109,37735,TERROIRS DE FRANCE,48.831599,2.388106,1,TERROIRS DE FRANCE,109,RATP,RATP,100100109:109,Terroirs de France,109,48.8322621,Route:Relation:5147660,Line:Relation:5964015,StopPoint:59:4723802,StopPoint:Node:1226726083,37735,2.3892211,Terroirs de France,1.0,1.0,100.0,0.2222222222222222,20.0,1.0,100.0,110.1821912081563
18221,StopPoint:59:5325161,100100109:109,414771,LIBERTE-CHANZY,48.82725,2.404355,1,LIBERTE-CHANZY,109,RATP,RATP,100100109:109,Liberté – Chanzy,109,48.8268768,Route:Relation:5147661,Line:Relation:5964015,StopPoint:59:5325161,StopPoint:Node:3522621284,414771,2.4051937999999997,Liberté - Chanzy,0.8666666666666667,1.0,100.0,0.13333333333333333,10.0,0.8,80.0,74.26711169871807
18222,StopPoint:59:5325161,100100109:109,414771,LIBERTE-CHANZY,48.82725,2.404355,1,TERROIRS DE FRANCE,109,RATP,RATP,100100109:109,Liberté – Chanzy,109,48.8268768,Route:Relation:5147660,Line:Relation:5964015,StopPoint:59:5325161,StopPoint:Node:3522621284,414771,2.4051937999999997,Terroirs de France,1.0,1.0,100.0,0.13333333333333333,10.0,0.8,80.0,74.26711169871807
18255,StopPoint:59:4723802,100100111:111,37735,TERROIRS DE FRANCE,48.831599,2.388106,1,TERROIRS DE FRANCE,111,RATP,RATP,100100111:111,Terroirs de France,111,48.8322621,Route:Relation:1111469,Line:Relation:1520619,StopPoint:59:4723802,StopPoint:Node:1226726083,37735,2.3892211,Terroirs de France,1.0,1.0,100.0,0.2222222222222222,20.0,1.0,100.0,110.1821912081563
18752,StopPoint:59:5067603,100100128:128,26829,CHATEAU SAINTE-BARBE,48.789405,2.292697,1,ROBINSON RER,128,RATP,RATP,100100128:128,Château Sainte-Barbe,128,48.7898711,Route:Relation:180765,Line:Relation:6954593,StopPoint:59:5161431,StopPoint:Node:447891067,26829,2.2920279,Robinson RER,1.0,1.0,100.0,0.25,20.0,0.95,100.0,71.44132231281425
18772,StopPoint:59:5161418,100100128:128,413071,JEAN-MARIN NAUDIN,48.805768,2.313311,1,ROBINSON RER,128,RATP,RATP,100100128:128,Jean-Marin Naudin,128,48.806387,Route:Relation:180765,Line:Relation:6954593,StopPoint:59:5161418,StopPoint:Node:447882076,413071,2.3138346,Robinson RER,1.0,1.0,100.0,0.29411764705882354,30.0,1.0,100.0,78.85260377178001
18790,StopPoint:59:5161445,100100128:128,40386,ROBINSON RER,48.780367,2.281716,1,ROBINSON RER,128,RATP,RATP,100100128:128,Robinson RER,128,48.779586699999996,Route:Relation:180765,Line:Relation:6954593,StopPoint:59:5161445,StopPoint:Node:3104458731,40386,2.2813706,Robinson RER,1.0,1.0,100.0,0.4166666666666667,40.0,1.0,100.0,90.41042318685643
18793,StopPoint:59:5161445,100100128:128,40386,ROBINSON RER,48.780367,2.281716,1,PORTE D'ORLEANS-METRO,128,RATP,RATP,100100128:128,Robinson RER,128,48.779586699999996,Route:Relation:4289376,Line:Relation:6954593,StopPoint:59:5161445,StopPoint:Node:3104458731,40386,2.2813706,Porte d'Orléans,0.7777777777777778,1.0,100.0,0.4166666666666667,40.0,1.0,100.0,90.41042318685643
18813,StopPoint:59:3786132,100100131:131,23187,LOUIS BLERIOT - CIMETIERE INTERCOMMUNAL,48.767644,2.336198,1,RUNGIS - LA FRATERNELLE RER,131,RATP,RATP,100100131:131,Louis Blériot - Cimetière Intercommunal,131,48.7682296,Route:Relation:3334636,Line:Relation:3334641,StopPoint:59:3786132,StopPoint:Node:4357794975,23187,2.3366097,Rungis - La Fraternelle RER,1.0,1.0,100.0,0.23076923076923078,20.0,0.9487179487179487,90.0,71.81078761010163
18859,StopPoint:59:3864920,100100131:131,27647,LES CLOSEAUX,48.755941,2.346516,,PORTE D'ITALIE-METRO,131,RATP,RATP,100100131:131,Les Closeaux,131,48.7566512,Route:Relation:371130,Line:Relation:3334641,StopPoint:59:3864920,StopPoint:Node:4935880590,27647,2.3457071,Porte d'Italie,0.8235294117647058,1.0,100.0,0.25,20.0,1.0,100.0,98.86857024946671
18864,StopPoint:59:3864925,100100131:131,25225,MAIRIE DE RUNGIS,48.747644,2.349179,,RUNGIS - LA FRATERNELLE RER,131,RATP,RATP,100100131:131,Mairie de Rungis,131,48.7473889,Route:Relation:3334636,Line:Relation:3334641,StopPoint:59:4377744,StopPoint:Node:1824978317,25225,2.3501323999999997,Rungis - La Fraternelle RER,1.0,1.0,100.0,0.25,20.0,1.0,100.0,75.63548102724384
18885,StopPoint:59:4378074,100100131:131,27314,LES LOZAITS,48.784117,2.354519,,RUNGIS - LA FRATERNELLE RER,131,RATP,RATP,100100131:131,Les Lozaits,131,48.7832576,Route:Relation:3334636,Line:Relation:3334641,StopPoint:59:4378074,StopPoint:Node:1823083144,27314,2.3548563,Rungis - La Fraternelle RER,1.0,1.0,100.0,0.2727272727272727,30.0,1.0,100.0,98.73224465963807
18888,StopPoint:59:4378074,100100131:131,27314,LES LOZAITS,48.784117,2.354519,,MAIRIE DE CHEVILLY-LARUE - THEATRE,131,RATP,RATP,100100131:131,Les Lozaits,131,48.7832576,Route:Relation:7628293,Line:Relation:3334641,StopPoint:59:4378074,StopPoint:Node:1823083144,27314,2.3548563,Mairie de Chevilly-Larue,0.8275862068965517,1.0,100.0,0.2727272727272727,30.0,1.0,100.0,98.73224465963807
19040,StopPoint:59:4843530,100100132:132,413082,GYMNASE AUGUSTE DELAUNE,48.808493,2.386342,1,BIBLIOTHEQUE FRANCOIS MITTERRAND,132,RATP,RATP,100100132:132,Gymnase Auguste Delaune,132,48.8078967,Route:Relation:2369841,Line:Relation:5852775,StopPoint:59:4843530,StopPoint:Node:3498726528,413082,2.3868327,Bibliothèque François Mitterrand,0.9375,1.0,100.0,0.21739130434782608,20.0,1.0,100.0,75.47452521700221
19050,StopPoint:59:6143549,100100132:132,37166,AUDIGEOIS,48.790478,2.39246,1,BIBLIOTHEQUE FRANCOIS MITTERRAND,132,RATP,RATP,100100132:132,Audigeois,132,48.7908088,Route:Relation:2369841,Line:Relation:5852775,StopPoint:59:6143549,StopPoint:Node:2074591588,37166,2.3933109,Bibliothèque François Mitterrand,0.9375,1.0,100.0,0.1111111111111111,10.0,1.0,100.0,72.54187575909663
19068,StopPoint:59:4035664,100100133:133,38085,LOCHERES,48.978287,2.386804,1,BOIS D'ECOUEN,133,RATP,RATP,100100133:133,Les Lochères,133,48.9786253,Route:Relation:5927061,Line:Relation:4772628,StopPoint:88:915,StopPoint:Node:1616874174,38085,2.3850251,Sarcelles–Bois d’Écouen,0.6111111111111112,1.0,100.0,0.1,10.0,0.7,70.0,135.54720663943783
19070,StopPoint:59:4230051,100100133:133,38755,SOUS-PREFECTURE,48.989246,2.375973,1,LE BOURGET RER,133,RATP,RATP,100100133:133,Sous-Préfecture,133,48.988777,Route:Relation:5927062,Line:Relation:4772628,StopPoint:59:4712395,StopPoint:Node:5335245983,38755,2.3769334,Le Bourget RER,1.0,1.0,100.0,0.2,20.0,0.9333333333333333,90.0,87.52722528122811
19071,StopPoint:59:4230051,100100133:133,38755,SOUS-PREFECTURE,48.989246,2.375973,1,LE BOURGET-RER,133,RATP,RATP,100100133:133,Sous-Préfecture,133,48.988777,Route:Relation:5927062,Line:Relation:4772628,StopPoint:59:4712395,StopPoint:Node:5335245983,38755,2.3769334,Le Bourget RER,0.9285714285714286,1.0,100.0,0.2,20.0,0.9333333333333333,90.0,87.52722528122811
19103,StopPoint:59:4016830,100100137:137,40160,ZONE INDUSTRIELLE NORD,48.942754,2.31771,1,PORTE DE CLIGNANCOURT,137,RATP,RATP,100100137:137,Zone Industrielle Nord,137,48.942550499999996,Route:Relation:5950847,Line:Relation:949583,StopPoint:59:5150843,StopPoint:Node:5296341989,40160,2.3188177999999997,Porte de Clignancourt,1.0,1.0,100.0,0.22727272727272727,20.0,1.0,100.0,84.2491927866578
19144,StopPoint:59:5991326,100100143:143,24894,LE CROULT,48.932191,2.395039,1,LA COURNEUVE - AUBERVILLIERS RER,143,RATP,RATP,100100143:143,Le Croult,143,48.9322533,Route:Relation:5912851,Line:Relation:4779679,StopPoint:59:5991326,StopPoint:Node:5171665641,24894,2.3937911,La Courneuve – Aubervilliers RER,0.96875,1.0,100.0,0.3333333333333333,30.0,1.0,100.0,91.69702740848325
19170,StopPoint:59:5991372,100100143:143,22710,ROSNY 2 - CENTRE COMMERCIAL,48.885214,2.473373,1,LA COURNEUVE - AUBERVILLIERS RER,143,RATP,RATP,100100143:143,Rosny 2 - Centre Commercial,143,48.8843688,Route:Relation:5912851,Line:Relation:4779679,StopPoint:59:5991372,StopPoint:Node:5108973247,22710,2.4742371999999997,La Courneuve – Aubervilliers RER,0.96875,1.0,100.0,0.3333333333333333,30.0,1.0,100.0,113.36546782358916
19269,StopPoint:59:3731654,100100151:151,29486,PAUL BELWO,48.914491,2.440521,,JOUHAUX - BLUM,151,RATP,RATP,100100151:151,Paul Belwo,151,48.914911,Route:Relation:3318690,Line:Relation:3318735,StopPoint:59:3731654,StopPoint:Node:2479316099,29486,2.4412485999999998,Bondy - Jouhaux–Blum,0.6470588235294118,1.0,100.0,0.3,30.0,1.0,100.0,70.89244880531112
19270,StopPoint:59:3731654,100100151:151,29486,PAUL BELWO,48.914491,2.440521,,JOUHAUX - BLUM,151,RATP,RATP,100100151:151,Paul Belwo,151,48.914911,Route:Relation:8039574,Line:Relation:3318735,StopPoint:59:3731654,StopPoint:Node:2479316099,29486,2.4412485999999998,Bondy - Jouhaux–Blum,0.6470588235294118,1.0,100.0,0.3,30.0,1.0,100.0,70.89244880531112
19275,StopPoint:59:3731662,100100151:151,29496,AUGUSTE BLANQUI,48.921039,2.45488,,JOUHAUX - BLUM,151,RATP,RATP,100100151:151,Auguste Blanqui,151,48.9209756,Route:Relation:3318690,Line:Relation:3318735,StopPoint:59:3731662,StopPoint:Node:5415401458,29496,2.4538979999999997,Bondy - Jouhaux–Blum,0.6470588235294118,1.0,100.0,0.2,20.0,1.0,100.0,72.31280591116601
19276,StopPoint:59:3731662,100100151:151,29496,AUGUSTE BLANQUI,48.921039,2.45488,,JOUHAUX - BLUM,151,RATP,RATP,100100151:151,Auguste Blanqui,151,48.9209756,Route:Relation:8039574,Line:Relation:3318735,StopPoint:59:3731662,StopPoint:Node:5415401458,29496,2.4538979999999997,Bondy - Jouhaux–Blum,0.6470588235294118,1.0,100.0,0.2,20.0,1.0,100.0,72.31280591116601
19297,StopPoint:59:3731675,100100151:151,40062,JOUHAUX - BLUM,48.918163,2.479078,,PORTE DE PANTIN,151,RATP,RATP,100100151:151,Jouhaux - Blum,151,48.9182746,Route:Relation:3318689,Line:Relation:3318735,StopPoint:59:3731675,StopPoint:Node:5430696597,40062,2.4777549,Porte de Pantin,1.0,1.0,100.0,0.35714285714285715,40.0,1.0,100.0,97.76297190146053
19298,StopPoint:59:3731675,100100151:151,40062,JOUHAUX - BLUM,48.918163,2.479078,,PORTE DE PANTIN,151,RATP,RATP,100100151:151,Jouhaux - Blum,151,48.9182746,Route:Relation:8109655,Line:Relation:3318735,StopPoint:59:3731675,StopPoint:Node:5430696597,40062,2.4777549,Porte de Pantin,1.0,1.0,100.0,0.35714285714285715,40.0,1.0,100.0,97.76297190146053
19308,StopPoint:59:4889504,100100151:151,37419,PLACE DU 19 MARS 1962,48.919667,2.450841,,PORTE DE PANTIN,151,RATP,RATP,100100151:151,Place du 19 Mars 1962,151,48.9200802,Route:Relation:3318689,Line:Relation:3318735,StopPoint:59:4889466,StopPoint:Node:2479291125,37419,2.4517018999999998,Porte de Pantin,1.0,1.0,100.0,0.5714285714285714,60.0,1.0,100.0,78.05409140006311
19309,StopPoint:59:4889504,100100151:151,37419,PLACE DU 19 MARS 1962,48.919667,2.450841,,PORTE DE PANTIN,151,RATP,RATP,100100151:151,Place du 19 Mars 1962,151,48.9200802,Route:Relation:8109655,Line:Relation:3318735,StopPoint:59:4889466,StopPoint:Node:2479291125,37419,2.4517018999999998,Porte de Pantin,1.0,1.0,100.0,0.5714285714285714,60.0,1.0,100.0,78.05409140006311
19384,StopPoint:59:4024288,100100157:157,7760,PONT DE NEUILLY-METRO,48.885313,2.259772,1,BOULEVARD DE LA SEINE,157,RATP,RATP,100100157:157,Pont de Neuilly,157,48.8855262,Route:Relation:3309208,Line:Relation:611648,StopPoint:59:4024288,StopPoint:Node:2250942914,7760,2.2585699,Nanterre - Boulevard de la Seine,0.7924528301886793,1.0,100.0,0.2222222222222222,20.0,0.8333333333333334,80.0,91.29386915210902
19385,StopPoint:59:4024288,100100157:157,7760,PONT DE NEUILLY-METRO,48.885313,2.259772,1,PONT DE NEUILLY-METRO,157,RATP,RATP,100100157:157,Pont de Neuilly,157,48.8855262,Route:Relation:3309207,Line:Relation:611648,StopPoint:59:4024288,StopPoint:Node:2250942914,7760,2.2585699,Pont de Neuilly,0.8333333333333334,1.0,100.0,0.2222222222222222,20.0,0.8333333333333334,80.0,91.29386915210902
19438,StopPoint:59:4036813,100100162:162,28542,GUYNEMER - MAXIME GORKI,48.792383,2.369214,1,VILLEJUIF - LOUIS ARAGON,162,RATP,RATP,100100162:162,Guynemer–Maxime Gorki,162,48.790983999999995,Route:Relation:1746521,Line:Relation:1991746,StopPoint:59:4036813,StopPoint:Node:3647128429,28542,2.3692973999999998,Villejuif Louis Aragon Métro,0.8461538461538461,1.0,100.0,0.18181818181818182,20.0,0.9090909090909091,90.0,155.69741221147635
19450,StopPoint:59:4458757,100100162:162,26833,VALLEE DU BOIS,48.80691,2.253766,1,VILLEJUIF - LOUIS ARAGON,162,RATP,RATP,100100162:162,Vallée du Bois,162,48.806570199999996,Route:Relation:1746521,Line:Relation:1991746,StopPoint:59:4458757,StopPoint:Node:5337339644,26833,2.2549680999999997,Villejuif Louis Aragon Métro,0.8461538461538461,1.0,100.0,0.2857142857142857,30.0,0.9285714285714286,90.0,96.04551524434241
19465,StopPoint:59:4458785,100100162:162,8047,BELVEDERE,48.797384,2.348592,1,VILLEJUIF - LOUIS ARAGON,162,RATP,RATP,100100162:162,Belvédère,162,48.797821899999995,Route:Relation:1746521,Line:Relation:1991746,StopPoint:59:4458785,StopPoint:Node:3647142080,8047,2.3476372999999997,Villejuif Louis Aragon Métro,0.8461538461538461,1.0,100.0,0.1111111111111111,10.0,0.7777777777777778,80.0,85.38724451565187
19503,StopPoint:59:7275415,100100162:162,28582,COUSIN DE MERICOURT,48.797097,2.333831,1,VAL FLEURY RER,162,RATP,RATP,100100162:162,Cousin de Méricourt,162,48.797711799999995,Route:Relation:1991745,Line:Relation:1991746,StopPoint:59:6446093,StopPoint:Node:979833097,28582,2.3332596,Meudon Val Fleury RER,0.8,1.0,100.0,0.21052631578947367,20.0,0.9473684210526315,90.0,80.22879105578059
19507,StopPoint:59:6187703,100100164:164,29480,VILLIERS - BINEAU,48.886619,2.282897,1,PORTE DE CHAMPERRET,164,RATP,RATP,100100164:164,Villiers - Bineau,164,48.8865,Route:Relation:2647707,Line:Relation:2647712,StopPoint:59:6187703,StopPoint:Node:2822741401,29480,2.2842658,Porte de Champerret,1.0,1.0,100.0,0.29411764705882354,30.0,1.0,100.0,101.25335358045459
19508,StopPoint:59:4015721,100100165:165,20104,JAURES,48.920894,2.27847,1,PORTE DE CHAMPERRET,165,RATP,RATP,100100165:165,Jaurès,165,48.921506799999996,Route:Relation:2647709,Line:Relation:2647711,StopPoint:59:4015754,StopPoint:Node:4347235939,20104,2.2779389,Porte de Champerret,1.0,1.0,100.0,0.16666666666666666,20.0,0.8333333333333334,80.0,78.48049607991568
19529,StopPoint:59:4677647,100100165:165,37181,ASNIERES-18 JUIN 1940,48.931058,2.277818,1,ASNIERES-18 JUIN 1940,165,RATP,RATP,100100165:165,Asnières - 18 Juin 1940,165,48.9314867,Route:Relation:2647710,Line:Relation:2647711,StopPoint:59:4677647,StopPoint:Node:4322948647,37181,2.2796095,Asnières - 18 juin 1940,0.9090909090909091,1.0,100.0,0.5,50.0,0.9090909090909091,90.0,139.6569930191355
19530,StopPoint:59:4677647,100100165:165,37181,ASNIERES-18 JUIN 1940,48.931058,2.277818,1,PORTE DE CHAMPERRET,165,RATP,RATP,100100165:165,Asnières - 18 Juin 1940,165,48.9314867,Route:Relation:2647709,Line:Relation:2647711,StopPoint:59:4677647,StopPoint:Node:4322948647,37181,2.2796095,Porte de Champerret,1.0,1.0,100.0,0.5,50.0,0.9090909090909091,90.0,139.6569930191355
19574,StopPoint:59:3972547,100100170:170,22508,QUATRE CHEMINS - REPUBLIQUE,48.903982,2.391818,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Quatre Chemins - République,170,48.9045572,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:4009055,StopPoint:Node:5512381144,22508,2.3912571,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.25925925925925924,30.0,0.9629629629629629,100.0,76.04378136201247
19583,StopPoint:59:4009047,100100170:170,24630,FRANKLIN,48.888095,2.403835,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Franklin,170,48.888728199999996,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:4009047,StopPoint:Node:5512381139,24630,2.4036348,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.125,10.0,1.0,100.0,71.93089637660351
19584,StopPoint:59:4009047,100100170:170,24630,FRANKLIN,48.888095,2.403835,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Montgolfier,170,48.894021599999995,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:4009047,StopPoint:Node:4642250850,24630,2.4017664,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.0,0.0,0.3157894736842105,30.0,676.3145204691476
19585,StopPoint:59:4009051,100100170:170,29317,PANTIN RER - MAIRIE,48.8973,2.399785,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Pantin RER - Mairie,170,48.896696,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:6682472,StopPoint:Node:1296445561,29317,2.4008574,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.47368421052631576,50.0,1.0,100.0,103.4146521632925
19591,StopPoint:59:4009062,100100170:170,26494,PONT DU CHEMIN DE FER,48.9219,2.375049,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Pont du Chemin de Fer,170,48.9214991,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:4009062,StopPoint:Node:1455100841,26494,2.376208,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.3333333333333333,30.0,1.0,100.0,95.92864699180636
19597,StopPoint:59:4009069,100100170:170,41696,SQUARE DE GEYTER,48.93047,2.35049,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Square de Geyter,170,48.9310365,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:4009069,StopPoint:Node:2708514757,41696,2.3499795999999997,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.25,20.0,1.0,100.0,73.26391743349109
19598,StopPoint:59:4009070,100100170:170,26925,GARE DE SAINT-DENIS RER,48.934173,2.347695,1,GARE DE SAINT-DENIS RER,170,RATP,RATP,100100170:170,Gare de Saint-Denis - RER,170,48.9347907,Route:Relation:6012725,Line:Relation:225665,StopPoint:59:4009070,StopPoint:Node:5519167113,26925,2.3471944,Saint-Denis RER,0.7894736842105263,1.0,100.0,0.4166666666666667,40.0,0.9583333333333334,100.0,77.87204568989313
19603,StopPoint:59:4009076,100100170:170,26504,RUE DU PROGRES,48.925578,2.366964,1,PORTE DES LILAS,170,RATP,RATP,100100170:170,Rue du Progrès,170,48.926136299999996,Route:Relation:6012726,Line:Relation:225665,StopPoint:59:4009076,StopPoint:Node:1455100864,26504,2.3664856,Porte des Lilas,1.0,1.0,100.0,0.2857142857142857,30.0,0.9285714285714286,90.0,71.30136571739092
19606,StopPoint:59:4009079,100100170:170,26496,HEURTAULT,48.918591,2.378524,1,PORTE DES LILAS,170,RATP,RATP,100100170:170,Heurtault,170,48.919269,Route:Relation:6012726,Line:Relation:225665,StopPoint:59:4009079,StopPoint:Node:1455100854,26496,2.3780270999999997,Porte des Lilas,1.0,1.0,100.0,0.1111111111111111,10.0,1.0,100.0,83.73352596027776
19709,StopPoint:59:5688817,100100172:172,420273,VILLEJUIF - LOUIS ARAGON,48.788438,2.367456,1,HOPITAL HENRI MONDOR,172,RATP,RATP,100100172:172,Villejuif–Louis Aragon,172,48.788489,Route:Relation:331381,Line:Relation:5963159,StopPoint:59:5688817,StopPoint:Node:1938072902,420273,2.3647882,Hôpital Henri Mondor,0.95,1.0,100.0,0.17391304347826086,20.0,0.9130434782608695,90.0,196.11507284807502
19710,StopPoint:59:5688818,100100172:172,420274,VILLEJUIF - LOUIS ARAGON,48.788645,2.36713,1,BOURG-LA-REINE RER,172,RATP,RATP,100100172:172,Villejuif - Louis Aragon,172,48.787227699999995,Route:Relation:2440383,Line:Relation:5963159,StopPoint:59:5688818,StopPoint:Node:1938060191,420274,2.3675083999999997,Bourg-la-Reine RER,1.0,1.0,100.0,0.2916666666666667,30.0,1.0,100.0,160.04564532161226
19742,StopPoint:59:6143585,100100172:172,25840,COLONEL FABIEN,48.788687,2.375972,1,BOURG-LA-REINE RER,172,RATP,RATP,100100172:172,Colonel Fabien,172,48.788646899999996,Route:Relation:2440383,Line:Relation:5963159,StopPoint:59:5688855,StopPoint:Node:1938046933,25840,2.3747297,Bourg-la-Reine RER,1.0,1.0,100.0,0.21428571428571427,20.0,1.0,100.0,91.39413663066283
19800,StopPoint:59:5121018,100100179:179,12807,AERODROME MORANE,48.78757,2.222865,1,PONT DE SEVRES,179,RATP,RATP,100100179:179,Morane,179,48.788170699999995,Route:Relation:5969914,Line:Relation:2654565,StopPoint:80:146,StopPoint:Node:686534116,12807,2.222485,Pont de Sèvres,0.9285714285714286,1.0,100.0,0.09090909090909091,10.0,0.5454545454545454,50.0,72.40239245463579
19830,StopPoint:59:6143549,100100180:180,37166,AUDIGEOIS,48.790478,2.39246,1,CHARENTON-ECOLES,180,RATP,RATP,100100180:180,Audigeois,180,48.7908088,Route:Relation:5955531,Line:Relation:5955532,StopPoint:59:6143549,StopPoint:Node:2074591588,37166,2.3933109,Charenton – Écoles,0.8235294117647058,1.0,100.0,0.1111111111111111,10.0,1.0,100.0,72.54187575909663
19833,StopPoint:59:6143585,100100180:180,25840,COLONEL FABIEN,48.788687,2.375972,1,VILLEJUIF - LOUIS ARAGON,180,RATP,RATP,100100180:180,Colonel Fabien,180,48.788646899999996,Route:Relation:332424,Line:Relation:5955532,StopPoint:59:5688855,StopPoint:Node:1938046933,25840,2.3747297,Villejuif - Louis Aragon,1.0,1.0,100.0,0.21428571428571427,20.0,1.0,100.0,91.39413663066283
19863,StopPoint:59:7153120,100100183:183,413123,COEUR D'ORLY,48.734697,2.370591,,AEROPORT D'ORLY-TERMINAL SUD,183,RATP,RATP,100100183:183,Cœur d'Orly,183,48.733021099999995,Route:Relation:163664,Line:Relation:5426450,StopPoint:59:7266012,StopPoint:Node:2281799940,413123,2.3713914,Aéroport d'Orly - Terminal Sud,0.9310344827586207,1.0,100.0,0.34782608695652173,30.0,0.8695652173913043,90.0,195.44710632023816
19864,StopPoint:59:7153121,100100183:183,413124,COEUR D'ORLY,48.734967,2.370958,,PORTE DE CHOISY,183,RATP,RATP,100100183:183,Cœur d'Orly,183,48.7331775,Route:Relation:5426449,Line:Relation:5426450,StopPoint:59:7153121,StopPoint:Node:695122447,413124,2.3715663,Porte de Choisy,1.0,1.0,100.0,0.34782608695652173,30.0,0.8695652173913043,90.0,203.96941539872844
19865,StopPoint:59:7153146,100100183:183,413125,CAROLINE AIGLE,48.737034,2.36994,,PORTE DE CHOISY,183,RATP,RATP,100100183:183,Caroline Aigle,183,48.7376833,Route:Relation:5426449,Line:Relation:5426450,StopPoint:59:7153146,StopPoint:Node:4602492273,413125,2.3698885,Porte de Choisy,1.0,1.0,100.0,0.21428571428571427,20.0,1.0,100.0,72.3044768603205
19909,StopPoint:59:7275415,100100184:184,28582,COUSIN DE MERICOURT,48.797097,2.333831,1,PASTEUR,184,RATP,RATP,100100184:184,Cousin de Méricourt,184,48.797711799999995,Route:Relation:1259521,Line:Relation:1259529,StopPoint:59:6446093,StopPoint:Node:979833097,28582,2.3332596,Fresnes Pasteur,0.6363636363636364,1.0,100.0,0.21052631578947367,20.0,0.9473684210526315,90.0,80.22879105578059
19925,StopPoint:59:4036810,100100185:185,26736,JEAN JAURES,48.795251,2.366318,1,CHOISY SUD,185,RATP,RATP,100100185:185,Jean Jaurès,185,48.7963507,Route:Relation:3008944,Line:Relation:3008945,StopPoint:59:4036810,StopPoint:Node:3889758396,26736,2.3681498,Choisy Sud,1.0,1.0,100.0,0.2727272727272727,30.0,0.9090909090909091,90.0,181.8466564979666
19927,StopPoint:59:4036813,100100185:185,28542,GUYNEMER - MAXIME GORKI,48.792383,2.369214,1,CHOISY SUD,185,RATP,RATP,100100185:185,Guynemer–Maxime Gorki,185,48.790983999999995,Route:Relation:3008944,Line:Relation:3008945,StopPoint:59:4036813,StopPoint:Node:3647128429,28542,2.3692973999999998,Choisy Sud,1.0,1.0,100.0,0.18181818181818182,20.0,0.9090909090909091,90.0,155.69741221147635
19929,StopPoint:59:4036817,100100185:185,22864,PAUL VAILLANT-COUTURIER - HOPITAL PAUL BROUSSE-METRO,48.796275,2.368536,1,PORTE D'ITALIE - HELENE BOUCHER,185,RATP,RATP,100100185:185,Paul Vaillant-Couturier - Hôpital Paul Brousse,185,48.7972901,Route:Relation:306279,Line:Relation:3008945,StopPoint:59:4036817,StopPoint:Node:3889758395,22864,2.3680683,Porte d'Italie,0.6222222222222222,1.0,100.0,0.2653061224489796,30.0,0.9183673469387755,90.0,117.99887517486205
19960,StopPoint:59:6251785,100100185:185,26737,DISPENSAIRE DANIELLE CASANOVA,48.798226,2.365898,1,CHOISY SUD,185,RATP,RATP,100100185:185,Dispensaire Danielle Casanova,185,48.7993221,Route:Relation:3008944,Line:Relation:3008945,StopPoint:59:6251785,StopPoint:Node:3692920725,26737,2.3661247999999997,Choisy Sud,1.0,1.0,100.0,0.1724137931034483,20.0,1.0,100.0,123.02625601388586
19963,StopPoint:59:6251792,100100185:185,29848,VILLEJUIF - LOUIS ARAGON,48.78806,2.367823,1,CHOISY SUD,185,RATP,RATP,100100185:185,Villejuif - Louis Aragon,185,48.786866599999996,Route:Relation:3008944,Line:Relation:3008945,StopPoint:59:6251792,StopPoint:Node:3647120644,29848,2.3673109,Choisy Sud,1.0,1.0,100.0,0.2916666666666667,30.0,1.0,100.0,137.94467781114304
