,gtfs_stop_id,gtfs_route_id,gtfs_ZDEr_ID_REF_A,gtfs_stop_name,gtfs_stop_lat,gtfs_stop_lon,gtfs_wheelchair_boarding,gtfs_dest_name,gtfs_route_short_name,gtfs_agency_name,osm_network,osm_osm:ref:FR:STIF:ExternalCode_Line,osm_name,osm_code,osm_lat,osm_route_id,osm_line_id,osm_osm:ref:FR:STIF:stop_id,osm_stop_id,osm_osm:ref:FR:STIF,osm_lon,osm_destination,destination_confidence,line_code_confidence,line_code_confidence_rounded,name_confidence,name_confidence_rounded,name_confidence_lower,name_confidence_lower_rounded,distance
1,StopPoint:4:134,002002002:CEN,10291,Louis Jarrige,48.739734,2.418538,,Villeneuve-le-roi Gare RER,CEN,Keolis Seine Val-De-Marne,Athis Cars,002002002:CEN,Louis Jarrige,Centaure,48.7398545,Route:Relation:122930,Line:Relation:6883352,StopPoint:4:134,StopPoint:Node:4324200432,10291,2.4201029999999997,Gare de Villeneuve-le-Roi,0.6666666666666666,0.18181818181818182,20.0,1.0,100.0,1.0,100.0,115.88654139973481
61,StopPoint:4:97,002002009:9,415245,Eugène Hénaff,48.792275,2.410758,,Centre Commercial Pont de Vitry,9,Keolis Seine Val-De-Marne,Keolis Seine Val-De-Marne,002002009:9,Eugène Hénaff,9,48.7934564,Route:Relation:280115,Line:Relation:7147174,StopPoint:4:97,StopPoint:Node:5443966632,415245,2.409989,Centre Commercial - Pont de Vitry,0.96875,1.0,100.0,1.0,100.0,1.0,100.0,143.01321233189228
229,StopPoint:48:5741,003351504:A,426346,Haras Campus St Thèrèse,48.65562,2.848855,,Centre Commercial,A,Sit'bus,Sit'Bus,003351504:A,Haras Campus Saint-Thèrèse,A,48.757761699999996,Route:Relation:7991716,Line:Relation:7993124,StopPoint:48:5741,StopPoint:Node:5392632079,426346,2.6964585,Centre Commercial (Pontault-Combault),0.6296296296296297,1.0,100.0,0.8979591836734694,90.0,0.8979591836734694,90.0,15963.264680511329
231,StopPoint:48:5974,003351504:A,16610,Village de Flore,48.791684,2.664498,,Gare d'Ozoir,A,Sit'bus,Sit'Bus,003351504:A,Village de Flore,A,48.792724299999996,Route:Relation:8122701,Line:Relation:7993124,StopPoint:48:5974,StopPoint:Node:5392632058,16610,2.6633475,Gare d'Ozoir-la-Ferrière,0.6666666666666666,1.0,100.0,1.0,100.0,1.0,100.0,143.28124059121353
246,StopPoint:48:7043,003351504:A,16638,Pavé,48.776652,2.597263,,Gare d'Ozoir,A,Sit'bus,Sit'Bus,003351504:A,Pavé,A,48.7782857,Route:Relation:8122701,Line:Relation:7993124,StopPoint:48:7043,StopPoint:Node:5392632026,16638,2.5988055,Gare d'Ozoir-la-Ferrière,0.6666666666666666,1.0,100.0,1.0,100.0,1.0,100.0,214.14694016168153
248,StopPoint:48:7044,003351504:A,16639,Pavé,48.776543,2.597507,,Centre Commercial,A,Sit'bus,Sit'Bus,003351504:A,Pavé,A,48.7778675,Route:Relation:7991716,Line:Relation:7993124,StopPoint:48:7044,StopPoint:Node:5392632064,16639,2.5985917,Centre Commercial (Pontault-Combault),0.6296296296296297,1.0,100.0,1.0,100.0,1.0,100.0,167.48295811224446
304,StopPoint:80:8,004004019:60,21603,André Citroën,48.775201,2.222063,1,Résidence Europe,60,Phébus,Phébus,004004019:60,André Citroën,60,48.774608,Route:Relation:3879033,Line:Relation:7912028,StopPoint:80:8,StopPoint:Node:5347077064,21603,2.2224190999999998,Vélizy-Villacoublay Résidence Europe,0.6153846153846154,1.0,100.0,1.0,100.0,1.0,100.0,70.94911615412268
306,StopPoint:80:108,004004026:23,4348,Jean Mermoz,48.798522,2.143388,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Jean Mermoz,23,48.7981063,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:108,StopPoint:Node:1828091657,4348,2.1475602,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,309.98450987351254
309,StopPoint:80:128,004004026:23,38967,Louvois,48.780057,2.198714,1,Europe,23,Phébus,Phébus,004004026:23,Louvois,23,48.780322299999995,Route:Relation:8271442,Line:Relation:8271443,StopPoint:24:15170;StopPoint:80:128,StopPoint:Node:5342630914,38967,2.1955544,Europe,1.0,1.0,100.0,1.0,100.0,1.0,100.0,234.07595531709595
315,StopPoint:80:153,004004026:23,21607,Place de l'aviation,48.784103,2.185048,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Place de l'Aviation,23,48.7833964,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:153,StopPoint:Node:5597300857,21607,2.1847602999999998,Vélizy 2,1.0,1.0,100.0,0.9473684210526315,90.0,1.0,100.0,81.37249249755105
318,StopPoint:80:155,004004026:23,12698,Picardie-Champagne,48.78476,2.172492,1,Europe,23,Phébus,Phébus,004004026:23,Picardie-Champagne,23,48.7849284,Route:Relation:8271442,Line:Relation:8271443,StopPoint:80:155,StopPoint:Node:1594700616,12698,2.171057,Europe,1.0,1.0,100.0,1.0,100.0,1.0,100.0,107.10297643450251
319,StopPoint:80:155,004004026:23,12698,Picardie-Champagne,48.78476,2.172492,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Picardie-Champagne,23,48.7849284,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:155,StopPoint:Node:1594700616,12698,2.171057,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,107.10297643450251
322,StopPoint:80:176,004004026:23,12710,Rabourdin,48.78273,2.194096,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Rabourdin,23,48.782446099999994,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:176,StopPoint:Node:3168767887,12710,2.1953191,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,95.2686280499592
333,StopPoint:80:19,004004026:23,12746,Bertisettes,48.79837,2.167551,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Bertisettes,23,48.798568599999996,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:19,StopPoint:Node:5597300859,12746,2.1666274,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,71.35750889418392
344,StopPoint:80:20,004004026:23,12747,Bertisettes,48.798406,2.167578,1,Europe,23,Phébus,Phébus,004004026:23,Bertisettes,23,48.798626,Route:Relation:8271442,Line:Relation:8271443,StopPoint:80:20,StopPoint:Node:4328379824,12747,2.1665329,Europe,1.0,1.0,100.0,1.0,100.0,1.0,100.0,80.58344328624653
345,StopPoint:80:204,004004026:23,12711,Villacoublay,48.782748,2.201808,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Villacoublay,23,48.7829918,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:204;StopPoint:80:231,StopPoint:Node:5409916383,12711,2.2029186,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,86.00250654574884
360,StopPoint:80:55,004004026:23,12705,De Gaulle,48.784963,2.182856,1,Vélizy 2,23,Phébus,Phébus,004004026:23,De Gaulle,23,48.7851055,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:55,StopPoint:Node:3168762865,12705,2.1816671,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,88.79322783741587
361,StopPoint:80:56,004004026:23,12706,De Gaulle,48.784901,2.183413,1,Europe,23,Phébus,Phébus,004004026:23,De Gaulle,23,48.7851113,Route:Relation:8271442,Line:Relation:8271443,StopPoint:80:56,StopPoint:Node:3168762866,12706,2.1823867999999997,Europe,1.0,1.0,100.0,1.0,100.0,1.0,100.0,78.95461847778337
369,StopPoint:80:68,004004026:23,24691,Exelmans,48.779826,2.201489,1,Europe,23,Phébus,Phébus,004004026:23,Exelmans,23,48.780000699999995,Route:Relation:8271442,Line:Relation:8271443,StopPoint:80:68,StopPoint:Node:4323743911,24691,2.1994423999999997,Europe,1.0,1.0,100.0,1.0,100.0,1.0,100.0,151.66156617659814
371,StopPoint:80:77,004004026:23,12714,Grange Dame Rose,48.782833,2.205195,1,Vélizy 2,23,Phébus,Phébus,004004026:23,Grange Dame Rose,23,48.7816074,Route:Relation:8271441,Line:Relation:8271443,StopPoint:80:77,StopPoint:Node:5409941424,12714,2.2042971,Vélizy 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,151.42716662777383
379,StopPoint:80:127,004004029:45,12821,Louvois,48.779518,2.198988,1,Musée de Sèvres,45,Phébus,Phébus,004004029:45,Louvois,45,48.779735099999996,Route:Relation:8407056,Line:Relation:8407058,StopPoint:24:14923;StopPoint:80:127,StopPoint:Node:5342630910,12821,2.196643,Musée de Sèvres,1.0,1.0,100.0,1.0,100.0,1.0,100.0,174.02638078248546
380,StopPoint:80:128,004004029:45,38967,Louvois,48.780057,2.198714,1,Mairie de Vélizy,45,Phébus,Phébus,004004029:45,Louvois,45,48.780322299999995,Route:Relation:8407057,Line:Relation:8407058,StopPoint:24:15170;StopPoint:80:128,StopPoint:Node:5342630914,38967,2.1955544,Mairie de Vélizy,1.0,1.0,100.0,1.0,100.0,1.0,100.0,234.07595531709595
383,StopPoint:80:136,004004029:45,28665,Musée de Sèvres,48.828107,2.225213,1,Musée de Sèvres,45,Phébus,Phébus,004004029:45,Musée de Sèvres,45,48.828939899999995,Route:Relation:8407056,Line:Relation:8407058,StopPoint:80:135;StopPoint:80:136,StopPoint:Node:2307380411,28665,2.2247524,Musée de Sèvres,1.0,1.0,100.0,1.0,100.0,1.0,100.0,98.60457244892795
398,StopPoint:80:68,004004029:45,24691,Exelmans,48.779826,2.201489,1,Mairie de Vélizy,45,Phébus,Phébus,004004029:45,Exelmans,45,48.780000699999995,Route:Relation:8407057,Line:Relation:8407058,StopPoint:80:68,StopPoint:Node:4323743911,24691,2.1994423999999997,Mairie de Vélizy,1.0,1.0,100.0,1.0,100.0,1.0,100.0,151.66156617659814
399,StopPoint:80:77,004004029:45,12714,Grange Dame Rose,48.782833,2.205195,1,Mairie de Vélizy,45,Phébus,Phébus,004004029:45,Grange Dame Rose,45,48.7816074,Route:Relation:8407057,Line:Relation:8407058,StopPoint:80:77,StopPoint:Node:5409941424,12714,2.2042971,Mairie de Vélizy,1.0,1.0,100.0,1.0,100.0,1.0,100.0,151.42716662777383
410,StopPoint:22:141,005005038:38,35473,Collège Maurice Ravel,48.774842,1.815526,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Collège Maurice Ravel,38,48.7751525,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:141,StopPoint:Node:5533640174,35473,1.8144505,La Picotière,1.0,1.0,100.0,1.0,100.0,1.0,100.0,86.26235817287011
413,StopPoint:22:141,005005038:38,35473,Collège Maurice Ravel,48.774842,1.815526,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Collège Maurice Ravel,38,48.7751525,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:141,StopPoint:Node:5533640174,35473,1.8144505,Collège Maurice Ravel,1.0,1.0,100.0,1.0,100.0,1.0,100.0,86.26235817287011
433,StopPoint:22:210,005005038:38,35535,Square Coty,48.805659,1.765959,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Square Coty,38,48.8048504,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:210,StopPoint:Node:5534250418,35535,1.7633029999999998,La Picotière,1.0,1.0,100.0,1.0,100.0,1.0,100.0,214.8258631842217
435,StopPoint:22:211,005005038:38,35536,Square Coty,48.805722,1.765999,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Square Coty,38,48.804745399999995,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:211,StopPoint:Node:5534250417,35536,1.7631869999999998,Collège Maurice Ravel,1.0,1.0,100.0,1.0,100.0,1.0,100.0,233.37068351316623
437,StopPoint:22:212,005005038:38,35537,Gendarmerie,48.804738,1.763152,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Gendarmerie,38,48.8033504,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:212,StopPoint:Node:1429612423,35537,1.7580295,La Picotière,1.0,1.0,100.0,1.0,100.0,1.0,100.0,406.7014620842319
439,StopPoint:22:213,005005038:38,35538,Gendarmerie,48.804802,1.763329,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Gendarmerie,38,48.803273499999996,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:213,StopPoint:Node:1429612416,35538,1.7580137,Collège Maurice Ravel,1.0,1.0,100.0,1.0,100.0,1.0,100.0,425.8480776063127
530,StopPoint:22:251,005005038:38,35576,Rue G.Pompidou,48.863102,1.6679,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Rue G. Pompidou,38,48.863827099999995,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:251,StopPoint:Node:5533648327,35576,1.6701892999999999,La Picotière,1.0,1.0,100.0,0.9655172413793104,100.0,0.9655172413793104,100.0,186.3222674275481
533,StopPoint:22:251,005005038:38,35576,Rue G.Pompidou,48.863102,1.6679,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Rue G. Pompidou,38,48.863765699999995,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:251,StopPoint:Node:1429625996,35576,1.6702492,Collège Maurice Ravel,1.0,1.0,100.0,0.9655172413793104,100.0,0.9655172413793104,100.0,187.50256968222203
548,StopPoint:22:257,005005038:38,35580,Grand'Cour,48.868002,1.620222,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Grand'Cour,38,48.8676469,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:257,StopPoint:Node:5533647948,35580,1.6190324999999999,La Picotière,1.0,1.0,100.0,1.0,100.0,1.0,100.0,95.7868714912596
549,StopPoint:22:258,005005038:38,35581,Grand'Cour,48.867948,1.62025,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Grand'Cour,38,48.8675916,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:258,StopPoint:Node:4317500342,35581,1.6191369,Collège Maurice Ravel,1.0,1.0,100.0,1.0,100.0,1.0,100.0,90.77281508939801
551,StopPoint:22:259,005005038:38,35582,Mairie,48.86666,1.613811,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Mairie,38,48.8669477,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:259,StopPoint:Node:5533647947,35582,1.6156899,La Picotière,1.0,1.0,100.0,1.0,100.0,1.0,100.0,141.51290363431934
554,StopPoint:22:260,005005038:38,35582,Mairie,48.866651,1.613824,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Mairie,38,48.8669241,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:260,StopPoint:Node:5533954660,35582,1.6158732999999998,Collège Maurice Ravel,1.0,1.0,100.0,1.0,100.0,1.0,100.0,153.38720402677723
560,StopPoint:22:263,005005038:38,35586,La Picotière,48.862271,1.600236,,La Picotière,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,La Picotière,38,48.8623779,Route:Relation:8186067,Line:Relation:8186068,StopPoint:22:263,StopPoint:Node:5533647945,35586,1.6050803,La Picotière,1.0,1.0,100.0,1.0,100.0,1.0,100.0,355.64081610362194
573,StopPoint:22:498,005005038:38,35748,Le Pavé,48.797236,1.670573,,Collège Maurice Ravel,38,Transdev Ile-de-France Houdan,Transdev Ile-de-France Houdan,005005038:38,Le Pavé,38,48.7980557,Route:Relation:8186328,Line:Relation:8186068,StopPoint:22:498,StopPoint:Node:2136286082,35748,1.6702818,Collège Maurice Ravel,1.0,1.0,100.0,1.0,100.0,1.0,100.0,93.63227737364136
584,StopPoint:57:191,006006002:2,11284,Y,48.6842,2.202091,,Centre Commercial Ulis 2,2,Mobicaps,Mobicaps,006006002:2,Y,2,48.6841331,Route:Relation:5694050,Line:Relation:5694051,StopPoint:57:191,StopPoint:Node:664269956,11284,2.2031413,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.69408416961879
589,StopPoint:57:381,006006002:2,414620,Ferme,48.68478,2.184103,,Centre Commercial Ulis 2,2,Mobicaps,Mobicaps,006006002:2,Ferme,2,48.6849321,Route:Relation:5694050,Line:Relation:5694051,StopPoint:57:381,StopPoint:Node:1428481977,414620,2.183076,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.488900357652
605,StopPoint:57:381,006006003:3,414620,Ferme,48.68478,2.184103,,Centre Commercial Ulis 2,3,Mobicaps,Mobicaps,006006003:3,Ferme,3,48.6849321,Route:Relation:6114255,Line:Relation:7413474,StopPoint:57:381,StopPoint:Node:1428481977,414620,2.183076,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.488900357652
705,StopPoint:57:191,006006005:5,11284,Y,48.6842,2.202091,,Gare d'Orsay Ville,5,Mobicaps,Mobicaps,006006005:5,Y,5,48.6841331,Route:Relation:8063118,Line:Relation:7918097,StopPoint:57:191,StopPoint:Node:664269956,11284,2.2031413,Gare d'Orsay Ville,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.69408416961879
842,StopPoint:57:1012,006006010:1,21828,Cimetière d'Orsay,48.698523,2.205734,0,Gare d'Igny,1,Mobicaps,Mobicaps,006006010:1,Cimetière d'Orsay,1,48.6988917,Route:Relation:2420132,Line:Relation:2415100,StopPoint:57:1012,StopPoint:Node:3842669990,21828,2.20785,Gare d’Igny RER,0.7692307692307693,1.0,100.0,1.0,100.0,1.0,100.0,161.06913059850865
916,StopPoint:57:980,006006010:1,11389,Bois de la Grille Noire,48.696354,2.195325,0,Gare d'Igny,1,Mobicaps,Mobicaps,006006010:1,Bois de la Grille Noire,1,48.6962902,Route:Relation:2420132,Line:Relation:2415100,StopPoint:57:980,StopPoint:Node:1932103471,11389,2.194091,Gare d’Igny RER,0.7692307692307693,1.0,100.0,1.0,100.0,1.0,100.0,91.11828928828528
1068,StopPoint:57:381,006006023:21,414620,Ferme,48.68478,2.184103,,Centre Commercial Ulis 2,21,Mobicaps,Mobicaps,006006023:21,Ferme,21,48.6849321,Route:Relation:7724673,Line:Relation:7724675,StopPoint:57:381,StopPoint:Node:1428481977,414620,2.183076,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.488900357652
1121,StopPoint:57:381,006006024:22,414620,Ferme,48.68478,2.184103,,Centre Commercial Ulis 2,22,Mobicaps,Mobicaps,006006024:22,Ferme,22,48.6849321,Route:Relation:5694437,Line:Relation:5694438,StopPoint:57:381,StopPoint:Node:1428481977,414620,2.183076,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.488900357652
1141,StopPoint:57:191,006006025:23,11284,Y,48.6842,2.202091,,Centre Commercial Ulis 2,23,Mobicaps,Mobicaps,006006025:23,Y,23,48.6841331,Route:Relation:7724671,Line:Relation:7724674,StopPoint:57:191,StopPoint:Node:664269956,11284,2.2031413,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.69408416961879
1152,StopPoint:57:381,006006025:23,414620,Ferme,48.68478,2.184103,,Centre Commercial Ulis 2,23,Mobicaps,Mobicaps,006006025:23,Ferme,23,48.6849321,Route:Relation:7724671,Line:Relation:7724674,StopPoint:57:381,StopPoint:Node:1428481977,414620,2.183076,Centre Commercial Ulis 2,1.0,1.0,100.0,1.0,100.0,1.0,100.0,77.488900357652
1253,StopPoint:49:54260,010010005:2,12052,ZI Croix Blanche,48.623841,2.341654,,ZI Croix Blanche,2,Génovébus,Génovébus,010010005:2,ZI Croix Blanche,2,48.6244817,Route:Relation:6785274,Line:Relation:6785275,StopPoint:49:54261,StopPoint:Node:1383528004,12052,2.3411991,ZI La Croix Blanche,0.9142857142857143,1.0,100.0,1.0,100.0,1.0,100.0,78.74533658543231
1327,StopPoint:49:63700,010010005:3,29408,Cimetière Russe,48.632141,2.343157,,Gare de Sainte Geneviève des Bois,3,Génovébus,Génovébus,010010005:3,Cimetière Russe,3,48.6312517,Route:Relation:8384177,Line:Relation:8384179,StopPoint:49:63700,StopPoint:Node:5693487768,29408,2.3432147,Gare de Sainte-Geneviève des Bois,0.9696969696969697,1.0,100.0,1.0,100.0,1.0,100.0,98.98388157516656
1329,StopPoint:49:63701,010010005:3,29409,Cimetière Russe,48.632075,2.343014,,Petits Champs,3,Génovébus,Génovébus,010010005:3,Cimetière Russe,3,48.6310345,Route:Relation:8384178,Line:Relation:8384179,StopPoint:49:63701,StopPoint:Node:4732160323,29409,2.3431956,Petits Champs,1.0,1.0,100.0,1.0,100.0,1.0,100.0,116.47800074368283
1394,StopPoint:49:54110,010010007:107,12037,Terrasses,48.675051,2.324106,,Gare de Massy Palaiseau,107,CEAT,CEAT,010010007:107,Terrasses,107,48.6758768,Route:Relation:7160123,Line:Relation:7447656,StopPoint:49:54110,StopPoint:Node:3790547399,12037,2.3227368999999998,Gare de Massy Palaiseau,1.0,1.0,100.0,1.0,100.0,1.0,100.0,136.3800500699443
1444,StopPoint:49:54110,010010007:108,12037,Terrasses,48.675051,2.324106,,Porte d'Orléans,108,CEAT,CEAT,010010007:108,Terrasses,108,48.6758768,Route:Relation:5594048,Line:Relation:6785380,StopPoint:49:54110,StopPoint:Node:3790547399,12037,2.3227368999999998,Porte d'Orléans,1.0,1.0,100.0,1.0,100.0,1.0,100.0,136.3800500699443
1447,StopPoint:49:54261,010010007:108,12052,ZI Croix Blanche,48.624206,2.341182,,ZI Croix Blanche,108,CEAT,CEAT,010010007:108,ZI Croix Blanche,108,48.623809699999995,Route:Relation:6785379,Line:Relation:6785380,StopPoint:10:1284;StopPoint:49:54260,StopPoint:Node:1383527997,12052,2.3425813,Zone Industrielle la Croix Blanche,0.64,1.0,100.0,1.0,100.0,1.0,100.0,112.17686357503868
1654,StopPoint:49:51140,010010020:1020,11747,Denfert Rochereau,48.834033,2.333928,,Denfert Rochereau,10.20,CEAT,CEAT,010010020:1020,Denfert Rochereau,10.20,48.8334456,Route:Relation:7872068,Line:Relation:1687233,StopPoint:49:51140,StopPoint:Node:5318123165,11747,2.3343814,Denfert-Rochereau (Paris),0.7619047619047619,1.0,100.0,1.0,100.0,1.0,100.0,73.314656803217
1825,StopPoint:49:52940,010010020:1020,11927,Mesnil Racoin,48.455502,2.258064,,Denfert Rochereau,10.20,CEAT,CEAT,010010020:1020,Mesnil Racoin,10.20,48.4558458,Route:Relation:7872068,Line:Relation:1687233,StopPoint:49:52940,StopPoint:Node:5318123121,11927,2.2595717,Denfert-Rochereau (Paris),0.7619047619047619,1.0,100.0,1.0,100.0,1.0,100.0,117.88926111490116
1924,StopPoint:49:6782,010010020:1020,427803,Saint Germain,48.512321,2.335578,,Denfert Rochereau,10.20,CEAT,CEAT,010010020:1020,Saint-Germain,10.20,48.5127129,Route:Relation:8188648,Line:Relation:1687233,StopPoint:49:6780,StopPoint:Node:5318122883,427803,2.336931,Denfert-Rochereau (Paris),0.7619047619047619,1.0,100.0,0.9230769230769231,90.0,0.9230769230769231,90.0,109.05027480515936
1931,StopPoint:49:51140,010010021:1021,11747,Denfert Rochereau,48.834033,2.333928,,Denfert Rochereau,10.21,CEAT,Transdev CEAT,010010021:1021,Denfert Rochereau,10.21,48.8334456,Route:Relation:1687234,Line:Relation:1687241,StopPoint:49:51140,StopPoint:Node:5318123165,11747,2.3343814,Denfert-Rochereau (Paris),0.7619047619047619,1.0,100.0,1.0,100.0,1.0,100.0,73.314656803217
2014,StopPoint:49:63851,010240004:8,419110,Danielle Casanova,48.789269,2.548561,,Gare de la Varenne Chennevières,8,SITUS,SITUS,010240004:8,Danielle Casanova,8,48.7897306,Route:Relation:8364979,Line:Relation:8364981,StopPoint:49:63851,StopPoint:Node:1131310929,419110,2.5495703,Gare de la Varenne Chennevières,1.0,1.0,100.0,1.0,100.0,1.0,100.0,90.19523843771069
2032,StopPoint:49:63851,010240010:10,419110,Danielle Casanova,48.789269,2.548561,,Gare de Sucy-Bonneuil,10,SITUS,SITUS,010240010:10,Danielle Casanova,10,48.7897306,Route:Relation:5931546,Line:Relation:5931547,StopPoint:49:63851,StopPoint:Node:1131310929,419110,2.5495703,Gare RER Sucy-Bonneuil,0.9302325581395349,1.0,100.0,1.0,100.0,1.0,100.0,90.19523843771069
2055,StopPoint:21:395,011011017:17,32661,Tuilerie,48.852182,2.046903,,GARE RIVE DROITE,17,Transdev Ile-de-France Ecquevilly,Versailles Grand Parc,011011017:17,Tuilerie,17,48.8522737,Route:Relation:8054729,Line:Relation:8054732,StopPoint:23:813;StopPoint:21:395,StopPoint:Node:5404137370,32661,2.0450616999999998,Gare de Versailles Rive Droite,0.6956521739130435,1.0,100.0,1.0,100.0,1.0,100.0,135.51359420315933
2057,StopPoint:21:398,011011017:17,32664,Tuilerie Bignon,48.852962,2.041303,,GARE RIVE DROITE,17,Transdev Ile-de-France Ecquevilly,Versailles Grand Parc,011011017:17,Tuilerie Bignon,17,48.8527041,Route:Relation:8054729,Line:Relation:8054732,StopPoint:21:399;StopPoint:23:811,StopPoint:Node:5404112407,32664,2.0424389,Gare de Versailles Rive Droite,0.6956521739130435,1.0,100.0,1.0,100.0,1.0,100.0,88.15622646656507
2076,StopPoint:21:178,011011017:17S,32497,Carrefour 307,48.886348,1.923934,,GARE RIVE DROITE,17S,Transdev Ile-de-France Ecquevilly,Versaille Grand Parc,011011017:17S,Carrefour 307,17S,48.8863378,Route:Relation:8054728,Line:Relation:8054731,StopPoint:21:179,StopPoint:Node:1237664309,32497,1.9224515,Gare de Versailles Rive Droite,0.6956521739130435,1.0,100.0,1.0,100.0,1.0,100.0,108.72971113938638
2092,StopPoint:21:395,011011017:17S,32661,Tuilerie,48.852182,2.046903,,GARE RIVE DROITE,17S,Transdev Ile-de-France Ecquevilly,Versaille Grand Parc,011011017:17S,Tuilerie,17S,48.8522737,Route:Relation:8054728,Line:Relation:8054731,StopPoint:23:813;StopPoint:21:395,StopPoint:Node:5404137370,32661,2.0450616999999998,Gare de Versailles Rive Droite,0.6956521739130435,1.0,100.0,1.0,100.0,1.0,100.0,135.51359420315933
2095,StopPoint:21:398,011011017:17S,32664,Tuilerie Bignon,48.852962,2.041303,,GARE RIVE DROITE,17S,Transdev Ile-de-France Ecquevilly,Versaille Grand Parc,011011017:17S,Tuilerie Bignon,17S,48.8527041,Route:Relation:8054728,Line:Relation:8054731,StopPoint:21:399;StopPoint:23:811,StopPoint:Node:5404112407,32664,2.0424389,Gare de Versailles Rive Droite,0.6956521739130435,1.0,100.0,1.0,100.0,1.0,100.0,88.15622646656507
2110,StopPoint:21:816,011011017:17S,32931,Maurice Cayen,48.896873,1.868586,,GARE RIVE DROITE,17S,Transdev Ile-de-France Ecquevilly,Versaille Grand Parc,011011017:17S,Maurice Cayen,17S,48.894541,Route:Relation:8054728,Line:Relation:8054731,StopPoint:21:368,StopPoint:Node:4590664329,32931,1.8700721999999999,Gare de Versailles Rive Droite,0.6956521739130435,1.0,100.0,1.0,100.0,1.0,100.0,281.30210030257695
